Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Output Code","Read Out","Number of Sections","Display Characters - Height","Actuator Type","Contact Rating @ Voltage","Contact Material","Contact Finish","Mounting Type","Termination Style","End Caps","Section Width","Panel Cutout Dimensions","Features","Operating Temperature"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,//media.digikey.com/Photos/APEM%20Comp%20Photos/PICOD137AK2.jpg,PICOD137AK2AP-ND,PICOD137AK2,APEM Inc.,SWITCH THUMB BCD COMP 0.1A 40V,0,0,"10.75200","0","100","Tray","PICOD","Active","BCD Complement","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD301AK2-ND,PICOD301AK2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"10.80000","0","100","Tray","PICOD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-207-PM-ND,A7BS-207-PM,Omron Electronics Inc-EMC Div,SWITCH THUMB SPDT 0.1A 50V/28V,0,0,"10.84140","0","100","Tray","A7BS","Active","SPDT","+/-","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-10°C ~ 65°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1211,-,DPS8301AK2-ND,DPS8301AK2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"10.86400","0","100","Tray","DPS8","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.134"" (3.40mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1210,-,SMCD301AK2-ND,SMCD301AK2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"10.92800","0","100","Tray","SMCD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.134"" (3.40mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD111AL2-ND,PICOD111AL2,APEM Inc.,SWITCH THUMB DECIMAL 0.1A 40V,0,0,"10.96000","0","100","Tray","PICOD","Active","Decimal","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-206-10-ND,A7BS-206-10,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"11.15550","0","100","Bulk","A7BS","Active","BCD","0 ~ 9","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","Red Characters","-10°C ~ 65°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-206-10-1-ND,A7BS-206-10-1,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"11.15550","0","100","Bulk","A7BS","Active","BCD","0 ~ 9","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","Red Characters","-10°C ~ 65°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1211,-,DPS8137AKLS2-ND,DPS8137AKLS2,APEM Inc.,SWITCH THUMB BCD COMP 0.1A 40V,0,0,"11.29600","0","100","Tray","DPS8","Active","BCD Complement","0 ~ 9","1","0.193"" (4.90mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Screw","PC Pin","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1211,-,DPS8131AKLS2-ND,DPS8131AKLS2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"11.29600","0","100","Tray","DPS8","Active","BCD","0 ~ 9","1","0.193"" (4.90mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Screw","PC Pin","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD137AKLS2-ND,PICOD137AKLS2,APEM Inc.,SWITCH THUMB BCD COMP 0.1A 40V,0,0,"11.31200","0","100","Tray","PICOD","Active","BCD Complement","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-206-S04-ND,A7BS-206-S04,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"11.46220","0","100","Bulk","A7BS","Active","BCD","0 ~ 9","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","Internal Stoppers","-10°C ~ 65°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD131AKLS2-ND,PICOD131AKLS2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"11.61600","0","100","Tray","PICOD","Active","BCD","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1212,-,DPS9400AL2-ND,DPS9400AL2,APEM Inc.,SWITCH THUMB SPDT 0.1A 40V,0,0,"11.68000","0","100","Tray","DPS9","Active","SPDT","+/-","1","0.268"" (6.80mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1213,-,DPS10131AL2-ND,DPS10131AL2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"11.77600","0","100","Tray","DPS10","Active","BCD","0 ~ 9","1","0.275"" (7.00mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1213,-,DPS10301AK2-ND,DPS10301AK2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"11.85600","0","100","Tray","DPS10","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.169"" (4.30mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
-,-,DPS10400AL2-ND,DPS10400AL2,APEM Inc.,SWITCH THUMB SPDT 0.1A 40V,0,0,"11.93600","0","100","Tray","DPS10","Active","SPDT","+/-","1","0.275"" (7.00mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1212,-,DPS9131AL2-ND,DPS9131AL2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"12.08000","0","100","Tray","DPS9","Active","BCD","0 ~ 9","1","0.268"" (6.80mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1213,-,DPS10131AKLS2-ND,DPS10131AKLS2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"12.14400","0","100","Tray","DPS10","Active","BCD","0 ~ 9","1","0.275"" (7.00mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","PC Pin","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD1311ALULS2-ND,PICOD1311ALULS2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"12.54400","0","100","Tray","PICOD","Active","BCD","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In, Right Angle","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1213,-,DPS10111ALLS2-ND,DPS10111ALLS2,APEM Inc.,SWITCH THUMB DECIMAL 0.1A 40V,0,0,"12.59840","0","100","Tray","DPS10","Active","Decimal","0 ~ 9","1","0.275"" (7.00mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","PC Pin with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD301ALD2-ND,PICOD301ALD2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"12.80000","0","100","Tray","PICOD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD131ALD2-ND,PICOD131ALD2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"12.99200","0","100","Tray","PICOD","Active","BCD","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1211,-,DPS8131AL2-ND,DPS8131AL2,APEM Inc.,SWITCH THUMB BCD 0.1A 40V,0,0,"13.08800","0","100","Tray","DPS8","Active","BCD","0 ~ 9","1","0.193"" (4.90mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Screw","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD307AK2-ND,PICOD307AK2,APEM Inc.,SWITCH THUMB HEX COMP 0.1A 40V,0,0,"13.23200","0","100","Tray","PICOD","Active","Hexadecimal Complement","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-256-ND,A7BS-256,Omron Electronics Inc-EMC Div,SWITCH THUMB 0.1A 50V/28V,0,0,"13.35790","0","100","Bulk","A7BS","Active","-","-","1","-","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","-","Sold Separately","0.315"" (8.00mm)","-","-","-10°C ~ 65°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD307AKLS2-ND,PICOD307AKLS2,APEM Inc.,SWITCH THUMB HEX COMP 0.1A 40V,0,0,"13.39200","0","100","Tray","PICOD","Active","Hexadecimal Complement","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.ckswitches.com/media/1386/3.pdf,"//media.digikey.com/photos/CK%20Comp%20Photos/302109300,%20302119300.jpg",CKN5036-ND,302109300,C&K,SWITCH THUMB BCD 0.1A 120V/28V,0,0,"13.96680","0","50","Bulk","3","Active","BCD","0 ~ 9","1","-","Thumbwheel","0.1A @ 120VAC/28VDC","Copper Alloy","-","Panel Mount, Snap-In","PC Pin","Sold Separately","0.315"" (8.00mm)","-","-","-40°C ~ 65°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BL-206-S09-1-ND,A7BL-206-S09-1,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"14.12490","0","100","Tube","A7BL","Active","BCD","0 ~ 9","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","Internal Stoppers, Locking Actuator","-10°C ~ 65°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1437603-1&DocType=Customer+Drawing&DocLang=English,-,DPS8111AK-ND,DPS8111AK,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB DECIMAL 0.4VA 20V,0,0,"14.28685","0","1000","Bulk","DPS8","Active","Decimal","0 ~ 9","1","0.193"" (4.90mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Alloy","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD301AKLS2-ND,PICOD301AKLS2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"14.59200","0","100","Tray","PICOD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1209,-,PICOD301ALULS2-ND,PICOD301ALULS2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,100,"14.65600","0","100","Tray","PICOD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In, Right Angle","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/SMCD%20Series.pdf,//media.digikey.com/photos/Tyco%20Photos/SMCD131AK.JPG,450-1995-ND,SMCD131AK,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB BCD 0.4VA 20V,0,0,"14.71500","0","1000","Bulk","SMCD","Active","BCD","0 ~ 9","-","0.193"" (4.90mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-20°C ~ 80°C"
https://www.ia.omron.com/data_pdf/cat/a7ps_a7ph_ds_e_6_1_csm29.pdf,-,A7PS-207-ND,A7PS-207,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"14.82420","0","50","Tray","A7PS","Active","BCD","0 ~ 9","1","0.268"" (6.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-10°C ~ 65°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-255-ND,A7BS-255,Omron Electronics Inc-EMC Div,SWITCH THUMB HEX 0.1A 50V/28V,0,0,"15.06720","0","100","Tray","A7BS","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.126"" (3.20mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-10°C ~ 65°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-255-1-ND,A7BS-255-1,Omron Electronics Inc-EMC Div,SWITCH THUMB HEX 0.1A 50V/28V,0,0,"15.06720","0","100","Tray","A7BS","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.126"" (3.20mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","-","-10°C ~ 65°C"
-,-,DPS10301ALLS2-ND,DPS10301ALLS2,APEM Inc.,SWITCH THUMB HEX 0.1A 40V,0,0,"15.20000","0","100","Tray","DPS10","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.169"" (4.30mm)","Pushwheel","0.1A @ 40VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","PC Pin with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-20°C ~ 80°C"
http://www.ia.omron.com/data_pdf/cat/a7bs_a7bl_ds_e_6_2_csm25.pdf,-,A7BS-207-D-ND,A7BS-207-D,Omron Electronics Inc-EMC Div,SWITCH THUMB BCD 0.1A 50V/28V,0,0,"15.39840","0","100","Tube","A7BS","Active","BCD","0 ~ 9","1","0.189"" (4.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.315"" (8.00mm)","-","Diode","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0230000-ND,3P0230000,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"15.44880","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 65°C"
https://www.ia.omron.com/data_pdf/cat/a7ps_a7ph_ds_e_6_1_csm29.pdf,-,A7PS-203-ND,A7PS-203,Omron Electronics Inc-EMC Div,SWITCH THUMB DECIMAL 0.1A 50/28V,0,0,"15.85560","0","50","Tray","A7PS","Active","Decimal","0 ~ 9","1","0.268"" (6.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.394"" (10.00mm)","-","-","-10°C ~ 65°C"
-,-,SH6WD1242-ND,SH6WD1242,APEM Inc.,SWITCH THUMBWHEEL,0,0,"15.88800","0","100","Tray","SH6","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0230002-ND,3P0230002,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"16.05260","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","Dust Lens","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0230100-ND,3P0230100,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"16.70520","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 65°C"
https://www.ia.omron.com/data_pdf/cat/a7ps_a7ph_ds_e_6_1_csm29.pdf,-,A7PS-219-ND,A7PS-219,Omron Electronics Inc-EMC Div,SWITCH THUMB DECIMAL 0.1A 50/28V,0,0,"16.87920","0","50","Tray","A7PS","Active","Decimal","0 ~ 9","1","0.268"" (6.80mm)","Pushwheel","0.1A @ 50VAC/28VDC","-","-","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.394"" (10.00mm)","-","-","-10°C ~ 65°C"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1437603-1&DocType=Customer+Drawing&DocLang=English,-,2-1437603-0-ND,2-1437603-0,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB HEX 0.4VA 20V,0,0,"16.97250","0","300","Bulk","DPS8","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.134"" (3.40mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Alloy","Gold","Panel Mount, Screw","Card Edge/Solder Pad","Sold Separately","0.315"" (8.00mm)","-","-","-20°C ~ 80°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0210N00-ND,3P0210N00,C&K,SWITCH THUMB BCD 0.1A 30V,0,0,"17.17880","0","50","Bulk","3P","Active","BCD","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In, Right Angle","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P%20Series%20Switches.pdf,-,3P1230000-ND,3P1230000,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"17.22360","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Included","0.300"" (7.62mm)","Rectangular - 22.50mm x 11.32mm","-","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P1213000-ND,3P1213000,C&K,SWITCH THUMB BCD 0.1A 30V,0,0,"17.24400","0","50","Bulk","3P","Active","BCD","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Included","0.300"" (7.62mm)","-","Spacer Included","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0230102-ND,3P0230102,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"17.30900","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad with Component Mounting","Sold Separately","0.300"" (7.62mm)","-","Dust Lens","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/PICOD%20Series.pdf,-,PICOD301AK-ND,PICOD301AK,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB HEX 0.4VA 20V,0,0,"17.32676","0","1000","Bulk","PICOD","Active","Hexadecimal","0 ~ 9, A ~ F","1","0.094"" (2.39mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P1210002-ND,3P1210002,C&K,SWITCH THUMB BCD 0.1A 30V,0,0,"17.35360","0","50","Bulk","3P","Active","BCD","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Included","0.300"" (7.62mm)","Rectangular - 22.50mm x 11.32mm","Dust Lens","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P0210N02-ND,3P0210N02,C&K,SWITCH THUMB BCD 0.1A 30V,0,0,"17.78460","0","50","Bulk","3P","Active","BCD","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In, Right Angle","PC Pin","Sold Separately","0.300"" (7.62mm)","-","Dust Lens","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P1230002-ND,3P1230002,C&K,SWITCH THUMB BCD COMP 0.1A 30V,0,0,"17.82740","0","50","Bulk","3P","Active","BCD Complement","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Included","0.300"" (7.62mm)","Rectangular - 22.50mm x 11.32mm","Dust Lens","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/C&K/3P_Series_Ds_Rev_Sep_2010.pdf,-,3P1213002-ND,3P1213002,C&K,SWITCH THUMB BCD 0.1A 30V,0,0,"17.84980","0","50","Bulk","3P","Active","BCD","0 ~ 9","1","-","Pushwheel","0.1A @ 30VDC","Copper Alloy","Gold","Panel Mount, Snap-In","Card Edge/Solder Pad","Included","0.300"" (7.62mm)","-","Dust Lens, Spacer Included","-10°C ~ 65°C"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/PICOD%20Series.pdf,-,PICOD131ALULS-ND,PICOD131ALULS,TE Connectivity ALCOSWITCH Switches,SWITCH THUMB BCD 0.4VA 20V,0,0,"18.14358","0","500","Bulk","PICOD","Active","BCD","0 ~ 9","1","0.122"" (3.10mm)","Pushwheel","0.4VA @ 20VAC/DC","Copper Tin Alloy","Gold","Panel Mount, Snap-In, Right Angle","PC Pin","Sold Separately","0.300"" (7.62mm)","-","-","-10°C ~ 60°C"
