Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Mounting Type","Termination Style","For Use With/Related Products"
http://us.idec.com/Common/Download.aspx?d=358409,//media.digikey.com/Photos/IDEC/MFG_SF1V-4-07L.jpg,1885-1061-ND,SF1V-4-07L,IDEC,RELAY SOCKET 10 POS DIN RAIL,759,0,"16.34000","0","1","SF1V","Active","Socket","10","DIN Rail","Screw Terminal","RF1V Series"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2980225,//media.digikey.com/Photos/Phoenix%20Photos/2980225.JPG,277-4844-ND,2980225,Phoenix Contact,RELAY SOCKET DIN RAIL,166,150,"16.85000","0","1","PLC-BSC","Active","Socket","-","DIN Rail","Screw Terminal","Miniature Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/PT78730.JPG,PB1144-ND,9-1415071-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS DIN RAIL,225,0,"17.71000","0","1","PT, SCHRACK","Active","Socket","11","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KH_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E166.jpg,PB147-ND,27E166,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS CHASSIS MT,94,0,"18.05000","0","1","-","Active","Socket","14","Chassis Mount","Screw Terminal","PT, PTH and KHA Series"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g7l.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P7LF-06.JPG,Z2892-ND,P7LF-06,Omron Electronics Inc-EMC Div,RELAY SOCKET 6 POS CHASSIS MOUNT,152,1560,"19.04000","0","1","G7L","Active","Socket","6","Chassis Mount","Screw Terminal","G7L Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E460.jpg,PB640-ND,27E460,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS CHASSIS MT,143,0,"22.42000","0","1","R10","Active","Socket","10","Chassis Mount","Screw Terminal","R10 Series"
http://www.crydom.com/en/products/catalog/d_rs.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_DRS1.jpg,CC1998-ND,DRS1,Sensata-Crydom,RELAY SOCKET 4 POSITION DIN RAIL,104,0,"28.70000","0","1","DRS1","Active","Socket","4","DIN Rail","Screw Terminal","CX and CMX Series"
http://www.ia.omron.com/data_pdf/cat/g7sa_j120-e1_12_4_csm1269.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P7SA-14F.jpg,Z2627-ND,P7SA-14F,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,119,1353,"42.77000","0","1","G7SA","Active","Socket","14","DIN Rail","Screw Terminal","G7SA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KH_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E007.jpg,PB145-ND,27E007,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS THROUGH HOLE,1988,0,"2.21000","0","1","-","Active","Socket","14","Through Hole","PC Pin","PT, PTH and KHA Series"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/NC_Relays.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/NC2-PS.jpg,255-1837-ND,NC2-PS,Panasonic Electric Works,RELAY SOCKET 8 POS THROUGH HOLE,461,0,"2.50000","0","1","NC","Active","Socket","8","Through Hole","PC Pin","NC2D Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/PT78604.jpg,PB727-ND,3-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS THROUGH HOLE,184,0,"2.84000","0","1","PT, SCHRACK","Active","Socket","14","Through Hole","PC Pin","PT, PTH and KHA Series"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_st.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/ST-PS.jpg,255-1294-ND,ST-PS,Panasonic Electric Works,RELAY SOCKET 8 POS THROUGH HOLE,144,0,"2.95000","0","1","ST","Active","Socket","8","Through Hole","PC Pin","ST Series"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/265,//media.digikey.com/photos/Panasonic%20Photos/dsp1a-ps.JPG,255-1058-ND,DSP1A-PS,Panasonic Electric Works,RELAY SOCKET 4 POS THROUGH HOLE,177,0,"3.07000","0","1","DSP","Active","Socket","4","Through Hole","PC Pin","DSP1A Relays"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901873,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901873.jpg,277-14800-ND,2901873,Phoenix Contact,RIF-0-BPT/1,103,0,"3.15000","0","1","RIF","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Electric%20Works%20PDFs/NC_Relays.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/NC4-JPS.jpg,255-1997-ND,NC4-JPS,Panasonic Electric Works,RELAY SOCKET 14 POS THROUGH HOLE,134,0,"3.17000","0","1","NC","Active","Socket","14","Through Hole","PC Pin","NC4D-JP Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2R-05A.jpg,Z2283-ND,P2R-05A,Omron Automation and Safety,RELAY SOCKET 5 POS PANEL MOUNT,173,0,"3.23000","0","1","G2RS","Active","Socket","5","Panel Mount","Solder Lug","G2R-1-S Relays"
https://industrial.omron.us/en/media/LY_Electromechanical_Relay_Datasheet_tcm849-96656.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/PT11-0.JPG,Z6421-ND,PT11-0,Omron Automation and Safety,RELAY SOCKET 11 POS THROUGH HOLE,307,0,"3.43000","0","1","LY","Active","Socket","11","Through Hole","PC Pin","LY Series, 3PDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/1393162-5.JPG,PB1536-ND,PT78603,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS THROUGH HOLE,319,0,"3.48000","0","1","PT, SCHRACK","Active","Socket","11","Through Hole","PC Pin","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E043.jpg,PB639-ND,27E043,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,605,0,"3.55000","0","1","KU","Active","Socket","11","Chassis Mount","Solder Lug","KU Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E317.jpg,PB808-ND,27E317,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS CHASSIS MT,984,0,"3.62000","0","1","R10","Active","Socket","10","Chassis Mount","Solder Lug","R10 Series"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/265,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/DSP1A-PSL2.JPG,255-1059-ND,DSP1A-PSL2,Panasonic Electric Works,RELAY SOCKET 6 POS THROUGH HOLE,149,0,"3.62000","0","1","DSP","Active","Socket","6","Through Hole","PC Pin","DSP1A-L2 Relays"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/MK%20General%20Purpose%20Relay.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PL08.jpg,Z836-ND,PL08,Omron Automation and Safety,RELAY SOCKET 8 POS PANEL MOUNT,211,195,"3.76000","0","1","MK","Active","Socket","8","Panel Mount","Solder Lug","MK Series, DPDT"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/27E213.JPG,PB806-ND,27E213,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS THROUGH HOLE,109,0,"4.22000","0","1","R10","Active","Socket","16","Through Hole","PC Pin","R10 Series"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6c.pdf,//media.digikey.com/Photos/Omron%20Elect%20Photos/P6C-08P.JPG,Z3560-ND,P6C-08P,Omron Electronics Inc-EMC Div,RELAY SOCKET 8 POS THROUGH HOLE,122,0,"4.32000","0","1","G6C","Active","Socket","8","Through Hole","PC Pin","G6CK Relays"
http://www3.panasonic.biz/ac/e_download/option/option/terminal-socket/catalog/mech_eng_hn_op.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AHNA23.jpg,255-5502-ND,AHNA23,Panasonic Electric Works,RELAY SOCKET THROUGH HOLE,108,0,"4.80000","0","1","AHN","Active","Socket","-","Through Hole","PC Pin","HN2 Relays"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_dk.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/DK1A-PS.JPG,255-1101-ND,DK1A-PS,Panasonic Electric Works,RELAY SOCKET 4 POS THROUGH HOLE,209,0,"4.82000","0","1","DK","Active","Socket","4","Through Hole","PC Pin","DK1A Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/8-1415043-1.JPG,PB1493-ND,8-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS PANEL MOUNT,361,0,"5.38000","0","1","MT, SCHRACK","Active","Socket","11","Panel Mount","Solder Lug","MT, SCHRACK"
http://www.crydom.com/en/products/catalog/e_d_sockets.pdf,//media.digikey.com/Photos/Crydom%20Photos/MFG_PCBSED.jpg,CC1829-ND,PCBSED,Sensata-Crydom,RELAY SOCKET 5 POS THROUGH HOLE,173,0,"5.47000","0","1","LifePlus ED","Active","Socket","5","Through Hole","PC Pin","ED Series"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/MK%20General%20Purpose%20Relay.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PLE08-0.jpg,Z837-ND,PLE08-0,Omron Automation and Safety,RELAY SOCKET 8 POS THROUGH HOLE,293,4347,"5.57000","0","1","MK","Active","Socket","8","Through Hole","PC Pin","MK Series, DPDT"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/Photos/Omron%20Auto/P2R-087P.JPG,Z3369-ND,P2R-087P,Omron Automation and Safety,RELAY SOCKET 8 POS THROUGH HOLE,302,0,"5.67000","0","1","G2RS","Active","Socket","8","Through Hole","PC Pin","G2R-2-S Relays"
https://b2b-api.panasonic.eu/file_stream/pids/fileversion/265,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/DSP2A-PSL2.JPG,255-1061-ND,DSP2A-PSL2,Panasonic Electric Works,RELAY SOCKET 8 POS THROUGH HOLE,306,0,"5.90000","0","1","DSP","Active","Socket","8","Through Hole","PC Pin","DSP2A-L2 and DSP1-L2 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_KUKUP&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E067.jpg,PB797-ND,27E067,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS CHASSIS MT,271,0,"6.07000","0","1","KU","Active","Socket","11","Chassis Mount","Quick Connect - 0.187"" (4.7mm)","KU Series"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/SFS4-PS.jpg,255-3098-ND,SFS4-PS,Panasonic Electric Works,RELAY SOCKET 10 POS THROUGH HOLE,260,0,"6.07000","0","1","SFS","Active","Socket","10","Through Hole","PC Pin","SFS Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=RMacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-1393844-3.jpg,PB1578-ND,RM78702,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS THROUGH HOLE,215,0,"7.78000","0","1","RM, SCHRACK","Active","Socket","11","Through Hole","PC Pin","RM, SCHRACK"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KU_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/27E305.JPG,27E305-ND,27E305,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 11 POS THROUGH HOLE,233,0,"8.11000","0","1","KU","Active","Socket","11","Through Hole","PC Pin","KU Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/PT78740.jpg,PB724-ND,4-1415033-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS DIN RAIL,296,0,"9.00000","0","1","PT, SCHRACK","Active","Socket","14","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
https://industrial.omron.us/en/media/H3Y_H3Y-B_H3YN_H3YN-B_Datasheet_en_201603_M25I-E-01_tcm849-113625.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF08A-N.jpg,Z2613-ND,PYF08A-N,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,184,529,"9.03000","0","1","MY","Active","Socket","8","DIN Rail","Screw Terminal","MY2 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1415034-1.jpg,PB2080-ND,5-1415034-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS DIN RAIL,205,0,"9.25000","0","1","PT, SCHRACK","Active","Socket","14","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-X0000-A002&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2-1904045-4.JPG,A124189-ND,2-1904045-4,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,825,0,"12.21000","0","1","-","Active","Socket","5","Through Hole","PC Pin","Miniature Relays"
https://industrial.omron.us/en/media/J131-ES2-02_MY4H_Datasheet_tcm849-96017.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PYF14A-E-US.JPG,Z2650-ND,PYF14A-E-US,Omron Automation and Safety,RELAY SOCKET 14 POS DIN RAIL,114,443,"12.50000","0","1","MY4H","Active","Socket","14","DIN Rail","Screw Terminal","MY4H Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98016&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/9-1393809-1.JPG,PB1613-ND,9-1393809-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 16 POS THROUGH HOLE,287,0,"12.69000","0","1","AXICOM","Active","Socket","16","Through Hole","PC Pin","Cradle Relays, AXICOM"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/G2RS.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/P2RF-08.jpg,Z2286-ND,P2RF-08,Omron Automation and Safety,RELAY SOCKET 8 POSITION DIN RAIL,622,6148,"12.92000","0","1","G2RS","Active","Socket","8","DIN Rail","Screw Terminal","G2R-2-S Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98016&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/1393824-1.JPG,PB1612-ND,1393824-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 10 POS THROUGH HOLE,203,0,"15.84000","0","1","AXICOM","Active","Socket","10","Through Hole","PC Pin","Cradle Relays, AXICOM"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2900280,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2900280.jpg,277-14773-ND,2900280,Phoenix Contact,PLC-BPT-120UC/21,180,0,"18.75000","0","1","PLC-BPT","Active","Socket","-","DIN Rail","Spring Terminal","Miniature Relays"
https://industrial.panasonic.com/ac/cdn/e/control/relay/safety/catalog/mech_eng_sf.pdf,//media.digikey.com/Photos/Panasonic%20Photos/SFS4-SFD.jpg,255-3099-ND,SFS4-SFD,Panasonic Electric Works,RELAY SOCKET 10 POS DIN RAIL,646,0,"18.86000","0","1","SFS","Active","Socket","10","DIN Rail","Screw Terminal","SFS Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KU_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/27E867.jpg,PB643-ND,27E867,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS CHASSIS MT,251,0,"24.72000","0","1","KU","Active","Socket","14","Chassis Mount","Screw Terminal","KU Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98016&DocType=SS&DocLang=EN,//media.digikey.com/Photos/TE%20Connectivity/1-1393824-0.JPG,PB1616-ND,1-1393824-0,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 22 POS THROUGH HOLE,273,0,"38.24000","0","1","AXICOM","Active","Socket","22","Through Hole","PC Pin","Cradle Relays, AXICOM"
http://rd.phoenixcon.com/products/interface/db/datasheets/umk33_base.pdf,//media.digikey.com/Photos/Phoenix%20Photos/5521814.jpg,277-5168-ND,5521814,Phoenix Contact,RELAY SOCKET 14 POS DIN RAIL,157,42,"64.31000","0","1","-","Active","Socket","14","DIN Rail","Screw Terminal","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/PT78600.jpg,PB726-ND,4-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS CHASSIS MT,307,0,"2.69000","0","1","PT, SCHRACK","Active","Socket","14","Chassis Mount","Solder Lug","PT, PTH and KHA Series"
https://www3.panasonic.biz/ac/e_download/control/relay/power/catalog/mech_eng_st.pdf,//media.digikey.com/photos/Panasonic%20Elect%20Works%20Photos/ST-SS.jpg,255-2253-ND,ST-SS,Panasonic Electric Works,RELAY SOCKET 8 POS CHASSIS MOUNT,235,0,"2.95000","0","1","ST","Active","Socket","8","Chassis Mount","Solder Lug","ST Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308242_R10&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/27E630.JPG,PB812-ND,27E630,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 22 POS THROUGH HOLE,1254,0,"3.46000","0","1","R10","Active","Socket","22","Through Hole","PC Pin","R10 Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1415043-1.jpg,PB1326-ND,5-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POS THROUGH HOLE,354,0,"5.40000","0","1","PT, SCHRACK","Active","Socket","8","Through Hole","PC Pin","PT, PTH and KHA Series"
http://sensing.honeywell.com/honeywell-sensing-szr-my-series-product-sheet-009550-4-en.pdf,//media.digikey.com/Photos/Honeywell%20Photos/SZX-SMB-14P.jpg,480-6231-ND,SZX-SMB-14P,Honeywell Sensing and Productivity Solutions,RELAY SOCKET 14 POS THROUGH HOLE,200,0,"6.43000","0","1","SZR-MY","Active","Socket","14","Through Hole","PC Pin","SZR-MY Series"
https://www.littelfuse.com/data/en/data_sheets/littelfuse_relay-modules-3-position_1-position_9-pin.pdf,//media.digikey.com/Photos/Littelfuse%20Photos/03540507Z.JPG,F7127-ND,03540507Z,Littelfuse Inc.,RELAY HSG 5POS WIRING HARNESS,128,0,"6.75000","0","1","-","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","Micro Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1415526-1.jpg,PB2058-ND,1415526-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 8 POSITION DIN RAIL,157,0,"7.46000","0","1","PT, SCHRACK","Active","Socket","8","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VCF4-X0000-A001&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/VCF4-1003.jpg,PB715-ND,VCF4-1003,TE Connectivity Potter & Brumfield Relays,RELAY HSG 5POS WIRING HARNESS,502,0,"7.76000","0","1","VF4","Active","Housing","5","Wiring Harness","Quick Connect Terminals (Not Provided)","VF4-5 and VF4-2 Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=V23333-Z0002-B049&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/MFG_2-1904045-7.JPG,A124190-ND,2-1904045-7,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 5 POS THROUGH HOLE,431,0,"12.37000","0","1","-","Active","Socket","5","Through Hole","PC Pin","Micro Relays"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1860000-1.JPG,PB1416-ND,1860000-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS DIN RAIL,196,0,"16.22000","0","1","PT, SCHRACK","Active","Socket","14","DIN Rail","Spring Terminal","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=PTacc&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/PT78742.JPG,PB1232-ND,1-1415526-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET 14 POS DIN RAIL,218,0,"16.25000","0","1","PT, SCHRACK","Active","Socket","14","DIN Rail","Screw Terminal","PT, PTH and KHA Series"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=282240&DocType=Customer+Drawing&DocLang=English,-,PB2495-ND,282240-1,TE Connectivity Potter & Brumfield Relays,MICRO RELE'CONN HSG W S L,1535,0,"1.21000","0","1","*","Active","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=185402&DocType=Customer+Drawing&DocLang=English,-,PB2467-ND,185402-2,TE Connectivity Potter & Brumfield Relays,MODULAR RELAY HOLDER,797,0,"3.20000","0","1","*","Active","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MTacc&DocType=DS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/9-1415043-1.JPG,PB2526-ND,9-1415043-1,TE Connectivity Potter & Brumfield Relays,RELAY SOCKET,472,0,"3.58000","0","1","MT, SCHRACK","Active","Socket","8","Through Hole","PC Pin","MT, SCHRACK"
-,-,2066-90.26-ND,90.26,"Finder Relays, Inc.",SOCKET FOR 60.12 RELAYS,134,0,"5.28000","0","1","90","Active","Socket","8","DIN Rail","Screw Terminal","60.12 Relays"
-,-,2066-95.05-ND,95.05,"Finder Relays, Inc.",SOCKET FOR 40/44 SERIES,346,0,"5.38000","0","1","95","Active","Socket","8","DIN Rail","Screw Terminal","40.51, 40.52, 40.61 Relays"
-,-,2066-94.74-ND,94.74,"Finder Relays, Inc.",SOCKET FOR 55.34 RELAYS,150,0,"5.57000","0","1","94","Active","Socket","14","DIN Rail","Screw Terminal","55.32, 55.34 Relays"
-,-,2066-94.02-ND,94.02,"Finder Relays, Inc.",SOCKET FOR 55.32 RELAYS,200,0,"5.78000","0","1","94","Active","Socket","14","DIN Rail","Screw Terminal","55.32 Relays"
-,-,2066-94.04-ND,94.04,"Finder Relays, Inc.",SOCKET FOR 55.34 RELAYS,500,0,"5.88000","0","1","94","Active","Socket","14","DIN Rail","Screw Terminal","55.32, 55.34 Relays"
-,-,2066-95.05SPA-ND,95.05SPA,"Finder Relays, Inc.",SOCKET FOR 40/44 SERIES W/095.01,496,0,"5.88000","0","1","95","Active","Socket","14","DIN Rail","Screw Terminal","40.51, 40.52, 40.61 Relays"
-,-,2066-97.01SPA-ND,97.01SPA,"Finder Relays, Inc.",SOCKET FOR 46.61 RELAY W/097.01,140,0,"5.88000","0","1","97","Active","Socket","5","DIN Rail","Screw Terminal","46.61 Relays"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/SR2P-05.JPG,1885-1243-ND,SR2P-05,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,164,0,"6.02000","0","1","SR","Active","Socket","8","DIN Rail","Screw Terminal","RR Series"
-,-,2066-94.03-ND,94.03,"Finder Relays, Inc.",SOCKET FOR 55.33 RELAYS,150,0,"6.50000","0","1","94","Active","Socket","11","DIN Rail","Screw Terminal","55.33 Relays"
-,-,2066-97.02SPA-ND,97.02SPA,"Finder Relays, Inc.",SOCKET FOR 46.52 RELAY W/097.01,198,0,"7.03000","0","1","97","Active","Socket","5","DIN Rail","Screw Terminal","46.52 Relays"
http://us.idec.com/Common/Download.aspx?d=43014,//media.digikey.com/Photos/IDEC/SR2P-05.JPG,1885-1205-ND,SR2P-05C,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,189,0,"7.27000","0","1","SR","Active","Socket","8","DIN Rail","Screw Terminal","RR Series"
http://us.idec.com/Common/Download.aspx?d=425,//media.digikey.com/Photos/IDEC/MFG_SJ2S-07LW.jpg,1885-1458-ND,SJ2S-07LW,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,293,0,"7.34000","0","1","SJ","Active","Socket","8","DIN Rail","Screw Terminal","RJ Series"
http://us.idec.com/Common/Download.aspx?d=42660,//media.digikey.com/photos/IDEC/SH2B-02.JPG,1885-1053-ND,SH2B-02,IDEC,RELAY SOCKET 8 POS CHASSIS MOUNT,495,0,"7.99000","0","1","SH","Active","Socket","8","Chassis Mount","Screw Terminal","RH Series"
http://us.idec.com/Common/Download.aspx?d=43465,//media.digikey.com/Photos/IDEC/MFG_SY2S-05C.jpg,1885-1180-ND,SY2S-05C,IDEC,RELAY SOCKET 8 POSITION DIN RAIL,159,0,"8.11000","0","1","SY","Active","Socket","8","DIN Rail","Screw Terminal","RY Series"
