Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","1st Connector Type","1st Connector Gender","1st Connector Number of Positions","1st Connector Number of Positions Loaded","1st Connector Shell Size - Insert","1st Connector Orientation","1st Connector Mounting Type","2nd Connector Type","2nd Connector Gender","2nd Connector Number of Positions","2nd Connector Number of Positions Loaded","2nd Connector Shell Size - Insert","2nd Connector Orientation","2nd Connector Mounting Type","Length","Assembly Configuration","Cable Type","Cable Material","Color","Shielding","Ingress Protection","Usage"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273001&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273001-1.jpg,A120984-ND,2273001-1,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 3P 4.92',302,0,"8.14000","0","1","M8","Active","Receptacle","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7864_CA.pdf,//media.digikey.com/photos/Assmann%20Photos/AK-AV506-R.jpg,AE10074-ND,AK-AV506,Assmann WSW Components,CBL MALE TO MALE 4POS SHLD 4.92',254,0,"8.34000","0","1","-","Active","Plug","Male Pins","4","All","MiniDin","Keyed","Free Hanging (In-Line)","Plug","Male Pins","4","All","MiniDin","Keyed","Free Hanging (In-Line)","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Shielded","-","S-Video"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417101000X00L&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/T4171010004-001.jpg,A126860-ND,T4171010005-001,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 5POS 0.66',355,0,"8.40000","0","1","M12","Active","Plug","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273011&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273011-1.jpg,A120993-ND,2273011-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 4POS 4.92',150,0,"8.69000","0","1","M8","Active","Receptacle, Right Angle","Female Sockets","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111000X00L&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/T4171110005-001.jpg,A125549-ND,T4171110005-001,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 0.66',161,0,"8.53000","0","1","M12","Active","Receptacle","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=42-01000,//media.digikey.com/Photos/Conec%20Photos/42-01000.jpg,626-1527-ND,42-01000,Conec,CBL FMALE TO WIRE LEAD 3P 0.66',119,0,"8.63000","0","1","42","Active","Plug","Female Sockets","3","All","M8","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273008&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273008-1.jpg,A120954-ND,1-2273008-1,TE Connectivity AMP Connectors,CBL MALE RA TO WIRE LD 3P 4.92',211,0,"8.95000","0","1","M8","Active","Plug, Right Angle","Male Pins","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273083&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2273083-1.jpg,A120973-ND,1-2273083-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 4POS 4.92',207,0,"9.15000","0","1","M12","Active","Receptacle, Right Angle","Female Sockets","4","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273002&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/1-2273002-1.jpg,A120948-ND,1-2273002-1,TE Connectivity AMP Connectors,CBL MALE TO WIRE LEAD 4POS 4.92',202,0,"9.64000","0","1","M8","Active","Plug","Male Pins","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=42-01001,//media.digikey.com/Photos/Conec%20Photos/42-01001.jpg,626-1528-ND,42-01001,Conec,CBL FMALE TO WIRE LEAD 4P 0.66',291,0,"9.78000","0","1","42","Active","Plug","Female Sockets","4","All","M8","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273035&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273035-1.jpg,A120963-ND,1-2273035-1,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 4.92',129,0,"9.96000","0","1","M12","Active","Receptacle","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273089&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273089-1.jpg,A120975-ND,1-2273089-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 5POS 4.92',187,0,"10.10000","0","1","M12","Active","Receptacle, Right Angle","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273003&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/x-2273003-1.jpg,A120949-ND,1-2273003-1,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 4P 4.92',485,0,"10.17000","0","1","M8","Active","Receptacle","Female Sockets","4","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=T417111000X00L&DocType=Customer+Drawing&DocLang=English,-,A126869-ND,T4171110005-002,TE Connectivity AMP Connectors,CBL FMALE TO WIRE LEAD 5P 1.64',245,0,"10.30000","0","1","M12","Active","Receptacle","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=43-01009,//media.digikey.com/Photos/Conec%20Photos/43-01009.jpg,626-1467-ND,43-01009,Conec,CBL MALE TO WIRE LEAD 4POS 1.64',159,0,"10.72000","0","1","43","Active","Receptacle","Male Pins","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/downloadimage/download/file/type/drawing/file/43-01002_e.pdf,//media.digikey.com/Photos/Conec%20Photos/43-01000.jpg,626-1464-ND,43-01000,Conec,CBL FMALE TO WIRE LEAD 4P 1.64',218,0,"11.16000","0","1","43","Active","Plug","Female Sockets","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=43-01009,//media.digikey.com/Photos/Conec%20Photos/43-01010.jpg,626-1468-ND,43-01010,Conec,CBL MALE TO WIRE LEAD 5POS 1.64',136,0,"11.84000","0","1","43","Active","Receptacle","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/downloadimage/download/file/type/drawing/file/43-01002_e.pdf,//media.digikey.com/Photos/Conec%20Photos/43-01001.jpg,626-1465-ND,43-01001,Conec,CBL FMALE TO WIRE LEAD 5P 1.64',265,0,"11.92000","0","1","43","Active","Plug","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Conec%20PDFs/42-0103x_Dwg.pdf,//media.digikey.com/Photos/Conec%20Photos/42-01035.jpg,626-1531-ND,42-01035,Conec,CBL MALE TO WIRE LEAD 4POS 0.66',131,0,"12.14000","0","1","42","Active","Receptacle","Male Pins","4","All","M8","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Conec%20PDFs/42-0103x_Dwg.pdf,//media.digikey.com/Photos/Conec%20Photos/42-01034.jpg,626-1530-ND,42-01034,Conec,CBL MALE TO WIRE LEAD 3POS 0.66',6853,0,"12.65000","0","1","42","Active","Receptacle","Male Pins","3","All","M8","A","Panel Mount","Wire Leads","-","-","-","-","-","-","0.66' (200.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.switchcraft.com/Drawings/CA16280XPXXX90_CD.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/CA162802P07990.jpg,SC2636-ND,CA162802P07990,Conxall/Switchcraft,CBL MALE TO WIRE LEAD 2POS 6.58',261,0,"12.85000","0","1","Micro-Con-X®","Active","Plug","Male Pins","2","All","-","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.58' (2.01m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=43-01003,//media.digikey.com/Photos/Conec%20Photos/43-01003.jpg,626-1470-ND,43-01003,Conec,CBL FMALE TO WIRE LEAD 4P 1.64',140,0,"13.05000","0","1","43","Active","Plug","Female Sockets","4","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=43-01003,//media.digikey.com/Photos/Conec%20Photos/43-01004.jpg,626-1471-ND,43-01004,Conec,CBL FMALE TO WIRE LEAD 5P 1.64',153,0,"13.51000","0","1","43","Active","Plug","Female Sockets","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.switchcraft.com/Drawings/CA16280XSXXX90_CD.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/CA162802S07990.jpg,SC2635-ND,CA162802S07990,Conxall/Switchcraft,CBL FMALE TO WIRE LEAD 2P 6.58',126,0,"14.16000","0","1","Micro-Con-X®","Active","Plug","Female Sockets","2","All","-","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.58' (2.01m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Conec%20PDFs/43-0101x_Dwg.pdf,//media.digikey.com/Photos/Conec%20Photos/43-01013.jpg,626-1474-ND,43-01013,Conec,CBL MALE TO WIRE LEAD 5POS 1.64',267,0,"14.67000","0","1","43","Active","Receptacle","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.ia.omron.com/data_pdf/cat/xs3_ds_e_7_9_csm1345.pdf?id=781,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS3F-M421-402-A.jpg,Z5283-ND,XS3F-M421-402-A,Omron Electronics Inc-EMC Div,CBL FMALE TO WIRE LEAD 4P 6.56',111,0,"15.12000","0","1","XS3","Active","Plug","Female Sockets","4","All","M8","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","-","Gray","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS2F-M12PVC4S5M.jpg,Z5610-ND,XS2F-M12PVC4S2M,Omron Automation and Safety,CBL FMALE TO WIRE LEAD 4P 6.56',644,1032,"15.35000","0","1","XS2","Active","Plug","Female Sockets","4","All","M12","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
http://www.ia.omron.com/data_pdf/cat/xs3_ds_e_7_9_csm1345.pdf?id=781,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS3F-M8PVC3S2M.jpg,Z5651-ND,XS3F-M8PVC3S5M,Omron Electronics Inc-EMC Div,CBL FMALE TO WIRE LEAD 3P 16.4',104,345,"15.41000","0","1","XS3","Active","Plug","Female Sockets","3","All","M8","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.conec.com/catalog/en/download/download/drawing/?sku=43-01009,//media.digikey.com/Photos/Conec%20Photos/43-01011.jpg,626-1469-ND,43-01011,Conec,CBL MALE TO WIRE LEAD 8POS 1.64',140,0,"15.51000","0","1","43","Active","Receptacle","Male Pins","8","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1669725.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1669725.jpg,277-4181-ND,1669725,Phoenix Contact,CBL FMALE TO WIRE LEAD 3P 9.84',2077,2284,"16.28000","0","1","-","Active","Plug","Female Sockets","3","All","M8","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
-,//media.digikey.com/Photos/Omron%20Elect%20Photos/XS2F-M12PVC4S5M.jpg,Z3231-ND,XS2F-M12PVC4S5M,Omron Electronics Inc-EMC Div,CBL FMALE TO WIRE LEAD 4P 16.4',188,390,"16.65000","0","1","XS2","Active","Plug","Female Sockets","4","All","M12","Keyed","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.molex.com/pdm_docs/sd/1200900032_sd.pdf,//media.digikey.com/Photos/Molex/120090MA%20SERIES.jpg,WM6167-ND,1200900032,Molex,CBL MALE TO WIRE LEAD 4POS 0.98',128,0,"16.99000","0","1","Brad Nano-Change 120090","Active","Receptacle","Male Pins","4","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","0.98' (300.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Switchcraft%20PDFs/Mini_Con_X_EN3_2_meter_Cables.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/CAEN3C4M07990.jpg,SC2302-ND,CAEN3C4M07990,Switchcraft Inc.,CBL MALE TO WIRE LEAD 4POS 6.56',117,0,"18.12000","0","1","EN3®","Active","Receptacle","Male Pins","4","All","-","-","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","6.56' (2.00m)","Standard","Round","Polyvinyl Chloride (PVC)","Black","Unshielded","IP68 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1406154,//media.digikey.com/Photos/Phoenix%20Photos/1406154.jpg,277-12855-ND,1406154,Phoenix Contact,CBL FMALE TO MALE 5POS 1.64',117,67,"18.80000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Plug","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","1.64' (500.00mm)","Standard","Round","Polyvinyl Chloride (PVC)","Yellow","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
http://www.alphawire.com/~/media/821B8E8C71B149F3BE94FA1914645FF2.ashx,//media.digikey.com/Photos/Alpha%20Wire%20Photos/AW050010x-SLxxx.jpg,AW0500102SL356-ND,AW0500102 SL356,Alpha Wire,CBL FMALE RA TO WIRE 5POS 3.28',132,0,"19.19000","0","1","-","Active","Plug, Right Angle","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Slate","-","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1419645,//media.digikey.com/Photos/Phoenix%20Photos/1411593.jpg,277-13094-ND,1419645,Phoenix Contact,CBL MALE TO WIRE LEAD 5POS 1.64',159,3,"19.38000","0","1","-","Active","Receptacle","Male Pins","5","All","M12","A","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://b2b.harting.com/files/download/PRD/PDF_TS/21033712403_100218678DRW008E.pdf,//media.digikey.com/Photos/Harting/21033712403.jpg,1195-4115-ND,21033712403,HARTING,CBL FMALE TO WIRE LEAD 4P 1.64',308,0,"20.20000","0","1","-","Active","Plug","Female Sockets","4","All","M12","D","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","-","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Cat5, Industrial Environments"
https://www.molex.com/pdm_docs/sd/1200900016_sd.pdf,//media.digikey.com/photos/Molex/1200900016.jpg,WM15458-ND,1200900016,Molex,CBL FMALE TO WIRE LEAD 3P 0.98',103,0,"20.29000","0","1","Brad Nano-Change 120090","Active","Plug","Female Sockets","3","All","M8","Keyed","Panel Mount","Wire Leads","-","-","-","-","-","-","0.98' (300.00mm)","Standard","Individual","Polyvinyl Chloride (PVC)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1456093.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1456093.jpg,277-11486-ND,1456093,Phoenix Contact,CBL FMALE TO WIRE LEAD 4P 1.64',104,0,"22.02000","0","1","-","Active","Plug","Female Sockets","4","All","M8","-","Panel Mount","Wire Leads","-","-","-","-","-","-","1.64' (500.00mm)","Standard","Individual","Thermoplastic Elastomer (TPE)","Multiple","Unshielded","IP67 - Dust Tight, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1669806,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1669796.jpg,277-13644-ND,1669806,Phoenix Contact,CBL MALE RA TO WIRE LD 5P 9.84',236,290,"22.18000","0","1","-","Active","Receptacle, Right Angle","Male Pins","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","9.84' (3.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1669877.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1669877.jpg,277-4442-ND,1669877,Phoenix Contact,CBL FMALE RA TO WIRE 5POS 16.4',120,629,"25.03000","0","1","-","Active","Plug, Right Angle","Female Sockets","5","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","16.40' (5.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2273095&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2273095-1.jpg,A121014-ND,2273095-1,TE Connectivity AMP Connectors,CBL FMALE RA TO WIRE 8POS 4.92',189,0,"25.31000","0","1","M12","Active","Receptacle, Right Angle","Female Sockets","8","All","M12","A","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","4.92' (1.50m)","Standard","Round","Polyurethane (PUR)","Gray","Unshielded","IP65/67 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1408812,//media.digikey.com/Photos/Phoenix%20Photos/1408812.jpg,277-12946-ND,1408812,Phoenix Contact,CBL MALE TO WIRE LEAD 4POS 3.28',119,529,"25.50000","0","1","-","Active","Receptacle","Male Pins","4 (Power)","All","M12","T","Free Hanging (In-Line)","Wire Leads","-","-","-","-","-","-","3.28' (1.00m)","Standard","Round","Polyurethane (PUR)","Black","Unshielded","IP65/67/68 - Dust Tight, Water Resistant, Waterproof","Industrial Environments"
