Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","1st Connector","2nd Connector","Number of Conductors","Cord Type","Wire Gauge","Shielding","Length","Approval Marks","Approved Countries","Color","Voltage Rating","Current Rating (Amps)","Operating Temperature","Features"
https://assets.tripplite.com/product-pdfs/en/p004010.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P004%20Series.jpg,TL441-ND,P004-010,Tripp Lite,CORD 18AWG IEC 320-C14 - C13 10',102,0,"8.08000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","18 AWG","-","10.00' (3.05m)","UL","United States","Black","100 ~ 250V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/319004t01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/319004-T01.JPG,Q136-ND,319004-T01,Qualtek,CORD 18AWG IEC320C14 - C13 8.2',3065,0,"8.10000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","H05VV-F","18 AWG","Unshielded","8.20' (2.50m)","CB, CEBEC, CSA, DEMKO, FIMKO, IMQ, KEMA, NEMKO, OVE, SAA, SEMKO, SEV, UL, VDE","Australia, Austria, Belgium, Canada, Denmark, Finland, Germany, Italy, Netherlands, New Zealand, Norway, Sweden, United States","Black","250V","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31102201.pdf,//media.digikey.com/photos/Qualtek%20Photos/311019-01.JPG,Q111-ND,311022-01,Qualtek,CORD 16AWG NEMA5-15P - CBL 9.84',2187,0,"8.19000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Unshielded","9.84' (3.00m)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Qualtek%20PDFs/370021-01_dwg.pdf,//media.digikey.com/Photos/Qualtek%20Photos/370021-01.jpg,Q961-ND,370021-01,Qualtek,CORD BS1363A TO IEC 320-C5 6',2067,3400,"8.19000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","BS1363A","IEC 320-C5","3","H03VV-F","-","Unshielded","6.00' (1.83m)","BSI","United Kingdom","Black","250V","2.5A","70°C","-"
https://www.cui.com/product/resource/digikeypdf/ac-c13-uk.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_AC-C13-UK.jpg,T1245-C13-UK-ND,AC-C13 UK,CUI Inc.,CORD BS1363A TO IEC 320-C13 6',6233,0,"8.30000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","BS1363A","IEC 320-C13","3","H05VV-F3G0.75","-","-","6.00' (1.83m)","ASTA, ENEC, HK, PSB, VDE","Europe, Germany, Hong Kong, Singapore","Black","250V","10A","-","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23300306.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233002-06.JPG,Q132-ND,233003-06,Qualtek,CRD 18AWG NEMA5-15P - 320C13 10',3989,8650,"8.46000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125VAC","10A","60°C","Hospital Grade"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23300906.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233008-06.JPG,Q133-ND,233009-06,Qualtek,CRD 18AWG NEMA5-15P - 320C13 10',1524,2200,"8.53000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125VAC","10A","60°C","Hospital Grade"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13-US1-SVT-3100-183.jpg,817-1656-ND,IL13-US1-SVT-3100-183,Schaffner EMC Inc.,CORD 18AWG NEMA5-15P - IEC320 6',1044,400,"9.25000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","125VAC","10A","-25°C ~ 70°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31201401.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q116-ND,312014-01,Qualtek,CORD 16AWG 5-15P - 320-C13 9.84',2199,1350,"8.66000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","13A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31212601.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q540-ND,312126-01,Qualtek,CRD 18AWG NEMA5-15P - 320C13 12',3955,2360,"8.78000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","Unshielded","12.00' (3.66m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
https://assets.tripplite.com/product-pdfs/en/p010012.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P010-012.jpg,TL416-ND,P010-012,Tripp Lite,CRD 18AWG NEMA5-15P - 320C13 12',400,0,"8.92000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","-","12.00' (3.66m)","CSA, UL","Canada, United States","Black","125VAC","10A","-","-"
http://cnctech.us/pdfs/800-18-2-2-SVT0-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/800-18-2-0-SVT0-BL-00200.jpg,1175-1298-ND,800-18-2-2-SVT0-BL-00200,CNC Tech,CORD 18AWG 5-15P - 320-C13 6.56',1103,0,"8.97000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SVT","18 AWG","-","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31127601.pdf,//media.digikey.com/photos/Qualtek%20Photos/311276-01.jpg,Q539-ND,311276-01,Qualtek,CORD 18AWG NEMA 5-15P TO CBL 15',173,0,"9.48000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","15.00' (4.57m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/370001e01.pdf,//media.digikey.com/Photos/Qualtek%20Photos/370001-E01.JPG,Q138-ND,370001-E01,Qualtek,CORD BS1363A - IEC 320-C13 8.20',9334,4980,"9.59000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","BS1363A","IEC 320-C13","3","H05VV-F","-","Unshielded","8.20' (2.50m)","CE","United Kingdom","Black","250V","10A","70°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/Photos/General%20Cable%20Photos/0xxx.7x.01.jpg,42-1012-ND,01614.70.01,General Cable/Carol Brand,CORD 16AWG NEMA 5-15P TO CBL 12',240,0,"9.61000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","-","12.00' (3.66m)","CSA, UL","Canada, United States","Black","125VAC","13A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-PC2302-020026-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-PC2302-050026-1.jpg,AE10723-ND,A-PC2302-020026-1,Assmann WSW Components,CORD 14AWG 5-15P - 320-C13 6.56',1129,0,"9.70000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","14 AWG","Unshielded","6.56' (2.00m)","UL","United States","Black","125V","13A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Tripp%20Lite/P007-yyy_Dwg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/P007-006.jpg,TL459-ND,P007-006,Tripp Lite,CORD 14AWG NEMA5-15P - IEC320 6',883,0,"10.13000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","14 AWG","-","6.00' (1.83m)","cUL, UL","United States","Black","125VAC","15A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31102701.pdf,//media.digikey.com/Photos/Qualtek%20Photos/311024-01.JPG,Q113-ND,311027-01,Qualtek,CORD 14AWG NEMA5-15P - CBL 9.84',4646,4680,"10.27000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","15A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31204001.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q120-ND,312040-01,Qualtek,CORD 16AWG 5-15P - 320-C13 9.84',2599,1000,"10.65000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Shielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125VAC","13A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23305606.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233008-06.JPG,Q951-ND,233056-06,Qualtek,CRD 16AWG NEMA5-15P - 320C13 10',388,0,"10.94000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","16 AWG","Unshielded","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125VAC","13A","60°C","Hospital Grade"
http://cnctech.us/pdfs/800-0.75-14X-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/800-0.75-14X-BL-00200.jpg,1175-1511-ND,800-0.75-14X-BL-00200,CNC Tech,CORD CEE 7/7 - IEC 320-C13 6.56',585,0,"11.04000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","CEE 7/7","IEC 320-C13","3","H05VV-F3G0.75","-","Unshielded","6.56' (2.00m)","-","-","Black","250V","10A","105°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/31201901.pdf,//media.digikey.com/photos/Qualtek%20Photos/312007-01.jpg,Q353-ND,312019-01,Qualtek,CRD 14AWG NEMA5-15P - 320C13 10',2441,6400,"11.45000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","14 AWG","Unshielded","10.00' (3.05m)","cUL, UL","Canada, United States","Black","125VAC","15A","60°C","-"
https://html5.dcatalog.com/?docid=93bcf829-206c-44f0-8fd9-a83f0168ce20#page=72,//media.digikey.com/Photos/General%20Cable%20Photos/02685.70.01.jpg,42-1021-ND,02685.70.01,General Cable/Carol Brand,CORD 18AWG NEMA 5-15P TO CBL 8',865,0,"11.51000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJOOW","18 AWG","-","8.00' (2.44m)","CSA, UL","Canada, United States","Black","125VAC","10A","60°C","-"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13-C14-SVT-3100-183.jpg,817-1657-ND,IL13-C14-SVT-3100-183,Schaffner EMC Inc.,CORD 18AWG IEC320C14 - 320C13 6',357,100,"13.86000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","-","6.00' (1.83m)","UL","United States","Black","250V","10A","-25°C ~ 70°C","-"
https://assets.tripplite.com/product-pdfs/en/p005010.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P005%20Series.jpg,TL446-ND,P005-010,Tripp Lite,CORD 14AWG IEC 320-C14 - C13 10',452,0,"15.11000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SJT","14 AWG","-","10.00' (3.05m)","UL","United States","Black","100 ~ 250V","15A","-","-"
http://cnctech.us/pdfs/800-1401-2-SJT0-BL-00200.pdf,//media.digikey.com/Photos/CnC%20Tech/800-1401-2-SJT0-BL%20SERIES.jpg,1175-1197-ND,800-1401-2-SJT0-BL-00200,CNC Tech,CORD 14AWG NEMA5-15P - CBL 6.56',241,0,"15.18000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Shielded","6.56' (2.00m)","CSA, UL","Canada, United States","Black","125VAC","15A","105°C","Drain Wire"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/33101001.pdf,//media.digikey.com/Photos/Qualtek%20Photos/331010-01.JPG,Q268-ND,331010-01,Qualtek,CORD 14AWG 320-C20 - C19 9.84',221,1120,"16.29000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C20","IEC 320-C19","3","SJT","14 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","Black","125V","15A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/22500301.pdf,//media.digikey.com/Photos/Qualtek%20Photos/225003-01.jpg,Q987-ND,225003-01,Qualtek,CORD 14AWG 5-15P - 320-C19 8.2',488,0,"18.27000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C19","3","SJT","14 AWG","Unshielded","8.20' (2.50m)","CSA, UL","Canada, United States","Black","125VAC","15A","60°C","-"
http://www.qualtekusa.com/images/Power%20Cords/PDF%20Files/23308106.pdf,//media.digikey.com/Photos/Qualtek%20Photos/233081-06.jpg,Q955-ND,233081-06,Qualtek,CRD 12AWG NEMA5-20P - 320C19 10',161,0,"18.79000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-20P","IEC 320-C19","3","SJT","12 AWG","-","10.00' (3.05m)","CSA, UL","Canada, United States","Gray","125V","20A","60°C","Hospital Grade"
https://www.schaffner.com/products/download/product/datasheet/power-cord-with-locking-system-il13-il13p-il19/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/IL13-US2-SJT-3100-275.jpg,817-1848-ND,IL13-US2-SJT-3100-366,Schaffner EMC Inc.,CRD 18AWG NEMA5-15P - 320C13 12',387,550,"19.72000","0","1","IL 13","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-15P","IEC 320-C13","3","SJT","18 AWG","-","12.00' (3.66m)","CSA, KEMA, PSE, RoHS, UR","Canada, Japan, Netherlands, United Kingdom, United States","Black","125VAC","10A","-25°C ~ 70°C","Hospital Grade"
https://assets.tripplite.com/product-pdfs/en/p00500614ra.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P005%2014RA%20Series.jpg,TL445-ND,P005-006-14RA,Tripp Lite,CORD 14AWG C14 RA TO C13 6' BLK,116,0,"20.45000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14, Right Angle","IEC 320-C13","3","SJT","14 AWG","-","6.00' (1.83m)","UL","United States","Black","100 ~ 250V","15A","-","-"
https://assets.tripplite.com/product-pdfs/en/p049010.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P049-010.jpg,TL473-ND,P049-010,Tripp Lite,CRD 12AWG NEMA5-20P - 320C19 10',156,0,"36.25000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 5-20P","IEC 320-C19","3","SJT","12 AWG","-","10.00' (3.05m)","-","-","Black","125V","20A","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8402_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-OE.jpg,AE10695-ND,AK500-OE-7-0.5,Assmann WSW Components,CORD 18AWG NEMA5-15P - CBL 1.64',5994,0,"2.11000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Shielded","1.64' (500.0mm)","UL","United States","Black","120V","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00018.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00018.jpg,839-1181-ND,11-00018,Tensility International Corp,CORD 18AWG NEMA1-15P - CBL 3.28',1597,0,"2.14000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8404_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-RA-6-0.jpg,AE10692-ND,AK500-RA-6-0.5,Assmann WSW Components,CORD 18AWG IEC320 RA - CBL 1.64',1677,0,"2.16000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SVT","18 AWG","Unshielded","1.64' (500.0mm)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8176_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500-OE-12,13-%20F.jpg",AE11048-ND,AK500-OE-12-NP-6F,Assmann WSW Components,CORD 18AWG NEMA 1-15P TO CBL 6',287,0,"2.59000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P","Cable","2","SPT-1","18 AWG","Unshielded","6.00' (1.83m)","UL","United States","Black","120V","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8381_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E14-OE-5.jpg,AE10657-ND,AK500/14-OE-5-0.5,Assmann WSW Components,CORD 14AWG NEMA5-15P - CBL 1.64',1052,0,"2.75000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","14 AWG","Shielded","1.64' (500.0mm)","UL","United States","Black","120V","18A","60°C","-"
//media.digikey.com/pdf/Data%20Sheets/Qualtek%20PDFs/361002-E01_dwg.pdf,//media.digikey.com/Photos/Qualtek%20Photos/361002-E01.jpg,Q960-ND,361002-E01,Qualtek,CORD CEE 7/16 TO CBL 5.90' BLACK,398,0,"2.78000","0","1","-","Active","Male Pins (Blades) to Leads","CEE 7/16","Cable","2","H03VVH2-F","-","Unshielded","5.91' (1.80m)","-","Austria, Belgium, Denmark, Finland, France, Germany, Italy, Netherlands, Norway, Sweden, Switzerland","Black","250V","2.5A","70°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8404_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-RA-6-0.jpg,AE10693-ND,AK500-RA-6-1,Assmann WSW Components,CORD 18AWG IEC320 RA - CBL 3.28',789,0,"2.84000","0","1","-","Active","Female Sockets (Slots) to Leads","IEC 320-C13, Right Angle","Cable","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8400_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-OE.jpg,AE10690-ND,AK500-OE-5-1,Assmann WSW Components,CORD 18AWG NEMA5-15P - CBL 3.28',172,0,"2.84000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Shielded","3.28' (1.00m)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7967_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500U-4,JC,OE%20FIG%2042.jpg",AE9910-ND,AK500-OE-11-.5,Assmann WSW Components,CORD 18AWG 320C14 - C13 1.64',1976,0,"2.88000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","IEC 320-C14","IEC 320-C13","3","SVT","18 AWG","Unshielded","1.64' (500.0mm)","UL","United States","Black","120V","10A","60°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8402_CA.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500-OE.jpg,AE10696-ND,AK500-OE-7-1,Assmann WSW Components,CORD 18AWG NEMA5-15P - CBL 3.28',112,0,"2.93000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Shielded","3.28' (1.00m)","UL","United States","Black","120V","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_8399_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK500-OE-12,13-%20F.jpg",AE9903-ND,AK500-OE-12-9F,Assmann WSW Components,CORD 18AWG 1-15P POLRZD - CBL 9',299,0,"2.98000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","9.00' (2.74m)","UL","United States","Black","120V","10A","60°C","-"
http://www.tensility.com/pdffiles/11-00011.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00011.jpg,839-1174-ND,11-00011,Tensility International Corp,CORD 18AWG NEMA1-15P - CBL 6.56',1408,0,"3.08000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","6.56' (2.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00038.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00038.jpg,839-1201-ND,11-00038,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 3.28',718,0,"3.28000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SVT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","White","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00080.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00080.jpg,839-1267-ND,11-00080,Tensility International Corp,CORD 18AWG NEMA5-15P - CBL 3.28',581,0,"3.28000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00034.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00034.jpg,839-1197-ND,11-00034,Tensility International Corp,CORD 18AWG 1-15P - C7 3.28' BLK,1552,0,"3.29000","0","1","-","Active","Male Pins (Blades) to Female Sockets (Slots)","NEMA 1-15P, Polarized","IEC 320-C7","2","SPT-2","18 AWG","Unshielded","3.28' (1.00m)","cUL, UL","Canada, United States","Black","125VAC","10A","105°C","-"
http://www.tensility.com/pdffiles/11-00074.pdf,//media.digikey.com/Photos/Tensility%20Intl/MFG_11-00074.jpg,839-1261-ND,11-00074,Tensility International Corp,CORD 18AWG NEMA1-15P - CBL 9.84',277,0,"3.45000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 1-15P, Polarized","Cable","2","SPT-1","18 AWG","Unshielded","9.84' (3.00m)","cUL, UL","Canada, United States","White","125VAC","10A","105°C","-"
http://www.assmann-wsw.com/fileadmin/datasheets/AK500_16-OE-5-1-R_REV00.pdf,//media.digikey.com/Photos/Assmann%20Photos/AK500%5E16-OE.jpg,AE10674-ND,AK500/16-OE-5-1,Assmann WSW Components,CORD 16AWG NEMA5-15P - CBL 3.28',115,0,"3.48000","0","1","-","Active","Male Pins (Blades) to Leads","NEMA 5-15P","Cable","3","SJT","16 AWG","Shielded","3.28' (1.00m)","UL","United States","Black","120V","13A","60°C","-"
