Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Length","Cable Type","Shielding","Style"
http://multimedia.3m.com/mws/media/22359O/3mtm-mdr-cable-assy-ieee-1284-4120-4120-xx-b-series-ts0642.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_4120-4120-06-B.jpg,3M15340-ND,4120-4120-06-B,3M,CABLE ASSY MDR 36POS M-M 6FT,141,0,"65.20000","0","1","Mini D Ribbon (MDR)","Active","Centronics 36 pos Male to Male","6.00' (1.83m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22568O/3mtmmdr-cableassy-050-26-26-pos-14526-ez5b-xxx-02c-ts0866.pdf,//media.digikey.com/photos/3M%20Photos/14526-EZ5B-050-02C.jpg,MCA107-1-ND,14526-EZ5B-100-02C,3M,CABLE ASSY 26POS MDR-MDR PLUG 1M,351,0,"65.91000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22359O/3mtm-mdr-cable-assy-ieee-1284-4120-4120-xx-b-series-ts0642.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_4120-4120-10-B.jpg,3M155846-ND,4120-4120-10-B,3M,CABLE ASSY MDR 36POS M-M 10FT,106,0,"79.80000","0","1","Mini D Ribbon (MDR)","Active","Centronics 36 pos Male to Male","10.00' (3.05m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/14T26-SZLB-300-0LC.jpg,3M10613-ND,14T26-SZLB-200-0LC,3M,CABLE ASSEM CAMERA LINK 2METER,110,0,"91.87000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22568O/3mtmmdr-cableassy-050-26-26-pos-14526-ez5b-xxx-02c-ts0866.pdf,//media.digikey.com/photos/3M%20Photos/14526-EZ5B-050-02C.jpg,MCA109-3-ND,14526-EZ5B-300-02C,3M,CABLE ASSY 26POS MDR-MDR PLUG 3M,98,0,"93.01000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","9.84' (3.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/14T26-SZLB-300-0LC.jpg,3M11923-ND,14T26-SZLB-300-0LC,3M,CABLE ASSEM CAMERA LINK 3METER,52,0,"103.54000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","9.84' (3.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/500845O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2257.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZ3B-500-04C.jpg,MCA130-5-ND,14B26-SZ3B-500-04C,3M,MDR CAMERA CABLE 26POS M-M 5M,61,0,"124.49000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Black","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343873O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2120.pdf,//media.digikey.com/Photos/3M%20Photos/1SF26-L120-00C-200.jpg,3M155830-ND,1SF26-L120-00C-200,3M,26 POS SHRNK DLTA RIB CBL ASSY 2,51,0,"140.68000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14T26-SZLB-700-0LC.jpg,3M156251-ND,14T26-SZLB-700-0LC,3M,CABLE ASSY MDR 26POS M-M 7.0M,59,0,"157.73000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","23.00' (7.01m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/585358O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2286.pdf,//media.digikey.com/photos/3M%20Photos/1MD26-3560-00C-A00.jpg,3M11924-ND,1MD26-3560-00C-200,3M,CABLE POCL SDR MDR 200CM GRAY,129,0,"158.41000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343873O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2120.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L560-00C-500.JPG,MCA104-5-ND,1SF26-L120-00C-500,3M,CABLE ASSY SDR PLUG-SDR PLUG 5M,55,0,"169.25000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343879O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2121.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L560-00C-500.JPG,MCA100-5-ND,1MF26-L560-00C-500,3M,CABLE ASSY PLUG SDR-MDR PLUG 5M,47,0,"183.76000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297588O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2102.pdf,//media.digikey.com/photos/3M%20Photos/14T36-SZ6B-100-0HC.jpg,MCA118-5-ND,14T36-SZ6B-500-0HC,3M,CABLE ASSY 36POS MDR-MDR PLUG 5M,50,0,"187.51000","0","1","Mini D Ribbon (MDR)","Active","Centronics 36 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_7879_CA.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK138-2,%20AK138-2-R,%20AK426-3-R.jpg",AE1362-ND,AK138-2,Assmann WSW Components,CABLE CENTRONICS MALE-MALE 2M,348,0,"9.22000","0","1","-","Active","Centronics 36 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/14B26-SZLB-050-0LC.jpg,3M155824-ND,14B26-SZLB-050-0LC,3M,CABLE ASSY MDR 26POS M-M 0.5M,133,0,"74.81000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","1.64' (500.00mm)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/361993O/3mtm-mdr-cable-assembly-1w226-txlb-xxx-0lc-ts2106.pdf,//media.digikey.com/Photos/3M%20Photos/1W226-TZLB-250-0LC.jpg,MCA122-2.5-ND,1W226-TZLB-250-0LC,3M,CABLE ASSY MDR 26POS M-F 2.5M,155,0,"80.35000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Female to Male","8.20' (2.50m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/585365O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2287.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1SD26-3120-00C-300.jpg,3M158615-ND,1SD26-3120-00C-300,3M,CABLE POCL SDR SDR 300CM GRAY,67,0,"123.49000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","9.84' (3.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343875O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2122.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L576-00C-200.jpg,MCA101-2-ND,1MF26-L576-00C-200,3M,CABLE ASSY R/A SDR-STRGT MDR 2M,29,0,"151.75000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male, Right Angle","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297588O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2102.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14T36-SZ6B-200-0HC.jpg,MCA117-2-ND,14T36-SZ6B-200-0HC,3M,CABLE ASSY 36POS MDR-MDR PLUG 2M,41,0,"93.81000","0","1","Mini D Ribbon (MDR)","Active","Centronics 36 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297587O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2103.pdf,//media.digikey.com/photos/3M%20Photos/14T50-SZWB-100-0NC.jpg,MCA111-2-ND,14T50-SZWB-200-0NC,3M,CABLE ASSY 50POS MDR-MDR PLUG 2M,59,0,"154.16000","0","1","Mini D Ribbon (MDR)","Active","Centronics 50 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/500846O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2259.pdf,//media.digikey.com/Photos/3M%20Photos/MDR-14H26-SZ3M-200-04C.JPG,MCA132-5-ND,14H26-SZ3M-500-04C,3M,MDR CAMERA CABLE 26POS M-RA/M 5M,49,0,"234.05000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male, Right Angle","16.40' (5.00m)","Round, Black","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22589O/3mtm-mdr-cable-assy-26-pos-14526-ezhb-xxx-0qc-ts0891.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14526-EZHB-500-0QC.jpg,3M157631-ND,14526-EZHB-500-0QC,3M,CABLE ASSY MDR 26POS M-M 5.0M,42,0,"137.35000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343875O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2122.pdf,-,3M156876-ND,1MF26-L586-00C-100,3M,26 POS SHRNK DLTA RIB CBL ASSY 1,150,0,"146.10000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male, Right Angle","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14T26-SZLB-A00-0LC.jpg,3M157274-ND,14T26-SZLB-A00-0LC,3M,CABLE ASSEM CAMERA LINK 10METER,39,0,"171.60000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","32.81' (10.0m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22429O/3mtm-mdr-cable-assy-26-to-26-position-4926-01xx-ts0758.pdf,//media.digikey.com/Photos/3M%20Photos/4926-0101.jpg,3M12129-ND,4926-0101,3M,CABLE ASSY MDR 26POS M-M 1.0M,36,0,"49.25000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/14T26-SZLB-100-0LC.jpg,3M10612-ND,14T26-SZLB-100-0LC,3M,CABLE ASSEM CAMERA LINK 1METER,40,0,"80.21000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14T26-SZLB-500-0LC.jpg,3M156897-ND,14T26-SZLB-500-0LC,3M,CABLE ASSEM CAMERA LINK 5METER,19,0,"133.21000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343879O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2121.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L560-00C-500.JPG,3M156909-ND,1MF26-L560-00C-100,3M,CABLE ASSY PLUG SDR-MDR PLUG 1M,17,0,"141.86000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343882O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2128.pdf,//media.digikey.com/photos/3M%20Photos/1MG26-LFW0-00C-200.jpg,MCA103-2-ND,1MG26-LFW0-00C-200,3M,CABLE ASSY MDR RCPT-SDR PLUG 2M,21,0,"169.81000","0","1","1MG","Active","Centronics 26 pos Female to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343873O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2120.pdf,//media.digikey.com/photos/3M%20Photos/1SF26-L136-00C-200.jpg,MCA105-2-ND,1SF26-L136-00C-200,3M,CABLE ASSY R/A SDR-STRGT SDR 2M,2,0,"198.39000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male, Right Angle","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22548O/3mtm-mdr-cable-assy-050-20-20-pos-14520-ezab-xxx-0ex-ts0858.pdf,//media.digikey.com/Photos/3M%20Photos/14520-EZAB-100-0EC.JPG,3M10888-ND,14520-EZAB-100-0EC,3M,CABLE ASSY MDR 20POS M-M 1.0M,9,0,"48.57000","0","1","Mini D Ribbon (MDR)","Active","Centronics 20 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22548O/3mtm-mdr-cable-assy-050-20-20-pos-14520-ezab-xxx-0ex-ts0858.pdf,//media.digikey.com/Photos/3M%20Photos/14520-EZAB-200-0EC.jpg,3M155823-ND,14520-EZAB-200-0EC,3M,CABLE ASSY MDR 20POS M-M 2.0M,20,0,"57.88000","0","1","Mini D Ribbon (MDR)","Active","Centronics 20 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22568O/3mtmmdr-cableassy-050-26-26-pos-14526-ez5b-xxx-02c-ts0866.pdf,//media.digikey.com/photos/3M%20Photos/14526-EZ5B-050-02C.jpg,MCA106-.5-ND,14526-EZ5B-050-02C,3M,CBLE ASSY 26POS MDR-MDR PLUG .5M,35,0,"59.13000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","1.64' (500.00mm)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/492443O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2256.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZ3B-200-03C.jpg,MCA124-2-ND,14B26-SZ3B-200-03C,3M,MDR CAMERA CABLE 26POS M-M 2M,31,0,"63.96000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22428O/3mtm-mdr-cable-assy-26-position-ts0757.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14526-EZ8B-200-07C.jpg,3M156235-ND,14526-EZ8B-200-07C,3M,CABLE ASSY MDR 26POS M-M 2.0M,57,0,"64.00000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/22568O/3mtmmdr-cableassy-050-26-26-pos-14526-ez5b-xxx-02c-ts0866.pdf,//media.digikey.com/photos/3M%20Photos/14526-EZ5B-050-02C.jpg,MCA108-2-ND,14526-EZ5B-200-02C,3M,CABLE ASSY 26POS MDR-MDR PLUG 2M,35,0,"79.46000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZLB-100-0LC.jpg,3M155825-ND,14B26-SZLB-100-0LC,3M,CABLE ASSY MDR 26POS M-M 1.0M,40,0,"80.65000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297588O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2102.pdf,//media.digikey.com/photos/3M%20Photos/14T36-SZ6B-100-0HC.jpg,MCA116-1-ND,14T36-SZ6B-100-0HC,3M,CABLE ASSY 36POS MDR-MDR PLUG 1M,21,0,"82.06000","0","1","Mini D Ribbon (MDR)","Active","Centronics 36 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297587O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2103.pdf,//media.digikey.com/photos/3M%20Photos/14T50-SZWB-100-0NC.jpg,MCA110-1-ND,14T50-SZWB-100-0NC,3M,CABLE ASSY 50POS MDR-MDR PLUG 1M,7,0,"126.52000","0","1","Mini D Ribbon (MDR)","Active","Centronics 50 pos Male to Male","3.28' (1.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/84413O/3mtm-mdr-cable-assy-050-26-pos-14x26-szlb-xxx-0lc-ts1001.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZLB-500-0LC.jpg,3M157273-ND,14B26-SZLB-500-0LC,3M,CABLE ASSY MDR 26POS M-M 5.0M,5,0,"127.31000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343879O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2121.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L560-00C-500.JPG,3M155827-ND,1MF26-L560-00C-A00,3M,26 POS SHRNK DLTA RIB CBL ASSY 1,15,0,"232.19000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","32.81' (10.0m)","Round, Beige","Shielded","Bidirectional"
http://www.assmann-wsw.com/fileadmin/datasheets/ak426-3-r.pdf,"//media.digikey.com/photos/Assmann%20Photos/AK138-2,%20AK138-2-R,%20AK426-3-R.jpg",AE1363-ND,AK426-3,Assmann WSW Components,CABLE CENTRONICS MALE-MALE 3M,35,0,"13.57000","0","1","-","Active","Centronics 36 pos Male to Male","9.84' (3.00m)","Round, Beige","Shielded","Bidirectional"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/RM1M1-R6R6-014-362-xx.xx-44-Px_Dwg.pdf,//media.digikey.com/Photos/3M%20Photos/R-M1-M1-R6R6-Series.jpg,3M155803-ND,R M1 M1-R6R6-014-362-0.91-44-P1,3M,14POS MDR ASSY 1M W/THUMBSCREWS,22,0,"43.36000","0","1","Mini D Ribbon (MDR)","Active","Centronics 14 pos Male to Male","3.28' (1.00m)","Round","Unshielded","-"
http://multimedia.3m.com/mws/media/492443O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2256.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZ3B-A00-03C.jpg,MCA122-10-ND,14B26-SZ3B-A00-03C,3M,MDR CAMERA CABLE 26POS M-M 10M,5,0,"152.62000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","32.81' (10.0m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/500846O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2259.pdf,//media.digikey.com/Photos/3M%20Photos/MDR-14H26-SZ3M-200-04C.JPG,MCA133-2-ND,14H26-SZ3M-200-04C,3M,MDR CAMERA CABLE 26POS M-RA/M 2M,21,0,"161.58000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male, Right Angle","6.56' (2.00m)","Round, Black","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/500845O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2257.pdf,//media.digikey.com/photos/3M%20Photos/14B26-SZ3B-A00-04C.JPG,MCA129-10-ND,14B26-SZ3B-A00-04C,3M,MDR CAMERA CABLE 26POS M-M 10M,16,0,"170.65000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","32.81' (10.0m)","Round, Black","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297587O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2103.pdf,//media.digikey.com/photos/3M%20Photos/14T50-SZWB-100-0NC.jpg,MCA112-5-ND,14T50-SZWB-500-0NC,3M,CABLE ASSY 50POS MDR-MDR PLUG 5M,3,0,"200.09000","0","1","Mini D Ribbon (MDR)","Active","Centronics 50 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/492444O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2258.pdf,//media.digikey.com/photos/3M%20Photos/14H26-SZ3M-500-03C.JPG,MCA127-5-ND,14H26-SZ3M-500-03C,3M,MDR CAMERA CABLE 26POS M-RA/M 5M,10,0,"215.93000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male, Right Angle","16.40' (5.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/297587O/3mtm-mdr-cable-assy-050-hispeed-video-data-trans-ts2103.pdf,//media.digikey.com/photos/3M%20Photos/14B50-SZWB-100-0NC.jpg,MCA115-5-ND,14B50-SZWB-500-0NC,3M,CABLE ASSY 50POS MDR-MDR PLUG 5M,20,0,"223.67000","0","1","Mini D Ribbon (MDR)","Active","Centronics 50 pos Male to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/RM1M1-R6R6-014-362-xx.xx-44-Px_Dwg.pdf,//media.digikey.com/Photos/3M%20Photos/R-M1-M1-R6R6-Series.jpg,3M155802-ND,R M1 M1-R6R6-014-362-0.41-44-P1,3M,14POS MDR ASSY .5M W/THUMBSCREWS,23,0,"73.53000","0","1","Mini D Ribbon (MDR)","Active","Centronics 14 pos Male to Male","1.64' (500.00mm)","Round","Unshielded","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/RM1M1-R6R6-014-362-xx.xx-44-Px_Dwg.pdf,//media.digikey.com/Photos/3M%20Photos/R-M1-M1-R6R6-Series.jpg,3M155804-ND,R M1 M1-R6R6-014-362-1.91-44-P1,3M,14POS MDR ASSY 2M W/THUMBSCREWS,12,0,"81.01000","0","1","Mini D Ribbon (MDR)","Active","Centronics 14 pos Male to Male","6.56' (2.00m)","Round","Unshielded","-"
http://multimedia.3m.com/mws/media/492443O/3mtm-mini-d-ribbon-mdr-cable-assembly-ts2256.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14B26-SZ3B-500-03C.jpg,MCA123-5-ND,14B26-SZ3B-500-03C,3M,MDR CAMERA CABLE 26POS M-M 5M,4,0,"117.59000","0","1","Mini D Ribbon (MDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/361993O/3mtm-mdr-cable-assembly-1w226-txlb-xxx-0lc-ts2106.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1W226-TZLB-050-0LC.jpg,3M157276-ND,1W226-TZLB-050-0LC,3M,CABLE ASSY MDR 26POS M-F 0.5M,40,0,"80.21000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Female to Male","1.64' (500.00mm)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/361993O/3mtm-mdr-cable-assembly-1w226-txlb-xxx-0lc-ts2106.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1W226-TZLB-500-0LC.jpg,3M157277-ND,1W226-TZLB-500-0LC,3M,26POS ML FML MINI D RIB CBL ASY,7,0,"129.15000","0","1","Mini D Ribbon (MDR), CameraLink®","Active","Centronics 26 pos Female to Male","16.40' (5.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343873O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2120.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1SF26-L120-00C-100-(RC).jpg,3M158616-ND,1SF26-L120-00C-100 (RC),3M,26 POS SHRNK DLTA RIB CBL ASSY 1,16,0,"133.91000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","3.28' (1.00m)","-","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/585358O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2286.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1MD26-3560-00C-500.jpg,3M158610-ND,1MD26-3560-00C-500,3M,CABLE POCL SDR MDR 500CM GRAY,11,0,"157.18000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","16.40' (5.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/585365O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2287.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1SD26-3120-00C-200.jpg,3M155828-ND,1SD26-3120-00C-200,3M,CABLE POCL SDR SDR 200CM GRAY,0,0,"102.88000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Gray","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/343879O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2121.pdf,//media.digikey.com/photos/3M%20Photos/1MF26-L560-00C-500.JPG,3M156215-ND,1MF26-L560-00C-200,3M,26 POS SHRNK DLTA RIB CBL ASSY 2,0,0,"155.92000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","6.56' (2.00m)","Round, Beige","Shielded","Bidirectional"
http://multimedia.3m.com/mws/media/585365O/3mtm-shrunk-delta-ribbon-sdr-cable-assembly-ts2287.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_1SD26-3120-00C-A00.jpg,3M155829-ND,1SD26-3120-00C-A00,3M,CABLE POCL SDR SDR 1000CM GRAY,0,0,"170.32000","0","1","Shrunk Delta Ribbon (SDR)","Active","Centronics 26 pos Male to Male","32.81' (10.0m)","Round, Gray","Shielded","Bidirectional"
