Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Pattern Type","Strain Range","Resistance","Resistance Tolerance","Length - Active","Length - Overall Pattern","Length - Overall","Width - Active","Width - Overall Pattern","Width - Overall","Operating Temperature"
http://www.vishaypg.com/docs/11294/250bg.pdf,-,MMF500197-ND,MMF500197,Micro-Measurements (Division of Vishay Precision Group),WK-13-250BG-350/W STRAIN GAGES (,0,0,"153.25000","0","1","WK","Active","Linear","±1.5%","350 Ohms","±0.3%","0.250"" (6.35mm)","0.375"" (9.53mm)","0.52"" (13.2mm)","0.125"" (3.18mm)","0.125"" (3.18mm)","0.22"" (5.6mm)","-452 ~ 550°F (-269 ~ 290°C)"
-,-,MMF017867-ND,MMF017867,Micro-Measurements (Division of Vishay Precision Group),N2A-06-20CBW-350 STRAIN GAGES (5,0,0,"153.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF010889-ND,MMF010889,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UV-350 STRAIN GAGES (5,0,0,"153.90000","0","1","CEA","Active","Shear/Torque","±3%","350 Ohms","±0.4%","0.062"" (1.57mm)","0.330"" (8.38mm)","0.42"" (10.7mm)","0.063"" (1.60mm)","0.160"" (4.06mm)","0.23"" (5.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF324270-ND,MMF324270,Micro-Measurements (Division of Vishay Precision Group),WK-09-060CD-10C STRAIN GAGES (5/,0,0,"155.23200","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF015537-ND,MMF015537,Micro-Measurements (Division of Vishay Precision Group),WK-05-031CF-350 STRAIN GAGES (5/,0,0,"155.92600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000405-ND,MMF000405,Micro-Measurements (Division of Vishay Precision Group),WK-06-031CF-350 STRAIN GAGES (5/,0,0,"155.92600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF014982-ND,MMF014982,Micro-Measurements (Division of Vishay Precision Group),WK-06-250BF-10C/W STRAIN GAGES (,0,0,"155.92600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF007942-ND,MMF007942,Micro-Measurements (Division of Vishay Precision Group),WK-13-062AP-350/W STRAIN GAGES (,0,0,"156.66800","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001628-ND,MMF001628,Micro-Measurements (Division of Vishay Precision Group),WK-06-125AD-350/W STRAIN GAGES (,0,0,"156.82000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000392-ND,MMF000392,Micro-Measurements (Division of Vishay Precision Group),SK-06-031CF-350 STRAIN GAGES (5/,0,0,"158.40000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF008503-ND,MMF008503,Micro-Measurements (Division of Vishay Precision Group),CEA-06-032WT-120 STACKED ROSETTE,0,0,"158.44000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003109-ND,MMF003109,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062WT-120 STACKED ROSETTE,0,0,"159.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF335042-ND,MMF335042,Micro-Measurements (Division of Vishay Precision Group),EK-13-062TT-120/DD STRAIN GAGES,0,0,"159.55200","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF322444-ND,MMF322444,Micro-Measurements (Division of Vishay Precision Group),EK-06-250PD-10C/DP STRAIN GAGES,0,0,"159.70600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000450-ND,MMF000450,Micro-Measurements (Division of Vishay Precision Group),SK-09-031DE-350 STRAIN GAGES (5/,0,0,"159.98400","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF017533-ND,MMF017533,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UW-350/P2 STRAIN GAGES,0,0,"160.22000","0","1","CEA","Active","Linear","±3%","350 Ohms","±0.3%","0.062"" (1.57mm)","0.220"" (5.59mm)","0.31"" (7.9mm)","0.120"" (3.05mm)","0.120"" (3.05mm)","0.19"" (4.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF017734-ND,MMF017734,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125UW-350/P2 STRAIN GAGES,0,0,"160.22000","0","1","CEA","Active","Linear","±5%","350 Ohms","±0.3%","0.125"" (3.18mm)","0.325"" (8.26mm)","0.42"" (10.7mm)","0.180"" (4.57mm)","0.180"" (4.57mm)","0.27"" (6.9mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF327590-ND,MMF327590,Micro-Measurements (Division of Vishay Precision Group),EA-00-125TK-350/E STRAIN GAGES (,0,0,"160.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002146-ND,MMF002146,Micro-Measurements (Division of Vishay Precision Group),EA-06-125TK-350/E STRAIN GAGES (,0,0,"160.22000","0","1","EA","Active","Shear/Torque","±5%","350 Ohms","±0.2%","0.125"" (3.18mm)","0.320"" (8.13mm)","0.40"" (10.2mm)","0.110"" (2.79mm)","0.225"" (5.72mm)","0.31"" (7.9mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF016794-ND,MMF016794,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250UW-350/P2 STRAIN 1=5PC,0,0,"160.22000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF013555-ND,MMF013555,Micro-Measurements (Division of Vishay Precision Group),N2P-08-C032A-500/SP61 STRAIN GAG,0,0,"160.38000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF334890-ND,MMF334890,Micro-Measurements (Division of Vishay Precision Group),WK-09-125BZ-10C/W STRAIN GAGES (,0,0,"160.38000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF304453-ND,MMF304453,Micro-Measurements (Division of Vishay Precision Group),EA-13-062TZ-350/E STRAIN GAGES (,0,0,"161.19000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003181-ND,MMF003181,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125WT-120 STACKED ROSETTE,0,0,"162.97000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001310-ND,MMF001310,Micro-Measurements (Division of Vishay Precision Group),EA-13-070LC-350 STRAIN GAGES (5/,0,0,"163.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF311981-ND,MMF311981,Micro-Measurements (Division of Vishay Precision Group),WK-06-230DS-350 STRAIN GAGES,0,0,"164.09200","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF011614-ND,MMF011614,Micro-Measurements (Division of Vishay Precision Group),CEA-03-062UT-350 STRAIN GAGES (5,0,0,"164.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003089-ND,MMF003089,Micro-Measurements (Division of Vishay Precision Group),CEA-13-062UT-350 STRAIN GAGES (5,0,0,"164.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF334860-ND,MMF334860,Micro-Measurements (Division of Vishay Precision Group),CEA-09-062UL-120 RESIDUAL STRESS,0,0,"166.18600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000407-ND,MMF000407,Micro-Measurements (Division of Vishay Precision Group),WK-09-031CF-350 STRAIN GAGES (5/,0,0,"166.32000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF309097-ND,MMF309097,Micro-Measurements (Division of Vishay Precision Group),EA-06-10CBE-120/E STRAIN GAGES (,0,0,"166.37000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003188-ND,MMF003188,Micro-Measurements (Division of Vishay Precision Group),CEA-06-187UV-120 STRAIN GAGES (5,0,0,"166.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11079/062ap.pdf,-,MMF000918-ND,MMF000918,Micro-Measurements (Division of Vishay Precision Group),WK-06-062AP-350/W STRAIN GAGES (,0,0,"167.11000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000460-ND,MMF000460,Micro-Measurements (Division of Vishay Precision Group),WK-06-031DE-350 STRAIN GAGES (5/,0,0,"167.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003152-ND,MMF003152,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125UT-120 STRAIN GAGES (5,0,0,"168.48000","0","1","CEA","Active","Tee Rosette","±5%","120 Ohms","±0.4%","0.125"" (3.18mm)","0.325"" (8.26mm)","0.42"" (10.7mm)","0.165"" (4.19mm)","0.365"" (9.27mm)","0.45"" (11.4mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003156-ND,MMF003156,Micro-Measurements (Division of Vishay Precision Group),CEA-13-125UT-120 STRAIN GAGES (5,0,0,"168.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF000543-ND,MMF000543,Micro-Measurements (Division of Vishay Precision Group),EA-06-031RB-120 STRAIN GAGES (5/,0,0,"168.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF000548-ND,MMF000548,Micro-Measurements (Division of Vishay Precision Group),EA-13-031RB-120 STRAIN GAGES (5/,0,0,"168.48000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000552-ND,MMF000552,Micro-Measurements (Division of Vishay Precision Group),EA-06-031RE-120 RESIDUAL STRESS,0,0,"169.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF004072-ND,MMF004072,Micro-Measurements (Division of Vishay Precision Group),EA-06-062RE-120 RESIDUAL STRESS,0,0,"169.29000","0","1","EA","Active","Linear","±3%","120 Ohms","±0.2%","0.062"" (1.57mm)","0.100"" (2.54mm)","0.42"" (10.7mm)","0.020"" (0.51mm)","0.180"" (4.57mm)","0.42"" (10.7mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003359-ND,MMF003359,Micro-Measurements (Division of Vishay Precision Group),CEA-06-W250A-120 WELDABLE GAGES,0,0,"169.49000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000650-ND,MMF000650,Micro-Measurements (Division of Vishay Precision Group),EA-06-050TG-350 STRAIN GAGES (5/,0,0,"170.26000","0","1","EA","Active","Tee Rosette","±3%","350 Ohms","±0.2%","0.050"" (1.27mm)","0.250"" (6.35mm)","0.34"" (8.6mm)","0.070"" (1.78mm)","0.070"" (1.78mm)","0.17"" (4.3mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF001246-ND,MMF001246,Micro-Measurements (Division of Vishay Precision Group),EA-06-062TV-350/E STRAIN GAGES (,0,0,"170.26000","0","1","EA","Active","Shear/Torque","±3%","350 Ohms","±0.2%","0.062"" (1.57mm)","0.175"" (4.45mm)","0.27"" (6.9mm)","0.055"" (1.40mm)","0.115"" (2.92mm)","0.21"" (5.3mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF001195-ND,MMF001195,Micro-Measurements (Division of Vishay Precision Group),EA-06-062TT-350/W STRAIN GAGES (,0,0,"170.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003361-ND,MMF003361,Micro-Measurements (Division of Vishay Precision Group),CEA-06-W250A-350 WELDABLE GAGES,0,0,"171.36000","0","1","CEA","Active","Linear Weldable","±5%","350 Ohms","±0.4%","0.230"" (5.84mm)","0.630"" (16.00mm)","0.44"" (11.2mm)","0.169"" (4.30mm)","0.125"" (3.18mm)","0.34"" (8.6mm)","-100 ~ 200°F (-75 ~ 95°C)"
-,-,MMF014093-ND,MMF014093,Micro-Measurements (Division of Vishay Precision Group),EA-06-062TT-350/LE STRAIN GAGES,0,0,"172.21000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003148-ND,MMF003148,Micro-Measurements (Division of Vishay Precision Group),CEA-00-125UT-350 STRAIN GAGES (5,0,0,"174.10000","0","1","CEA","Active","Tee Rosette","±5%","350 Ohms","±0.4%","0.125"" (3.18mm)","0.325"" (8.26mm)","0.42"" (10.7mm)","0.165"" (4.19mm)","0.365"" (9.27mm)","0.45"" (11.4mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003155-ND,MMF003155,Micro-Measurements (Division of Vishay Precision Group),CEA-09-125UT-350 STRAIN GAGES (5,0,0,"174.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003157-ND,MMF003157,Micro-Measurements (Division of Vishay Precision Group),CEA-13-125UT-350 STRAIN GAGES (5,0,0,"174.10000","0","1","CEA","Active","Tee Rosette","±5%","350 Ohms","±0.4%","0.125"" (3.18mm)","0.323"" (8.20mm)","0.42"" (10.7mm)","0.165"" (4.19mm)","0.365"" (9.27mm)","0.45"" (11.4mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF014788-ND,MMF014788,Micro-Measurements (Division of Vishay Precision Group),WK-06-125AC-10C/W STRAIN GAGES (,0,0,"174.64000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003232-ND,MMF003232,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250UT-120 STRAIN GAGES (5,0,0,"174.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF000544-ND,MMF000544,Micro-Measurements (Division of Vishay Precision Group),EA-06-031RB-120/E STRAIN GAGES (,0,0,"174.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002063-ND,MMF002063,Micro-Measurements (Division of Vishay Precision Group),EA-06-125TB-350/E STRAIN GAGES (,0,0,"174.67000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002062-ND,MMF002062,Micro-Measurements (Division of Vishay Precision Group),EA-06-125TB-350 STRAIN GAGES (5/,0,0,"175.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF015250-ND,MMF015250,Micro-Measurements (Division of Vishay Precision Group),CEA-00-187UV-350 STRAIN GAGES (5,0,0,"177.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF017178-ND,MMF017178,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UL-120 RESIDUAL STRESS,0,0,"177.26000","0","1","CEA","Active","Rectangular Rosette","±3%","120 Ohms","±0.4%","0.062"" (1.57mm)","0.330"" (8.38mm)","0.50"" (12.7mm)","0.180"" (4.57mm)","0.180"" (4.57mm)","0.62"" (15.7mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF017179-ND,MMF017179,Micro-Measurements (Division of Vishay Precision Group),CEA-13-062UL-120 RESIDUAL STRESS,0,0,"177.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003193-ND,MMF003193,Micro-Measurements (Division of Vishay Precision Group),CEA-13-187UV-350 STRAIN GAGES (5,0,0,"177.26000","0","1","CEA","Active","Shear/Torque","±5%","350 Ohms","±0.4%","0.187"" (4.75mm)","0.560"" (14.22mm)","0.63"" (15.9mm)","0.150"" (3.81mm)","0.320"" (8.13mm)","0.39"" (9.8mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF323468-ND,MMF323468,Micro-Measurements (Division of Vishay Precision Group),WK-06-500BH-350/W STRAIN GAGES (,0,0,"178.20000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003034-ND,MMF003034,Micro-Measurements (Division of Vishay Precision Group),EA-06-20CBW-120 STRAIN GAGES (5/,0,0,"178.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF017782-ND,MMF017782,Micro-Measurements (Division of Vishay Precision Group),EA-06-250PD-350/W STRAIN GAGES (,0,0,"178.52000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001248-ND,MMF001248,Micro-Measurements (Division of Vishay Precision Group),EA-06-062TV-350/LE STRAIN GAGES,0,0,"180.28750","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003668-ND,MMF003668,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125UR-120 STRAIN GAGES (5,0,0,"183.60000","0","1","CEA","Active","Rectangular Rosette","±5%","120 Ohms","±0.4%","0.125"" (3.18mm)","0.300"" (7.62mm)","0.42"" (10.7mm)","0.060"" (1.52mm)","0.560"" (14.22mm)","0.62"" (15.7mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF003182-ND,MMF003182,Micro-Measurements (Division of Vishay Precision Group),CEA-06-125WT-350 STACKED ROSETTE,0,0,"183.60000","0","1","CEA","Active","Tee Rosette","±3%","350 Ohms","±0.5%","0.125"" (3.18mm)","0.323"" (8.20mm)","0.42"" (10.7mm)","0.180"" (4.57mm)","0.325"" (8.26mm)","0.42"" (10.7mm)","-100 ~ 150°F (-75 ~ 65°C)"
-,-,MMF003144-ND,MMF003144,Micro-Measurements (Division of Vishay Precision Group),CEA-13-125UR-120 STRAIN GAGES (5,0,0,"183.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003185-ND,MMF003185,Micro-Measurements (Division of Vishay Precision Group),CEA-13-125WT-350 STACKED ROSETTE,0,0,"183.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF324394-ND,MMF324394,Micro-Measurements (Division of Vishay Precision Group),EK-13-125PC-10C/SE STRAIN GAGES,0,0,"185.32750","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003671-ND,MMF003671,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UM-120 RESIDUAL STRESS,0,0,"187.63000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF014974-ND,MMF014974,Micro-Measurements (Division of Vishay Precision Group),WK-06-060CD-10C/W STRAIN GAGES (,0,0,"193.25000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF327438-ND,MMF327438,Micro-Measurements (Division of Vishay Precision Group),WK-06-031CF-350/W STRAIN GAGES (,0,0,"194.11000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF000646-ND,MMF000646,Micro-Measurements (Division of Vishay Precision Group),WK-06-050SB-350 STRAIN GAGES (5/,0,0,"196.42000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001166-ND,MMF001166,Micro-Measurements (Division of Vishay Precision Group),SK-06-062TH-350 STRAIN GAGES (5/,0,0,"198.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001226-ND,MMF001226,Micro-Measurements (Division of Vishay Precision Group),SK-06-062TT-350 STRAIN GAGES (5/,0,0,"198.00000","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF001102-ND,MMF001102,Micro-Measurements (Division of Vishay Precision Group),EA-13-062RB-120 STRAIN GAGES (5/,0,0,"201.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003229-ND,MMF003229,Micro-Measurements (Division of Vishay Precision Group),CEA-00-250UT-350 STRAIN GAGES (5,0,0,"203.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF015190-ND,MMF015190,Micro-Measurements (Division of Vishay Precision Group),CEA-05-250UT-350 STRAIN GAGES (5,0,0,"203.90500","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003236-ND,MMF003236,Micro-Measurements (Division of Vishay Precision Group),CEA-13-250UT-350 STRAIN GAGES (5,0,0,"203.90500","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF011779-ND,MMF011779,Micro-Measurements (Division of Vishay Precision Group),SK-06-125TW-350 STRAIN GAGES (5/,0,0,"205.12750","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF002008-ND,MMF002008,Micro-Measurements (Division of Vishay Precision Group),EA-06-125RD-350 STRAIN GAGES (5/,0,0,"206.49500","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF002014-ND,MMF002014,Micro-Measurements (Division of Vishay Precision Group),EA-13-125RD-350 STRAIN GAGES (5/,0,0,"206.49500","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF017090-ND,MMF017090,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250WQ-350 STACKED ROSETTE,0,0,"207.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF001239-ND,MMF001239,Micro-Measurements (Division of Vishay Precision Group),WK-06-062TT-350 STRAIN GAGES (5/,0,0,"209.09000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF312765-ND,MMF312765,Micro-Measurements (Division of Vishay Precision Group),EA-13-044TP-350 STRAIN GAGES (5/,0,0,"212.68750","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF016644-ND,MMF016644,Micro-Measurements (Division of Vishay Precision Group),EA-13-125TQ-350/W STRAIN GAGES (,0,0,"215.71250","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF335066-ND,MMF335066,Micro-Measurements (Division of Vishay Precision Group),SK-00-062TW-350 STRAIN GAGES (5/,0,0,"217.01000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003073-ND,MMF003073,Micro-Measurements (Division of Vishay Precision Group),CEA-06-062UR-120 STRAIN GAGES (5,0,0,"223.49000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003077-ND,MMF003077,Micro-Measurements (Division of Vishay Precision Group),CEA-13-062UR-120 STRAIN GAGES (5,0,0,"223.49000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF004073-ND,MMF004073,Micro-Measurements (Division of Vishay Precision Group),EA-06-062RE-120/SE RESIDUAL STRE,0,0,"224.93000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002135-ND,MMF002135,Micro-Measurements (Division of Vishay Precision Group),SK-06-125TH-350 STRAIN GAGES (5/,0,0,"228.89000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.vishaypg.com/docs/11323/other-rectangular.pdf,-,MMF001137-ND,MMF001137,Micro-Measurements (Division of Vishay Precision Group),EA-13-062RF-350 STRAIN GAGES (5/,0,0,"229.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF310389-ND,MMF310389,Micro-Measurements (Division of Vishay Precision Group),CEA-00-250UT-10C STRAIN GAGES (5,0,0,"232.12667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF016212-ND,MMF016212,Micro-Measurements (Division of Vishay Precision Group),CEA-06-250UT-10C STRAIN GAGES (5,0,0,"232.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003137-ND,MMF003137,Micro-Measurements (Division of Vishay Precision Group),CEA-00-125UR-350 STRAIN GAGES (5,0,0,"236.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003140-ND,MMF003140,Micro-Measurements (Division of Vishay Precision Group),CEA-05-125UR-350 STRAIN GAGES (5,0,0,"236.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003145-ND,MMF003145,Micro-Measurements (Division of Vishay Precision Group),CEA-13-125UR-350 STRAIN GAGES (5,0,0,"236.16000","0","1","CEA","Active","Rectangular Rosette","±5%","350 Ohms","±0.4%","0.125"" (3.18mm)","0.300"" (7.62mm)","0.42"" (10.7mm)","0.060"" (1.52mm)","0.560"" (14.22mm)","0.62"" (15.7mm)","-100 ~ 350°F (-75 ~ 175°C)"
-,-,MMF325170-ND,MMF325170,Micro-Measurements (Division of Vishay Precision Group),EK-00-250PD-10C/W STRAIN GAGES (,0,0,"238.46333","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF308037-ND,MMF308037,Micro-Measurements (Division of Vishay Precision Group),WA-06-050TG-350 STRAIN GAGES (5/,0,0,"238.75000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF334866-ND,MMF334866,Micro-Measurements (Division of Vishay Precision Group),L2A-00-250WW-350 STACKED ROSETTE,0,0,"240.05000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF335208-ND,MMF335208,Micro-Measurements (Division of Vishay Precision Group),WK-05-125TH-350 STRAIN GAGES (5/,0,0,"240.76667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002201-ND,MMF002201,Micro-Measurements (Division of Vishay Precision Group),WK-06-125TM-350 STRAIN GAGES (5/,0,0,"240.76667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF013981-ND,MMF013981,Micro-Measurements (Division of Vishay Precision Group),WK-06-250PD-10C STRAIN GAGES (5/,0,0,"240.76667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF015509-ND,MMF015509,Micro-Measurements (Division of Vishay Precision Group),WK-13-250PD-10C STRAIN GAGES (5/,0,0,"240.76667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002140-ND,MMF002140,Micro-Measurements (Division of Vishay Precision Group),WK-06-125TH-350 STRAIN GAGES (5/,0,0,"240.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF002204-ND,MMF002204,Micro-Measurements (Division of Vishay Precision Group),WK-13-125TM-350 STRAIN GAGES (5/,0,0,"240.77000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF003367-ND,MMF003367,Micro-Measurements (Division of Vishay Precision Group),LWK-09-W250B-350 WELDABLE GAGES,0,0,"243.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF320046-ND,MMF320046,Micro-Measurements (Division of Vishay Precision Group),WK-13-125PC-10C STRAIN GAGES (5/,0,0,"244.65667","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF334626-ND,MMF334626,Micro-Measurements (Division of Vishay Precision Group),WK-09-125PC-10C STRAIN GAGES (5/,0,0,"244.73000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF314326-ND,MMF314326,Micro-Measurements (Division of Vishay Precision Group),SK-05-250MQ-10C STRAIN GAGES (5/,0,0,"247.10333","0","3","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,MMF016312-ND,MMF016312,Micro-Measurements (Division of Vishay Precision Group),CEA-05-062UR-350 STRAIN GAGES (5,0,0,"250.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
