Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensing Range","Flow Sensor Type","Voltage - Input","Port Size","Switch Function/Rating","Material - Body","Operating Temperature"
https://www.idt.com/document/dst/fs1023-datasheet,-,800-3895-ND,FS1023,"IDT, Integrated Device Technology Inc","LIQUID FLOW SENSOR MODULE, AMPLI",0,0,"46.40000","0","1","-","Active","0 ~ 3 LPM","Liquid","5V ~ 5.5V","Female, 0.295"" (7.5mm)","Logic","Silicon","5°C ~ 75°C (TA)"
https://www.idt.com/document/dst/fs1025-datasheet,-,800-3896-ND,FS1025,"IDT, Integrated Device Technology Inc","LIQUID FLOW SENSOR MODULE, AMPLI",0,0,"46.40000","0","1","-","Active","0 ~ 7 LPM","Liquid","5V ~ 5.5V","Female, 0.342"" (8.7mm)","Logic","Silicon","5°C ~ 75°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/SLF3S-1300F_Prelim_DS.pdf,//media.digikey.com/Photos/Sensirion/MFG_SLF3S-1300F.jpg,1649-1123-ND,SLF3S-1300F,Sensirion AG,LIQUID FLOW SENSOR,0,0,"100.00000","0","1","-","Active","40 ml/min","Liquid","3.2V ~ 3.8V","Female, 1/4"" (6.35mm) Flat Bottom","I2C","PPS","5°C ~ 50°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d6f_n2.pdf,-,Z11000-ND,D6F-02L2-000,Omron Electronics Inc-EMC Div,SENSOR GAS FLOW TYPE 0-2L/MIN,1,0,"163.13000","0","1","D6F","Active","0 ~ 0.53 GPM (0 ~ 2 LPM)","Gas","10.8V ~ 26.4V","Female, 1/4"" (6.35mm) BSPT","-","Aluminum","-10°C ~ 60°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/Sensirion_Mass_Flow_Meters_SFM3300_Datasheet.pdf,//media.digikey.com/Photos/Sensirion/MFG_SFM3300-AW.jpg,1649-1115-ND,SFM3300-250-AW,Sensirion AG,AIR/GAS FLOW SENSOR +/-250 SLM,0,0,"179.20000","0","1","-","Active","±250 SLPM","Gas","4.75 ~ 5.25V","-","I2C","Plastic","10°C ~ 50°C"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d6f_n2.pdf,-,Z8580-ND,D6F-01N2-000,Omron Electronics Inc-EMC Div,SENSOR GAS FLOW TYPE 0-1L/MIN,0,0,"190.13000","0","1","D6F","Active","0 ~ 0.264 GPM (0 ~ 1 LPM)","Gas","10.8V ~ 26.4V","Female, 1/4"" (6.35mm) BSPT","-","Aluminum","-10°C ~ 60°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/fm-200_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FM-216-AR2.jpg,1110-4266-ND,FM-255-AR2-P,Panasonic Industrial Automation Sales,DIGITAL FLOW SENSOR 500L/MIN PNP,1,0,"876.50000","0","1","FM-200","Active","500 LPM","Gas","12V ~ 24V","Female, 1/2"", 0.5"" (12.7mm) NPT","-","Aluminum","0°C ~ 50°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Sensirion%20PDFs/Sensirion_Mass_Flow_Meters_SFM3400_Datasheet.pd.pdf,//media.digikey.com/Photos/Sensirion/MFG_SFM3400-D.jpg,SFM3400-33-D-ND,SFM3400-33-D,Sensirion AG,AIR/GAS FLOW SENSOR +/-33 SLM,0,0,"33.25000","0","30","-","Active","±33 SLPM","Gas","4.5V ~ 5.5V","-","I2C","Plastic","5°C ~ 50°C"
http://sensing.honeywell.com/index.php/ci_id/54882/la_id/1/document/1/re_id/0,"//media.digikey.com/photos/Honeywell%20Photos/AWM1200V,%20AWM2100V,%20AWM2300V.jpg",480-2855-ND,AWM1200V,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 10MBAR,0,0,"94.91700","0","50","AWM1000","Active","±10 mBar","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/54882/la_id/1/document/1/re_id/0,-,AWM1300V-ND,AWM1300V,Honeywell Sensing and Productivity Solutions,SENSOR UNAMP +1000 SCCM,0,0,"94.91700","0","50","AWM1000","Active","1000sccm ~ -600sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
https://www.cynergy3.com/sites/default/files/FSVPLC_1.pdf,//media.digikey.com/photos/Cynergy%203/FSVPLC.jpg,725-1257-ND,FSVPLC06,Cynergy 3,INLINE FLOW SW FOR CONN TO PLC,0,0,"96.93000","0","1","-","Active","0 ~ 80 LPM","Liquid","-","1.0"" (25.4mm) BSP","SPST-NC, 1mA","Brass","85°C (TA)"
https://www.cynergy3.com/sites/default/files/FSVPLC_1.pdf,//media.digikey.com/photos/Cynergy%203/FSVPLC.jpg,725-1258-ND,FSVPLC30,Cynergy 3,INLINE FLOW SW FOR CONN TO PLC,0,0,"96.93000","0","1","-","Active","0 ~ 80 LPM","Liquid","-","1.0"" (25.4mm) BSP","SPST-NC, 1mA","Brass","85°C (TA)"
http://sensing.honeywell.com/index.php?ci_id=44423,//media.digikey.com/Photos/Honeywell%20Photos/HAFBSS0200C4AX3.JPG,480-3870-ND,HAFBSS0200C4AX3,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHORT 3V,0,0,"99.13500","0","30","Zephyr™ HAF","Active","200sccm","Air","2.97V ~ 3.63V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HAFBLF0200CAAX3.JPG,HAFBLF0050C4AX3-ND,HAFBLF0050C4AX3,Honeywell Sensing and Productivity Solutions,HONEYWELL ZEPHYR AIRFLOW SENSOR,0,0,"99.13500","0","30","Zephyr™ HAF","Active","50sccm","Air","2.97V ~ 3.63V","Male, 0.210"" (5.35mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
https://www.sensirion.com/file/datasheet_sfm3000 ,//media.digikey.com/Photos/Sensirion/MFG_SFM3000.jpg,SFM3000-200-ND,SFM3000-200,Sensirion AG,AIR/GAS FLOW SENSOR +/-200 SLM,0,0,"100.80000","0","20","-","Active","0 ~ 1.25 mbar","Gas","5V","Male, 0.8661"" (22mm)","I2C","Plastic","-20°C ~ 80°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50051/la_id/1/document/1/re_id/0,-,AWM2100VH-ND,AWM2100VH,Honeywell Sensing and Productivity Solutions,SENSOR UNAMP 200 SCCM,0,0,"105.84000","0","50","AWM2000","Active","±200sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50052/la_id/1/document/1/re_id/0,-,AWM3130V-ND,AWM3130V,Honeywell Sensing and Productivity Solutions,SENSOR AMP 30.0 SCCM,0,0,"110.88000","0","50","AWM3000","Active","30.0sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50052/la_id/1/document/1/re_id/0,-,AWM3200CR-ND,AWM3200CR,Honeywell Sensing and Productivity Solutions,SENSOR AIR FLOW AMP 5.0 MBAR,0,0,"110.88000","0","50","AWM3000","Active","0 ~ 5 mbar","Air","10V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50052/la_id/1/document/1/re_id/0,-,AWM3201CR-ND,AWM3201CR,Honeywell Sensing and Productivity Solutions,SENSOR AIR FLOW AMP 1.25 MBAR,0,0,"110.88000","0","50","AWM3000","Active","0 ~ 1.25 mbar","Air","10V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
https://www.cynergy3.com/sites/default/files/FSP10%202015.pdf,//media.digikey.com/Photos/Cynergy%203/FSP10A30.jpg,725-1254-ND,FSP10A30,Cynergy 3,FLOW SWITCH FOR DIRECT SWITCH,1,0,"116.26000","0","1","-","Active","0 ~ 80 LPM","Liquid","250VAC","1.0"" (25.4mm) BSP","SPDT","Polyamide","85°C (TA)"
https://www.cynergy3.com/sites/default/files/FSP10%202015.pdf,//media.digikey.com/Photos/Cynergy%203/FSP10A06.JPG,725-1253-ND,FSP10A06,Cynergy 3,FLOW SWITCH FOR DIRECT SWITCH,0,0,"116.26000","0","1","-","Active","0 ~ 80 LPM","Liquid","250VAC","1.0"" (25.4mm) BSP","SPDT","Polyamide","85°C (TA)"
-,-,AWM730P1-ND,AWM730P1,Honeywell Sensing and Productivity Solutions,PRESSUREAIRFLOWAWM 700 SERIES,0,0,"122.87300","0","30","AWM700","Active","-","-","-","-","-","-","-"
-,-,AWM720B5-ND,AWM720B5,Honeywell Sensing and Productivity Solutions,PRESSUREAIRFLOWAWM 700 SERIES,0,0,"122.87300","0","30","AWM700","Active","-","-","-","-","-","-","-"
https://www.cynergy3.com/sites/default/files/FSV10AR.pdf,//media.digikey.com/photos/Cynergy%203/FSV10.JPG,725-1255-ND,FSV10AR06,Cynergy 3,INLINE FLOW SWITCH FOR G1 PIPE,0,0,"134.36000","0","1","-","Active","0 ~ 80 LPM","Liquid","250VAC","1.0"" (25.4mm) BSP","SPDT","Polyamide","85°C (TA)"
https://www.cynergy3.com/sites/default/files/FSV10AR.pdf,//media.digikey.com/photos/Cynergy%203/FSV10.JPG,725-1256-ND,FSV10AR30,Cynergy 3,INLINE FLOW SWITCH FOR G1 PIPE,0,0,"134.36000","0","1","-","Active","0 ~ 80 LPM","Liquid","250VAC","1.0"" (25.4mm) BSP","SPDT","Polyamide","85°C (TA)"
-,-,AWM43300VH-ND,AWM43300VH,Honeywell Sensing and Productivity Solutions,PRESSUREAIRFLOWAWM 40000 SERIES,0,0,"146.76000","0","20","AWM4000","Active","0 ~ 1000SCCM","Air","9V ~ 15V","Male, 0.246” (6.248mm) Tube, Dual","-","-","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50053/la_id/1/document/1/re_id/0,//media.digikey.com/Photos/Honeywell%20Photos/AWM5000%20SERIES.JPG,AWM5103VC-ND,AWM5103VC,Honeywell Sensing and Productivity Solutions,SENSOR AIR FLOW AMP 15.0 SLPM,0,0,"159.00733","0","15","AWM5000","Active","0 ~ 15 SLPM","Air","8V ~ 15V","Male, 1/4"" (6.35mm) 18 NPT","-","Silicon","-20°C ~ 70°C (TA)"
http://sensing.honeywell.com/honeywell-sensing-zephyr-digital-airflow-sensors-haf-series-high-accuracy-10slpm-to-300slpm-product-sheet-008268-4-en2.pdf,//media.digikey.com/photos/Honeywell%20Photos/Zephyr%20HAF%20SERIES%20Manifold.JPG,480-5793-ND,HAFUHM0100L4AXT,Honeywell Sensing and Productivity Solutions,HONEYWELL ZEPHYR AIRFLOW SENSOR,0,0,"163.32400","0","25","Zephyr™ HAF","Active","0 ~ 100 SLPM","Air","3V ~ 10V","Manifold, 0.51"" (13mm)","-","Polymer, Thermoplastic (GR)","-20°C ~ 70°C (TA)"
https://www.cynergy3.com/sites/default/files/FSH10AR.pdf,//media.digikey.com/Photos/Cynergy%203/FSH10AR.JPG,725-1251-ND,FSH10AR,Cynergy 3,"PADDLE FLOW SWITCH G1,2,3,4 PIP",1,0,"180.83000","0","1","-","Active","0 ~ 10 LPM","Liquid","250VAC","1.0"" (25.4mm) BSP","SPDT","Polyamide","100°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-03.JPG,725-1273-ND,LFS-03,Cynergy 3,G1 PDDLE SW 1-3 DIN 43650 CONN,0,0,"267.55000","0","1","LFS","Active","-","Liquid","230V","1.0"" (25.4mm) NPT","-","Aluminum","-30°C ~ 75°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-04.JPG,725-1274-ND,LFS-04,Cynergy 3,3/4PF PDL SW 1-3 DIN 43650 CONN,0,0,"267.55000","0","1","LFS","Active","-","Liquid","230V","3/4"", 0.75"" (19.05mm) BSP","-","Aluminum","-30°C ~ 75°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-02.JPG,725-1272-ND,LFS-02,Cynergy 3,3/4PF PADDLE SW 1-3 AL ENCL,0,0,"295.93000","0","1","LFS","Active","-","Liquid","230V","3/4"", 0.75"" (19.05mm) BSP","-","Aluminum","-30°C ~ 75°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-01.JPG,725-1271-ND,LFS-01,Cynergy 3,G1 PADDLE SW 1-3 AL ENCL,0,0,"299.73000","0","1","LFS","Active","-","Liquid","230V","1.0"" (25.4mm) NPT","-","Aluminum","-30°C ~ 75°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-03.JPG,LFS-03/H-ND,LFS-03/H,Cynergy 3,G1 PDDLE SW 1-3 DIN 43650 CONN,0,0,"306.08333","0","3","LFS","Active","-","Liquid","230V","1.0"" (25.4mm) NPT","SPDT","Aluminum","-30°C ~ 120°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-04.JPG,LFS-04/H-ND,LFS-04/H,Cynergy 3,3/4PF PDL SW 1-3 DIN 43650 CONN,0,0,"306.08333","0","3","LFS","Active","-","Liquid","230V","3/4"", 0.75"" (19.05mm) BSP","SPDT","Aluminum","-30°C ~ 120°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-02.JPG,LFS-02/H-ND,LFS-02/H,Cynergy 3,3/4PF PADDLE SW 1-3 AL ENCL,0,0,"316.07000","0","3","LFS","Active","-","Liquid","230V","3/4"", 0.75"" (19.05mm) BSP","SPDT","Aluminum","-30°C ~ 150°C (TA)"
https://www.cynergy3.com/sites/default/files/LFS%202016.pdf,//media.digikey.com/photos/Cynergy%203/LFS-01.JPG,LFS-01/H-ND,LFS-01/H,Cynergy 3,G1 PADDLE SW 1-3 AL ENCL,0,0,"319.39333","0","3","LFS","Active","-","Liquid","230V","1.0"" (25.4mm) NPT","SPDT","Aluminum","-30°C ~ 150°C (TA)"
http://content.smcetech.com/pdf/PF2A7_8560.pdf,//media.digikey.com/Photos/SMC%20Corp%20of%20Amer/PF2W720-N04-67.jpg,606-1038-ND,PF2W720-N04-67,SMC Corporation of America,SENSOR FLOW H2O 2-16L/MIN PNP,1,0,"500.16000","0","1","PF2W","Discontinued at Digi-Key","2 ~ 16 LPM","Liquid","12V ~ 24V","Female, 3/8"", 0.375"" (9.525mm) NPT, 1/2"", 0.5"" (12.7mm) NPT","-","Steel","0°C ~ 50°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/fm-200_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FM-253-4.jpg,1110-2655-ND,FM-253-4,Panasonic Industrial Automation Sales,DIGITAL FLOW SENSOR 5L/MIN NPN,0,0,"555.10000","0","1","FM-200","Active","-","Gas","12V ~ 24V","Female, 0.157"" (4mm)","-","Plastic","0°C ~ 50°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/fm-200_e_cata.pdf,//media.digikey.com/photos/Panasonic%20Photos/FM-254-8.jpg,1110-2657-ND,FM-254-8,Panasonic Industrial Automation Sales,DIGITAL FLOW SENSOR 50L/MIN NPN,0,0,"555.10000","0","1","FM-200","Active","50 LPM","Gas","12V ~ 24V","Female, 0.315"" (8mm)","-","Plastic","0°C ~ 50°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/fm-200_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FM-216-AR2.jpg,FM-255-AG2-P-ND,FM-255-AG2-P,Panasonic Industrial Automation Sales,DIGITAL FLOW SENSOR 500L/MIN PNP,0,0,"876.50000","0","1","FM-200","Active","500 LPM","Gas","12V ~ 24V","Female, 1/2"", 0.5"" (12.7mm) NPT","-","Aluminum","0°C ~ 50°C (TA)"
https://www3.panasonic.biz/ac/e_download/fasys/pressure/pressure/catalog/fm-200_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/FM-216-AR2-P.jpg,1110-2652-ND,FM-216-AR2-P,Panasonic Industrial Automation Sales,DIGITL FLOW SENSOR 1000L/MIN PNP,0,0,"905.70000","0","1","FM-200","Active","-","Gas","12V ~ 24V","Female, 1/2"", 0.5"" (12.7mm) NPT","-","Aluminum","0°C ~ 50°C (TA)"
https://omronfs.omron.com/en_US/ecb/products/pdf/D25E8Y1101.pdf,-,E8Y-A5C-F03H-ND,E8Y-A5C-F03H,Omron Automation and Safety,SENSOR PRESSURE FLOW 1/8NPT NPN,0,0,"1203.05000","0","1","E8Y","Active","0.068 ~ 0.68 GPM (0.3 ~ 3 LPM)","Gas","12V ~ 24V","Female, 1/8"", 0.125"" (3.175mm) NPT","-","PBT Plastic","-10°C ~ 55°C (TA)"
https://omronfs.omron.com/en_US/ecb/products/pdf/D25E8Y1101.pdf,-,E8Y-A5C-F03V-ND,E8Y-A5C-F03V,Omron Automation and Safety,SENSOR PRESSURE FLOW 1/8NPT NPN,0,0,"1203.05000","0","1","E8Y","Active","0.068 ~ 0.68 GPM (0.3 ~ 3 LPM)","Gas","12V ~ 24V","Female, 1/8"", 0.125"" (3.175mm) NPT","-","PBT Plastic","-10°C ~ 55°C (TA)"
https://omronfs.omron.com/en_US/ecb/products/pdf/D25E8Y1101.pdf,-,E8Y-A5C-F20H-ND,E8Y-A5C-F20H,Omron Automation and Safety,SENSOR PRESSURE FLOW 1/8NPT NPN,0,0,"1203.05000","0","1","E8Y","Active","0.45 ~ 4.54 GPM (2 ~ 20 LPM)","Gas","12V ~ 24V","Female, 1/8"", 0.125"" (3.175mm) NPT","-","PBT Plastic","-10°C ~ 55°C (TA)"
https://omronfs.omron.com/en_US/ecb/products/pdf/D25E8Y1101.pdf,-,E8Y-A5C-F20V-ND,E8Y-A5C-F20V,Omron Automation and Safety,SENSOR PRESSURE FLOW 1/8NPT NPN,0,0,"1203.05000","0","1","E8Y","Active","0.45 ~ 4.54 GPM (2 ~ 20 LPM)","Gas","12V ~ 24V","Female, 1/8"", 0.125"" (3.175mm) NPT","-","PBT Plastic","-10°C ~ 55°C (TA)"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_101990055_A.jpg,101990055-ND,101990055,"Seeed Technology Co., Ltd",G1/2"" WATER FLOW SENSR ENCLOSURE,0,0,"9.69000","0","4","-","Active","1 ~ 30 LPM","Liquid","5V ~ 24V","-","-","Plastic","80°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/G1_2_in_Water_Flow_Sensor_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314150005.jpg,314150005-ND,314150005,"Seeed Technology Co., Ltd",G1/2"" WATER FLOW SENSOR,0,0,"9.69000","0","4","-","Active","1 ~ 30 LPM","Liquid","5V ~ 24V","-","-","Plastic","80°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/M11_1.25_Water_Flow_Sensor_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314150002.jpg,314150002-ND,314150002,"Seeed Technology Co., Ltd",G1/4"" WATER FLOW SENSOR,0,0,"9.69000","0","4","-","Active","0.3 ~ 6 LPM","Liquid","5V ~ 24V","-","-","Plastic","80°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/314150003_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_314150003.jpg,314150003-ND,314150003,"Seeed Technology Co., Ltd",G3/4"" WATER FLOW SENSOR,0,0,"15.19667","0","3","-","Active","0 ~ 60 LPM","Liquid","5V ~ 24V","-","-","Plastic","80°C (TA)"
-,http://rocky.digikey.com/weblib/Gems/Web Photos/122340.jpg,376-1107-ND,122340,Gems Sensors Inc,SENSOR FLOW 20VA 0.1 GPM SPST,0,0,"Discontinued at Digi-Key","0","1","FS-4","Discontinued at Digi-Key","0.1 GPM","Liquid","-","Female, 9/16"" (14.2875mm) NPT","SPST, 20VA","Polyphenylene Sulfide (PPS)","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/D6A-N.pdf,-,Z2002-ND,D6A-N,Omron Electronics Inc-EMC Div,SENSOR AIR FLOW,0,0,"Obsolete","0","20","D6A","Obsolete","0.5 ~ 1.5 m/s","Air","12V","Female, 1.3"" (33mm)","-","-","0°C ~ 45°C (TA)"
-,-,59500-1-A-ND-00-0-ND,59500-1-A-00-0,Littelfuse Inc.,SENSOR TURBINE LOW FLOW TYPE,0,0,"Obsolete","0","250","-","Obsolete","-","-","-","-","-","-","-"
-,-,59500-1-B-ND-00-0-ND,59500-1-B-00-0,Littelfuse Inc.,SENSOR TURBINE LOW FLOW TYPE,0,0,"Obsolete","0","250","-","Obsolete","-","-","-","-","-","-","-"
http://sensing.honeywell.com/index.php/ci_id/50054/la_id/1/document/1/re_id/0,//media.digikey.com/photos/Honeywell%20Photos/AWM43600V.jpg,480-2695-5-ND,AWM43600V,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW AMP 6 SLPM,0,0,"Active","0","0","AWM40000","Active","6 SLPM","Air","8V ~ 15V","Female, 0.19"" (4.826mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50051/la_id/1/document/1/re_id/0,"//media.digikey.com/photos/Honeywell%20Photos/AWM1200V,%20AWM2100V,%20AWM2300V.jpg",480-2856-ND,AWM2300V,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 1.0 SLPM,0,0,"Active","0","0","AWM2000","Active","±1000sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HAF%20series.jpg,480-3313-ND,HAFBSS0200C2AX3,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHORT,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","2.97V ~ 3.63V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,//media.digikey.com/Photos/Honeywell%20Photos/HAFBLF0200CAAX3.JPG,HAFBLF0200C2AX3-ND,HAFBLF0200C2AX3,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM LONG 3.3V,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","2.97V ~ 3.63V","Male, 0.210"" (5.35mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,-,HAFBSF0200C2AX3-ND,HAFBSF0200C2AX3,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHRT 3.3V,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","2.97V ~ 3.63V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,-,HAFBSF0200C2AX5-ND,HAFBSF0200C2AX5,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHORT 5V,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","4.5V ~ 5.5V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
//media.digikey.com/pdf/Data%20Sheets/Honeywell%20Sensing%20&%20Control%20PDFs/HAF_Series.pdf,-,HAFBSS0200C2AX5-ND,HAFBSS0200C2AX5,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHORT 5V,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","4.5V ~ 5.5V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/54882/la_id/1/document/1/re_id/0,-,AWM1100V-ND,AWM1100V,Honeywell Sensing and Productivity Solutions,SENSOR UNAMP 200 SCCM,0,0,"Active","0","0","AWM1000","Active","±200sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50051/la_id/1/document/1/re_id/0,-,AWM2300VH-ND,AWM2300VH,Honeywell Sensing and Productivity Solutions,SENSOR UNAMP +1000 SCCM,0,0,"Active","0","0","AWM2000","Active","±1000sccm","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
http://sensing.honeywell.com/index.php/ci_id/50052/la_id/1/document/1/re_id/0,-,AWM3205V-ND,AWM3205V,Honeywell Sensing and Productivity Solutions,SENSOR AIR FLOW AMP 5.0 MBAR,0,0,"Active","0","0","AWM3000","Active","5 mbar","Air","8V ~ 15V","Male, 0.2"" (5.08mm)","-","Silicon","-25°C ~ 85°C (TA)"
https://omronfs.omron.com/en_US/ecb/products/pdf/en-d6f_series.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/D6F-20A6-000.JPG,D6F-50A62-000-ND,D6F-50A62-000,Omron Electronics Inc-EMC Div,FLOW SENSOR MEMS 50L/MIN,0,0,"Obsolete","0","1","D6F","Obsolete","0 ~ 50 LPM","Air","10.8V ~ 26.4V","-","-","Thermoplastic resin","-10°C ~ 60°C (TA)"
http://sensing.honeywell.com/index.php?ci_id=44423,//media.digikey.com/Photos/Honeywell%20Photos/HAFBSF0200CAAX5.jpg,480-3873-ND,HAFBSF0200C4AX5,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW 200SCCM SHORT 5V,0,0,"Obsolete","0","30","Zephyr™ HAF","Obsolete","200sccm","Air","4.5V ~ 5.5V","Male, 0.16"" (4.06mm) Tube, Dual","-","Polymer","-20°C ~ 70°C (TA)"
-,-,X205409-AF-ND,X205409-AF,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW,0,0,"Obsolete","0","1","-","Obsolete","-","Air","-","-","-","-","-"
-,-,X205410-AF-ND,X205410-AF,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW,0,0,"Obsolete","0","1","-","Obsolete","-","Air","-","-","-","-","-"
-,-,X205411-AF-ND,X205411-AF,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW,0,0,"Obsolete","0","1","-","Obsolete","-","Air","-","-","-","-","-"
-,-,X205413-AF-ND,X205413-AF,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW,0,0,"Obsolete","0","1","-","Obsolete","-","Air","-","-","-","-","-"
-,-,X205414-AF-ND,X205414-AF,Honeywell Sensing and Productivity Solutions,SENSOR AIRFLOW,0,0,"Obsolete","0","1","-","Obsolete","-","Air","-","-","-","-","-"
