Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Driver Circuitry","Input Type","Voltage - Rated","Voltage Range","Frequency","Technology","Operating Mode","Duration","Sound Pressure Level (SPL)","Current - Supply","Port Location","Operating Temperature","Approvals","Ratings","Ingress Protection","Mounting Type","Termination","Size / Dimension","Height - Seated (Max)"
https://product.tdk.com/info/en/catalog/datasheets/electromagnetic_buzzer_sd_en.pdf,//media.digikey.com/photos/TDK%20Photos/TDK%20CORPORATION-%20SD1209T3-A1.jpg,445-2530-ND,SD1209T3-A1,TDK Corporation,AUDIO MAGNETIC XDCR 1-4V TH,1285,0,"1.52000","0","1","Tray","SD","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","1 ~ 4V","2.048kHz","Magnetic","Single Tone","-","80dB @ 3V, 10cm","100mA","Top","-40°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.354"" (9.00mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-5-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-5-R-T%5ER.jpg,668-1477-2-ND,SMI-1324-TW-5V-5-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-7V SMD,320,0,"1.58813","0","320","Tape & Reel (TR)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-5-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-5-R-T%5ER.jpg,668-1477-1-ND,SMI-1324-TW-5V-5-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-7V SMD,408,0,"2.55000","0","1","Cut Tape (CT)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-5-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-5-R-T%5ER.jpg,668-1477-6-ND,SMI-1324-TW-5V-5-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-7V SMD,408,0,"Digi-Reel","0","1","Digi-Reel®","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/AT-3045-TF-LW110-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AT-3045-TF-LW110-R.jpg,668-1246-ND,AT-3045-TF-LW110-R,"PUI Audio, Inc.",AUDIO PIEZO XDCR 1-50V CHASSIS,3077,0,"1.59000","0","1","Bulk","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","10V","1 ~ 50V","4.5kHz","Piezo","Single Tone","-","97dB @ 10V, 10cm","11mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.181"" Dia (30.00mm)","0.220"" (5.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-4-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-4-R-T%5ER.jpg,668-1476-2-ND,SMI-1324-TW-5V-4-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,1350,0,"1.60369","0","450","Tape & Reel (TR)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-4-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-4-R-T%5ER.jpg,668-1476-1-ND,SMI-1324-TW-5V-4-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,1746,0,"2.58000","0","1","Cut Tape (CT)","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/SMI-1324-TW-5V-4-R-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMI-1324-TW-5V-4-R-T%5ER.jpg,668-1476-6-ND,SMI-1324-TW-5V-4-R-T/R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 4-7V SMD,1746,0,"Digi-Reel","0","1","Digi-Reel®","SMI","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
http://www.puiaudio.com/pdf/AT-2440-TWT-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/AT-2440-TWT-R.jpg,668-1103-ND,AT-2440-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-30V TH,1074,0,"1.61000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","1 ~ 30V","4kHz","Piezo","Single Tone","-","80dB @ 3V, 10cm","1mA","Top","-20°C ~ 60°C","-","Washable","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.303"" (7.70mm)"
https://www.soberton.com/wp-content/uploads/2019/02/WST-1310S-3-17-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/WST-1310S-1.jpg,433-1045-2-ND,WST-1310S -3,Soberton Inc.,AUDIO MAGNETIC XDCR 8-15V SMD,1920,0,"1.65691","0","320","Tape & Reel (TR)","WST","Active","Transducer, Externally Driven","Zero-Peak Signal","12V","8 ~ 16V","2.3kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.soberton.com/wp-content/uploads/2019/02/WST-1310S-3-17-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/WST-1310S-1.jpg,433-1045-1-ND,WST-1310S -3,Soberton Inc.,AUDIO MAGNETIC XDCR 8-15V SMD,2238,0,"2.70000","0","1","Cut Tape (CT)","WST","Active","Transducer, Externally Driven","Zero-Peak Signal","12V","8 ~ 16V","2.3kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.soberton.com/wp-content/uploads/2019/02/WST-1310S-3-17-Feb-2019.pdf,//media.digikey.com/Photos/Soberton%20Photos/WST-1310S-1.jpg,433-1045-6-ND,WST-1310S -3,Soberton Inc.,AUDIO MAGNETIC XDCR 8-15V SMD,2238,0,"Digi-Reel","0","1","Digi-Reel®","WST","Active","Transducer, Externally Driven","Zero-Peak Signal","12V","8 ~ 16V","2.3kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
http://www.puiaudio.com/pdf/AI-1223-TWT-5V-4-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AI-1223-TWT-5V-4-R.jpg,668-1457-ND,AI-1223-TWT-5V-4-R,"PUI Audio, Inc.",AUDIO MAGNETIC INDICATOR 3-7V TH,2953,0,"1.66000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","5V","3 ~ 7V","2.3kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.382"" (9.70mm)"
http://www.puiaudio.com/pdf/AT-1740-TT-3-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AT-1740-TT-3-R.jpg,668-1243-ND,AT-1740-TT-3-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-30V TH,1634,0,"1.66000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","1 ~ 30V","4kHz","Piezo","Single Tone","-","78dB @ 3V, 10cm","1mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.650"" Dia (16.50mm)","0.283"" (7.20mm)"
https://www.cui.com/product/resource/digikeypdf/css-0575b-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CSS-0575B-SMT.jpg,102-2202-2-ND,CSS-0575B-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,2500,0,"1.67700","0","2500","Tape & Reel (TR)","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","75dB @ 3V, 10cm","110mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.126"" (3.20mm)"
https://www.cui.com/product/resource/digikeypdf/css-0575b-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CSS-0575B-SMT.jpg,102-2202-1-ND,CSS-0575B-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,2528,0,"3.18000","0","1","Cut Tape (CT)","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","75dB @ 3V, 10cm","110mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.126"" (3.20mm)"
https://www.cui.com/product/resource/digikeypdf/css-0575b-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CSS-0575B-SMT.jpg,102-2202-6-ND,CSS-0575B-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,2528,0,"Digi-Reel","0","1","Digi-Reel®","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","75dB @ 3V, 10cm","110mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.126"" (3.20mm)"
https://www.cui.com/product/resource/digikeypdf/cmi-1275c-050.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CMI-1275C-050.jpg,102-3766-ND,CMI-1275C-050,CUI Inc.,AUDIO MAGNETIC INDICATOR 3-7V TH,1877,0,"1.69000","0","1","Tray","CMI","Active","Indicator, Internally Driven","DC","5V","3 ~ 7V","3.1kHz","Magnetic","Single Tone","-","83dB @ 5V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.315"" (8.00mm)"
http://www.puiaudio.com/pdf/SMI-1027-TW-3V-R.pdf,-,668-1662-2-ND,SMI-1027-TW-3V-R,"PUI Audio, Inc.",SURFACE MOUNT INDICATOR 3 VDC 30,1500,0,"1.70869","0","750","Tape & Reel (TR)","SMI","Active","Indicator, Internally Driven","DC","3V","2 ~ 5V","2.7kHz","Magnetic","Single Tone","-","80dB @ 3V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.382"" L x 0.382"" W (9.70mm x 9.70mm)","0.197"" (5.00mm)"
http://www.puiaudio.com/pdf/SMI-1027-TW-3V-R.pdf,-,668-1662-1-ND,SMI-1027-TW-3V-R,"PUI Audio, Inc.",SURFACE MOUNT INDICATOR 3 VDC 30,1750,0,"3.21000","0","1","Cut Tape (CT)","SMI","Active","Indicator, Internally Driven","DC","3V","2 ~ 5V","2.7kHz","Magnetic","Single Tone","-","80dB @ 3V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.382"" L x 0.382"" W (9.70mm x 9.70mm)","0.197"" (5.00mm)"
http://www.puiaudio.com/pdf/SMI-1027-TW-3V-R.pdf,-,668-1662-6-ND,SMI-1027-TW-3V-R,"PUI Audio, Inc.",SURFACE MOUNT INDICATOR 3 VDC 30,1750,0,"Digi-Reel","0","1","Digi-Reel®","SMI","Active","Indicator, Internally Driven","DC","3V","2 ~ 5V","2.7kHz","Magnetic","Single Tone","-","80dB @ 3V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.382"" L x 0.382"" W (9.70mm x 9.70mm)","0.197"" (5.00mm)"
https://www.cui.com/product/resource/digikeypdf/cpe-121.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CPE-121.jpg,102-1621-ND,CPE-121,CUI Inc.,AUDIO PIEZO XDCR 3-18V CHASSIS,2554,0,"1.72000","0","1","Bulk","CPE","Active","Transducer, Externally Driven","DC","12V","3 ~ 18V","4.5kHz","Piezo (with Feedback)","Single Tone","-","83dB @ 12V, 30cm","13mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","0.945"" Dia (24.00mm)","0.217"" (5.50mm)"
https://www.cui.com/product/resource/digikeypdf/css-h5b43-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CSS-H5B43.jpg,102-2195-2-ND,CSS-H5B43-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 4-6V SMD,3750,0,"1.74812","0","750","Tape & Reel (TR)","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","2.73kHz","Magnetic","Single Tone","-","91dB @ 5V, 10cm","60mA","Top","-30°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.551"" L x 0.433"" W (14.00mm x 11.00mm)","0.138"" (3.50mm)"
https://www.cui.com/product/resource/digikeypdf/css-h5b43-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CSS-H5B43.jpg,102-2195-1-ND,CSS-H5B43-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 4-6V SMD,4251,0,"3.28000","0","1","Cut Tape (CT)","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","2.73kHz","Magnetic","Single Tone","-","91dB @ 5V, 10cm","60mA","Top","-30°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.551"" L x 0.433"" W (14.00mm x 11.00mm)","0.138"" (3.50mm)"
https://www.cui.com/product/resource/digikeypdf/css-h5b43-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CSS-H5B43.jpg,102-2195-6-ND,CSS-H5B43-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 4-6V SMD,4251,0,"Digi-Reel","0","1","Digi-Reel®","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 6V","2.73kHz","Magnetic","Single Tone","-","91dB @ 5V, 10cm","60mA","Top","-30°C ~ 85°C","-","-","-","Surface Mount","Solder Pads","0.551"" L x 0.433"" W (14.00mm x 11.00mm)","0.138"" (3.50mm)"
https://www.cui.com/product/resource/digikeypdf/cc-0601.pdf,//media.digikey.com/photos/CUI%20Photos/CC-0601.jpg,102-1284-ND,CC-0601,CUI Inc.,AUDIO MAGNETIC XDCR 1-1.7V TH,10302,0,"1.80000","0","1","Tray","-","Active","Transducer, Externally Driven","Zero-Peak Signal","1.5V","1 ~ 1.7V","3kHz","Magnetic","Single Tone","-","70dB @ 1.5V, 10cm","80mA","Top","-20°C ~ 60°C","-","-","-","Through Hole","PC Pins","0.260"" Dia (6.60mm)","0.157"" (4.00mm)"
https://www.cui.com/product/resource/digikeypdf/cep-1112.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-1112.jpg,102-1138-ND,CEP-1112,CUI Inc.,AUDIO PIEZO TRANSDUCER 30V TH,11775,0,"1.85000","0","1","Tray","CEP","Active","Transducer, Externally Driven","Peak-Peak Signal","10V","30V (Max)","-","Piezo","Single Tone","-","92dB @ 10V, 10cm","11mA","Top","-30°C ~ 85°C","-","-","-","Through Hole","PC Pins","0.945"" Dia (24.00mm)","0.307"" (7.80mm)"
https://www.cui.com/product/resource/digikeypdf/cep-1126.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-1126.jpg,102-1145-ND,CEP-1126,CUI Inc.,AUDIO PIEZO TRANSDUCER 30V CHAS,2175,0,"1.85000","0","1","Bulk","CEP","Active","Transducer, Externally Driven","Peak-Peak Signal","10V","30V (Max)","-","Piezo","Single Tone","-","92dB @ 10V, 10cm","10mA","Top","-30°C ~ 85°C","-","-","-","Panel Mount, Flange","Wire Leads","1.161"" Dia (29.50mm)","0.224"" (5.70mm)"
http://www.puiaudio.com/pdf/AT-0927-TT-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_AT-0927-TT-2-R.jpg,668-1372-ND,AT-0927-TT-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V TH,2651,0,"1.87000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","2.73kHz","Magnetic","Single Tone","-","86dB @ 3V, 10cm","70mA","Top","-20°C ~ 70°C","-","-","-","Through Hole","PC Pins","0.354"" Dia (9.00mm)","0.165"" (4.20mm)"
http://www.puiaudio.com/pdf/SMT-0440-S-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-S-R.jpg,668-1488-2-ND,SMT-0440-S-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,12000,0,"1.88500","0","3000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/SMT-0440-S-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-S-R.jpg,668-1488-1-ND,SMT-0440-S-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,14187,0,"3.58000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/SMT-0440-S-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-S-R.jpg,668-1488-6-ND,SMT-0440-S-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,14187,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
https://www.cui.com/product/resource/digikeypdf/cep-1116.pdf,//media.digikey.com/photos/CUI%20Photos/CEP-1116.jpg,102-1141-ND,CEP-1116,CUI Inc.,AUDIO PIEZO TRANSDUCER 30V TH,14663,0,"1.91000","0","1","Tray","CEP","Active","Transducer, Externally Driven","Peak-Peak Signal","10V","30V (Max)","-","Piezo","Single Tone","-","90dB @ 10V, 10cm","8mA","Top","-30°C ~ 85°C","-","-","-","Through Hole","PC Pins","1.181"" Dia (30.00mm)","0.413"" (10.50mm)"
http://www.puiaudio.com/pdf/AI-1223-TWT-12V-3-R.pdf,//media.digikey.com/Photos/PUI%20Audio/AI-1223-TWT-12V-3-R.jpg,668-1455-ND,AI-1223-TWT-12V-3-R,"PUI Audio, Inc.",AUDIO MAGNETIC IND 8-16V TH,1371,0,"1.92000","0","1","Tray","AI","Active","Indicator, Internally Driven","DC","12V","8 ~ 16V","2.3kHz","Magnetic","Single Tone","-","85dB @ 12V, 10cm","30mA","Top","-20°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.382"" (9.70mm)"
https://www.mspindy.com/specifications/AST1750MATRQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MFG_AST1750MATRQ.jpg,458-1098-2-ND,AST1750MATRQ,Mallory Sonalert Products Inc.,AUDIO PIEZO TRANSDUCER 1-20V SMD,400,0,"2.00348","0","400","Tape & Reel (TR)","AST","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 20V","4kHz","Piezo","Single Tone","-","80dB @ 5V, 10cm","2.5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.669"" L x 0.669"" W (17.00mm x 17.00mm)","0.209"" (5.30mm)"
https://www.mspindy.com/specifications/AST1750MATRQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MFG_AST1750MATRQ.jpg,458-1098-1-ND,AST1750MATRQ,Mallory Sonalert Products Inc.,AUDIO PIEZO TRANSDUCER 1-20V SMD,471,0,"3.22000","0","1","Cut Tape (CT)","AST","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 20V","4kHz","Piezo","Single Tone","-","80dB @ 5V, 10cm","2.5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.669"" L x 0.669"" W (17.00mm x 17.00mm)","0.209"" (5.30mm)"
https://www.mspindy.com/specifications/AST1750MATRQ.pdf,//media.digikey.com/photos/Mallory%20Sonalert%20Products%20Photos/MFG_AST1750MATRQ.jpg,458-1098-6-ND,AST1750MATRQ,Mallory Sonalert Products Inc.,AUDIO PIEZO TRANSDUCER 1-20V SMD,471,0,"Digi-Reel","0","1","Digi-Reel®","AST","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 20V","4kHz","Piezo","Single Tone","-","80dB @ 5V, 10cm","2.5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.669"" L x 0.669"" W (17.00mm x 17.00mm)","0.209"" (5.30mm)"
http://www.puiaudio.com/pdf/SMT-0825-S-4-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-0825-S-4-R.JPG,668-1068-2-ND,SMT-0825-S-4-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,0,0,"2.02800","0","1000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.5kHz","Magnetic","Single Tone","-","85dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/SMT-0825-S-4-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-0825-S-4-R.JPG,668-1068-1-ND,SMT-0825-S-4-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,2755,0,"3.85000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.5kHz","Magnetic","Single Tone","-","85dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/SMT-0825-S-4-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-0825-S-4-R.JPG,668-1068-6-ND,SMT-0825-S-4-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,2755,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.5kHz","Magnetic","Single Tone","-","85dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/SMT-0827-SW-5V-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-SW-5V-R.jpg,668-1194-2-ND,SMT-0827-SW-5V-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,1800,0,"2.02800","0","600","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.731kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","80mA","Side","-40°C ~ 85°C","-","Washable","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.236"" (6.00mm)"
http://www.puiaudio.com/pdf/SMT-0827-SW-5V-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-SW-5V-R.jpg,668-1194-1-ND,SMT-0827-SW-5V-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,2359,0,"3.85000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.731kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","80mA","Side","-40°C ~ 85°C","-","Washable","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.236"" (6.00mm)"
http://www.puiaudio.com/pdf/SMT-0827-SW-5V-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-SW-5V-R.jpg,668-1194-6-ND,SMT-0827-SW-5V-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,2359,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.731kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","80mA","Side","-40°C ~ 85°C","-","Washable","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.236"" (6.00mm)"
http://www.puiaudio.com/pdf/SMT-0827-TW-5V-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0827-TW-5V-R.jpg,668-1333-2-ND,SMT-0827-TW-5V-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 3-8V SMD,600,0,"2.02800","0","600","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","3 ~ 8V","2.73kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","60mA","Top","-40°C ~ 85°C","-","Washable","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.236"" (6.00mm)"
