Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Driver Circuitry","Input Type","Voltage - Rated","Voltage Range","Frequency","Technology","Operating Mode","Duration","Sound Pressure Level (SPL)","Current - Supply","Port Location","Operating Temperature","Approvals","Ratings","Ingress Protection","Mounting Type","Termination","Size / Dimension","Height - Seated (Max)"
https://www.cui.com/product/resource/digikeypdf/css-95b30-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CSS-95B30.JPG,102-2196-6-ND,CSS-95B30-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 4-7V SMD,9100,0,"Digi-Reel","0","1","Digi-Reel®","CSS","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 7V","2.7kHz","Magnetic","Single Tone","-","92dB @ 5V, 10cm","80mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/SMT-1341-T-2-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-1341-T-R.jpg,668-1263-2-ND,SMT-1341-T-2-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-25V SMD,5000,0,"1.74200","0","1000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 25V","4.1kHz","Piezo","Single Tone","-","75dB @ 5V, 10cm","5mA","Top","-40°C ~ 105°C","-","-","-","Surface Mount","Solder Pads","0.512"" L x 0.512"" W (13.00mm x 13.00mm)","0.106"" (2.70mm)"
http://www.puiaudio.com/pdf/SMT-1341-T-2-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-1341-T-R.jpg,668-1263-1-ND,SMT-1341-T-2-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-25V SMD,5384,0,"3.31000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 25V","4.1kHz","Piezo","Single Tone","-","75dB @ 5V, 10cm","5mA","Top","-40°C ~ 105°C","-","-","-","Surface Mount","Solder Pads","0.512"" L x 0.512"" W (13.00mm x 13.00mm)","0.106"" (2.70mm)"
http://www.puiaudio.com/pdf/SMT-1341-T-2-R.pdf,//media.digikey.com/photos/Projects%20Unlimited%20Photos/SMT-1341-T-R.jpg,668-1263-6-ND,SMT-1341-T-2-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-25V SMD,5384,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 25V","4.1kHz","Piezo","Single Tone","-","75dB @ 5V, 10cm","5mA","Top","-40°C ~ 105°C","-","-","-","Surface Mount","Solder Pads","0.512"" L x 0.512"" W (13.00mm x 13.00mm)","0.106"" (2.70mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205cl-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CT-1205CL.jpg,102-1267-2-ND,CT-1205CL-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,36900,0,"1.74896","0","450","Tape & Reel (TR)","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205cl-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CT-1205CL.jpg,102-1267-1-ND,CT-1205CL-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,37134,0,"2.85000","0","1","Cut Tape (CT)","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205cl-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/CT-1205CL.jpg,102-1267-6-ND,CT-1205CL-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,37134,0,"Digi-Reel","0","1","Digi-Reel®","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","88dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.299"" (7.60mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205c-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1200-2-ND,CT-1205C-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,35520,0,"1.74897","0","320","Tape & Reel (TR)","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","90dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205c-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1200-1-ND,CT-1205C-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,35652,0,"2.85000","0","1","Cut Tape (CT)","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","90dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/ct-1205c-smt.pdf,"//media.digikey.com/Photos/CUI%20Photos/CT-1205H,CT-1205C.JPG",102-1200-6-ND,CT-1205C-SMT-TR,CUI Inc.,AUDIO MAGNETIC IND 4-7V SMD,35652,0,"Digi-Reel","0","1","Digi-Reel®","CT","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.4kHz","Magnetic","Single Tone","-","90dB @ 5V, 10cm","30mA","Top","-30°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.406"" (10.30mm)"
https://www.cui.com/product/resource/digikeypdf/cd-1206-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CD-1206.jpg,102-1150-ND,CD-1206-SMT,CUI Inc.,AUDIO MAGNETIC XDCR 4-8V SMD,23886,0,"1.78000","0","1","Tray","-","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","4 ~ 8V","2.4kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","40mA","Top","-40°C ~ 70°C","-","Washable","-","Surface Mount","Solder Pads","0.472"" Dia (12.00mm)","0.374"" (9.50mm)"
http://www.puiaudio.com/pdf/SMT-0540-T-7-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMT-0540-T-7-R.jpg,668-1207-2-ND,SMT-0540-T-7-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,6000,0,"1.82000","0","2000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","78dB @ 3V, 10cm","100mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.083"" (2.10mm)"
http://www.puiaudio.com/pdf/SMT-0540-T-7-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMT-0540-T-7-R.jpg,668-1207-1-ND,SMT-0540-T-7-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,7963,0,"3.45000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","78dB @ 3V, 10cm","100mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.083"" (2.10mm)"
http://www.puiaudio.com/pdf/SMT-0540-T-7-R.pdf,//media.digikey.com/photos/PUI%20Audio/SMT-0540-T-7-R.jpg,668-1207-6-ND,SMT-0540-T-7-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,7963,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","78dB @ 3V, 10cm","100mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.083"" (2.10mm)"
https://www.cui.com/product/resource/digikeypdf/cem-1205c.pdf,//media.digikey.com/photos/CUI%20Photos/CEM-1205C.jpg,102-1124-ND,CEM-1205C,CUI Inc.,AUDIO MAGNETIC INDICATOR 4-7V TH,45235,0,"1.85000","0","1","Tray","CEM","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.3kHz","Magnetic","Single Tone","-","85dB @ 5V, 10cm","35mA","Top","-30°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.472"" Dia (12.00mm)","0.394"" (10.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-8540s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CMT-8540S-SMT-TR.jpg,102-3746-2-ND,CMT-8540S-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 1-6V SMD,45000,0,"1.87200","0","1000","Tape & Reel (TR)","CMT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","1 ~ 6V","4kHz","Magnetic","Single Tone","-","100dB @ 5V, 10cm","150mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.165"" (4.20mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-8540s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CMT-8540S-SMT-TR.jpg,102-3746-1-ND,CMT-8540S-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 1-6V SMD,45151,0,"3.55000","0","1","Cut Tape (CT)","CMT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","1 ~ 6V","4kHz","Magnetic","Single Tone","-","100dB @ 5V, 10cm","150mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.165"" (4.20mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-8540s-smt.pdf,//media.digikey.com/photos/CUI%20Photos/MFG_CMT-8540S-SMT-TR.jpg,102-3746-6-ND,CMT-8540S-SMT-TR,CUI Inc.,AUDIO MAGNETIC XDCR 1-6V SMD,45151,0,"Digi-Reel","0","1","Digi-Reel®","CMT","Active","Transducer, Externally Driven","Zero-Peak Signal","5V","1 ~ 6V","4kHz","Magnetic","Single Tone","-","100dB @ 5V, 10cm","150mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.165"" (4.20mm)"
http://www.puiaudio.com/pdf/SMT-0440-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-T-R.jpg,668-1489-2-ND,SMT-0440-T-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,3000,0,"1.88500","0","3000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/SMT-0440-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-T-R.jpg,668-1489-1-ND,SMT-0440-T-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,3918,0,"3.58000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
http://www.puiaudio.com/pdf/SMT-0440-T-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-0440-T-R.jpg,668-1489-6-ND,SMT-0440-T-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2-4V SMD,3918,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" (2.50mm)"
-,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028.jpg,668-1531-2-ND,SMT-1028-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 3-4.6V SMD,39000,0,"1.89800","0","1000","Tape & Reel (TR)","-","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","3 ~ 4.6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 3.6V, 10cm","100mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.138"" (3.50mm)"
-,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028.jpg,668-1531-1-ND,SMT-1028-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 3-4.6V SMD,39582,0,"3.60000","0","1","Cut Tape (CT)","-","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","3 ~ 4.6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 3.6V, 10cm","100mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.138"" (3.50mm)"
-,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028.jpg,668-1531-6-ND,SMT-1028-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 3-4.6V SMD,39582,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","3 ~ 4.6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 3.6V, 10cm","100mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.138"" (3.50mm)"
http://www.puiaudio.com/pdf/SMT-1028-S-5V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028-S-5V-2-R.JPG,668-1571-2-ND,SMT-1028-S-5V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,1000,0,"1.89800","0","1000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 5V, 10cm","70mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.157"" (4.00mm)"
http://www.puiaudio.com/pdf/SMT-1028-S-5V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028-S-5V-2-R.JPG,668-1571-1-ND,SMT-1028-S-5V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,2182,0,"3.60000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 5V, 10cm","70mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.157"" (4.00mm)"
http://www.puiaudio.com/pdf/SMT-1028-S-5V-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/MFG_SMT-1028-S-5V-2-R.JPG,668-1571-6-ND,SMT-1028-S-5V-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 4-6V SMD,2182,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","4 ~ 6V","2.83kHz","Magnetic","Single Tone","-","93dB @ 5V, 10cm","70mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","0.157"" (4.00mm)"
https://www.cui.com/product/resource/digikeypdf/cx-0905c.pdf,//media.digikey.com/photos/CUI%20Photos/CX-0905C.jpg,102-1285-ND,CX-0905C,CUI Inc.,AUDIO MAGNETIC INDICATOR 4-7V TH,37283,0,"1.90000","0","1","Tray","CX","Active","Indicator, Internally Driven","DC","5V","4 ~ 7V","2.7kHz","Magnetic","Single Tone","-","80dB @ 5V, 10cm","35mA","Top","-30°C ~ 70°C","-","Washable","-","Through Hole","PC Pins","0.378"" Dia (9.60mm)","0.217"" (5.50mm)"
http://www.puiaudio.com/pdf/AT-1438-TWT-R.pdf,"//media.digikey.com/photos/Projects%20Unlimited%20Photos/AI-1440-TWT-12V-R,AT-1438-TWT-R.jpg",668-1101-ND,AT-1438-TWT-R,"PUI Audio, Inc.",AUDIO PIEZO TRANSDUCER 1-20V TH,6688,0,"1.90000","0","1","Tray","AT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","1 ~ 20V","3.8kHz","Piezo","Single Tone","-","80dB @ 5V, 10cm","1mA","Top","-30°C ~ 80°C","-","Washable","-","Through Hole","PC Pins","0.543"" Dia (13.80mm)","0.287"" (7.30mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-13031-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMT-13031-SMT.jpg,102-3684-2-ND,CMT-13031-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V CHAS,28000,0,"1.91100","0","1000","Tape & Reel (TR)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","70dB @ 5V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.118"" (3.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-13031-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMT-13031-SMT.jpg,102-3684-1-ND,CMT-13031-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V CHAS,28000,0,"3.63000","0","1","Cut Tape (CT)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","70dB @ 5V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.118"" (3.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-13031-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_CMT-13031-SMT.jpg,102-3684-6-ND,CMT-13031-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V CHAS,28000,0,"Digi-Reel","0","1","Digi-Reel®","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","70dB @ 5V, 10cm","5mA","Top","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.504"" L x 0.504"" W (12.80mm x 12.80mm)","0.118"" (3.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402T-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402T.JPG,433-1110-2-ND,ST-0402T,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,9000,0,"1.93700","0","3000","Tape & Reel (TR)","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.079"" (2.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402T-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402T.JPG,433-1110-1-ND,ST-0402T,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,14653,0,"3.68000","0","1","Cut Tape (CT)","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.079"" (2.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402T-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402T.JPG,433-1110-6-ND,ST-0402T,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,14653,0,"Digi-Reel","0","1","Digi-Reel®","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Top","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.079"" (2.00mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402S-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402S.JPG,433-1111-2-ND,ST-0402S,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,3000,0,"1.93700","0","3000","Tape & Reel (TR)","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.091"" (2.30mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402S-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402S.JPG,433-1111-1-ND,ST-0402S,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,4422,0,"3.68000","0","1","Cut Tape (CT)","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.091"" (2.30mm)"
https://www.soberton.com/wp-content/uploads/2019/02/ST-0402S-19-Feb-2019.pdf,//media.digikey.com/photos/Soberton%20Photos/ST-0402S.JPG,433-1111-6-ND,ST-0402S,Soberton Inc.,AUDIO MAGNETIC XDCR 2-4V SMD,4422,0,"Digi-Reel","0","1","Digi-Reel®","ST","Active","Transducer, Externally Driven","Zero-Peak Signal","3V","2 ~ 4V","4kHz","Magnetic","Single Tone","-","70dB @ 3V, 10cm","90mA","Side","-20°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.091"" (2.30mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1102-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMT-1102.jpg,102-1264-2-ND,CMT-1102-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,14000,0,"1.96300","0","2000","Tape & Reel (TR)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","73dB @ 5V, 10cm","4.5mA","Side","-40°C ~ 80°C","-","-","-","Surface Mount","Solder Pads","0.433"" L x 0.354"" W (11.00mm x 9.00mm)","0.079"" (2.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1102-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMT-1102.jpg,102-1264-1-ND,CMT-1102-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,15219,0,"3.72000","0","1","Cut Tape (CT)","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","73dB @ 5V, 10cm","4.5mA","Side","-40°C ~ 80°C","-","-","-","Surface Mount","Solder Pads","0.433"" L x 0.354"" W (11.00mm x 9.00mm)","0.079"" (2.00mm)"
https://www.cui.com/product/resource/digikeypdf/cmt-1102-smt.pdf,//media.digikey.com/photos/CUI%20Photos/CMT-1102.jpg,102-1264-6-ND,CMT-1102-SMT-TR,CUI Inc.,AUDIO PIEZO TRANSDUCER 25V SMD,15219,0,"Digi-Reel","0","1","Digi-Reel®","CMT","Active","Transducer, Externally Driven","Peak-Peak Signal","5V","25V (Max)","4.1kHz","Piezo","Single Tone","-","73dB @ 5V, 10cm","4.5mA","Side","-40°C ~ 80°C","-","-","-","Surface Mount","Solder Pads","0.433"" L x 0.354"" W (11.00mm x 9.00mm)","0.079"" (2.00mm)"
http://www.puiaudio.com/pdf/SMT-0827-S-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-S-2-R.jpg,668-1072-2-ND,SMT-0827-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,43000,0,"2.02800","0","1000","Tape & Reel (TR)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.7kHz","Magnetic","Single Tone","-","92dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.177"" (4.50mm)"
http://www.puiaudio.com/pdf/SMT-0827-S-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-S-2-R.jpg,668-1072-1-ND,SMT-0827-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,43524,0,"3.85000","0","1","Cut Tape (CT)","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.7kHz","Magnetic","Single Tone","-","92dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.177"" (4.50mm)"
http://www.puiaudio.com/pdf/SMT-0827-S-2-R.pdf,//media.digikey.com/Photos/PUI%20Audio/SMT-0827-S-2-R.jpg,668-1072-6-ND,SMT-0827-S-2-R,"PUI Audio, Inc.",AUDIO MAGNETIC XDCR 2.5-4.5V SMD,43524,0,"Digi-Reel","0","1","Digi-Reel®","SMT","Active","Transducer, Externally Driven","Peak-Peak Signal","3.6V","2.5 ~ 4.5V","2.7kHz","Magnetic","Single Tone","-","92dB @ 3.6V, 10cm","90mA","Side","-30°C ~ 70°C","-","-","-","Surface Mount","Solder Pads","0.335"" L x 0.335"" W (8.50mm x 8.50mm)","0.177"" (4.50mm)"
