Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Lamp Color","Lens Color","Lens Transparency","Ratings","Voltage","Current","Panel Cutout Shape","Panel Cutout Dimensions","Lens Style","Lens Size","Millicandela Rating","Wavelength - Peak","Viewing Angle","Termination Style","Ingress Protection","Features"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH312ID-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH312ID-150.jpg,67-1190-ND,SSI-LXH312ID-150,Lumex Opto/Components Inc.,LED 3MM HI-I RED DIFF6""LDS PNLMT,6755,0,"1.12000","0","1","-","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","30mA","Round","0.17"" (4.32mm)","Round with Domed Top","3mm, T-1","30mcd","635nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH600GD-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH600GD-150.jpg,67-1189-ND,SSI-LXH600GD-150,Lumex Opto/Components Inc.,LED 5MM GREEN DIFF 6""LDS PANELMT,6022,0,"1.23000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","30mcd","565nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
http://static.vcclite.com/files/5100Hrev1.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5100H5.jpg,L10005-ND,5100H5,Visual Communications Company - VCC,LED GREEN 1/4"" HOLE PANEL MOUNT,16297,0,"1.48000","0","1","5100H","Active","LED","Green","-","-","Vf (Typ), If (Max)","2.2V","30mA","Round","0.25"" (6.35mm)","Round with Domed Top","-","30mcd","562nm","-","Wire Leads - 6"" (152.40mm)","-","-"
http://static.vcclite.com/files/5100Hrev1.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5100H1.jpg,L10001-ND,5100H1,Visual Communications Company - VCC,LED RED 1/4"" HOLE PANEL MOUNT,2293,0,"1.48000","0","1","5100H","Active","LED","Red","-","-","Vf (Typ), If (Max)","2V","35mA","Round","0.25"" (6.35mm)","Round with Domed Top","-","30mcd","635nm","-","Wire Leads - 6"" (152.40mm)","-","-"
http://static.vcclite.com/files/5100Hrev1.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5102H5-5V.jpg,L10025-ND,5102H5-5V,Visual Communications Company - VCC,LED GREEN 1/4"" HOLE 5V PANEL MNT,2751,0,"1.92000","0","1","5102H","Active","LED","Green","-","-","Vf (Typ), If (Max)","5V","15mA","Round","0.25"" (6.35mm)","Round with Domed Top","-","10mcd","565nm","-","Wire Leads - 6"" (152.40mm)","-","-"
http://static.vcclite.com/files/5100Hrev1.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5100H1^5.jpg,L10008-ND,5100H1/5,Visual Communications Company - VCC,LED RED/GRN BICLR 1/4""HOLE PNLMN,2683,0,"2.11000","0","1","5100H","Active","LED","Green, Red","-","-","Vf (Typ), If (Max)","2.2V Green, 2.2V Red","20mA Green, 20mA Red","Round","0.25"" (6.35mm)","Round with Domed Top","-","6mcd Green, 6mcd Red","565nm Green, 650nm Red","-","Wire Leads - 6"" (152.40mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/559_Series.pdf,//media.digikey.com/photos/Dialight/Dialight-559-0103-007F.jpg,350-2126-ND,5590103007F,Dialight,LED SNAP-IN PANEL 5MM 12V RED,1768,0,"2.41000","0","1","559","Active","LED","Red","-","Diffused","DC","12V","13mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","2mcd","655nm","60°","Wire Leads - 14"" (355.60mm)","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXR3612GD.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXR3612GD.jpg,67-1152-ND,SSI-LXR3612GD,Lumex Opto/Components Inc.,LED 3MM GREEN DIFF PANEL MOUNT,2220,0,"2.71000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","30mcd","565nm","60°","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXR4815GD.pdf,//media.digikey.com/Photos/Lumex%20Photos/SSI-LXR4815GD%20(2).jpg,67-1164-ND,SSI-LXR4815GD,Lumex Opto/Components Inc.,LED 5MM GREEN REFLECTOR PANEL MT,2751,0,"3.07000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Round","0.32"" (8.13mm)","Round with Domed Top","5mm, T-1 3/4","30mcd","565nm","60°","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXR1612GD.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXR1612GD.jpg,67-1148-ND,SSI-LXR1612GD,Lumex Opto/Components Inc.,LED 3MM FLUSH GREEN DIFF PANELMT,3227,0,"3.20000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Round","0.24"" (6.10mm)","Round with Domed Top","3mm, T-1","30mcd","565nm","60°","-","-","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/1091M.pdf,"//media.digikey.com/photos/CML%20Innovative%20Photos/1091M5-6V,1091M5-12V,1091M5-24V.jpg",L50155-ND,1091M5-12V,Visual Communications Company - VCC,LED IND LIGHT 12V GREEN,1763,0,"3.40000","0","1","1091M","Active","LED","Green","-","-","-","12V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Wire Leads - 4.6"" (116.84mm)","-","-"
http://static.vcclite.com/files/5100Hrev1.pdf,"//media.digikey.com/photos/CML%20Innovative%20Photos/5100H1FL,5110F1.jpg",L20691-ND,5100H1FL,Visual Communications Company - VCC,LED RED 1/4"" HOLE PANEL MOUNT,1958,0,"3.65000","0","1","5100H","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","9V ~ 12V","56mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","80mcd","625nm","60°","Wire Leads - 6.1"" (154.94mm)","-","Flashing LED"
http://www.vcclite.com/_pdf/1091M%20Series%20Non-Relampable%20LED%20Indicator%20Lights.pdf,"//media.digikey.com/photos/CML%20Innovative%20Photos/1091M5-6V,1091M5-12V,1091M5-24V.jpg",1091M5-125VAC-ND,1091M5-125VAC,Visual Communications Company - VCC,LED IND LIGHT GREEN 125V SNAPFIT,822,0,"3.73000","0","1","1091M","Active","LED","Green","Green","-","AC","105V ~ 125V","-","Round","0.50"" (12.70mm)","Round with Domed Top","-","-","-","-","Wire Leads - 4.6"" (116.84mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Dialight%20PDFs/558_SnapInLED_DS.pdf,//media.digikey.com/photos/Dialight/558-0803-007.jpg,350-1591-ND,5580803007F,Dialight,LED 3MM BLUE WHT DIFF PANEL MOUN,656,0,"3.81000","0","1","558","Active","LED","Blue","-","Diffused","Vf (Typ), If (Max)","3.2V","30mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","57mcd","468nm","100°","Wire Leads - 14"" (355.60mm)","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight%20PMI%20Catalog_2017.pdf,//media.digikey.com/photos/Dialight/559-3501-007F.JPG,350-2131-ND,5593501007F,Dialight,LED SNAP-IN PANEL 5MM RD/GRN,1180,0,"3.97000","0","1","559","Active","LED","Green, Red","-","Diffused","Vf (Typ), If (Max)","2.3V Green, 2.1V Red","30mA Green, 30mA Red","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","8mcd Green, 5mcd Red","565nm Green, 635nm Red","65°","Wire Leads - 14"" (355.60mm)","-","-"
http://vcclite.com/wp-content/uploads/wpallimport/files/files/1092Q.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_1092QD5-125VAC.jpg,1092QD5-125VAC-ND,1092QD5-125VAC,Visual Communications Company - VCC,LED PANEL INDICATOR GREEN 125V,905,0,"4.25000","0","1","1092Q","Active","LED","Green","Green","Diffused","AC","125V","25mA","Round","0.50"" (12.70mm)","Round with Domed Top","-","12000mcd","-","-","Quick Connect - 0.187"" (4.7mm)","-","-"
https://www.bulgin.com/products/pub/media/bulgin/data/A_Indicators.pdf,//media.digikey.com/Photos/Arcolectric/LE2950WL5G.jpg,1091-1114-ND,LE2950WL5G,Bulgin,LED PNL MNT 125/250V GREEN,2084,0,"5.40000","0","1","LE","Active","LED","Green","Green","Diffused","AC","125V ~ 250V","-","Round","0.31"" (7.87mm)","Round with Flat Top","7.50mm Dia","-","-","-","Wire Leads - 8"" (203.20mm)","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_6232_CO.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1RAAS-PR7-1-R.jpg,AE10588-ND,A-LED8-1RAAS-PR7-1,Assmann WSW Components,LED 3MM RED PNL MNT WATER PROOF,662,0,"10.62000","0","1","-","Active","LED","Red","-","-","Vf (Typ), If (Max)","2.2V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","2000mcd","-","-","PC Pin","IP67","-"
http://www.vcclite.com/_pdf/L60.pdf,//media.digikey.com/photos/Visual%20Communications%20Company%20VCC/L60D-R12-W.jpg,L60D-R12-W-ND,L60D-R12-W,Visual Communications Company - VCC,PMI 5.9MM 635NM RED 12V WT 6"" LD,671,0,"10.68000","0","1","L60","Active","LED","Red","Red","Diffused","DC","12V","-","Round","0.23"" (5.84mm)","Round with Flat Top","6.60mm Dia","60mcd","635nm","45°","Wire Leads - 6"" (152.40mm)","Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8P7BXXG02E.jpg,679-2762-ND,Q8P7BXXG02E,APEM Inc.,LED PM INDICATOR PROMINENT GRN,5136,175,"11.80000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","60mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1AAAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1AAAS-MR7-1-R.jpg,AE10580-ND,A-LED8-1AAAS-MR7-1,Assmann WSW Components,LED 3MM RED/GRN PNL MNT WTR PRF,1159,0,"11.96000","0","1","-","Active","LED","Green, Red","Colorless","Clear","Vf (Typ), If (Max)","3.4V Green, 2V Red","20mA Green, 35mA Red","Round","0.32"" (8.13mm)","Round with Domed Top","5mm, T-1 3/4","2000mcd Green, 1000mcd Red","-","-","PC Pin","IP67","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/PML50-Datasheet.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_PML50RGFVW.jpg,PML50RGFVW-ND,PML50RGFVW,Visual Communications Company - VCC,LED RED/GREEN ROUND PANEL MOUNT,502,0,"11.96000","0","1","PML50","Active","LED","Green, Red","-","Clear","DC","5V ~ 28V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","2380mcd Green, 1130mcd Red","-","-","Wire Leads - 5.5"" (139.70mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7BXXR02E.jpg,679-2793-ND,Q6F7BXXR02E,APEM Inc.,LED PM INDICATOR FLUSH RED,1744,125,"12.01000","0","1","Q Series","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","10mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7BXXG02E.jpg,679-2792-ND,Q6F7BXXG02E,APEM Inc.,LED PM INDICATOR FLUSH GREEN,717,0,"12.01000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7CXXG02E.jpg,679-2771-ND,Q6F7CXXG02E,APEM Inc.,LED PM INDICATOR FLUSH GREEN,116,0,"12.01000","0","1","Q Series","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1GAAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1GAAS-MR7-1-R.jpg,AE10582-ND,A-LED8-1GAAS-MR7-1,Assmann WSW Components,LED 3MM GRN PNL MNT WATER PROOF,816,0,"12.21000","0","1","-","Active","LED","Green","-","-","Vf (Typ), If (Max)","3.5V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","3mm, T-1","5000mcd","-","-","PC Pin","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1GBAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1GBAS-MR7-1-R.jpg,AE10576-ND,A-LED8-1GBAS-MR7-1,Assmann WSW Components,LED 5MM GRN PNL MNT WATER PROOF,409,0,"12.85000","0","1","-","Active","LED","Green","Colorless","Clear","Vf (Typ), If (Max)","3.5V","30mA","Round","0.32"" (8.13mm)","Round with Domed Top","5mm, T-1 3/4","6100mcd","-","-","PC Pin","IP67","-"
https://vcclite.com/wp-content/uploads/wpallimport/files/files/CNX480andCNX482-Ruggedized-LED-Assemblies.pdf,//media.digikey.com/Photos/Visual%20Communications%20Company%20VCC/MFG_CNX_482_1_GTP_12.jpg,CNX_482_1_GTP_12-ND,CNX_482_1_GTP_12,Visual Communications Company - VCC,PMT INDCTR MS BLK ANDZD ALUM GRN,525,0,"13.18000","0","1","CNX 482","Active","LED","Green","Green","Fresnel","Vf (Typ), If (Max)","1.9V","20mA","Round","0.40"" (10.16mm)","Round with Domed Top","12.70mm Dia","415mcd","-","-","Wire Leads - 12"" (304.80mm)","NEMA 4","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F3BXXG24E.jpg,679-2729-ND,Q6F3BXXG24E,APEM Inc.,LED PM INDICATOR FLUSH GRN,579,0,"13.42000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.assmann-wsw.com/fileadmin/datasheets/A-LED8-1ABAS-MR7-1.pdf,//media.digikey.com/Photos/Assmann%20Photos/A-LED8-1ABAS-MR7-1-R%20(2).jpg,AE10574-ND,A-LED8-1ABAS-MR7-1,Assmann WSW Components,LED 5MM RED/GRN PNL MNT WTR PRF,916,0,"13.54000","0","1","-","Active","LED","Green, Red","Colorless","Clear","Vf (Typ), If (Max)","3.3V Green, 2V Red","20mA Green, 35mA Red","Round","0.32"" (8.13mm)","Round with Domed Top","5mm, T-1 3/4","10700mcd Green, 2000mcd Red","-","-","PC Pin","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F3BXXG24E.jpg,679-2976-ND,Q8F3BXXG24E,APEM Inc.,LED PM INDICATOR FLUSH GREEN,965,275,"13.77000","0","1","Q Series","Active","LED","Green","Green","Diffused","DC","24V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","8mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/q8p1bxxr110e.JPG,679-1495-ND,Q8P1BXXR110E,APEM Inc.,INDICATOR 110V 8MM PROMINENT RED,890,175,"14.83000","0","1","Q Series","Active","LED","Red","Red","Diffused","AC","110V","6mA","Round","0.31"" (7.87mm)","Round with Domed Top","5mm, T-1 3/4","100mcd","-","100°","Solder Lug","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_557_Sep2018.pdf,//media.digikey.com/Photos/Dialight/557-1503-203F.JPG,350-2412-ND,5571503203F,Dialight,LED PNL MT 11/16"" 12V WT RED,139,0,"14.91000","0","1","557","Active","LED","Red","-","-","DC","12V","20mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","1020mcd","-","-","Wire Leads - 0.50"" (12.70mm)","Water Resistant","-"
https://www.apem.com/int/index.php?controller=attachment&id_attachment=1201,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q6F7BXXB02E.jpg,679-2790-ND,Q6F7BXXB02E,APEM Inc.,LED PM INDICATOR FLUSH BLUE,738,25,"16.22000","0","1","Q Series","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.24"" (6.10mm)","Round with Flat Top","3mm, T-1","100mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_557_Sep2018.pdf,//media.digikey.com/Photos/Dialight/557-1602-203.jpg,350-2414-ND,5571602203F,Dialight,LED PNL MT 11/16"" 5V WT GREEN,472,0,"16.49000","0","1","557","Active","LED","Green","-","-","DC","5V","16mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","-","-","-","Wire Leads - 0.50"" (12.70mm)","Water Resistant","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_557_Sep2018.pdf,//media.digikey.com/Photos/Dialight/557-1605-203F.jpg,350-2416-ND,5571605203F,Dialight,LED PNL MT 11/16"" 24V WT GREEN,181,0,"16.49000","0","1","557","Active","LED","Green","-","-","DC","24V","16mA","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","-","-","-","Wire Leads - 0.50"" (12.70mm)","Water Resistant","-"
https://www.apem.com/us/index.php?controller=attachment&id_attachment=1269,//media.digikey.com/Photos/APEM%20Comp%20Photos/Q8F7BXXB02E.jpg,679-2761-ND,Q8F7BXXB02E,APEM Inc.,LED PM INDICATOR FLUSH BLUE,102,0,"17.60000","0","1","Q Series","Active","LED","Blue","Blue","Diffused","Vf (Typ), If (Max)","2V","20mA","Round","0.31"" (7.87mm)","Round with Flat Top","5mm, T-1 3/4","200mcd","-","100°","Wire Leads - 7.87"" (200.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_557_Sep2018.pdf,//media.digikey.com/Photos/Dialight/557-1412-203F.jpg,350-2410-ND,5571412203F,Dialight,LED PNL MT 11/16"" 5V WT RED/GRN,263,0,"17.81000","0","1","557","Active","LED","Green, Red","-","-","DC","5V Green, 5V Red","16mA Green, 70mA Red","Round","0.69"" (17.53mm)","Round with Flat Top","17.80mm Dia","-","-","-","Wire Leads - 0.50"" (12.70mm)","Water Resistant","-"
https://www.bivar.com/Files/Datasheets/PM5-B5XXX.pdf,//media.digikey.com/Photos/Bivar%20Inc%20Photos/PM5-B5G3.jpg,492-1386-ND,PM5-B5G3.4V,Bivar Inc.,PANEL MOUNT ASSEM 5MM GREEN,267,0,"33.77000","0","1","PM5","Active","LED","Green","Green","Fresnel","Vf (Typ), If (Max)","3.4V","20mA","Round","0.20"" (5.08mm)","Round with Flat Top","5.10mm Dia","576mcd","525nm","120°","Wire Leads - 5.9"" (150.00mm)","IP67","-"
http://www.dialightsignalsandcomponents.com/Assets/Brochures_And_Catalogs/Indication/PMI_new/Dialight_PMI_data_556std_Jun2018.pdf,//media.digikey.com/Photos/Dialight/556-3505-304F.jpg,350-2742-ND,5563505304F,Dialight,LED PNL MT 1"" 125VAC WT DOME RED,381,0,"38.62000","0","1","556","Active","LED","Red","-","-","AC","125V","10.5mA","Round","1.12"" (28.45mm)","Round with Domed Top","-","-","-","-","Screw Terminal","IP66, NEMA 4X","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C13569.pdf,//media.digikey.com/Photos/Dialight/559-2201-001F.JPG,350-2421-ND,5592201001F,Dialight,LED PANEL GRN DIFF 2.1V SNAP-IN,1862,0,"1.04000","0","1","559","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.1V","7mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","10mcd","563nm","65°","-","-","-"
http://vcclite.com/_pdf/5111F%20Series%20Panel%20Mounted%20LED%20Indicator%20Light.pdf,//media.digikey.com/photos/CML%20Innovative%20Photos/5111F1.jpg,L10061-ND,5111F1,Visual Communications Company - VCC,LED RED 5/32"" HOLE PANEL MOUNT,2045,0,"1.08000","0","1","5111F","Active","LED","Red","-","Diffused","Vf (Typ), If (Max)","2V","30mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","10mcd","650nm","-","Wire Wrap","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH312GD-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH312GD-150.jpg,67-1191-ND,SSI-LXH312GD-150,Lumex Opto/Components Inc.,LED 3MM GREEN 6""LDS PANEL MOUNT,3715,0,"1.11000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.1V","25mA","Round","0.17"" (4.32mm)","Round with Domed Top","3mm, T-1","30mcd","565nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH072ID.pdf,"//media.digikey.com/photos/Lumex%20Photos/SSI-LXH072ID,SSI-LXH072SRD.jpg",67-1183-ND,SSI-LXH072ID,Lumex Opto/Components Inc.,LED 2.3X7MM RED PANEL MOUNT,5534,0,"1.17000","0","1","-","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","30mA","Rectangular","0.43"" x 0.21"" (11.00mm x 5.30mm)","Rectangle with Flat Top","7.00mm x 2.30mm","15mcd","635nm","110°","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH600ID-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH600ID-150.jpg,67-1188-ND,SSI-LXH600ID-150,Lumex Opto/Components Inc.,LED 5MM RED DIFF 6""LDS PANEL MT,3559,0,"1.18000","0","1","-","Active","LED","Red","Red","Diffused","Vf (Typ), If (Max)","2V","30mA","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","40mcd","635nm","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH072GD.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH072GD.jpg,67-1184-ND,SSI-LXH072GD,Lumex Opto/Components Inc.,LED 2.3X7MM GREEN PANEL MOUNT,3069,0,"1.20000","0","1","-","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.2V","25mA","Rectangular","0.43"" x 0.21"" (11.00mm x 5.30mm)","Rectangle with Flat Top","7.00mm x 2.30mm","9mcd","565nm","110°","-","-","-"
http://www.dialightsignalsandcomponents.com/Assets/Drawings/2D_Drawings_DrawingDetailedSpec/C17286.pdf,//media.digikey.com/Photos/Dialight/558-0201-001F.JPG,350-2418-ND,5580201001F,Dialight,LED PANEL IND GRN DIFF SNAP-IN,2646,0,"1.27000","0","1","558","Active","LED","Green","Green","Diffused","Vf (Typ), If (Max)","2.1V","25mA","Round","0.16"" (4.06mm)","Round with Domed Top","3mm, T-1","16mcd","563nm","-","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH600HGW-150.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH600HGW-150.jpg,67-1187-ND,SSI-LXH600HGW-150,Lumex Opto/Components Inc.,LED 5MM RED/GRN DIFF 6""LDS PNLMT,4423,0,"1.33000","0","1","-","Active","LED","Green, Red","White","Diffused","Vf (Typ), If (Max)","2.2V Green, 2V Red","25mA Green, 25mA Red","Round","0.25"" (6.35mm)","Round with Domed Top","5mm, T-1 3/4","25mcd Green, 6mcd Red","565nm Green, 700nm Red","60°","Wire Leads - 6"" (152.40mm)","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH387ID.pdf,"//media.digikey.com/photos/Lumex%20Photos/SSI-LXH387ID,SSI-LXH387SRD.jpg",67-1155-ND,SSI-LXH387ID,Lumex Opto/Components Inc.,LED 4.9MM FLAT TOP RED PANEL MNT,2846,0,"1.47000","0","1","-","Active","LED","Red","Red","Fresnel","Vf (Typ), If (Max)","2V","30mA","Round","0.31"" (7.87mm)","Round with Flat Top","5.00mm Dia","10mcd","635nm","120°","-","-","-"
https://www.lumex.com/content/files/ProductAttachment/SSI-LXH387GD.pdf,//media.digikey.com/photos/Lumex%20Photos/SSI-LXH387GD.jpg,67-1156-ND,SSI-LXH387GD,Lumex Opto/Components Inc.,LED 4.9MM FLAT TOP GREEN PANELMT,7162,0,"1.54000","0","1","-","Active","LED","Green","Green","Fresnel","Vf (Typ), If (Max)","2.2V","25mA","Round","0.31"" (7.87mm)","Round with Flat Top","5.00mm Dia","10mcd","565nm","120°","-","-","-"
