Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Kit Type","Quantity","Mounting Type","Packages Included","Features"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MMZ1608_Series_Standard_Kit.pdf,//media.digikey.com/Photos/TDK%20Photos/MMZ1608-1-KIT.jpg,445-174606-KIT-ND,MMZ1608-1-KIT,TDK Corporation,1608 200-1500MA 15-2500 OHM,1,0,"43.95000","0","1","Plastic Box with Bin Guide","MMZ","Active","Ferrite Beads and Chips","270 Pieces (27 Values - 10 Each)","Surface Mount","0603 (1608 Metric)","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MPZ1608_Kit.pdf,//media.digikey.com/Photos/TDK%20Photos/MPZ1608-1-KIT.JPG,445-173064-KIT-ND,MPZ1608-1-KIT,TDK Corporation,Z 1608 6000 -800MA 26 - 1000OHM,1,0,"44.26000","0","1","Book","MPZ","Active","Ferrite Beads and Chips","400 Pieces (20 Values - 20 Each)","Surface Mount","0603 (1608 Metric)","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MMZ1608_Series_Standard_Kit.pdf,//media.digikey.com/Photos/TDK%20Photos/445-174607-KIT.jpg,445-174607-KIT-ND,MMZ1608-2-KIT,TDK Corporation,1608 200-1500MA 3-1500 OHM,1,0,"46.52000","0","1","Plastic Box with Bin Guide","MMZ","Active","Ferrite Beads and Chips","290 Pieces (29 Values - 10 Each)","Surface Mount","0603 (1608 Metric)","-"
http://catalog.triadmagnetics.com/Asset/CME375K.pdf,//media.digikey.com/photos/Triad%20Magnetics%20Photos/CME375-KIT.jpg,237-1219-ND,CME375K,Triad Magnetics,KIT INDUCTOR COMN MODE CME375,0,12,"46.65000","0","1","Plastic Box with Bin Guide","CME","Active","Common Mode Chokes for Power Lines","9 Pieces (9 Values - 1 Each)","Through Hole","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/445-174586-KIT.pdf,-,445-174586-KIT-ND,MMZ1005-AUTO-KIT,TDK Corporation,MMZ1005 AUTO KIT,3,0,"46.82000","0","1","Book","MMZ","Active","Ferrite Beads and Chips","260 Pieces (26 Values - 10 Each)","Surface Mount","0402 (1005 Metric)","-"
https://en.tdk.eu/download/175904/41b9f960ece099337cd874b99049b45c/e-core-chokes-inside-view.pdf,-,495-1688-ND,B82731X0002,EPCOS (TDK),KIT CHOKE POWER LINE E-CORE,0,0,"48.13000","0","1","Plastic Box with Bin Guide","B82731T","Active","Common Mode Chokes for Power Lines","Assorted","Through Hole","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MMZ2012_Kit.pdf,//media.digikey.com/Photos/TDK%20Photos/445-173063-KIT.jpg,445-173063-KIT-ND,MMZ2012-1-KIT,TDK Corporation,Z 2012 1500-400MA 15-2000OHM,0,0,"49.32000","0","1","Plastic Box with Bin Guide","MMZ","Active","Ferrite Beads and Chips","520 Pieces (26 Values - 20 Each)","Surface Mount","0805 (2012 Metric)","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MPZAUTO-1-KIT.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MPZAUTO-1-KIT.jpg,445-173105-KIT-ND,MPZAUTO-1-KIT,TDK Corporation,MPZ1608/MPZ2012 AUTO BEADS,4,0,"50.28000","0","1","Plastic Box","MPZ","Active","Ferrite Beads and Chips","520 Pieces (26 Values - 20 Each)","Surface Mount","0603 (1608 Metric)","-"
https://product.tdk.com/info/en/catalog/datasheets/clamp-filter_commercial_zcat_en.pdf,//media.digikey.com/Photos/TDK%20Photos/445-180963-KIT.jpg,445-180963-KIT-ND,ZCAT-ROUNDBLACK-KIT,TDK Corporation,ROUND BLACK FERRITE SNAP KIT,8,0,"51.01000","0","1","-","*","Active","-","-","-","-","-"
-,-,0199000028-ND,0199000028,Fair-Rite Products Corp.,BEAD-ON-LEAD KIT #28,0,0,"56.25000","0","1","-","-","Active","Ferrite Beads and Chips","135 Pieces (9 Values - 15 Each)","Through Hole","Axial","-"
//media.digikey.com/pdf/Data%20Sheets/Taiyo%20Yuden%20PDFs%20URL%20links/TAIYO-0402BEAD-V1.pdf,//media.digikey.com/Photos/Taiyo%20Yuden%20Photos/587-1957-KIT.jpg,587-1957-KIT-ND,587-1957-KIT,Taiyo Yuden,KIT FERRITE BEAD 0402 BK SERIES,3,0,"60.00000","0","1","Book","BK","Active","Ferrite Beads and Chips","240 Pieces (24 Values - 10 Each)","Surface Mount","0402 (1005 Metric)","-"
https://product.tdk.com/info/en/catalog/datasheets/clamp-filter_commercial_zcat_en.pdf,//media.digikey.com/Photos/TDK%20Photos/445-180964-KIT.jpg,445-180964-KIT-ND,ZCAT-FLAT-KIT,TDK Corporation,FLAT FERRITE CORE SNAP KIT,7,0,"60.17000","0","1","-","*","Active","-","-","-","-","-"
https://product.tdk.com/info/en/catalog/datasheets/clamp-filter_commercial_zcat_en.pdf,//media.digikey.com/Photos/TDK%20Photos/445-180965-KIT.jpg,445-180965-KIT-ND,ZCAT-ROUNDGRAY-KIT,TDK Corporation,ROUND GRAY FERRITE SNAP KIT,6,0,"64.31000","0","1","-","*","Active","-","-","-","-","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec2.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-901.jpg,410-1283-ND,4400-901,Tusonix a Subsidiary of CTS Electronic Components,SMT EMI FLTR / FEEDTHRU CAP KIT,0,0,"75.00000","0","20","Plastic Box with Bin Guide","-","Active","Feed Through Capacitors","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
-,//media.digikey.com/Photos/TDK%20Photos/445-7845-KIT.JPG,445-7845-KIT-ND,RF-KIT,TDK Corporation,DK KIT RF 900MHZ & 2.4GHZ,6,0,"76.89000","0","1","Plastic Box","-","Active","Balun, Multiplexers, RF Filters","290 Pieces (29 Values - 10 Each)","Surface Mount","0603, 0805","-"
//media.digikey.com/pdf/Data%20Sheets/Fair-Rite/46_Material_Core%20_Snap.pdf,-,0199000032-ND,0199000032,Fair-Rite Products Corp.,46 MAT'L CORES & SNAP-IT'S KIT,0,0,"77.76000","0","1","-","-","Active","Ferrite Beads and Chips","18 Pieces (9 Values - 2 Each)","Snap On","-","-"
https://www.tdk-electronics.tdk.com/inf/30/db/ind_2008/b82789c0_s0.pdf,-,B82789X001-ND,B82789X001,EPCOS (TDK),KIT CHOKE DATALINE B82789 SERIES,0,0,"79.33000","0","1","Plastic Box with Bin Guide","B82789","Active","Common Mode Chokes for Signal Lines","Assorted","Surface Mount","-","-"
-,-,0199000027-ND,0199000027,Fair-Rite Products Corp.,WOUND BEAD KIT #27,0,0,"87.75000","0","1","-","-","Active","Ferrite Beads and Chips","88 Pieces (12 Values - Mixed Quantities)","Through Hole","-","-"
https://en.tdk.eu/download/175908/f0d1a87814400557105774ecae59bf46/ring-core-chokes-for-power-lines-inside-view.pdf,-,495-6738-ND,B82722X0001,EPCOS (TDK),VARISTOR,0,0,"107.81000","0","1","Plastic Box with Bin Guide","B82722","Active","Common Mode Chokes for Power Lines","Assorted","Through Hole","-","-"
-,-,0199000017-ND,0199000017,Fair-Rite Products Corp.,#17 SNAP IT KIT,0,0,"111.78000","0","1","-","-","Active","Ferrite Beads and Chips","12 Pieces (12 Values - 1 Each)","Snap On","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/ACM_ACT_Filter_Kit.pdf,//media.digikey.com/Photos/TDK%20Photos/ACT-ACM-KIT.jpg,445-174231-KIT-ND,ACT-ACM-KIT,TDK Corporation,KIT CHOKE COMMON MODE & INDUCTOR,3,0,"123.11000","0","1","Book","-","Active","Common Mode Chokes for Signal Lines","170 Pieces (17 Values - 10 Each)","Surface Mount","-","-"
-,-,BMBLABKIT-ND,BMBLABKIT,TE Connectivity Passive Product,BMB BEADS LAB KIT,0,0,"123.13600","0","10","Notebook","BMB","Active","Ferrite Beads and Chips","Assorted","Surface Mount","-","-"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWF0000/AWF0000C30.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ELK1-KIT.JPG,ELK1-KIT-ND,ELK1-KIT,Panasonic Electronic Components,KIT EMI/DIGITAL NOISE FILTER,1,0,"136.42000","0","1","Plastic Box with Bin Guide","ELKE, ELKEA, ELKEV","Active","EMI/RFI Filters (LC, RC Networks)","480 Pieces (16 Values - 30 Each)","Surface Mount","1207 (3218 Metric), 3 PC Pad","-"
https://leadertechinc.com/assets/files/catalogs/emi-catalog-lr.pdf,-,EK28B27SB-ND,EK28B27SB,Leader Tech Inc.,ENGINEERING KIT - SADDLE BEADS F,0,0,"137.86000","0","20","-","-","Active","Common Mode Chokes, Ferrite Beads and Chips","Assorted","-","-","-"
-,-,0199000038-ND,0199000038,Fair-Rite Products Corp.,FLAT CABLE CORE KIT,0,0,"174.96000","0","1","-","-","Active","Ferrite Beads and Chips","125 Pieces (16 Values - Mixed Quantities)","Free Hanging","-","-"
-,-,0199000005-ND,0199000005,Fair-Rite Products Corp.,EXPANDED CBL&SUPPRESSOR KIT #5,0,0,"303.75000","0","1","-","-","Active","Ferrite Beads and Chips","61 Pieces (32 Values - Mixed Quantities)","Free Hanging, Snap On","-","-"
-,-,0199000034-ND,0199000034,Fair-Rite Products Corp.,EXPANDED SNAP-IT KIT #34,0,0,"335.34000","0","1","-","-","Active","-","-","-","-","-"
-,//media.digikey.com/photos/Leader-Tech-Inc/MFG_FSLK-2007.jpg,FSLK-2007-ND,FSLK-2007,Leader Tech Inc.,WALL MOUNT FERRISHIELD LAB KIT -,0,0,"1013.12000","0","1","-","-","Active","Ferrite Cores - Cables and Wiring","180 Pieces (18 Values - 10 Each)","Snap-On","-","-"
-,//media.digikey.com/photos/Leader-Tech-Inc/MFG_FSLK-2015.jpg,FSLK-2015-ND,FSLK-2015,Leader Tech Inc.,WALL MOUNTFERRISHIELD LAB KIT -,0,0,"1669.99000","0","1","-","-","Active","Ferrite Cores - Cables and Wiring","310 Pieces (31 Values - 10 Each)","Snap-On","-","-"
-,-,240-2111-ND,K-C02,Laird-Signal Integrity Products,KIT COMMON MODE CHOKES,0,0,"Obsolete","0","1","-","-","Obsolete","Common Mode Chokes","Assorted","-","-","-"
-,//media.digikey.com/photos/Steward%20Photos/HFB%20DEMO%20K-410.jpg,240-2225-ND,HFB DEMO K-410,Laird-Signal Integrity Products,KIT EMI CLAMP-ON AND BEAD CORE,0,0,"Obsolete","0","35","Plastic Box with Bin Guide","-","Obsolete","Ferrite Cores - Cables and Wiring","18 Pieces (18 Values - 1 Each)","-","-","-"
-,-,240-2226-ND,K-C40,Laird-Signal Integrity Products,"KIT EMI RIBBON, FLEX, BEAD CORE",0,0,"Obsolete","0","20","-","-","Obsolete","-","Assorted","-","-","-"
-,-,495-1689-ND,B82793X1,EPCOS (TDK),KIT CHOKE DATALINE B82793 SERIES,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","B82793","Obsolete","Common Mode Chokes for Signal Lines","Assorted","Surface Mount","-","-"
http://datasheets.avx.com/AVX-Auto-W2FW3F.pdf,//media.digikey.com/Renders/AVX%20Renders/W2F-0805.jpg,478-3140-ND,KITFEEDTHRU001,AVX Corporation,KIT CAP FEEDTHRU 20 VALUES,0,0,"Obsolete","0","2","-","W2F, W3F","Obsolete","Feed Through Capacitors","Assorted","Surface Mount","0805, 1206","-"
-,//media.digikey.com/Photos/Panasonic%20Photos/MFG_EXC%20Series.jpg,EXC1-KIT-ND,EXC1-KIT,Panasonic Electronic Components,KIT BEAD CORE SMD,0,0,"Obsolete","0","1","-","EXC","Obsolete","Ferrite Beads and Chips","180 Pieces (9 Values - 20 Each)","Surface Mount","0603, 0805, 1206, 1806","-"
-,//media.digikey.com/photos/Steward%20Photos/K-104%20EMI%20CM%20USB.JPG,240-2581-ND,K-104 EMI CM USB,Laird-Signal Integrity Products,KIT COMMON MODE USB,0,0,"Obsolete","0","10","Plastic Box with Bin Guide","CM","Obsolete","Common Mode Chokes","80 Pieces (4 Values - 20 Each)","Surface Mount","0805 (2012 Metric)","-"
-,//media.digikey.com/photos/Steward%20Photos/K-105%20EMI%20CM%20LF.JPG,240-2582-ND,K-105 EMI CM LF,Laird-Signal Integrity Products,KIT COMMON MODE LOW FREQ,0,0,"Obsolete","0","10","Plastic Box with Bin Guide","CM","Obsolete","Common Mode Chokes","60 Pieces (6 Values - 10 Each)","Surface Mount, Through Hole","-","-"
-,//media.digikey.com/photos/Steward%20Photos/K-802LF%20CAN-BUS.JPG,240-2583-ND,K-802LF CAN-BUS,Laird-Signal Integrity Products,KIT COMMON MODE CAN BUS,0,0,"Obsolete","0","10","Plastic Box with Bin Guide","CC","Obsolete","Common Mode Chokes for Signal Lines","45 Pieces (9 Values - 5 Each)","Surface Mount","Module","-"
-,//media.digikey.com/photos/Wurth%20Electronics%20Photos/Wurth%20Electronics%20Inc-%20742792.jpg,732-1644-ND,742792,Wurth Electronics Inc.,KIT DESIGN FERRITE CHIP BEAD,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","WE-CBF","Obsolete","Ferrite Beads and Chips","1050 Pieces (35 Values - 30 Each)","Surface Mount","0402, 0603, 0805, 1206, 1210, 1806, 1812","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/Chip%20EMI%20Sup.%20Filter%20Design%20Kits.pdf,//media.digikey.com/photos/Murata%20Photos/EKEMBL03D.JPG,490-5231-ND,EKEMBL03D,Murata Electronics North America,KIT FERRITE CHIP BLM 01005 0201,0,0,"Obsolete","0","25","Notebook","EMIFIL®","Obsolete","Ferrite Beads and Chips","200 Pieces (20 Values - 10 Each)","Surface Mount","01005, 0201","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/Chip%20EMI%20Sup.%20Filter%20Design%20Kits.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5232-ND,EKEMBL15J,Murata Electronics North America,KIT FERRITE CHIP BLM 0402,0,0,"Obsolete","0","25","Plastic Bag","EMIFIL®","Obsolete","Ferrite Beads and Chips","420 Pieces (42 Values - 10 Each)","Surface Mount","0402 (1005 Metric)","-"
-,-,490-5233-ND,EKEMBL18F,Murata Electronics North America,KIT FER CHIP BLM 0603 1206 1806,0,0,"Obsolete","0","25","-","EMIFIL®","Obsolete","Ferrite Beads and Chips","Assorted","Surface Mount","0603, 1206, 1806","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/Chip%20EMI%20Sup.%20Filter%20Design%20Kits.pdf,//media.digikey.com/photos/Murata%20Photos/EKEMBL18G.JPG,490-5243-ND,EKEMBL18G,Murata Electronics North America,KIT FERRITE CHIP BLM 0603,0,0,"Obsolete","0","25","Plastic Bag","EMIFIL®","Obsolete","Ferrite Beads and Chips","600 Pieces (60 Values - 10 Each)","Surface Mount","0603 (1608 Metric)","-"
-,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5445-ND,EKEMBL15L,Murata Electronics North America,KIT FERRITE CHIP BLM 0402,0,0,"Obsolete","0","25","Notebook","EMIFIL®","Obsolete","Ferrite Beads and Chips","500 Pieces (50 Values - 10 Each)","Surface Mount","0402 (1005 Metric)","-"
-,//media.digikey.com/Photos/Murata%20Photos/EKEMBL03E.jpg,490-5545-ND,EKEMBL03E,Murata Electronics North America,KIT FERRITE CHIP BLM 01005 0201,0,0,"Obsolete","0","25","Notebook","EMIFIL®","Obsolete","Ferrite Beads and Chips","220 Pieces (22 Values - 10 Each)","Surface Mount","01005, 0201","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5681-ND,EKEMBL15Q,Murata Electronics North America,KIT FERRITE CHIP BLM 0402,0,0,"Obsolete","0","25","Notebook","EMIFIL®","Obsolete","Ferrite Beads and Chips","530 Pieces (53 Values - 10 Each)","Surface Mount","0402 (1005 Metric)","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK2000900.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/SK2000900.JPG,410-1259-ND,SK2000900,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FEED-THRU CAP SAMPLE KIT,0,0,"Obsolete","0","20","Plastic Box with Bin Guide","-","Obsolete","Feed Through Capacitors","45 Pieces (9 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK4000900.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/SK4000900.JPG,410-1260-ND,SK4000900,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER US THREAD SAMPLE KIT,0,0,"Obsolete","0","20","Plastic Box with Bin Guide","-","Obsolete","Feed Through Capacitors, EMI/RFI Filters (LC, RC Networks)","60 Pieces (12 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK4000901.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/SK4000901.JPG,410-1261-ND,SK4000901,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER METRIC THREAD SAMPLE,0,0,"Obsolete","0","20","Plastic Box with Bin Guide","-","Obsolete","Feed Through Capacitors, EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK4000903.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/SK4000903.JPG,410-1262-ND,SK4000903,Tusonix a Subsidiary of CTS Electronic Components,EMI DISCOIDAL FILTER SAMPLE KIT,0,0,"Obsolete","0","20","Plastic Box with Bin Guide","-","Obsolete","Feed Through Capacitors","60 Pieces (12 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK4700900.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/SK4700900.JPG,410-1363-ND,SK4700900,Tusonix a Subsidiary of CTS Electronic Components,SMT FILTER SAMPLE KIT,0,0,"Obsolete","0","20","Plastic Box with Bin Guide","-","Obsolete","Feed Through Capacitors, EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39000Z3410A001_Rev1010.pdf,-,495-6736-ND,B39000Z3410A001,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAMPLE KIT FOR WIRELESS AMI,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","-","Obsolete","SAW Filters","Assorted","Surface Mount","-","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/B39000Z3410A002.pdf,//media.digikey.com/Photos/Epcos%20Photos/B39000Z3410A2.JPG,495-6925-ND,B39000Z3410A002,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAMPLE KIT FOR WIRELESS AMI,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","-","Obsolete","SAW Filters","Assorted","Surface Mount","-","-"
//media.digikey.com/pdf/Data%20Sheets/Qualcomm%20PDFs/B39000Z3410A003_Rev2010.pdf,//media.digikey.com/photos/Epcos%20Photos/B39000Z3410A3.JPG,495-6737-ND,B39000Z3410A003,Qualcomm (RF360 - A Qualcomm & TDK Joint Venture),SAMPLE KIT FOR WIRELESS AMI,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","-","Obsolete","Resonators, Saw Filters","Assorted","Surface Mount","-","-"
-,-,B82793X001-ND,B82793X001,EPCOS (TDK),KIT CHOKE DATALINE B82793 SERIES,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","B82793","Obsolete","Common Mode Chokes for Signal Lines","Assorted","Surface Mount","-","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/MH.pdf,-,MHBEAD-LAB1-ND,MHBEAD-LAB1,Bourns Inc.,KIT FERR CHIP BEAD MH SERIES,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","MH","Obsolete","Ferrite Beads and Chips","Assorted","Surface Mount","0805, 1206, 1812","-"
//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/MT_Series.pdf,-,MTBEAD-LAB1-ND,MTBEAD-LAB1,Bourns Inc.,KIT FERR CHIP BEAD MT SERIES,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","MT","Obsolete","Ferrite Beads and Chips","Assorted","Surface Mount","0805, 1206, 1812","-"
"//media.digikey.com/pdf/Data%20Sheets/Bourns%20PDFs/mg,mu,mz.pdf",-,MUBEAD-LAB1-ND,MUBEAD-LAB1,Bourns Inc.,"KIT FERR CHIP BEAD MG, MU, MZ",0,0,"Obsolete","0","1","Plastic Box with Bin Guide","MG, MU, MZ","Obsolete","Ferrite Beads and Chips","270 Pieces (18 Values - 15 Each)","Surface Mount","0603, 0805, 1206","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec1.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4100-900.jpg,410-1278-ND,4100-900,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER KIT PI TYPE,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","Feed Through Capacitors, EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec1.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4100-901.jpg,410-1279-ND,4100-901,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER KIT PI TYPE,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec1.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4300-900.jpg,410-1280-ND,4300-900,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER KIT C TYPE,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec1.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4306-900.JPG,410-1281-ND,4306-900,Tusonix a Subsidiary of CTS Electronic Components,EMI FILTER KIT C TYPE,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","Feed Through Capacitors","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/4000R7Sec2.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4400-900.jpg,410-1282-ND,4400-900,Tusonix a Subsidiary of CTS Electronic Components,SMT EMI FLTR / FEEDTHRU CAP KIT,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","Feed Through Capacitors","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
http://www.ctscorp.com/wp-content/uploads/2016/01/SK4700900.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4700-900.JPG,410-1284-ND,4700-900,Tusonix a Subsidiary of CTS Electronic Components,SMT EMI/RFI FILTER KIT,0,0,"Active","0","0","Plastic Box with Bin Guide","-","Active","EMI/RFI Filters (LC, RC Networks)","50 Pieces (10 Values - 5 Each)","Through Hole","Axial","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMBLMS-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMBLMS-V01-KIT.jpg,490-12160-ND,EKDMBLMS-V01-KIT,Murata Electronics North America,KIT FERRITE BEADS,0,0,"Obsolete","0","2","Notebook","EMIFIL®","Obsolete","Ferrite Beads and Chips","1400 Pieces (70 Values - 20 Each)","Surface Mount","0402, 0603, 0805, 1206, 1806","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMCMC0-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMCMC0-V01-KIT.JPG,490-12161-ND,EKDMCMC0-V01-KIT,Murata Electronics North America,KIT COMMON MODE CHOKE,0,0,"Obsolete","0","2","Notebook","DLW21, DPL","Obsolete","Common Mode Chokes for Signal Lines","530 Pieces (53 Values - 10 Each)","Surface Mount","0202, 0302, 0504, 0603, 0804","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMEMP0-V01-KIT.pdf,//media.digikey.com/photos/Murata%20Photos/EKDMEMP0-V01-KIT.JPG,490-12162-ND,EKDMEMP0-V01-KIT,Murata Electronics North America,KIT NOISE FILTER FOR HIGH CURREN,0,0,"Obsolete","0","2","Notebook","BLE, BNX, DLW, NFE","Obsolete","Common Mode Chokes, EMI/RFI Filters (LC, RC Networks), Ferrite Beads and Chips","141 Pieces (33 Values - Mixed Quantities)","Surface Mount","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/EKDMAUT0-V01-KIT.pdf,//media.digikey.com/Photos/Murata%20Photos/EKDMAUT0-V01-KIT.JPG,490-12167-ND,EKDMAUT0-V01-KIT,Murata Electronics North America,KIT AUTOMOTIVE PRODUCTS,0,0,"Obsolete","0","1","Notebook","EMIFIL®, DLW31, DLW43","Obsolete","Common Mode Chokes","740 Pieces (40 Values - Mixed Quantities)","Surface Mount","0402, 0603, 0805, 1206, 1806, 1812","-"
-,//media.digikey.com/Photos/Pulse%20Photos/Inductor-KIT-Series.jpg,553-2792-ND,EMIKIT,Pulse Electronics Power,SMT-COMMON MODE CHOKE SAMP PBC,0,0,"Obsolete","0","82","Plastic Box with Bin Guide","-","Obsolete","Common Mode Chokes for Power Lines","22 Pieces (11 Values - 2 Each)","Surface Mount","Non-Standard SMD","-"
//media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/Chip_Inductor_Catalog_2014.pdf,//media.digikey.com/Photos/Samsung%20Photos/SAMPLE_KIT.jpg,1276-6437-ND,KIT_EMC_BEAD,Samsung Electro-Mechanics,KIT CHIP BEAD SMD 26 VALUES,0,0,"Obsolete","0","1","Notebook","CIM03, CIM05, CIM10","Obsolete","Ferrite Beads and Chips","1300 Pieces (26 Values - 50 Each)","Surface Mount","0201, 0402, 0603","-"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/EMC-A20x_SampleKits.pdf,//media.digikey.com/photos/TDK%20Photos/EMC-A203.JPG,445-174670-ND,EMC-A203,TDK Corporation,FERRITE SAMPLE KIT,0,0,"Obsolete","0","1","Plastic Box with Bin Guide","HF","Obsolete","Ferrite Beads and Chips","106 Pieces (11 Values - Mixed Quantities)","Surface Mount","-","-"
