Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Region Utilized","Form","Input Type","Voltage - Input","Voltage - Output","Current - Output (Max)","Power (Watts)","No Load Power Consumption","Applications","Efficiency","Operating Temperature","Output Connector","Size / Dimension","Approvals"
-,-,DPA120020-P13/RSZ-ND,DPA120020-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P14-SZ-ND,DPA120020-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P14/RSZ-ND,DPA120020-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P5-SZ-ND,DPA120020-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P5/R-SZ-ND,DPA120020-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120020-P6-SZ-ND,DPA120020-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120020-P6/R-SZ-ND,DPA120020-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120020-P7-SZ-ND,DPA120020-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120020-P7/R-SZ-ND,DPA120020-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120020-P9-SZ-ND,DPA120020-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120020-P9/R-SZ-ND,DPA120020-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 2W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","200mA","2W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120040-P12-SZ-ND,DPA120040-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P12/RSZ-ND,DPA120040-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P13-SZ-ND,DPA120040-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P13/RSZ-ND,DPA120040-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P14-SZ-ND,DPA120040-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P14/RSZ-ND,DPA120040-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P5-SZ-ND,DPA120040-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P5/R-SZ-ND,DPA120040-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120040-P6-SZ-ND,DPA120040-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120040-P6/R-SZ-ND,DPA120040-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120040-P7-SZ-ND,DPA120040-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120040-P7/R-SZ-ND,DPA120040-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120040-P9-SZ-ND,DPA120040-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120040-P9/R-SZ-ND,DPA120040-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","400mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120050-P12-SZ-ND,DPA120050-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P12/RSZ-ND,DPA120050-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P13-SZ-ND,DPA120050-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P13/RSZ-ND,DPA120050-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P14-SZ-ND,DPA120050-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P14/RSZ-ND,DPA120050-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P5-SZ-ND,DPA120050-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P5/R-SZ-ND,DPA120050-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA120050-P6-SZ-ND,DPA120050-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120050-P6/R-SZ-ND,DPA120050-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120050-P7-SZ-ND,DPA120050-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120050-P7/R-SZ-ND,DPA120050-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120050-P9-SZ-ND,DPA120050-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120050-P9/R-SZ-ND,DPA120050-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 6W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","500mA","6W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120100-P12-TC-ND,DPA120100-P12-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P12/RTC-ND,DPA120100-P12/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P13-TC-ND,DPA120100-P13-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P13/RTC-ND,DPA120100-P13/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P14-TC-ND,DPA120100-P14-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P14/RTC-ND,DPA120100-P14/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA120100-P5/R-TC-ND,DPA120100-P5/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-P6-TC-ND,DPA120100-P6-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 12.0mm","-","-"
-,-,DPA120100-P6/R-TC-ND,DPA120100-P6/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 12.5mm","-","-"
-,-,DPA120100-P7-TC-ND,DPA120100-P7-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-P7/R-TC-ND,DPA120100-P7/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA120100-P9-TC-ND,DPA120100-P9-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA120100-P9/R-TC-ND,DPA120100-P9/R-TC,CUI Inc.,AC/AC WALL MOUNT ADAPTER 12V 12W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","12VAC","1A","12W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA090010-P12-SZ-ND,DPA090010-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P12/RSZ-ND,DPA090010-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P13-SZ-ND,DPA090010-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.0mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P13/RSZ-ND,DPA090010-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.0mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P14-SZ-ND,DPA090010-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P14/RSZ-ND,DPA090010-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P5-SZ-ND,DPA090010-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P5/R-SZ-ND,DPA090010-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P6-SZ-ND,DPA090010-P6-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P6/R-SZ-ND,DPA090010-P6/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.5mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA090010-P7-SZ-ND,DPA090010-P7-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090010-P7/R-SZ-ND,DPA090010-P7/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.3mm I.D. x 3.5mm O.D. x 8.5mm","-","-"
-,-,DPA090010-P9-SZ-ND,DPA090010-P9-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA090010-P9/R-SZ-ND,DPA090010-P9/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 1W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","100mA","1W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.05mm I.D. x 3.8mm O.D.","-","-"
-,-,DPA090060-P12-SZ-ND,DPA090060-P12-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P12/RSZ-ND,DPA090060-P12/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 0.7mm I.D. x 2.35mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P13-SZ-ND,DPA090060-P13-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P13/RSZ-ND,DPA090060-P13/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P14-SZ-ND,DPA090060-P14-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P14/RSZ-ND,DPA090060-P14/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 1.7mm I.D. x 4.75mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P5-SZ-ND,DPA090060-P5-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
-,-,DPA090060-P5/R-SZ-ND,DPA090060-P5/R-SZ,CUI Inc.,AC/AC WALL MOUNT ADAPTER 9V 5W,0,0,"Obsolete","0","1000","-","Obsolete","North America","Wall Mount","Fixed Blade","120VAC","9VAC","600mA","5W","-","ITE (Commercial)","-","-","Barrel Plug R/A, 2.1mm I.D. x 5.5mm O.D. x 9.5mm","-","-"
