Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Features","Tip - Style","Tip - Type","Tip - Shape","Length - Overall","Pattern Number","Material"
http://www.panduit.com/heiler/PartDrawings/C-COFTWZR--ENG.pdf,-,FTWZR-ND,FTWZR,Panduit Corp,TWEEZER POINTED FINE 4.77"",0,0,"27.59000","0","1","-","Active","-","Pointed","Fine","Straight","4.77"" (121.2mm)","-","-"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,4.SA.NE.6-ND,4.SA.NE.6,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"28.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,5.SA.NE.6-ND,5.SA.NE.6,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"28.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,7.SA.NE.6-ND,7.SA.NE.6,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"28.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Pointed","Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,7A.SA.NE.6-ND,7A.SA.NE.6,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"28.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/TOL-14224_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_TOL-14224.jpg,TOL-14224-ND,TOL-14224,SparkFun Electronics,TWEEZER FLAT VERY FINE 4.5"",0,0,"28.75000","0","1","-","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Flat","Very Fine","Angled","4.50"" (114.3mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,10G.SA.0-ND,10G.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"28.76000","0","12","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,00CFR.SA.1-ND,00CFR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"28.76000","0","12","-","Active","ESD Safe","Flat","Strong","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,2ABCFR.SA.1-ND,2ABCFR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"28.76000","0","12","-","Active","ESD Safe","Flat","Rounded","Curved","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,242CFR.SA.1-ND,242CFR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"28.76000","0","12","-","Active","ESD Safe","Flat","Rounded","Straight","5.12"" (130.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,600ASA-ND,600ASA,Apex Tool Group,TWEEZER BACK STOP WAFER 5.12"",0,0,"28.90000","0","12","Erem®","Not For New Designs","Acid Resistant, Anti-Magnetic, Heat Resistant, Serrated","Back Stop","Wafer (Holding)","Straight","5.12"" (130.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_102ACA.jpg,102ACA-ND,102ACA,Apex Tool Group,TWEEZER FLAT VERY FINE 4.50"",0,0,"29.40000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Flat","Very Fine","Angled","4.50"" (114.3mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_M5S.jpg,M5S-ND,M5S,Apex Tool Group,TWEEZER POINTED FINE 3.25"",0,0,"29.40000","0","1","Erem®","Active","Anti-Magnetic","Pointed","Fine","Straight","3.25"" (82.6mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,2ABCPR.SA.1-ND,2ABCPR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"30.00000","0","12","-","Active","ESD Safe","Flat","Rounded","Curved","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,242CPR.SA.1-ND,242CPR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"30.00000","0","12","-","Active","ESD Safe","Flat","Rounded","Straight","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,00BE.SA.0-ND,00BE.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"30.38000","0","12","*","Active","-","-","-","-","-","-","-"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,00DE.SA.0-ND,00DE.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"30.38000","0","12","*","Active","-","-","-","-","-","-","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_65ASA.jpg,65ASA-ND,65ASA,Apex Tool Group,TWEEZER POINTED VERY FINE 5.50"",0,0,"30.50000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","5.50"" (139.7mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,7B.SA.0-ND,7B.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"31.26000","0","12","-","Active","Acid Resistant, Anti-Magnetic, Serrated","Pointed","Very Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,51S.SA.0-ND,51S.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"31.26000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Bent","4.53"" (115.0mm)","-","Stainless Steel"
-,-,7SAR-ND,7SAR,Apex Tool Group,TWEEZERS 7SA SWISS W/O SURFACE F,0,0,"31.30000","0","12","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","Fine","Curved","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,000.SA.0-ND,000.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"31.50000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Flat","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_3SA.jpg,3SA-ND,3SA,Apex Tool Group,TWEEZER POINTED FINE 4.75"",0,0,"31.70000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Fine","Straight","4.75"" (120.7mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,2WFCPR.SA.1-ND,2WFCPR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"32.50000","0","12","-","Active","ESD Safe","-","Fine","-","5.12"" (130.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,4WFCPR.SA.1-ND,4WFCPR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"32.50000","0","12","-","Active","ESD Safe","Back Stop","Wafer (Holding)","Straight","5.12"" (130.0mm)","-","Stainless Steel"
-,-,T29SA-ND,T29SA,Apex Tool Group,TWEEZER REVERSE ACTION FIBER GRI,0,0,"32.90000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant, Insulated, Self Closing","Flat","Rounded","Straight","5.90"" (150.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Plastic-Replaceable-tips-table.pdf,-,2AXCPR.SA.1-ND,2AXCPR.SA.1,Ideal-tek S.A.,PLASTIC REPLACEABLE TIP TWEEZERS,0,0,"33.76000","0","12","-","Active","ESD Safe","Flat","Rounded","Straight","4.92"" (125.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7SA.jpg,7SA-ND,7SA,Apex Tool Group,TWEEZER POINTED VERY FINE 4.75"",0,0,"34.30000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","4.75"" (120.7mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_2ASARU.jpg,2ASARU-ND,2ASARU,Apex Tool Group,TWEEZER FLAT ROUNDED 4.75"",0,0,"34.80000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Flat","Rounded","Straight","4.75"" (120.7mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,2AX.SA.1-ND,2AX.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Flat","Rounded","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,3X.SA.1-ND,3X.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,4X.SA.1-ND,4X.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.13"" (105.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,5AX.SA.1-ND,5AX.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,5X.SA.1-ND,5X.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,7X.SA.1-ND,7X.SA.1,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"35.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,F.SA.0-ND,F.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"35.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Flat","Square","Straight","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_51SA.jpg,51SA-ND,51SA,Apex Tool Group,TWEEZER POINT VERY FINE 4.50"",0,0,"35.40000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Very Fine","Curved","4.50"" (114.3mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,6.SA.0-ND,6.SA.0,Ideal-tek S.A.,HIGH PRECISION TWEEZERS - ANTI-A,0,0,"36.26000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Flat","Fine","Angled","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,39SA-ND,39SA,Apex Tool Group,TWEEZER CYLNDR ROUNDED 4.33"",0,0,"36.60000","0","12","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Cylindrical","Rounded","Straight","4.33"" (110.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/SMD-tweezers-leaflet_Ideal-tek.pdf,-,SM103.SA.NE.1-ND,SM103.SA.NE.1,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"37.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Flat","Micro","Angled","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/SMD-tweezers-leaflet_Ideal-tek.pdf,-,SM104.SA.NE.1-ND,SM104.SA.NE.1,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"37.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Assorted","Assorted","Assorted","-","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/SMD-tweezers-leaflet_Ideal-tek.pdf,-,SM108.SA.NE.1-ND,SM108.SA.NE.1,Ideal-tek S.A.,ESD EPOXY COATED TWEEZERS - ANTI,0,0,"37.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Flat","-","Straight","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,102ACAX-ND,102ACAX,Apex Tool Group,TWEEZER POINTED 4.53"",0,0,"37.80000","0","12","Erem®","Not For New Designs","Acid Resistant, Anti-Magnetic, Heat Resistant, Self Closing","Pointed","-","Angled","4.53"" (115.0mm)","-","Stainless Steel"
-,-,T5SA-ND,T5SA,Apex Tool Group,TWEEZER 4.5"" SUPER FINE ANTI-MA,0,0,"39.90000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","Very Fine","Straight","4.53"" (115.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,53CSA-ND,53CSA,Apex Tool Group,TWEEZER POINTED 4.33"",0,0,"40.20000","0","12","Erem®","Not For New Designs","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","-","Straight","4.33"" (110.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_40SA.jpg,40SA-ND,40SA,Apex Tool Group,TWEEZER POINTED MEDIUM 4.50"",0,0,"41.00000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic","Pointed","Medium","Straight","4.50"" (114.3mm)","-","Stainless Steel"
-,-,TE3SA-ND,TE3SA,Apex Tool Group,TWEEZER STRAIGHT 4.75"" ERGO GRI,0,0,"41.50000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,5TTHX.SA.0-ND,5TTHX.SA.0,Ideal-tek S.A.,REVERSE ACTION TWEEZERS - ANTI-A,0,0,"41.50000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Pointed","Extra Fine","Straight","4.33"" (110.0mm)","-","Stainless Steel"
-,-,B15AGS-ND,B15AGS,Apex Tool Group,"CUTTING TWEEZER,BLACK,4.25,SOFTW",0,0,"43.70000","0","6","-","Active","-","-","-","-","-","-","-"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,5BSA-ND,5BSA,Apex Tool Group,TWEEZER POINTED 4.53"",0,0,"44.50000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant","Pointed","-","Curved","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,152.S.0-ND,152.S.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"45.22000","0","12","-","Active","-","Cutter","End Cutter","Angled","3.94"" (100.0mm)","-","Stainless Steel"
-,-,EOODSA-ND,EOODSA,Apex Tool Group,TWEEZER POINTED FINE 4.75"",0,0,"45.90000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, ESD Safe, Serrated","Pointed","Fine","Straight","4.75"" (120.7mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,T258SA-ND,T258SA,Apex Tool Group,TWEEZER SOFT TIP VERY FINE HI PR,0,0,"53.00000","0","1","Erem®","Active","Acid Resistant, Anti-Magnetic, Heat Resistant, Serrated, Synthetic Tips","Pointed","Fine","Straight","4.72"" (120.0mm)","-","Stainless Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,141SAP-ND,141SAP,Apex Tool Group,TWEEZER BACK STOP WAFER 5.91"",0,0,"54.20000","0","12","Erem®","Not For New Designs","Acid Resistant, Anti-Magnetic, Heat Resistant, Synthetic Tips","Back Stop","Wafer (Holding)","Straight","5.91"" (150.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15A.C.0-ND,15A.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.72"" (120.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15AFW.C.0-ND,15AFW.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15AGW.C.0-ND,15AGW.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15AP.C.0-ND,15AP.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.72"" (120.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15ARW.C.0-ND,15ARW.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15ASW.C.0-ND,15ASW.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"55.44000","0","72","-","Active","-","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
-,-,15ARW-ND,15ARW,Apex Tool Group,TWEEZER SUPER FLUSH CUTTING,2,0,"56.00000","0","1","Erem®","Active","-","-","-","-","-","-","-"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,14AGW.C.0-ND,14AGW.C.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"58.38000","0","12","-","Active","-","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,3CTA-ND,3CTA,Apex Tool Group,TWEEZER POINTED FINE 4.33"",0,0,"68.30000","0","12","Erem®","Not For New Designs","Anti-Magnetic, Heat Resistant","Pointed","Fine","Straight","4.33"" (110.0mm)","-","Titanium"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,K3.SA.NE-ND,K3.SA.NE,Ideal-tek S.A.,KIT OF 3 ESD EPOXY COATED TWEEZE,0,0,"75.26000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Assorted","Assorted","Assorted","-","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/ESD_Epoxy_Cutting_Tweezers.pdf,-,15AGW.C.N.0-ND,15AGW.C.N.0,Ideal-tek S.A.,ESD EPOXY COATED CUTTING TWEEZER,0,0,"75.44000","0","12","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD_Epoxy_Cutting_Tweezers.pdf,-,15ARW.C.N.0-ND,15ARW.C.N.0,Ideal-tek S.A.,ESD EPOXY COATED CUTTING TWEEZER,0,0,"75.44000","0","12","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD_Epoxy_Cutting_Tweezers.pdf,-,54MW.C.N.0-ND,54MW.C.N.0,Ideal-tek S.A.,ESD EPOXY COATED CUTTING TWEEZER,0,0,"75.44000","0","12","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
https://www.ideal-tek.com/public/doc/ESD_Epoxy_Cutting_Tweezers.pdf,-,14AGW.C.N.0-ND,14AGW.C.N.0,Ideal-tek S.A.,ESD EPOXY COATED CUTTING TWEEZER,0,0,"78.38000","0","12","-","Active","ESD Safe","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Carbon Steel"
http://www.weller.com.pl/public/assets/Weller_2014_en.pdf,-,024C-ND,024C,Apex Tool Group,TWEEZER 4.72"",0,0,"84.60000","0","1","Erem®","Not For New Designs","Self Closing","-","-","Angled","4.72"" (120.0mm)","-","Stainless Steel"
-,-,249CER-ND,249CER,Apex Tool Group,249CER TWEEZERS 130MM,0,0,"88.00000","0","12","-","Active","Acid Resistant, Ceramic Tips, Heat Resistant","Pointed","-","Straight","5.0' (1.52m)","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/Cutting-tweezers-leaflet_Ideal-tek.pdf,-,15AGHM.SA.0-ND,15AGHM.SA.0,Ideal-tek S.A.,HIGH PRECISION CUTTING TWEEZERS,0,0,"98.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Cutter","End Cutter","Angled","4.53"" (115.0mm)","-","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,K4F.SA.NE-ND,K4F.SA.NE,Ideal-tek S.A.,KIT OF 4 ESD EPOXY COATED TWEEZE,0,0,"103.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Assorted","Assorted","Assorted","-","-","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,K5F.SA.NE-ND,K5F.SA.NE,Ideal-tek S.A.,KIT OF 5 ESD EPOXY COATED TWEEZE,0,0,"131.12000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Assorted","Assorted","Assorted","-","-","Stainless Steel"
-,-,MMF006586-ND,MMF006586,Micro-Measurements (Division of Vishay Precision Group),TWEEZERS FLAT BLUNT F 4.5"",0,0,"136.79000","0","1","-","Active","Acid Resistant, Anti-Magnetic","Flat","Blunt","Straight","4.50"" (114.3mm)","F","Stainless Steel"
https://www.ideal-tek.com/public/files/99-TDS_Engineering_coating_type_NE-N.pdf,-,K6F.SA.NE-ND,K6F.SA.NE,Ideal-tek S.A.,KIT OF 6 ESD EPOXY COATED TWEEZE,0,0,"158.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic, ESD Safe","Assorted","Assorted","Assorted","-","-","Stainless Steel"
https://www.ideal-tek.com/public/files/61-TDS_Stainless_steel_type_SA.pdf,-,K5PINX-ND,K5PINX,Ideal-tek S.A.,KIT OF 5 REVERSE ACTION TWEEZERS,0,0,"186.00000","0","12","-","Active","Acid Resistant, Anti-Magnetic","Assorted","Assorted","Assorted","-","-","Stainless Steel"
https://www.ideal-tek.com/public/doc/CeramicTweezers_leaflet.pdf,-,8501F-ND,8501F,Ideal-tek S.A.,FULL CERAMIC TWEEZERS - TIPS: ST,0,0,"216.62000","0","1","-","Active","-","Pointed","Rounded","Straight","4.92"" (125.0mm)","-","Ceramic"
https://www.ideal-tek.com/public/doc/CeramicTweezers_leaflet.pdf,-,8501FGG-ND,8501FGG,Ideal-tek S.A.,FULL CERAMIC TWEEZERS - TIPS: ST,0,0,"216.62000","0","1","-","Active","-","Flat","Fine","Straight","4.92"" (125.0mm)","-","Ceramic"
https://www.ideal-tek.com/public/doc/CeramicTweezers_leaflet.pdf,-,8501-ND,8501,Ideal-tek S.A.,FULL CERAMIC TWEEZERS - TIPS: SQ,0,0,"216.62000","0","1","-","Active","-","Flat","Rounded","Straight","4.92"" (125.0mm)","-","Ceramic"
https://www.ideal-tek.com/public/doc/CeramicTweezers_leaflet.pdf,-,8507IT-ND,8507,Ideal-tek S.A.,FULL CERAMIC TWEEZERS - TIPS: CU,0,0,"216.88000","0","1","-","Active","-","Flat","Square","Curved","4.92"" (125.0mm)","-","Ceramic"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18484.pdf,//media.digikey.com/Photos/Aven%20Photos/18484.jpg,18484-ND,18484,Aven Tools,TWEEZER FLAT 3.54"",0,0,"3.16400","0","10","-","Active","-","Flat","-","Straight","3.54"" (90.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18486.pdf,//media.digikey.com/Photos/Aven%20Photos/18486.jpg,18486-ND,18486,Aven Tools,TWEEZER BLUNT 3.15"",0,0,"3.16400","0","10","-","Active","-","-","Blunt","Straight","3.15"" (80.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18485.pdf,//media.digikey.com/Photos/Aven%20Photos/18485.jpg,18485-ND,18485,Aven Tools,TWEEZER FLAT 3.54"",0,0,"3.39000","0","10","-","Active","-","Flat","-","Straight","3.54"" (90.0mm)","-","Stainless Steel"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/18488.pdf,//media.digikey.com/Photos/Aven%20Photos/18488.jpg,18488-ND,18488,Aven Tools,TWEEZER FLAT SPADE 4.25"",0,0,"3.95500","0","10","-","Active","-","Flat","Spade","Bent","4.25"" (108.0mm)","-","Stainless Steel"
