Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Cut Edge","Length - Overall","Features"
-,//media.digikey.com/Photos/Klein-Tools/MFG_63601.jpg,63601-ND,63601,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 10.25"",2,0,"491.94000","0","1","-","Active","Cable","Circular","-","10.25"" (260.4mm)","High Leverage, Locking Blades, Quick Release Lever, Ratcheting, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63800ACSR.jpg,63800ACSR-ND,63800ACSR,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 13.75"",2,0,"628.28000","0","1","-","Active","Cable","Circular","-","13.75"" (349.3mm)","High Leverage, Locking Blades, Non-Slip, Ratcheting, Soft Grips"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Cable_BoltCutters.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_63700.jpg,63700-ND,63700,"Klein Tools, Inc.",CUTTER CABLE CIRC CROSS 28"",2,0,"915.54000","0","1","-","Active","Cable","Circular","-","28.00"" (711.2mm)","Non-Slip, Ratcheting, Soft Grips"
-,-,1691-1407-ND,TR-30-V,"American Hakko Products, Inc.",FRONT CUTTER ANGELED NIPPER 18AW,27,0,"13.07000","0","1","CHP","Active","Side (Diagonal)","Angled, 60°","Flush","-","ESD Safe"
-,-,1691-1388-ND,TR-20-SM-D,"American Hakko Products, Inc.",MICRO CUTTER NIPPER 20AWG FLUSH,42,0,"14.87000","0","1","CHP","Active","Side (Diagonal)","Tapered","-","-","ESD Safe"
-,-,1691-1405-ND,TRR-58,"American Hakko Products, Inc.",MACRO CUTTER 10AWG CHAMFERED CUT,15,0,"16.07000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
-,-,1691-1409-ND,CS-30,"American Hakko Products, Inc.",SHEARS SCISSOR 16AWG 18.5MM LONG,13,0,"16.27000","0","1","CHP","Active","Shears (Scissors)","Straight","Shear","-","ESD Safe"
-,-,1691-1389-ND,TR-20-TM,"American Hakko Products, Inc.",MICRO CUTTER ANGLED NIPPER 22AWG,11,0,"16.47000","0","1","CHP","Active","Side (Diagonal)","Angled, 50°","-","-","ESD Safe"
-,-,1691-1383-ND,TR-25-50-D,"American Hakko Products, Inc.",ANGLED CUTTER 16AWG DISSIPATIVE,15,0,"16.67000","0","1","CHP","Active","Side (Diagonal)","Angled, 48°","Flush","-","ESD Safe"
-,-,1691-1432-ND,CS-30-X,"American Hakko Products, Inc.",SHERARS/PLIERS COMBINATION 14AWG,15,0,"17.47000","0","1","CHP","Active","Side (Diagonal)","Tapered","Shear","-","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10327.pdf,//media.digikey.com/Photos/Aven%20Photos/10327.jpg,243-1399-ND,10327,Aven Tools,CUTTER TIP STRT SEMI FLUSH 4.5"",33,0,"17.60000","0","1","-","Active","Tip (End)","Straight","Semi Flush","4.50"" (114.3mm)","ESD Safe"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10925S.jpg,243-1329-ND,10925S,Aven Tools,CUTTERS TAPER HEAD SEMI-FLUSH,11,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Semi Flush","-","-"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/photos/Aven%20Photos/10923F.JPG,243-1334-ND,10923F,Aven Tools,CUTTERS OVAL HEAD EXTRA LARGE,11,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Full Flush","-","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10921S.pdf,//media.digikey.com/Photos/Aven%20Photos/10921S.jpg,243-1139-ND,10921S,Aven Tools,CUTTER SIDE OVAL SEMIFLUSH 5.12"",9,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Semi Flush","5.12"" (130.0mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Aven%20PDFs/10921F.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10921F.JPG,243-1140-ND,10921F,Aven Tools,CUTTER SIDE OVAL FLUSH 5.12"",7,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Flush","5.12"" (130.0mm)","-"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_10927F.jpg,243-1330-ND,10927F,Aven Tools,CUTTERS MINI OVAL HEAD,6,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Semi Flush","-","-"
http://www.avenconnect.com/product_sheets/Stealth%20Cutters_Product_Sheet_v1.pdf,//media.digikey.com/photos/Aven%20Photos/10923S.JPG,243-1335-ND,10923S,Aven Tools,CUTTERS OVAL HEAD EXTRA LARGE,6,0,"18.83000","0","1","Stealth Cut","Active","Side (Diagonal)","Oval","Semi Flush","-","-"
-,-,1691-1393-ND,TR-5000,"American Hakko Products, Inc.",MICRO CUTTER 12AWG CHAMFERED CUT,15,0,"18.97000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
-,-,1691-1396-ND,TR-5000-PG,"American Hakko Products, Inc.",MICRO CUTTER PLASTIC GATE 18AWG,15,0,"19.17000","0","1","CHP","Active","Side (Diagonal)","Tapered","-","-","ESD Safe"
-,-,1691-1406-ND,TRR-58-D,"American Hakko Products, Inc.",MACRO CUTTER 10AWG CHAMFERED CUT,9,0,"19.17000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
-,-,1691-1397-ND,TR-5000-PR,"American Hakko Products, Inc.",MICRO CUTTER 16AWG FLUSH CUT,8,0,"19.17000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","Flush","-","ESD Safe"
-,-,1691-1392-ND,TR-30-10,"American Hakko Products, Inc.",MICRO CUTTER 16AWG FLUSH CUT DES,8,0,"19.87000","0","1","CHP","Active","Side (Diagonal)","Tapered","Flush","-","ESD Safe"
-,-,1691-1395-ND,TR-5000-P,"American Hakko Products, Inc.",MICRO CUTTER 16AWG CHAMFERED CUT,10,0,"19.97000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
-,-,1691-1408-ND,TR-5000-15,"American Hakko Products, Inc.",FRONT CUTTER 16AWG SHEAR FLUSH C,15,0,"20.67000","0","1","CHP","Active","Tip (End)","Tapered","-","-","ESD Safe"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10355.jpg,243-1356-ND,10355,Aven Tools,CUTTER SIDE OVAL SEMI FLUSH 6"",18,0,"22.07000","0","1","-","Active","Side (Diagonal)","Oval","Semi Flush","6.00"" (152.4mm)","-"
-,-,1691-1394-ND,TR-5000-D,"American Hakko Products, Inc.",MICRO CUTTER 12AWG CHAMFERED CUT,10,0,"22.67000","0","1","CHP","Active","Side (Diagonal)","Angled, 21°","-","-","ESD Safe"
http://www.aventools.com/wp-content/uploads/2016/02/2016-product-catalog.pdf,//media.digikey.com/Photos/Aven%20Photos/10355-ER.jpg,243-1519-ND,10355-ER,Aven Tools,CUTTER SIDE OVAL BEVEL 7"",6,0,"22.70000","0","1","-","Active","Side (Diagonal)","Oval","Bevel","7.00"" (177.8mm)","Ergonomic, Soft Grips"
-,-,1691-1398-ND,TR-5000-PR-D,"American Hakko Products, Inc.",MICRO CUTTER 16AWG FLUSH CUT DIS,10,0,"25.57000","0","1","CHP","Active","Side (Diagonal)","Tapered","Flush","-","ESD Safe"
-,-,232-1245-ND,9180,Swanstrom Tools USA,LIGHTWEIGHT KEVLAR SHEAR,6,0,"27.63000","0","1","*","Active","-","-","-","-","-"
https://cdn.wihatoolsus.com/pdfs/WihaPliersCatalog.pdf,//media.digikey.com/Photos/Wiha/MFG_32933.jpg,431-1882-ND,32933,Wiha,CUTTER SIDE OVAL 6.3"",7,0,"29.96000","0","1","-","Active","Side (Diagonal)","Oval","-","6.30"" (160.0mm)","Ergonomic, Insulated to 1000V"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/Electronic%20Diagonal%20Cutters.pdf,//media.digikey.com/Photos/Wiha/MFG_56812.jpg,431-2403-ND,56812,Wiha,CUTTER TIP ANGL 21DEG FULL FLUSH,6,0,"33.02000","0","1","-","Active","Tip (Oblique)","Angled, 21°","Full Flush","4.65"" (118.0mm)","Ergonomic"
http://www.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_VDV.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_VDV600-096.JPG,1742-1131-ND,VDV600-096,"Klein Tools, Inc.",CUTTER CABLE OVAL CROSS 7.63"",17,0,"34.00000","0","1","-","Obsolete","Cable","Oval","-","7.63"" (193.8mm)","High Leverage, Notched Blades, Soft Grips"
-,//media.digikey.com/Photos/Swanstrom%20Photos/416.jpg,232-1264-ND,416,Swanstrom Tools USA,CUTTER SMALL TAPERED FULL FLUSH,8,0,"35.82000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/X56.jpg,232-1221-ND,X56,Swanstrom Tools USA,CUTTER TAPERED FLUSH MIDSIZE,6,0,"36.14000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Wiha%20PDFs/ESD%20Safe%20Pliers%20and%20Cutters.pdf,//media.digikey.com/Photos/Wiha/MFG_32703.jpg,431-2485-ND,32703,Wiha,CUTTER SIDE TPRD SEMIFLUSH 4.53"",8,0,"54.24000","0","1","-","Active","Side (Diagonal)","Tapered","Semi Flush","4.53"" (115.0mm)","ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S55E.JPG,232-1168-ND,S55E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,13,0,"54.60000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S44E-1.jpg,232-1240-ND,S44E-1,Swanstrom Tools USA,CUTTER OVAL SMALL ERGO,6,0,"55.86000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S55E-2.jpg,232-1242-ND,S55E-2,Swanstrom Tools USA,CUTTER OVAL MIDSIZE FLUSH,6,0,"55.86000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S66E-2.jpg,232-1223-ND,S66E-2,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"58.23000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S66E-1.jpg,232-1231-ND,S66E-1,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"58.23000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S66E-40X.jpg,232-1226-ND,S66E-40X,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"59.33000","0","1","*","Active","-","-","-","-","-"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S66E-40-1.jpg,232-1237-ND,S66E-40-1,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"60.61000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S77E.JPG,232-1191-ND,S77E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,20,0,"61.71000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S55EE.jpg,232-1169-ND,S55EE,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,6,0,"61.71000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","6.50"" (165.1mm)","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S77E-4.jpg,232-1224-ND,S77E-4,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"62.99000","0","1","*","Active","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S88E.JPG,232-1197-ND,S88E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,6,0,"64.06000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S410.jpg,232-1232-ND,S410,Swanstrom Tools USA,CUTTER SMALL OVAL BEVEL,6,0,"64.79000","0","1","Super Tools™","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S410E.jpg,232-1236-ND,S410E,Swanstrom Tools USA,CUTTER SMALL OVAL BEVEL ERGO,18,0,"69.96000","0","1","Super Tools™","Active","Side (Diagonal)","Oval","Super Full Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S412E.jpg,232-1143-ND,S412E,Swanstrom Tools USA,CUTTER OVAL SUPERFLSH,15,0,"69.96000","0","1","*","Active","Side (Diagonal)","Oval","Super Full Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S421E.JPG,232-1148-ND,S421E,Swanstrom Tools USA,CUTTER TAPER SLIM SUPERFLSH,14,0,"69.96000","0","1","*","Active","Side (Diagonal)","Tapered, Relieved","Super Full Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S416E.JPG,232-1146-ND,S416E,Swanstrom Tools USA,CUTTER TAPER SUPERFLSH,8,0,"69.96000","0","1","*","Active","Side (Diagonal)","Tapered","Super Full Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S414E.JPG,232-1145-ND,S414E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPERFLSH,7,0,"69.96000","0","1","*","Active","Side (Diagonal)","Oval","Super Full Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S422E.JPG,232-1149-ND,S422E,Swanstrom Tools USA,CUTTER OVAL SUPERFLSH,6,0,"69.96000","0","1","*","Active","Side (Diagonal)","Oval","Super Full Flush","5.63"" (143.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S514E.JPG,232-1162-ND,S514E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPERFLSH,6,0,"69.96000","0","1","*","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S520E.JPG,232-1164-ND,S520E,Swanstrom Tools USA,CUTTER TAPER SLIM FLSH,6,0,"69.96000","0","1","*","Active","Side (Diagonal)","Tapered, Relieved","Flush","-","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S62E.JPG,232-1180-ND,S62E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,6,0,"71.20000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S72E.jpg,232-1190-ND,S72E,Swanstrom Tools USA,CUTTER OVAL SLIMTHIN BLADE,6,0,"71.20000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","-","Ergonomic, ESD Safe"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/Ergo_Plastic_Cutters_and_Grippers.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S99E.jpg,232-1203-ND,S99E,Swanstrom Tools USA,CUTTER OVAL SLIM SUPER FLSH,6,0,"71.20000","0","1","-","Active","Side (Diagonal)","Oval","Super Full Flush","9.75"" (247.7mm)","Ergonomic, ESD Safe"
-,//media.digikey.com/Photos/Swanstrom%20Photos/S77EPR.jpg,232-1257-ND,S77EPR,Swanstrom Tools USA,CUTTER LARGE PISTOL SUPER GRIPS,6,0,"71.20000","0","1","*","Active","-","-","-","-","-"
-,-,232-1260-ND,S99E-3,Swanstrom Tools USA,CUTTER OVAL SUPER FLUSH LARGE,6,0,"72.45000","0","1","*","Active","-","-","-","-","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S710E.JPG,232-1188-ND,S710E,Swanstrom Tools USA,CUTTER OVAL BEVEL,11,0,"72.56000","0","1","*","Active","Side (Diagonal)","Oval","Bevel","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S430E.jpg,232-1151-ND,S430E,Swanstrom Tools USA,CUTTER OVAL BEVEL,6,0,"72.56000","0","1","*","Active","Side (Diagonal)","Oval","Bevel","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S610E.JPG,232-1172-ND,S610E,Swanstrom Tools USA,CUTTER OVAL BEVEL,6,0,"72.56000","0","1","*","Active","Side (Diagonal)","Oval","Bevel","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S611E.JPG,232-1173-ND,S611E,Swanstrom Tools USA,CUTTER OVAL FLSH,6,0,"72.56000","0","1","*","Active","Side (Diagonal)","Oval","Flush","-","Ergonomic, ESD Safe"
-,-,232-1234-ND,S77EPR-1,Swanstrom Tools USA,CUTTER SUPER FLUSH ERGO OVAL,6,0,"72.79000","0","1","*","Active","-","-","-","-","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S431E.JPG,232-1152-ND,S431E,Swanstrom Tools USA,CUTTER OVAL FLSH,6,0,"75.14000","0","1","*","Active","Side (Diagonal)","Oval","Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Ergonomic_Diagonal_Cutters.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S141E.jpg,232-1251-ND,S141E,Swanstrom Tools USA,CUTTER FLUSH ERGO SMALL,6,0,"75.14000","0","1","Super Tools™","Active","Side (Diagonal)","Oval","Flush","5.50"" (139.7mm)","ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S234E.JPG,232-1138-ND,S234E,Swanstrom Tools USA,CUTTER TRANSVERSE SHORT FLSH,11,0,"77.74000","0","1","*","Active","Tip (End)","Tapered","Flush","5.88"" (149.4mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S233E.JPG,232-1137-ND,S233E,Swanstrom Tools USA,CUTTER TRANS END CUT SUPERFLSH,10,0,"77.74000","0","1","*","Active","Tip (End)","Tapered","Semi Flush","5.88"" (149.4mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S483E.JPG,232-1157-ND,S483E,Swanstrom Tools USA,CUTTER ANGLE 60 TAPER TIP,9,0,"77.74000","0","1","*","Active","Tip (End)","Angled, 60°","Semi Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S112E.JPG,232-1108-ND,S112E,Swanstrom Tools USA,CUTTER OVAL ULTRA FLSH,6,0,"77.74000","0","1","*","Active","Side (Diagonal)","Oval","Semi Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S115E.JPG,232-1109-ND,S115E,Swanstrom Tools USA,CUTTER TAPER FLSH,6,0,"77.74000","0","1","*","Active","Side (Diagonal)","Tapered","Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S700E.JPG,232-1187-ND,S700E,Swanstrom Tools USA,CUTTER SNUBNOSE BEVEL HEAVY DUTY,6,0,"77.74000","0","1","*","Active","Side (Diagonal)","Oval","Bevel","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Ergonomic_Diagonal_Cutters.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S143ELI.jpg,232-1249-ND,S143ELI,Swanstrom Tools USA,CUTTER BEVEL SMALL ERGO,6,0,"77.74000","0","1","Super Tools™","Active","Side (Diagonal)","Tapered","Bevel","5.60"" (142.2mm)","ESD Safe"
-,-,232-1259-ND,S412ER,Swanstrom Tools USA,CUTTER SMALL ERGO OVAL,6,0,"79.03000","0","1","*","Active","-","-","-","-","-"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S413E.JPG,232-1144-ND,S413E,Swanstrom Tools USA,CUTTER OVAL SLIM FLSH,6,0,"80.31000","0","1","*","Active","Side (Diagonal)","Oval","Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,-,232-1147-ND,S420E,Swanstrom Tools USA,CUTTER TAPER SLIM FLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Tapered, Relieved","Flush","5.65"" (143.5mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S535E.JPG,232-1167-ND,S535E,Swanstrom Tools USA,CUTTER TAPER HI LEV SUPERFLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Tapered","Super Full Flush","5.60"" (142.2mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S613E.jpg,232-1174-ND,S613E,Swanstrom Tools USA,CUTTER OVAL SLIM FLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Oval","Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S615E.JPG,232-1176-ND,S615E,Swanstrom Tools USA,CUTTER TAPER FLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Tapered","Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S620E.JPG,232-1178-ND,S620E,Swanstrom Tools USA,CUTTER TAPER SLIM FLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Tapered, Relieved","Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S621E.JPG,232-1179-ND,S621E,Swanstrom Tools USA,CUTTER TAPER SLIM SUPERFLSH,6,0,"82.94000","0","1","*","Active","Side (Diagonal)","Tapered, Relieved","Super Full Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/MFG_S215E.jpg,232-1129-ND,S215E,Swanstrom Tools USA,CUTTER LONG NOSE SUPERFLSH 45,8,0,"83.00000","0","1","*","Active","Tip (End)","Angled, 45°","Semi Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/SwanstromCatalog.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S219E.JPG,232-1131-ND,S219E,Swanstrom Tools USA,CUTTER LONG NOSE SUPERFLSH,7,0,"83.00000","0","1","*","Active","Tip (End)","Tapered","Semi Flush","-","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Super_Tools.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/S224.jpg,232-1248-ND,S224,Swanstrom Tools USA,CUTTER SUPER FLUSH SMALL,5,0,"83.00000","0","1","Super Tools™","Active","Tip (End)","Angled, 45°","Semi Flush","5.04"" (128.0mm)","Ergonomic, ESD Safe"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/M509.jpg,232-1067-ND,M509,Swanstrom Tools USA,CUTTER SIZE 5 SEMI-FLUSH,16,0,"85.14000","0","1","M","Active","Side (Diagonal)","Oval","Semi Flush","4.75"" (120.7mm)","ESD Safe, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/M%20Series%20Cutters.pdf,//media.digikey.com/photos/Swanstrom%20Photos/M141.jpg,232-1053-ND,M141,Swanstrom Tools USA,CUTTER SIZE 4 OVAL FLUSH,9,0,"85.14000","0","1","M","Active","Side (Diagonal)","Oval","Full Flush","4.70"" (119.4mm)","Soft Grips"
http://www.swanstromtools.com/Swanstrom_MSeries_2_page.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/M609.jpg,232-1071-ND,M609,Swanstrom Tools USA,CUTTER SIZE 6 OVAL SEMI-FLUSH,8,0,"85.14000","0","1","M","Active","Side (Diagonal)","Oval","Semi Flush","5.20"" (132.0mm)","ESD Safe, Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/M%20Series%20Cutters.pdf,//media.digikey.com/Photos/Swanstrom%20Photos/M140.jpg,232-1051-ND,M140,Swanstrom Tools USA,CUTTER SIZE 4 OVAL SEMI-FLUSH,6,0,"85.14000","0","1","M","Active","Side (Diagonal)","Oval","Semi Flush","4.75"" (120.7mm)","Soft Grips"
//media.digikey.com/pdf/Data%20Sheets/Swanstrom%20Tools%20PDFs/M%20Series%20Cutters.pdf,//media.digikey.com/photos/Swanstrom%20Photos/M143.jpg,232-1054-ND,M143,Swanstrom Tools USA,CUTTER SIZE 4 MICRO SEMI-FLUSH,6,0,"85.14000","0","1","M","Active","Side (Diagonal)","Tapered, Relieved","Semi Flush","4.70"" (119.4mm)","Soft Grips"
