Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Slotted/Unslotted","Size","Length","Thickness","Material","Plating"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Modular_Term_Blocks.pdf,-,281-4805-ND,1805980000,Weidmüller,TERMINAL TS 35X15/6X18 2M/ST/ZN,8,666,"36.62000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Modular_Term_Blocks.pdf,-,281-5943-ND,1866290000,Weidmüller,TERMINAL TS 35X15/6X25 2M/ST/ZN,11,9,"37.06000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0316400000.pdf,-,281-5358-ND,0316400000,Weidmüller,TAS 20 SUPPORT RAIL 2M ZN,20,300,"43.04000","0","1","-","Active","C Section","Unslotted","-","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0330800000.pdf,-,281-4099-ND,0330800000,Weidmüller,DIN RAIL 35X7.5MM UNSLOT ALUM 2M,20,1400,"44.15000","0","1","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Component%20Carriers%20&%20Housings.pdf,-,281-4926-ND,0498000000,Weidmüller,DIN RAIL 35MMX15MM UNSLOT 2M,10,190,"44.91000","0","1","-","Active","-","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.091"" (2.30mm)","Steel","-"
-,-,281-5244-ND,997479,Weidmüller,"TS 35X7.5,2M,STAINLESS STEEL",20,620,"46.40000","0","1","-","Active","-","-","-","-","-","-","-"
-,-,281-5246-ND,999789,Weidmüller,TS35 2-1/4 SUPPORT RAIL AL 2,20,220,"54.05000","0","1","-","Active","-","Unslotted","-","78.740"" (2000.00mm)","-","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0169300000.pdf,-,281-5794-ND,0169300000,Weidmüller,DIN RAIL 32X15MM UNSLOT ALUM 2M,10,540,"54.76000","0","1","-","Active","G Section","Unslotted","1.260"" W x 0.591"" H (32.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0270100000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_0270100000.jpg,281-4065-ND,0270100000,Weidmüller,DIN RAIL 35MMX15MM UNSLOT 2M,2,51,"269.73000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.091"" (2.30mm)","Copper","-"
-,-,1920-2144-ND,197-049,Altech Corporation,TS15/49.5 DIN RAIL FOR TK77 97 S,30,0,"3.11000","0","1","TK","Active","Top Hat","Slotted","-","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/8TK2-6.JPG,A114116-ND,8TK2-6,TE Connectivity AMP Connectors,DIN RAIL 58.42MMX17.78MM SLOTTED,64,0,"3.76000","0","1","Buchanan","Active","C Section","Slotted","2.300"" W x 0.700"" H (58.42mm x 17.78mm)","6.000"" (152.40mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/5-1437685-5_Dwg.pdf,//media.digikey.com/Photos/Tyco%20Photos/5-1437685-5.jpg,6TK2-6-ND,6TK2-6,TE Connectivity AMP Connectors,DIN RAIL 105.41X17.78MM SLOTTED,59,0,"3.76000","0","1","Buchanan","Active","C Section","Slotted","4.150"" W x 0.700"" H (105.41mm x 17.78mm)","6.000"" (152.40mm)","-","Poly-Vinyl Chloride (PVC)","-"
//media.digikey.com/pdf/Data%20Sheets/Curtis%20Industries/Terminal_Blocks_Cat.pdf,-,SW-192-ND,SW-192,Curtis Industries,DIN RAIL SLOTTED,20,0,"20.83000","0","1","SW","Active","Top Hat","Slotted","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1207650,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207650.jpg,277-16990-ND,1207650,Phoenix Contact,DIN RAIL MATERIAL: STEEL GALVANI,12,0,"6.19000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","19.685"" (500.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/0814681.JPG,277-5425-ND,0814681,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,11,0,"30.53000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","-","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207649.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207649.jpg,277-10192-ND,1207649,Phoenix Contact,DIN RAIL 35MMX7.5MM UNSLOT 1M,2,0,"4.12000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1207679,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207679.jpg,277-12718-ND,1207679,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 29.7"",11,0,"13.99000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","29.724"" (755.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0117500000.pdf,//media.digikey.com/Photos/Weidmuller/0117500000.JPG,281-3146-ND,0117500000,Weidmüller,DIN RAIL 15MMX5.5MM SLOTTED 2M,7,1150,"16.71000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1208018,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207679.jpg,277-12719-ND,1208018,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 2M,5,30,"19.57000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","-"
http://www.ia.omron.com/data_pdf/cat/pfp-__ds_csm1287.pdf,//media.digikey.com/photos/Omron%20Elect%20Photos/PFP-100N2.jpg,Z2611-ND,PFP-100N2,Omron Automation and Safety,DIN RAIL 35X16MM SLOTTED ALUM 1M,18,803,"21.37000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.630"" H (35.00mm x 16.00mm)","39.370"" (1000.00mm)","0.059"" (1.50mm)","Aluminum","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1206434,//media.digikey.com/Photos/Phoenix%20Photos/1206434.jpg,277-5674-ND,1206434,Phoenix Contact,DIN RAIL 35MMX7.5MM UNSLOT 2M,5,390,"29.19000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801704.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801704.jpg,277-5432-ND,0801704,Phoenix Contact,DIN RAIL 35X7.5MM UNSLOT ALUM 2M,20,508,"30.53000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1401695.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1401695.jpg,277-7264-ND,1401695,Phoenix Contact,DIN RAIL 15MMX5.5MM UNSLOT 2M,13,116,"31.46000","0","1","-","Active","Top Hat","Unslotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1204096,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1204096.jpg,277-12716-ND,1204096,Phoenix Contact,DIN RAIL 15X5MM SLOTTED STEEL 2M,10,16,"36.49000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/0801759.jpg,277-5553-ND,0801759,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,1,816,"36.62000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801775.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801775.jpg,277-10877-ND,0801775,Phoenix Contact,DIN RAIL 35MMX7.50MM UNSLOT 2M,3,2,"40.78000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201714.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1201714.jpg,277-7263-ND,1201714,Phoenix Contact,DIN RAIL 35X15MM UNSLOT STEEL 2M,0,520,"76.73000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/0806602.JPG,277-5578-ND,0806602,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 2M,3,0,"89.84000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207655.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207655.jpg,277-10190-ND,1207655,Phoenix Contact,DIN RAIL 35X15MM UNSLOT STEEL 1M,19,300,"7.03000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/1207682.jpg,277-5614-ND,1207682,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 37.6"",5,0,"18.54000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","37.598"" (955.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1210019.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1210019.jpg,277-16992-ND,1210019,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,5,350,"23.17000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","-","-","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0217900000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_0217900000.jpg,281-4055-ND,0217900000,Weidmüller,DIN RAIL 15MMX5.5MM SLOTTED 2M,0,0,"25.74000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0514570000.pdf,-,281-4172-ND,0514570000,Weidmüller,DIN RAIL 35MMX7.50MM SLOTTED 2M,4,6280,"26.19000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0514300000.pdf,//media.digikey.com/Photos/Weidmuller/0514300000.jpg,281-5398-ND,0514300000,Weidmüller,DIN RAIL 35MMX15MM UNSLOT PVC 2M,1,40,"37.87000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.165"" (4.20mm)","Poly-Vinyl Chloride (PVC)","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0300-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 3"",0,0,"0.51000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","3.000"" (76.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0300-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 3"",0,0,"0.51000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","3.000"" (76.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0300-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 3"",0,0,"0.57000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","3.000"" (76.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0300-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 3"",0,0,"0.57000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","3.000"" (76.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0400-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 4"",0,0,"0.68000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","4.000"" (101.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0400-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 4"",0,0,"0.68000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","4.000"" (101.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0400-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 4"",0,0,"0.76000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","4.000"" (101.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0400-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 4"",0,0,"0.76000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","4.000"" (101.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0500-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 5"",0,0,"0.81000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","5.000"" (127.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0500-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 5"",0,0,"0.81000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","5.000"" (127.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0500-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 5"",0,0,"0.86000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","5.000"" (127.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0500-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 5"",0,0,"0.86000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","5.000"" (127.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0600-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 6"",0,0,"0.88000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","6.000"" (152.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0600-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 6"",0,0,"0.88000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","6.000"" (152.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0600-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 6"",0,0,"0.97000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","6.000"" (152.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0600-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 6"",0,0,"0.97000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","6.000"" (152.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0700-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 7"",0,0,"1.03000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","7.000"" (177.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0700-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 7"",0,0,"1.03000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","7.000"" (177.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0700-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 7"",0,0,"1.13000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","7.000"" (177.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0700-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 7"",0,0,"1.13000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","7.000"" (177.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0800-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 8"",0,0,"1.17000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","8.000"" (203.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0800-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 8"",0,0,"1.17000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","8.000"" (203.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0800-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 8"",0,0,"1.30000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","8.000"" (203.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0800-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 8"",0,0,"1.30000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","8.000"" (203.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S0900-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 9"",0,0,"1.32000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","9.000"" (228.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U0900-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 9"",0,0,"1.32000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","9.000"" (228.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S0900-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 9"",0,0,"1.46000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","9.000"" (228.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U0900-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 9"",0,0,"1.46000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","9.000"" (228.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S1000-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 10"",0,0,"1.47000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","10.000"" (254.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U1000-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 10"",0,0,"1.47000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","10.000"" (254.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S1100-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 11"",0,0,"1.61000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","11.000"" (279.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U1100-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 11"",0,0,"1.61000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","11.000"" (279.40mm)","0.039"" (1.00mm)","Steel","Zinc"
