Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Size / Dimension","Thickness","Density","Material","Material Flammability Rating","Color"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-45EG%5EPSA-1.0-RING-PAD.JPG",EAR1309-ND,CF-45EG/PSA 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 1.0 RING PAD,174,0,"1.23000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-42EG%5EPSA-1.0-RING-PAD.jpg",EAR1299-ND,CF-42EG/PSA 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 1.0 RING PAD,171,0,"1.23000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-45EG%5EPSA-1.0-DISK-PAD.jpg",EAR1308-ND,CF-45EG/PSA 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 1.0 DISK PAD,161,0,"1.23000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47EG.jpg",EAR1029-ND,CF47EG 2MM A4,"3M - Aearo Technologies, LLC",CONFOR CF47EG 2.0MMT X A4,113,0,"1.46000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF45EG.jpg",EAR1023-ND,CF45EG 2MM A4,"3M - Aearo Technologies, LLC",CONFOR CF45EG 2.0MMT X A4,107,0,"1.46000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF40EG.jpg",EAR1003-ND,CF40EG 2MM A4,"3M - Aearo Technologies, LLC",CONFOR CF40EG 2.0MMT X A4,66,0,"1.46000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42EG.jpg",EAR1009-ND,CF42EG 2MM A4,"3M - Aearo Technologies, LLC",CONFOR CF42EG 2.0MMT X A4,66,0,"1.46000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1032-ND,CF47SC 0.6MM,"3M - Aearo Technologies, LLC",CONFOR CF47SC 0.6MMT X 5"" X 7"",266,0,"1.67000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.024"" (0.60mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1034-ND,CF47SC 0.8MM,"3M - Aearo Technologies, LLC",CONFOR CF47SC 0.8MMT X 5"" X 7"",97,0,"1.68000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.031"" (0.79mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1014-ND,CF42SC 0.8MM,"3M - Aearo Technologies, LLC",CONFOR CF42SC 0.8MMT X 5"" X 7"",95,0,"1.68000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.031"" (0.79mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1036-ND,CF47SC 1MM,"3M - Aearo Technologies, LLC",CONFOR CF47SC 1.0MMT X 5"" X 7"",84,0,"1.70000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1016-ND,CF42SC 1MM,"3M - Aearo Technologies, LLC",CONFOR CF42SC 1.0MMT X 5"" X 7"",52,0,"1.70000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1018-ND,CF42SC 1.2MM,"3M - Aearo Technologies, LLC",CONFOR CF42SC 1.2MMT X 5"" X 7"",58,0,"1.73000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.047"" (1.20mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1038-ND,CF47SC 1.2MM,"3M - Aearo Technologies, LLC",CONFOR CF47SC 1.2MMT X 5"" X 7"",91,0,"2.43000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.047"" (1.20mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1033-ND,CF47SC 0.6MM A4,"3M - Aearo Technologies, LLC",CONFOR CF47SC 0.6MMT X A4,100,0,"4.62000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.024"" (0.60mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1013-ND,CF42SC 0.6MM A4,"3M - Aearo Technologies, LLC",CONFOR CF42SC 0.6MMT X A4,90,0,"4.62000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.024"" (0.60mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1015-ND,CF42SC 0.8MM A4,"3M - Aearo Technologies, LLC",CONFOR CF42SC 0.8MMT X A4,43,0,"4.65000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.031"" (0.79mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1017-ND,CF42SC 1MM A4,"3M - Aearo Technologies, LLC",CONFOR CF42SC 1.0MMT X A4,98,0,"4.72000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1037-ND,CF47SC 1MM A4,"3M - Aearo Technologies, LLC",CONFOR CF47SC 1.0MMT X A4,33,0,"4.72000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278449O/e-a-r-electronics-materials-brochure.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47SC.jpg",EAR1039-ND,CF47SC 1.2MM A4,"3M - Aearo Technologies, LLC",CONFOR CF47SC 1.2MMT X A4,84,0,"4.78000","0","1","CONFOR™ SC","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.047"" (1.20mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1278450O/e-a-r-confor-cfnt-egs-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CFNT-EGS-xxxxx.jpg",EAR1041-ND,CFNT-EGS 12MM A4,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 12 MMT X A4,27,0,"8.30000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.472"" (12.00mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1278450O/e-a-r-confor-cfnt-egs-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CFNT-EGS-xxxxx.jpg",EAR1043-ND,CFNT-EGS 15MM A4,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 15 MMT X A4,85,0,"10.26000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.591"" (15.00mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1278450O/e-a-r-confor-cfnt-egs-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CFNT-EGS-xxxxx.jpg",EAR1045-ND,CFNT-EGS 19MM A4,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 19 MMT X A4,38,0,"13.41000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.748"" (19.00mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-42EG-0.125-RING-PAD.jpg",EAR1289-ND,CF-42EG 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 0.125 RING PAD,400,0,"0.49000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-45EG-0.125-SQUARE-PAD.jpg",EAR1302-ND,CF-45EG 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 0.125 SQUARE PAD,400,0,"0.49000","0","1","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-40EG-0.125-SQUARE-PAD.jpg",EAR1280-ND,CF-40EG 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG 0.125 SQUARE PAD,399,0,"0.49000","0","1","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-45EG-0.125-RING-PAD.JPG",EAR1301-ND,CF-45EG 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 0.125 RING PAD,399,0,"0.49000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-40EG-0.25-RING-PAD.jpg",EAR1282-ND,CF-40EG 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG 0.25 RING PAD,300,0,"0.55000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-42EG%5EPSA-0.125-DISK-PAD.jpg",EAR1294-ND,CF-42EG/PSA 0.125 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.125 DISK P,1000,0,"0.80000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-42EG%5EPSA-0.125-RING-PAD.jpg",EAR1295-ND,CF-42EG/PSA 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.125 RING P,1000,0,"0.80000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-40EG-1.0-RING-PAD.jpg",EAR1285-ND,CF-40EG 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG 1.0 RING PAD,100,0,"0.92000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-47EG-1.0-DISK-PAD.jpg",EAR1316-ND,CF-47EG 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 1.0 DISK PAD,100,0,"0.92000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-47EG-1.0-RING-PAD.jpg",EAR1317-ND,CF-47EG 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 1.0 RING PAD,100,0,"0.92000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CFNT-EGS-1.0-RING-PAD.jpg",EAR1323-ND,CFNT-EGS 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 1.0 RING PAD,100,0,"0.92000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CF-42EG%5EPSA-0.5-RING-PAD.JPG",EAR1296-ND,CF-42EG/PSA 0.5 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.5 RING PAD,300,0,"0.98000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CFNT-EGS%5EPSA-0.75-DISK-PAD.JPG",EAR1324-ND,CFNT-EGS/PSA 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.75 DISK P,200,0,"1.10000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/CFNT-EGS%5EPSA-0.75-RING-PAD.jpg",EAR1325-ND,CFNT-EGS/PSA 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.75 RING P,200,0,"1.10000","0","1","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1378-ND,CF45EG/PSA 3MM,"3M - Aearo Technologies, LLC",CF-45EG/PSA 3.0MM X 5"" X 7"",100,0,"1.08000","0","1","CONFOR™ EG","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.118"" (3.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,//media.digikey.com/Photos/3M%20Photos/CF40EG-PSA-3MM-A4.jpg,EAR1368-ND,CF40EG/PSA 3MM,"3M - Aearo Technologies, LLC",CF-40EG/PSA 3.0MM X 5"" X 7"",99,0,"1.08000","0","1","CONFOR™ EG","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.118"" (3.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1381-ND,CF47EG/PSA 3MM,"3M - Aearo Technologies, LLC",CF-47EG/PSA 3.0MM X 5"" X 7"",99,0,"1.08000","0","1","CONFOR™ EG","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.118"" (3.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42EG.jpg",EAR1371-ND,CF42EG/PSA 3MM,"3M - Aearo Technologies, LLC",CF-42EG/PSA 3.0MM X 5"" X 7"",97,0,"1.08000","0","1","CONFOR™ EG","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.118"" (3.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF47EG.jpg",EAR1402-ND,CF47EG/PSA 1.5MM A4,"3M - Aearo Technologies, LLC",CF-47EG/PSA 1.5MM X A4,90,0,"1.90000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.059"" (1.50mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1399-ND,CF45EG/PSA 1.5MM A4,"3M - Aearo Technologies, LLC",CF-45EG/PSA 1.5MM X A4,87,0,"1.90000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.059"" (1.50mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42EG.jpg",EAR1392-ND,CF42EG/PSA 1.5MM A4,"3M - Aearo Technologies, LLC",CF-42EG/PSA 1.5MM X A4,86,0,"1.90000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.059"" (1.50mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF40EG.jpg",EAR1389-ND,CF40EG/PSA 1.5MM A4,"3M - Aearo Technologies, LLC",CF-40EG/PSA 1.5MM X A4,79,0,"1.90000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.059"" (1.50mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1382-ND,CF47SC/PSA 0.6MM,"3M - Aearo Technologies, LLC",CF-47SC/PSA 0.6MM X 5"" X 7"",89,0,"1.94000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.024"" (0.60mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1372-ND,CF42SC/PSA 0.6MM,"3M - Aearo Technologies, LLC",CF-42SC/PSA 0.6MM X 5"" X 7"",85,0,"1.94000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.024"" (0.60mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1383-ND,CF47SC/PSA 0.8MM,"3M - Aearo Technologies, LLC",CF-47SC/PSA 0.8MM X 5"" X 7"",95,0,"1.95000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.031"" (0.79mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1373-ND,CF42SC/PSA 0.8MM,"3M - Aearo Technologies, LLC",CF-42SC/PSA 0.8MM X 5"" X 7"",88,0,"1.95000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.031"" (0.79mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1385-ND,CF47SC/PSA 1MM,"3M - Aearo Technologies, LLC",CF-47SC/PSA 1.0MM X 5"" X 7"",95,0,"1.98000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1375-ND,CF42SC/PSA 1MM,"3M - Aearo Technologies, LLC",CF-42SC/PSA 1.0MM X 5"" X 7"",90,0,"1.98000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.039"" (1.00mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF42SC.jpg",EAR1374-ND,CF42SC/PSA 1.2MM,"3M - Aearo Technologies, LLC",CF-42SC/PSA 1.2MM X 5"" X 7"",85,0,"2.00000","0","1","CONFOR™ SC","Active","5.00"" W x 7.00"" L (127.0mm x 177.8mm)","0.047"" (1.20mm)","101 kg/m³","Polyurethane","UL94 HF-1","Black"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1400-ND,CF45EG/PSA 2MM A4,"3M - Aearo Technologies, LLC",CF-45EG/PSA 2.0MM X A4,97,0,"2.22000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1426623O/confor-eg-mss50.pdf,-,EAR1403-ND,CF47EG/PSA 2MM A4,"3M - Aearo Technologies, LLC",CF-47EG/PSA 2.0MM X A4,97,0,"2.22000","0","1","CONFOR™ EG","Active","8.27"" W x 11.69"" L (210.0mm x 297.0mm)","0.079"" (2.00mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
