Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Connector Type","Number of Positions","Number of Rows","Termination Style"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppa/cppa48fmwbly/media/C-COCPPA48FMWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPA48FMWBLY.jpg,298-12622-ND,CPPA48FMWBLY,Panduit Corp,MINI COM 48-PORT MODULAR FLUSH M,10,0,"139.46000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppa/cppa48fmwwh/media/C-OTCPPA48FMWWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPA48FMWWH.jpg,298-16594-ND,CPPA48FMWWH,Panduit Corp,MINI COM 48 PORT FLUSH MOUNT ANG,5,0,"139.46000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/u/ui/uic/uicm/uicmppa48bly/media/C-COUICMPPA48BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_UICMPPA48BLY.jpg,298-16385-ND,UICMPPA48BLY,Panduit Corp,"PATCH PANEL, 48 PORT, ANGLED, UL",10,0,"142.68000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
-,-,298-16928-ND,QSP48HDWH,Panduit Corp,QN PATCH PANEL FOR SHIELDED CASS,4,0,"145.29000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","1","-"
https://www.belden.com/hubfs/resources/technical/technical-data/english/RV5PPF1U24XX.pdf,-,BEL14104-ND,RV5PPF1U24WH,Belden Inc.,CAT5E REVCONN PATCH PNL,2,0,"157.31000","0","1","KeyConnect","Active","Patch Panel, Cat5e","RJ45","24","1","RJ45 Connector"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp1/dp12/dp12688tgy/media/C-CODP12688TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP12688TGY.jpg,298-16161-ND,DP12688TGY,Panduit Corp,"PUNCHDOWN PATCH PANEL, CAT 6, FL",15,0,"159.60000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","12","1","Punch Down"
http://www.panduit.com/heiler/PartDrawings/C-COVP24382TV25Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_VP24382TV25Y.jpg,298-12439-ND,VP24382TV25Y,Panduit Corp,VOICE PATCH PANEL RJ45 TO RJ21,4,0,"160.49000","0","1","Voice-Patch™","Active","Modular Panel","RJ45","24","1","RJ21 Connector"
http://www.panduit.com/heiler/PartDrawings/C-NKNK6PPG12WY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NK6PPG12WY.jpg,298-15058-ND,NK6PPG12WY,Panduit Corp,PATCH PANEL CAR6 12PORT BLK,5,0,"162.17000","0","1","NetKey®","Active","Patch Panel, Cat6","RJ45 Jack","12","1","Punch Down"
https://www.belden.com/hubfs/resources/technical/technical-data/english/RV5PPF1U24XX.pdf,-,BEL14103-ND,RV5PPF1U24BK,Belden Inc.,CAT5E REVCONN PATCH PNL,3,0,"169.77000","0","1","KeyConnect","Active","Patch Panel, Cat5e","RJ45","24","1","RJ45 Connector"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpa4/cpa48bly/media/C-COCPA48BLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPA48BLY.jpg,298-16143-ND,CPA48BLY,Panduit Corp,"PATCH PANEL, 48 PORT, ANGLED, AL",19,0,"176.44000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nk/nk5/nk5e/nk5eppg24y/media/C-NKNK5EPPG24Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NK5EPPG24Y.jpg,298-12359-ND,NK5EPPG24Y,Panduit Corp,PANEL PATCH CAT5E 24PORT 1ROW,4,0,"177.28000","0","1","NetKey®","Active","Patch Panel, Cat5e","RJ45 Jack","24","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d2/d2c/d2cm/d2cmb/media/C-RKD2CM--ENG.pdf,-,298-18924-ND,D2CMB,Panduit Corp,PDU BRACKETCABLE MANAGEMENT BRAC,2,0,"186.20000","0","1","*","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/d2/d2c/d2cm/d2cmb/media/C-RKD2CM--ENG.pdf,-,298-18925-ND,D2CMW,Panduit Corp,PDU BRACKETCABLE MANAGEMENT BRAC,2,0,"186.20000","0","1","*","Active","-","-","-","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/904-00382.pdf,-,1436-2495-ND,PP24SMOD1AU,HellermannTyton,"MODULAR PATCH PANEL, ANGLED, SHI",3,0,"199.57000","0","1","-","Active","Modular Panel","RJ45 Jack (Not Provided)","24","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppa/cppa48hdewbl/media/C-COCPPA48HDEWBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPA48HDEWBL.jpg,298-16152-ND,CPPA48HDEWBL,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR AN",5,0,"201.08000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppa/cppa48hdwbly/media/C-COCPPA48HDWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPA48HDWBLY.JPG,298-13046-ND,CPPA48HDWBLY,Panduit Corp,"PATCH PANEL 48 PORT, MODULAR ANG",3,0,"201.08000","0","1","-","Active","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppa/cppa48hdwwh/media/C-COCPPA48HDWBLY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPA48HDWWH.jpg,298-16595-ND,CPPA48HDWWH,Panduit Corp,MINI COM 48 PORT HIGH DENSITY AN,3,0,"201.08000","0","1","Mini-Com®","Active","Modular Panel","-","48","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI10-0531-003CST.pdf,-,1436-2494-ND,PP48MOD1AU,HellermannTyton,"MODULAR PATCH PANEL, ANGLED, 48",3,0,"204.38000","0","1","-","Active","Modular Panel","RJ45 Jack (Not Provided)","48","2","-"
https://www.belden.com/hubfs/resources/technical/technical-data/english/RV5PPF1U24XX.pdf,-,BEL14208-ND,RV6PPF1U24WH,Belden Inc.,CAT6+ REVCONN PATCH PNL,3,0,"206.00000","0","1","KeyConnect","Active","-","RJ45","24","1","RJ45 Connector"
http://www.panduit.com/heiler/PartDrawings/C-NKNKPPA48HDY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NKPPA48HDY.jpg,298-15091-ND,NKPPA48HDY,Panduit Corp,PATCH PANEL 48 PORT 2 ROW ANGLED,10,0,"208.79000","0","1","NetKey®","Active","Modular Panel, Keystone","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/q/qa/qap/qapp/qapp48hdbl/media/D-NCCB78--WW-ENG-PrefPartsNetInfrastructureNA-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QAPP48HDBL.JPG,298-12848-ND,QAPP48HDBL,Panduit Corp,48-PORT ANGLED HIGH DENSITY PATC,4,0,"216.86000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","1","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QAPP48HDVNSWH.jpg,298-16920-ND,QAPP48HDVNSWH,Panduit Corp,"QN PATCH PANEL, VERTICAL NUMBERE",4,0,"216.86000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_QAPP48HDWH.jpg,298-16921-ND,QAPP48HDWH,Panduit Corp,"QN PATCH PANEL, ANGLED, 48 PORT,",4,0,"216.86000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp2/dp24/dp245e88tgy/media/C-CODP245E88TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP245E88TGY.JPG,298-12627-ND,DP245E88TGY,Panduit Corp,DATAPATCH 24-PORT CATEGORY 5E PU,4,0,"238.16000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","24","2","Punch Down"
https://assets.tripplite.com/product-pdfs/en/n254024.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-024.jpg,TL2101-ND,N254-024,Tripp Lite,PATCH PANEL 568A/B RJ45 1URM TAA,4,0,"242.40000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","-"
-,-,298-16923-ND,QASP48HDWH,Panduit Corp,QN PATCH PANEL FOR SHIELDED CASS,4,0,"249.39000","0","1","QuickNet™","Active","Patch Panel, Fiber","-","48","2","-"
http://www.panduit.com/heiler/PartDrawings/C-NKNK6PPG24Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NK6PPG24Y.jpg,298-12378-ND,NK6PPG24Y,Panduit Corp,PANEL PATCH CAT6 24PORT 1ROW,4,0,"254.86000","0","1","NetKey®","Active","Patch Panel, Cat6","RJ45 Jack","24","1","Punch Down"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVQ-MIQPU24.JPG,298-12841-ND,PVQ-MIQPU24,Panduit Corp,24-PORT UNPOPULATED UTP MODULAR,2,0,"278.78000","0","1","PanView iQ™","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dpa/dpa2/dpa245e88tgy/media/C-CODPA245E88TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPA245E88TGY.jpg,298-16163-ND,DPA245E88TGY,Panduit Corp,PATCH PANEL 24-PORT,5,0,"280.63000","0","1","-","Active","Patch Panel, Cat5","RJ45 Jack","24","1","Punch Down"
https://assets.tripplite.com/product-pdfs/en/n48401u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-01U.jpg,TL2128-ND,N484-01U,Tripp Lite,FIBER PATCH PANEL,5,0,"290.88000","0","1","Network","Active","Patch Panel, Fiber","-","4","1","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_PVQ-MIQPS24.JPG,298-12840-ND,PVQ-MIQPS24,Panduit Corp,24-PORT UNPOPULATED STP MODULAR,2,0,"294.94000","0","1","PanView iQ™","Active","Modular Panel","-","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp2/dp24/dp24688tgy/media/C-CODP24688TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP24688TGY.JPG,298-12628-ND,DP24688TGY,Panduit Corp,DATAPATCH 24-PORT CATEGORY 6 PUN,2,0,"308.65000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","24","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nk/nk5/nk5e/nk5eppg48y/media/C-NKNK5EPPG48Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NK5EPPG48Y.jpg,298-12360-ND,NK5EPPG48Y,Panduit Corp,PANEL PATCH CAT5E 48PORT 2ROW,3,0,"330.89000","0","1","NetKey®","Active","Patch Panel, Cat5e","RJ45 Jack","48","2","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpp/cppk/cppkl6g24wbl/media/C-COCPPKL6G24WBL--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPPKL6G24WBL.jpg,298-16153-ND,CPPKL6G24WBL,Panduit Corp,"PATCH PANEL KIT, 24 PORT, CAT 6",4,0,"339.72000","0","1","Mini-Com®","Active","Modular Panel","-","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n48202u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-02U.jpg,TL2127-ND,N482-02U,Tripp Lite,FIBER PATCH PANEL,4,0,"346.94000","0","1","Network","Active","Patch Panel, Fiber","LC (Not Provided)","14","1","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NK6XPPG24Y.jpg,298-15068-ND,NK6XPPG24Y,Panduit Corp,"NK PUNCHDOWN PATCH PANEL, CAT 6A",3,0,"364.70000","0","1","*","Active","-","-","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-CODPA24688TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPA24688TGY.jpg,298-16164-ND,DPA24688TGY,Panduit Corp,PATCH PANEL 24-PORT,10,0,"385.80000","0","1","-","Active","Patch Panel, Cat6","RJ45 Jack","24","1","Punch Down"
http://www.switchcraft.com/Documents/switchcraft_studiopatch_npb_563c_update_alt3.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/1625.jpg,SC3517-ND,1625,Switchcraft Inc.,STUDIO PATCH 16 PTS,5,0,"426.30000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","16","2","Connector"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp2/cp24/cp24wsbbk6tgbl/media/C-COCP24WSBBK6TGXX--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CP24WSBBK6TGBL.jpg,298-16138-ND,CP24WSBBK6TGBL,Panduit Corp,24-PORT MODULAR SHIELDED PATCH P,3,0,"447.88000","0","1","Mini-Com®","Active","Patch Panel, Cat6","RJ45 Jack","24","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp4/dp48/dp485e88tgy/media/C-CODP485E88TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP485E88TGY.JPG,298-12630-ND,DP485E88TGY,Panduit Corp,DATAPATCH 48-PORT CATEGORY 5E PU,3,0,"448.57000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","48","2","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp2/dp24/dp246x88tgy/media/C-CODP246X88TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP246X88TGY.JPG,298-12629-ND,DP246X88TGY,Panduit Corp,DATAPATCH 24-PORT CATEGORY 6A PU,2,0,"456.21000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","24","1","Punch Down"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cp2/cp24/cp245e88bly/media/C-COCP245E88BLY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CP24688BL.jpg,298-16137-ND,CP24688BL,Panduit Corp,PANEL PATCH CAT6 24PORT 1ROW,15,0,"480.69000","0","1","-","Active","Patch Panel, Cat6","RJ45","24","1","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dpa/dpa2/dpa246x88tgy/media/C-CODPA246X88TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DPA246X88TGY.jpg,298-16165-ND,DPA246X88TGY,Panduit Corp,"PUNCHDOWN PATCH PANEL, CAT 6A, A",5,0,"492.67000","0","1","*","Active","Punchdown Panel","RJ45","24","1","Punch Down"
http://www.panduit.com/heiler/PartDrawings/C-NKNKA5EPPG48Y--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKA5EPPG48Y.JPG,298-12388-ND,NKA5EPPG48Y,Panduit Corp,PATCH PANEL CAT5E 48PORT 1ROW,2,0,"535.03000","0","1","NetKey®","Active","Patch Panel, Cat5e","RJ45 Jack","48","2","Punch Down"
http://www.switchcraft.com/Documents/20170116_passthroughpb_npb567_web.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_PT16TRS2DB25.jpg,SC2663-ND,PT16TRS2DB25,Switchcraft Inc.,I/O PANEL 1RU 16 T,5,0,"648.28000","0","1","PT","Active","Audio Jack Panel","1/4"" Phone Jack","16","1","Connector"
https://www.panduit.com/content/dam/panduit/en/products/assets/d/dp/dp4/dp48/dp48688tgy/media/C-CODP48688TGY--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_DP48688TGY.JPG,298-12631-ND,DP48688TGY,Panduit Corp,DATAPATCH 48-PORT CATEGORY 6 PUN,4,0,"665.87000","0","1","Data-Patch™","Active","Punchdown Panel","RJ45","48","2","Punch Down"
http://www.switchcraft.com/Documents/20170116_passthroughpb_npb567_web.pdf,-,SC3548-ND,PT16FX16M,Switchcraft Inc.,16 FEMALE XLR TO 16 MALE XLR,3,0,"690.90000","0","1","PT","Active","Audio Jack Panel","XLR, Male and Female","16","1","Connector"
