Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Features","Color","Material","For Use With/Related Products","Ventilation"
https://www.hammfg.com/files/parts/pdf/RM1U1922VBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM1U1922VBK.jpg,HM1687-ND,RM1U1922VBK,Hammond Manufacturing,"1U, 22"" DEEP RACK-MOUNT ENCLOSUR",16,1,"214.75000","0","1","RM","Active","Chassis, Enclosed","22.000"" L x 16.600"" W x 1.750"" H (558.80mm x 421.64mm x 44.45mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RM2U1922SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U1922SBK.jpg,HM1688-ND,RM2U1922SBK,Hammond Manufacturing,"2U, 22"" DEEP RACK-MOUNT ENCLOSUR",3,17,"241.51000","0","1","RM","Active","Chassis, Enclosed","22.000"" L x 16.600"" W x 3.500"" H (558.80mm x 421.64mm x 88.90mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U1922SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U1922SBK.jpg,HM1690-ND,RM3U1922SBK,Hammond Manufacturing,"3U, 22"" DEEP RACK-MOUNT ENCLOSUR",12,9,"286.30000","0","1","RM","Active","Chassis, Enclosed","22.000"" L x 16.600"" W x 5.250"" H (558.80mm x 421.64mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828054.JPG,1439-1002-ND,10828054,Schroff,ENCLOSURE 3U 75HP 434MM HEAVY,12,0,"298.03000","0","1","inpac","Active","Chassis, Open","17.106"" L x 17.559"" W x 5.217"" H (434.50mm x 446.00mm x 132.50mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RM3U1922SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U1922VBK.jpg,HM1691-ND,RM3U1922VBK,Hammond Manufacturing,"3U, 22"" DEEP RACK-MOUNT ENCLOSUR",24,32,"299.77000","0","1","RM","Active","Chassis, Enclosed","22.000"" L x 16.600"" W x 5.250"" H (558.80mm x 421.64mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828059.JPG,1439-1004-ND,10828059,Schroff,ENCLOSURE 4U 75HP 434MM HEAVY,20,0,"351.85000","0","1","inpac","Active","Chassis, Open","17.106"" L x 17.559"" W x 6.968"" H (434.50mm x 446.00mm x 177.00mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPS19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PBPS19001BK2.jpg,HM1584-ND,PBPS19001BK2,Hammond Manufacturing,PANEL FRONT 19X1.7X0.07"" BLACK,76,1386,"9.00000","0","1","PBPS","Active","Panel, Front","19.000"" L x 1.720"" W x 0.072"" H (482.60mm x 43.69mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1831.jpg,377-1300-ND,SFA-1831,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",76,127,"9.50000","0","1","SFA","Active","Panel, Front","19.000"" L x 1.750"" W x 0.125"" H (482.60mm x 44.45mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19005.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19005BK2.jpg,HM2243-ND,PBPS19005BK2,Hammond Manufacturing,PANEL FRONT 19X5.22X0.07"" BLACK,44,1135,"14.40000","0","1","PBPS","Active","Panel, Front","19.000"" L x 5.220"" W x 0.072"" H (482.60mm x 132.59mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19007.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM2244-ND,PBPS19007BK2,Hammond Manufacturing,PANEL FRONT 19X7X0.07"" BLACK,32,790,"17.00000","0","1","PBPS","Active","Panel, Front","19.000"" L x 6.970"" W x 0.072"" H (482.60mm x 177.04mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/PBPA19005BK2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPA19005LG2.jpg,HM2240-ND,PBPA19005LG2,Hammond Manufacturing,PANEL FRONT 19X5.22X0.13"" GRAY,46,295,"22.10000","0","1","PBPA","Active","Panel, Front","19.000"" L x 5.220"" W x 0.125"" H (482.60mm x 132.59mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/PBPA19005BK2.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19005UNF.jpg,HM810-ND,PBPA19005UNF,Hammond Manufacturing,PANEL FRONT 19X5.22X0.13"" NAT,12,177,"22.10000","0","1","PBPA","Active","Panel, Front","19.000"" L x 5.220"" W x 0.125"" H (482.60mm x 132.59mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/C-14442.jpg,377-1422-ND,C-14442,Bud Industries,COVER SMALL RACK MOUNT SOLID,37,65,"27.00000","0","1","-","Active","Chassis, Cover","17.000"" L x 16.000"" W x 0.050"" H (431.80mm x 406.40mm x 1.27mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNCE19BK1.jpg,HM1582-ND,DNCE19BK1,Hammond Manufacturing,PANEL FRONT 19X3.5"" BLACK,19,50,"27.20000","0","1","DNCE","Active","Panel, Front","19.000"" L x 3.500"" W (482.60mm x 88.90mm)","Cable Entry Systems","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14242.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/C-14245.jpg,377-1972-ND,C-14245,Bud Industries,RACKMOUNT INTERNAL CHASSIS,40,0,"30.00000","0","1","-","Active","Chassis, Panel","16.812"" L x 9.531"" W x 0.468"" H (427.02mm x 242.09mm x 11.89mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.budind.com/pdf/hb14460.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PRM-14460.jpg,377-1962-ND,PRM-14460,Bud Industries,BOX RACKMOUNT 1.75""X 8"" PLASTIC,83,34,"31.60000","0","1","-","Active","Chassis, Enclosed","8.000"" L x 18.940"" W x 1.720"" H (203.20mm x 481.08mm x 43.69mm)","PCB Supports","Black","Plastic, ABS","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb14400.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgC-14430,C-14431,C-14432.jpg",377-1419-ND,C-14432,Bud Industries,COVER SMALL RACK MOUNT VENTILATE,72,0,"32.00000","0","1","-","Active","Chassis, Cover","17.000"" L x 16.000"" W x 0.050"" H (431.80mm x 406.40mm x 1.27mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.hammondmfg.com/pdf/PBPA19008.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19008BK2.jpg,HM776-ND,PBPA19008BK2,Hammond Manufacturing,PANEL FRONT 19X8.7X0.13"" BLACK,64,212,"32.30000","0","1","PBPA","Active","Panel, Front","19.000"" L x 8.720"" W x 0.125"" H (482.60mm x 221.49mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RMP1913.PDF,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RMP1913.jpg,HM1605-ND,RMP1913,Hammond Manufacturing,PANEL CHASSIS 16.7X11X0.5"" UNPTD,27,92,"34.17000","0","1","RMP","Active","Chassis, Panel","16.700"" L x 10.980"" W x 0.510"" H (424.18mm x 278.89mm x 12.95mm)","-","Unpainted","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.budind.com/pdf/hb14242.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/TBC-14263.jpg,377-1397-ND,TBC-14263,Bud Industries,COVER FOR CHASSIS RACKMOUNT VENT,39,0,"35.50000","0","1","-","Active","Cover","21.875"" L x 16.790"" W x 0.437"" H (555.63mm x 426.47mm x 11.10mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.hammondmfg.com/pdf/PBPA19010.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19010BK2.jpg,HM777-ND,PBPA19010BK2,Hammond Manufacturing,PANEL FRONT 19X10.5X0.13"" BLACK,58,295,"36.55000","0","1","PBPA","Active","Panel, Front","19.000"" L x 10.470"" W x 0.125"" H (482.60mm x 265.94mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASU190107D.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASU190107DBK1.jpg,HM1239-ND,RASU190107DBK1,Hammond Manufacturing,SHELF FIXED 7X19X1.72"" BLACK,24,81,"36.55000","0","1","RAS","Active","Shelf, Fixed","7.000"" L x 19.000"" W x 1.720"" H (177.80mm x 482.60mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASU190107U.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASU190107UBK1.jpg,HM1238-ND,RASU190107UBK1,Hammond Manufacturing,SHELF FIXED 7X19X1.72"" BLACK,8,157,"36.55000","0","1","RAS","Active","Shelf, Fixed","7.000"" L x 19.000"" W x 1.720"" H (177.80mm x 482.60mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CH-14400.jpg,377-1205-ND,CH-14400,Bud Industries,RACK SMALL MNT CHASSIS ALUMINUM,44,54,"39.60000","0","1","-","Active","Chassis, Open","4.120"" L x 17.000"" W x 1.750"" H (104.65mm x 431.80mm x 44.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASV190107U.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASV190107UBK1.jpg,HM1242-ND,RASV190107UBK1,Hammond Manufacturing,SHELF FIXED 7X17.5X1.72"" BLACK,68,397,"40.00000","0","1","RAS","Active","Shelf, Fixed","7.000"" L x 17.500"" W x 1.720"" H (177.80mm x 444.50mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb14460.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PRM-14462.jpg,377-2073-ND,PRM-14462,Bud Industries,BOX RACKMOUNT 3.5"" X 8"" PLASTIC,69,236,"41.00000","0","1","-","Active","Chassis, Enclosed","8.000"" L x 18.940"" W x 3.416"" H (203.20mm x 481.08mm x 86.77mm)","PCB Supports","Black","Plastic, ABS","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPA19012.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19012BK2.jpg,HM778-ND,PBPA19012BK2,Hammond Manufacturing,PANEL FRONT 19X12.2X0.13"" BLACK,21,162,"41.60000","0","1","PBPA","Active","Panel, Front","19.000"" L x 12.220"" W x 0.125"" H (482.60mm x 310.39mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/24560080.jpg,1439-1175-ND,24560080,Schroff,SUBRACK 84HP 295MM EMC CVR 1SET,20,0,"44.41000","0","1","europacPRO","Active","Cover","16.800"" L x 11.614"" W x 0.272"" H (426.72mm x 295.00mm x 6.90mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.hammondmfg.com/pdf/RASUL190314.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASUL190314BK1.jpg,HM1240-ND,RASUL190314BK1,Hammond Manufacturing,SHELF FIXED 14.5X17.5X3.5"" BLACK,46,64,"44.80000","0","1","RAS","Active","Shelf, Fixed","14.500"" L x 17.500"" W x 3.470"" H (368.30mm x 444.50mm x 88.14mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19014.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19014BK2.jpg,HM779-ND,PBPA19014BK2,Hammond Manufacturing,PANEL FRONT 19X14X0.13"" BLACK,24,210,"46.40000","0","1","PBPA","Active","Panel, Front","19.000"" L x 13.970"" W x 0.125"" H (482.60mm x 354.84mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CH-14401.jpg,377-1206-ND,CH-14401,Bud Industries,RACK SMALL MNT CHASSIS ALUMINUM,62,117,"47.90000","0","1","-","Active","Chassis, Open","8.120"" L x 17.000"" W x 1.750"" H (206.25mm x 431.80mm x 44.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RASV190112BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASV190112BK1.jpg,HM5646-ND,RASV190112BK1,Hammond Manufacturing,UNIVERSAL RACCK SHELF VENTED,15,82,"48.00000","0","1","RAS","Active","Shelf, Fixed","12.000"" L x 17.500"" W x 1.720"" H (304.80mm x 444.50mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Fixed)-Panel_Mount.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASU190110BK1.jpg,HM2251-ND,RASU190315BK1,Hammond Manufacturing,SHELF FIXED 15X17.5X3.47"" BLACK,52,265,"49.60000","0","1","RAS","Active","Shelf, Fixed","15.000"" L x 17.500"" W x 3.470"" H (381.00mm x 444.50mm x 88.14mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASVL190514.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASVL190514BK1.jpg,HM1245-ND,RASVL190514BK1,Hammond Manufacturing,SHELF FIXED 14.5X17.5X5.22"" BLAC,19,23,"52.80000","0","1","RAS","Active","Shelf, Fixed","14.500"" L x 17.500"" W x 5.220"" H (368.30mm x 444.50mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RFUS1921.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RFUS1921BK1.jpg,HM758-ND,RFUS1921BK1,Hammond Manufacturing,SHELF FIXED 21X17.8X1.74"" BLACK,33,127,"56.00000","0","1","RF","Active","Shelf, Fixed","21.000"" L x 17.750"" W x 1.740"" H (533.40mm x 450.85mm x 44.20mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Fixed)-Panel_Mount.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASV190315BK1.jpg,HM2254-ND,RASV190315BK1,Hammond Manufacturing,SHELF FIXED 15X17.5X3.47"" BLACK,23,569,"56.00000","0","1","RAS","Active","Shelf, Fixed","15.000"" L x 17.500"" W x 3.470"" H (381.00mm x 444.50mm x 88.14mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPA19017.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19017BK2.jpg,HM781-ND,PBPA19017BK2,Hammond Manufacturing,PANEL FRONT 19X17.5X0.13"" BLACK,30,226,"56.80000","0","1","PBPA","Active","Panel, Front","19.000"" L x 17.470"" W x 0.125"" H (482.60mm x 443.74mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Fixed)-Panel_Mount.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASU190320BK1.jpg,HM5645-ND,RASU190320BK1,Hammond Manufacturing,SHELF FIXED 20X17.5X3.5"" BLACK,19,96,"57.60000","0","1","RAS","Active","Shelf, Fixed","20.000"" L x 17.500"" W x 3.470"" H (508.00mm x 444.50mm x 88.14mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RASV190318BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASV190318BK1.JPG,HM1591-ND,RASV190318BK1,Hammond Manufacturing,RACK VENTED SHELF,13,14,"57.60000","0","1","RAS","Active","Shelf, Fixed","18.000"" L x 17.500"" W x 3.470"" H (457.20mm x 444.50mm x 88.14mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb1719.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/60-2381.jpg,377-1189-ND,60-2381,Bud Industries,SHELF 17.9""X22.75"" NON VENT,12,0,"62.50000","0","1","60","Active","Shelf, Fixed","22.750"" L x 17.906"" W x 1.468"" H (577.85mm x 454.81mm x 37.29mm)","Cable Entry Systems","Black","Metal, Steel","60 Series Cabinets","Non-Vented"
http://www.budind.com/pdf/hb1750.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SA-1750-BT.jpg,377-1291-ND,SA-1750-BT,Bud Industries,RACK EQUPMNT SHELF-OPEN NON VENT,19,28,"64.55000","0","1","-","Active","Shelf, Fixed","15.000"" L x 19.000"" W x 5.218"" H (381.00mm x 482.60mm x 132.54mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb2379.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SH-2385.jpg,377-1308-ND,SH-2385,Bud Industries,SHELF VENTILATED STATIONARY,9,0,"67.90000","0","1","-","Active","Shelf, Fixed","21.250"" L x 17.906"" W x 1.578"" H (539.75mm x 454.81mm x 40.08mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/CH-14402.jpg,377-1207-ND,CH-14402,Bud Industries,RACK SMALL MNT CHASSIS ALUMINUM,32,11,"69.95000","0","1","-","Active","Chassis, Open","16.120"" L x 17.000"" W x 1.750"" H (409.45mm x 431.80mm x 44.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb2379.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SH-2382.jpg,377-1306-ND,SH-2382,Bud Industries,SHELF NON VENTILATED STATIONARY,32,230,"70.30000","0","1","-","Active","Shelf, Fixed","26.500"" L x 17.906"" W x 1.578"" H (673.10mm x 454.81mm x 40.08mm)","Cable Entry Systems","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1750.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SA-1751-BT.jpg,377-1292-ND,SA-1751-BT,Bud Industries,RACK EQUIPMENT SHELF-OPEN VENT,26,0,"70.45000","0","1","-","Active","Shelf, Fixed","15.000"" L x 19.000"" W x 5.218"" H (381.00mm x 482.60mm x 132.54mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb14212.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/RM-14213.jpg,377-1269-ND,RM-14213,Bud Industries,CHASSIS RAK-MOUNT 7""H,63,0,"71.60000","0","1","-","Active","Chassis, Open","17.060"" L x 17.000"" W x 7.000"" H (433.32mm x 431.80mm x 177.80mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb2379.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SH-2386.jpg,377-1309-ND,SH-2386,Bud Industries,SHELF VENTILATED STATIONARY,31,31,"73.60000","0","1","-","Active","Shelf, Fixed","26.500"" L x 17.906"" W x 1.578"" H (673.10mm x 454.81mm x 40.08mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RZVS1921.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RZVS1921BK1.jpg,HM2284-ND,RZVS1921BK1,Hammond Manufacturing,SHELF FIXED 20.8X17.8X1.3"" BLACK,61,61,"76.80000","0","1","RZ","Active","Shelf, Fixed","20.840"" L x 17.750"" W x 1.310"" H (529.34mm x 450.85mm x 33.27mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.budind.com/pdf/hb14099.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/HC-14099.jpg,377-1238-ND,HC-14099,Bud Industries,CHASSIS VALULINE 3.5"" X 17"" X 8"",16,0,"81.00000","0","1","Valuline","Active","Chassis, Enclosed","8.000"" L x 17.000"" W x 3.500"" H (203.20mm x 461.80mm x 88.90mm)","Handles","White","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1750.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SA-1753-BT.jpg,377-1294-ND,SA-1753-BT,Bud Industries,RACK ADJUSTABLE SHELF-OPEN VENT,15,0,"83.65000","0","1","-","Active","Shelf, Fixed","20.000"" L x 19.000"" W x 5.218"" H (508.00mm x 482.60mm x 132.54mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/ADSU2536BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_ADSU2536BK.jpg,HM2313-ND,ADSU2536BK,Hammond Manufacturing,SHELF ADJ SOLID 25X36X1.72 BLK,19,109,"90.00000","0","1","ADS","Active","Shelf, Fixed","19.000"" L x 36.000"" W x 1.720"" H (482.60mm x 914.40mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/ADSV2536BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_ADSV2536BK.jpg,HM2314-ND,ADSV2536BK,Hammond Manufacturing,SHELF ADJ VENTED 25X36X1.72 BLK,15,442,"90.00000","0","1","ADS","Active","Shelf, Fixed","19.000"" L x 36.000"" W x 1.720"" H (482.60mm x 914.40mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RAKS19.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RAKS19BK1.jpg,HM1587-ND,RAKS19BK1,Hammond Manufacturing,DRAWER KEYBRD 16X18.9X3.22"" BLK,4,126,"93.00000","0","1","RAK","Active","Shelf, Keyboard, Sliding","16.000"" L x 18.900"" W x 3.220"" H (406.40mm x 480.06mm x 81.79mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/20860127.JPG,1439-1130-ND,20860127,Schroff,RCKMNT CHASSIS 19"" 2U 84HP 340MM,7,0,"102.04000","0","1","multipacPRO","Active","Chassis, Enclosed","13.386"" L x 17.598"" W x 3.468"" H (340.00mm x 447.00mm x 88.10mm)","-","Natural","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM1U0808SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM1U0808SBK.jpg,HM5737-ND,RM1U0808SBK,Hammond Manufacturing,RACK SOLID,16,11,"103.35000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 1.750"" H (203.20mm x 210.82mm x 44.45mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U0808SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RM2U0808SBK.jpg,HM1600-ND,RM2U0808SBK,Hammond Manufacturing,RACK SOLID,9,0,"111.30000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 3.500"" H (203.20mm x 210.82mm x 88.90mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Shelves(Sliding)-Panel_Mount.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSUS1918BK1.jpg,HM2282-ND,RSVS1918BK1,Hammond Manufacturing,SHELF SLIDE 18.1X16.6X1.5"" BLACK,12,64,"125.25000","0","1","RS","Active","Shelf, Sliding","18.120"" L x 16.640"" W x 1.500"" H (460.25mm x 422.66mm x 38.10mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RSUS1918.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSUS1918BK1.jpg,HM2279-ND,RSUS1918BK1,Hammond Manufacturing,SHELF SLIDE 18.1X16.6X1.5"" BLACK,4,80,"125.25000","0","1","RS","Active","Shelf, Sliding","18.120"" L x 16.640"" W x 1.500"" H (460.25mm x 422.66mm x 38.10mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RSUS1926.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSUS1918BK1.jpg,HM2280-ND,RSUS1926BK1,Hammond Manufacturing,SHELF SLIDE 26.1X16.6X1.5"" BLACK,3,21,"138.00000","0","1","RS","Active","Shelf, Sliding","26.120"" L x 16.640"" W x 1.500"" H (663.45mm x 422.66mm x 38.10mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RMSC1904BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMSC1902BK1.jpg,HM5780-ND,RMSC1904BK1,Hammond Manufacturing,RACK SHELF,7,21,"138.43000","0","1","RMSC","Active","Door, Front","18.346"" L x 1.612"" W x 7.008"" H (466.00mm x 41.00mm x 178.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RSVS1931.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RSVS1931BK1.jpg,HM1610-ND,RSVS1931BK1,Hammond Manufacturing,SHELF SLIDE 31X16.6X1.5"" BLACK,11,50,"161.73000","0","1","RS","Active","Shelf, Sliding","31.000"" L x 16.640"" W x 1.500"" H (787.40mm x 422.66mm x 38.10mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
