Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Features","For Use With/Related Products"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0n/0nm/0nmf/nmf2/media/C-RKNM2B--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NMF2.JPG,298-12787-ND,NMF2,Panduit Corp,THE PANDUIT NETMANAGER HIGH CA,8,0,"79.50000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
https://www.hammfg.com/electrical/products/accessories/dstopk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DSTOPK.jpg,HM5365-ND,DSTOPK,Hammond Manufacturing,DOOR STOP KIT,20,150,"80.78000","0","1","DSTOPK","Active","Door Stop Kit","-","Cabinet Racks"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PCMDS19001BK1.jpg,HM2248-ND,PCMDS19003BK1,Hammond Manufacturing,PANEL FINGER METAL 2UNIT,3,330,"81.00000","0","1","-","Active","Mounting Brackets","Cable Entry Systems","19"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nc/ncm/ncmh/ncmhf2/media/NCMHF2(00787-10).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NCMHF2.JPG,298-12781-ND,NCMHF2,Panduit Corp,THE PANDUIT NETMANAGER HORIZON,8,0,"82.01000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
http://www.hammondmfg.com/pdf/BUL10283_REV_A.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CBA1975BK1.jpg,HM5275-ND,CBA1975BK1,Hammond Manufacturing,RACK BLOWER ADAPTER KIT,4,12,"82.50000","0","1","C2","Active","Blower Adapter Kit","Cable Entry Systems","C2 Series"
https://www.hammfg.com/files/parts/pdf/APB19010BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_APB19010BK1.jpg,HM2173-ND,APB19010BK1,Hammond Manufacturing,RACK ACCESSORY ADJUSTABLE DEPTH,3,210,"82.50000","0","1","APB","Active","Mounting Brackets","Cable Entry Systems","19"" Panel Width Racks"
http://www.hammondmfg.com/pdf/CPR42SZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CPR-Series.jpg,HM2208-ND,CPR42SZPL,Hammond Manufacturing,RAIL PANEL MT SQ HOLE 42"",2,41,"84.00000","0","1","CPR","Active","Rails","For 42"" Panel (2 pieces)","C2, C3, REFK Series"
https://www.hammfg.com/files/parts/pdf/RH60000GY.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RH20000GY.jpg,HM5716-ND,RH60000GY,Hammond Manufacturing,RAIN HOOD USE W/ PF50 60 70 65,5,510,"85.88000","0","1","RH","Active","Rainhood","-","PF Series"
https://www.hammfg.com/files/parts/pdf/RH60000LG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RH20000GY.jpg,HM5717-ND,RH60000LG,Hammond Manufacturing,RAIN HOOD USE W/ PF50 60 70 65,5,189,"85.88000","0","1","RH","Active","Rainhood","-","PF Series"
http://www.hammondmfg.com/pdf/9R3pg122-123.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CBB22.jpg,HM5281-ND,CBB70,Hammond Manufacturing,BAR CPPER BUS USE W/FRAM C2F1970,8,18,"87.00000","0","1","C2","Active","Bus Bar","-","C2F1970"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/00/00n/00nm/nm1/media/NM1(10404-19-02).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NM1.JPG,298-12784-ND,NM1,Panduit Corp,THE PANDUIT NETMANAGER HIGH CA,7,0,"87.61000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
http://www.hammondmfg.com/pdf/CCR42TZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CCR35TZPL.jpg,HM2193-ND,CCR42TZPL,Hammond Manufacturing,RAILS TAPPED 42"" PANEL HEIGT 1PR,16,214,"88.50000","0","1","CCR","Active","Rails","For 42"" Panel (2 pieces)","C2, C3, REFK Series"
https://www.hammfg.com/files/parts/pdf/APB19014BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_APB19014BK1.jpg,HM2174-ND,APB19014BK1,Hammond Manufacturing,RACK ACCESSORY ADJUSTABLE DEPTH,4,370,"90.00000","0","1","APB","Active","Mounting Brackets","Cable Entry Systems","19"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/w/wm/wmp/wmph/wmph2e/media/C-RKWMPH2E--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/WMPH2E.JPG,298-12996-ND,WMPH2E,Panduit Corp,THE PANDUIT PATCHLINK HORIZONT,10,0,"91.25000","0","1","PatchLink®","Active","Cable Management","-","19"" Panel Width Racks"
https://www.hammfg.com/dci/products/accessories/hcm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HCM192BK.jpg,HM2320-ND,HCM192BK,Hammond Manufacturing,RACK HORIZONTAL CABLE MANAGER,5,430,"93.00000","0","1","HCM","Active","Cable Guide","-","Cable Management"
http://www.panduit.com/heiler/PartDrawings/One%20Hole%20Braided%20Bonding%20Straps%207-20-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BS100445.jpg,298-14215-ND,BS100445,Panduit Corp,STRAP BRAIDED BONDING 1HOLE,12,0,"94.40000","0","1","StructuredGround™","Active","Bonding Stud","4.000"" (101.60mm) Length","Cabinet Racks"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Hardware_1421.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2605-ND,1421CNA250,Hammond Manufacturing,CAGE NUT STEEL 10-32 250/PK,4,15,"95.20000","0","1","1421CN","Active","Mounting Hardware","Caged Nuts","Enclosures"
https://www.hammfg.com/dci/products/accessories/hcm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HCM192BK.jpg,HM2321-ND,HCM194BK,Hammond Manufacturing,RACK HORIZONTAL CABLE MANAGER,9,63,"99.00000","0","1","HCM","Active","Cable Guide","-","Cable Management"
https://www.hammfg.com/files/parts/pdf/C4PR2473TZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4PR2473TZPL.jpg,HM2186-ND,C4PR2473TZPL,Hammond Manufacturing,42U EIA TAPPED 10-32 RAILS PAIR,25,44,"99.75000","0","1","C4","Active","Rails","-","C4 Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/00/00n/00nm/nm2/media/NM2(10404-20-02).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/NM2.JPG,298-12785-ND,NM2,Panduit Corp,THE PANDUIT NETMANAGER HIGH CA,12,0,"102.20000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
-,-,298-18090-ND,NM2WH,Panduit Corp,CABLE MANAGER 2RU WHITE,5,0,"102.20000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PCMDS19001BK1.jpg,HM5587-ND,PCMDS19005BK1,Hammond Manufacturing,PANEL FINGER METAL 3UNIT,21,12,"102.72000","0","1","-","Active","Mounting Brackets","Cable Entry Systems","19"" Panel Width Racks"
https://www.hammfg.com/dci/products/accessories/1421cnb.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421CNBxxx.jpg,HM2608-ND,1421CNB250,Hammond Manufacturing,CAGE NUT M6 250/PK,4,52,"103.63000","0","1","1421CN","Active","Mounting Hardware","Caged Nuts","Enclosures"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nc/ncm/ncmh/ncmh2/media/NCMH2(00787-07).pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NCMH2.JPG,298-12777-ND,NCMH2,Panduit Corp,THE PANDUIT NETMANAGER HORIZON,8,0,"105.42000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
https://www.hammfg.com/files/parts/pdf/CCR63TZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CCR35TZPL.jpg,HM2196-ND,CCR63TZPL,Hammond Manufacturing,RAILS TAPPED 63"" PANEL HEIGT 1PR,2,414,"105.75000","0","1","CCR","Active","Rails","For 63"" Panel (2 pieces)","C2, C3, REFK Series"
http://www.panduit.com/heiler/PartDrawings/One%20Hole%20Braided%20Bonding%20Straps%207-20-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/BS100845U.jpg,298-14216-ND,BS100845U,Panduit Corp,STRAP BRAIDED BONDING 1HOLE,20,0,"106.14000","0","1","StructuredGround™","Active","Bonding Stud","8.000"" (203.20mm) Length","Cabinet Racks"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_BR2B.jpg,298-16943-ND,BR2B,Panduit Corp,19"" 2 RU BRUSH SEAL BLANK PANEL,4,0,"108.61000","0","1","-","Active","-","-","19"" Panel Width Racks"
http://www.panduit.com/heiler/PartDrawings/C-FRCTGN6X6--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_CTGN6X6.jpg,298-12220-ND,CTGN6X6,Panduit Corp,CABINET TOP AIR SEALING FITTING,5,0,"109.18000","0","1","Cool Boot®","Active","Boot","-","Cable Management"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SN8FBB.jpg,298-17432-ND,SN8FBB,Panduit Corp,FRONT TO BACK CABLE MANAGER - BL,5,0,"109.38000","0","1","-","Active","Cable Management","-","Net-Access™ Server Cabinet"
http://www.hammondmfg.com/pdf/CPR70SZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CPR-Series.jpg,HM2209-ND,CPR70SZPL,Hammond Manufacturing,RAIL PANEL MT SQ HOLE 70"",10,59,"112.50000","0","1","CPR","Active","Rails","For 70"" Panel (2 pieces)","C2, C3, REFK Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/sp/spd/spdu/spdubrk/media/C-RKSPDUBRK--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_SPDUBRK.jpg,298-16342-ND,SPDUBRK,Panduit Corp,PDU BRACKETS FOR S STYLE CABINET,10,0,"113.75000","0","1","Net-Access™","Active","Bracket - Mounting","-","-"
http://www.panduit.com/heiler/PartDrawings/One%20Hole%20Braided%20Bonding%20Straps%207-20-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BS100845.jpg,298-11986-ND,BS100845,Panduit Corp,STRAP BRAIDED BONDING 1HOLE,4,0,"115.34000","0","1","StructuredGround™","Active","Bonding Stud","8.000"" (203.20mm) Length","Cabinet Racks"
https://www.hammfg.com/dci/products/accessories/1421n.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421NP-Series.jpg,HM2626-ND,1421N250,Hammond Manufacturing,CLIP NUT STEEL 10-32 250/PK,3,8,"115.60000","0","1","1421N","Active","Mounting Hardware","Clip Nuts","Enclosures"
https://assets.tripplite.com/product-pdfs/en/2postrmkithd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_2POSTRMKITHD.jpg,TL1409-ND,2POSTRMKITHD,Tripp Lite,2-POST RM KIT 3U AND LARGER UPS,3,0,"117.03000","0","1","SmartRack™","Active","Mounting Brackets","-","3U and Larger Components"
http://www.panduit.com/heiler/PartDrawings/One%20Hole%20Braided%20Bonding%20Straps%207-20-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BS101245U.jpg,298-14218-ND,BS101245U,Panduit Corp,STRAP BRAIDED BONDING 1HOLE,18,0,"117.92000","0","1","StructuredGround™","Active","Bonding Stud","12.000"" (304.80mm) Length","Cabinet Racks"
-,-,298-16930-ND,B1S12N0084,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",4,0,"117.97000","0","1","*","Active","-","-","-"
https://www.hammfg.com/dci/products/accessories/1421n.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1421NP-Series.jpg,HM2628-ND,1421NP250,Hammond Manufacturing,CLIP NUT STEEL 10-32 250/PK,7,5,"119.00000","0","1","1421NP","Active","Mounting Hardware","Clip Nuts","Enclosures"
https://www.panduit.com/content/dam/panduit/en/products/assets/n/nv/nvp/nvpd/nvpdube/media/C-RKNVPDUBE--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NVPDUBE.jpg,298-16873-ND,NVPDUBE,Panduit Corp,PDU MOUNTING BRKT N-TYPE 1PAIR,8,0,"119.44000","0","1","Net-Access™","Active","Mounting Bracket","-","-"
http://www.hammondmfg.com/pdf/CPR78SZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CPR-Series.jpg,HM2210-ND,CPR78SZPL,Hammond Manufacturing,RAIL PANEL MT SQ HOLE 78.75"",2,3,"120.00000","0","1","CPR","Active","Rails","For 78.75"" Panel (2 pieces)","C2, C3, REFK Series"
-,-,298-16929-ND,B1S12E0084,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",4,0,"121.28000","0","1","*","Active","-","-","-"
http://www.hammondmfg.com/pdf/CCR78TZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CCR35TZPL.jpg,HM2198-ND,CCR78TZPL,Hammond Manufacturing,RAILS TAPPED 78.75"" PNL HEIGH 1P,7,232,"121.50000","0","1","CCR","Active","Rails","For 78.75"" Panel (2 pieces)","C2, C3, REFK Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/w/wm/wmf/wmfs/wmfs24/media/C-FBWMFS24--ENG.pdf,-,298-19585-ND,WMFS24,Panduit Corp,WALL MOUNT FIBER SPOOL 24"",3,0,"122.03000","0","1","-","Active","-","-","Cabinet Racks"
https://www.hammfg.com/electrical/products/climate/skh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/SKH600NCC.JPG,HM1678-ND,SKH600NCC,Hammond Manufacturing,HUMIDISTAT 3.5X1.5X1.8"",2,24,"124.13000","0","1","SKH","Active","Humidistat","IP20","Fans, Heaters"
http://www.panduit.com/heiler/PartDrawings/One%20Hole%20Braided%20Bonding%20Straps%207-20-11.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_BS101245.jpg,298-14217-ND,BS101245,Panduit Corp,STRAP BRAIDED BONDING 1HOLE,12,0,"126.89000","0","1","StructuredGround™","Active","Bonding Stud","12.000"" (304.80mm) Length","Cabinet Racks"
http://www.hammondmfg.com/pdf/CPR85SZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CPR-Series.jpg,HM2211-ND,CPR85SZPL,Hammond Manufacturing,RAIL PANEL MT SQ HOLE 85.75"",3,47,"127.50000","0","1","CPR","Active","Rails","For 85.75"" Panel (2 pieces)","C2, C3, REFK Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/g/gb/gb2/gb2b/gb2b0306tpi1/media/GB2B0306TPI-1GrndBusbar.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GB2B0306TPI-1.JPG,298-13050-ND,GB2B0306TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X2""X12"",3,0,"128.22000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_VCMDS70BK1.jpg,HM5836-ND,VCMDS70BK1,Hammond Manufacturing,VERTICAL CABLE MANAGEMENT 70"",5,29,"129.00000","0","1","C2","Active","Cable Guide","Cable Entry Systems","C2 Series"
https://www.hammfg.com/files/parts/pdf/C4PR77SZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4PR2442SZPL.jpg,HM2187-ND,C4PR77SZPL,Hammond Manufacturing,44U EIA SQUARE HOLE WIDE RAILS,3,36,"130.50000","0","1","C4","Active","Rails","-","C4 Series"
https://assets.tripplite.com/product-pdfs/en/srcableringvrt.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRCABLERINGVRT.jpg,TL1841-ND,SRCABLERINGVRT,Tripp Lite,CABINET CABLE RING FLEXIBLE 6',12,0,"132.41000","0","1","SmartRack™","Active","Mounting Brackets","-","Cable Management"
http://www.panduit.com/heiler/PartDrawings/Two%20Hole%20Braided%20Straps.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_BS201846EU.jpg,298-14219-ND,BS201846EU,Panduit Corp,STRAP BRAIDED BONDING 2HOLE,10,0,"133.18000","0","1","StructuredGround™","Active","Bonding Stud","18.000"" (457.20mm) Length","Cabinet Racks"
https://www.hammfg.com/files/parts/pdf/FLK5LED.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK10LED.jpg,HM5439-ND,FLK5LED,Hammond Manufacturing,LED LIGHT KIT,3,49,"133.29000","0","1","FLK LED","Active","Light Kit","9.000"" (228.60mm) Length","Air Conditioners"
http://www.hammondmfg.com/pdf/9R3pg94-96.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_VCMDS78BK1.jpg,HM2287-ND,VCMDS78BK1,Hammond Manufacturing,VERTICAL CABLE MANAGEMENT 78.75"",2,17,"135.75000","0","1","C2","Active","Cable Guide","Cable Entry Systems","C2 Series"
https://www.hammfg.com/electrical/products/modular/imecom.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/CCSTN.jpg,HM5284-ND,CCSTN,Hammond Manufacturing,RACK COASTERS 3.5 DIA 280LB CAP,3,41,"141.75000","0","1","CCST","Active","Casters, Wheels","Medium Duty, Non-Locking 2","C2, C3 Series"
-,-,298-16933-ND,B1S18N0084,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"142.22000","0","1","*","Active","-","-","-"
https://www.hammfg.com/dci/products/wall-mount/rb-wr.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RB-WR4.jpg,HM5650-ND,RB-WR4,Hammond Manufacturing,BRACKET 7"" 4U FOR 19"" RACK,6,57,"145.19000","0","1","RB-WR","Active","Mounting Bracket","Cable Entry Systems","19"" Panel Width Racks"
https://assets.tripplite.com/submittal-drawing/srcasterhdkit-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRCASTERHDKIT.jpg,TL2234-ND,SRCASTERHDKIT,Tripp Lite,HEAVY DUTY ROLLING CASTER KIT,5,0,"145.32000","0","1","SmartRack™","Active","Casters, Wheels","Heavy Duty, Non-Locking 4","SmartRack™ Enclosures"
-,-,298-16938-ND,B1S24N0084,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"146.63000","0","1","*","Active","-","-","-"
https://www.hammfg.com/dci/products/accessories/rb-vcm.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RB-VCM44.jpg,HM2327-ND,RB-VCM44,Hammond Manufacturing,CABLE MGR VERT W/DOOR 82"",2,168,"147.00000","0","1","RB-VCM","Active","Vertical Cable Managers","-","Cabinet Racks"
https://www.hammfg.com/electrical/products/modular/imecom.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_CCSTL.jpg,HM2199-ND,CCSTL,Hammond Manufacturing,LOCKING CASTERS,11,0,"147.70000","0","1","CCST","Active","Casters, Wheels","Medium Duty, Locking 2","C2, C3 Series"
http://www.panduit.com/heiler/PartDrawings/Two%20Hole%20Braided%20Straps.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_BS202446EU.jpg,298-14220-ND,BS202446EU,Panduit Corp,STRAP BRAIDED BONDING 2HOLE,7,0,"147.79000","0","1","StructuredGround™","Active","Bonding Stud","24.000"" (609.60mm) Length","Cabinet Racks"
-,-,298-18091-ND,NM3WH,Panduit Corp,CABLE MANAGER 3RU WHITE,5,0,"147.82000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
https://www.hammfg.com/files/parts/pdf/C4PR77TZPL.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4PR2473TZPL.jpg,HM2188-ND,C4PR77TZPL,Hammond Manufacturing,44U EIA TAPPED 10-32 WIDE RAILS,5,207,"148.55000","0","1","C4","Active","Rails","-","C4 Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/p1/p11/p110/p110b1004r2y/media/C-COP110B1004R2Y--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_P110B1004R2Y.JPG,298-16315-ND,P110B1004R2Y,Panduit Corp,110 PUNCHDOWN KIT WITH BASES WIT,3,0,"150.59000","0","1","-","Active","Mounting Brackets","-","Panels"
https://www.hammfg.com/files/parts/pdf/C4VCM42BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4VCM42BK1.jpg,HM2189-ND,C4VCM42BK1,Hammond Manufacturing,24U VERTICAL CABLE MANAGER,2,9,"151.20000","0","1","C4","Active","Cable Guide","Cable Entry Systems","C4 Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/0/0n/0nm/0nmf/nmf4/media/C-RKNMF4--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_NMF4.JPG,298-12788-ND,NMF4,Panduit Corp,THE PANDUIT NETMANAGER HIGH CA,2,0,"155.09000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cm/cmu/cmut/cmut19/media/C-RKCMUT19--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/CMUT19.JPG,298-12614-ND,CMUT19,Panduit Corp,THE PANDUIT UPPER TROUGH CREATES,3,0,"156.28000","0","1","-","Active","Cable Management","-","19"" Panel Width Racks"
-,-,298-16936-ND,B1S24E0084,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"157.66000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C41651-02.pdf.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_RGRKCBNJY.jpg,298-13072-ND,RGRKCBNJY,Panduit Corp,JUMPER KIT RACK GROUND RETROFIT,0,0,"158.46000","0","1","StructuredGround™","Active","Grounding Kit","-","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/w/wr/wr5/wr5e/wr5ex/media/D-RKSP112--WW-ENG-NetRunVertCbleMgrs-W.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_WMPV22E.jpg,298-12999-ND,WMPV22E,Panduit Corp,THE PANDUIT NETRUNNER VERTICAL,3,0,"159.90000","0","1","NetRunner®","Active","Cable Management","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/17-0574-101-ASM.pdf,-,1436-2481-ND,ORC4U,HellermannTyton,"OUT OF RACK CONNECTIVITY, 4U, ST",3,0,"161.00000","0","1","-","Active","Mounting Brackets","-","Cabinet Racks"
http://www.panduit.com/heiler/PartDrawings/GB2B0312TPI-1GrndBusbar.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_GB2B0312TPI-1.jpg,298-14521-ND,GB2B0312TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X2""X20"",11,0,"161.77000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/r/r4/r4p/r4pp/r4ppr2vwf/media/C-RKR4PPR2VWF--ENG.pdf,-,298-19112-ND,R4PPR2VWF,Panduit Corp,WATERFALL TROUGH FOR 4 POST RACK,3,0,"166.13000","0","1","PatchRunner™","Last Time Buy","Vertical Cable Managers","-","Cable Management"
https://www.panduit.com/content/dam/panduit/en/products/assets/r/r4/r4p/r4pp/r4ppr2vwf/media/C-RKR4PPR2VWF--ENG.pdf,-,298-19113-ND,R4PPR2VWFWH,Panduit Corp,WATERFALL TROUGH FOR 4 POST RACK,3,0,"166.13000","0","1","PatchRunner™","Last Time Buy","Vertical Cable Managers","-","Cable Management"
https://www.hammfg.com/dci/products/accessories/142ts.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1421TSxxxBK.jpg,HM2641-ND,1421TS250BK,Hammond Manufacturing,THUMB SCRW KNOB COM 10-32 250/PK,3,0,"168.29000","0","1","1421","Active","Mounting Hardware","Screws, Washers","Enclosures"
-,-,298-16940-ND,B2S12E0168,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"168.44000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/s/s2/s2b/s2br/s2brk6/media/C-RKS2BRK6--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_S2BRK6.JPG,298-12859-ND,S2BRK6,Panduit Corp,COMBINATION PDU/CABLE MANAGEMENT,4,0,"170.63000","0","1","Net-Access™","Active","Bracket - Mounting","-","-"
https://www.hammfg.com/files/parts/pdf/C4VCM77BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C4VCM42BK1.jpg,HM2190-ND,C4VCM77BK1,Hammond Manufacturing,44U VERTICAL CABLE MANAGER,2,37,"172.20000","0","1","C4","Active","Cable Guide","Cable Entry Systems","C4 Series"
https://www.panduit.com/content/dam/panduit/en/products/assets/g/gb/gb4/gb4b/gb4b0612tpi1/media/GB4B0612TPI-1Grdnbusbar.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_GB4B0612TPI-1.jpg,298-13051-ND,GB4B0612TPI-1,Panduit Corp,BUSBAR GROUNDING 1/4""X4""X12"",8,0,"178.94000","0","1","StructuredGround™","Active","Bus Bar","Brackets, Insulators","Cabinet Racks"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fm/fmt/fmt1/fmt1a/media/FMT1A%20dwg.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FMT1A.jpg,298-16233-ND,FMT1A,Panduit Corp,RACK MOUNT FIBER TRAY ANGLED 1 R,4,0,"186.73000","0","1","Opticom®","Active","Splice Kit","-","-"
-,-,298-18092-ND,NM4WH,Panduit Corp,CABLE MANAGER 4RU WHITE,5,0,"189.21000","0","1","NetManager®","Active","Cable Management","-","19"" Panel Width Racks"
-,-,298-16931-ND,B1S18G0168,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"190.23000","0","1","*","Active","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/p/pe/peh/pehf/pehf2/media/C-RKPEHF2--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PEHF2.JPG,298-12801-ND,PEHF2,Panduit Corp,THE PANDUIT PATCHRUNNER HORIZO,4,0,"192.27000","0","1","PatchRunner™","Active","Cable Management","Hinged","19"" Panel Width Racks"
-,-,298-16934-ND,B1S18N0168,Panduit Corp,"BRAIDED BONDING STRAP, TWO-HOLE,",3,0,"192.61000","0","1","*","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/C-RKWMPVF45E--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_WMPVF45E.jpg,298-12447-ND,WMPVF45E,Panduit Corp,NETRUNNER VERT CABLE MGR FRONT,2,0,"192.76000","0","1","NetRunner™","Active","Mounting Brackets","Cable Entry Systems","Cable Management"
