Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Type","Speed - Read","Speed - Write","Operating Temperature","Size / Dimension"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP16GAH326B-1-ND,AP16GAH326B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH326","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP16GAH326W-1-ND,AP16GAH326W-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH326","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH332.pdf,-,AP16GAH332B-1-ND,AP16GAH332B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"17.52000","0","1","AH332","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","55.00mm L x 21.00mm W x 9.80mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH353.pdf,-,AP8GAH353C-ND,AP8GAH353C,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"17.52000","0","1","AH353","Active","8GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH155.pdf,-,AP8GAH155U-ND,AP8GAH155U,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"17.84000","0","1","AH155","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","24.30mm L x 12.00mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP8GAH350B-1-ND,AP8GAH350B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"18.16000","0","1","AH350","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP8GAH352B-1-ND,AP8GAH352B-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0/3.0,0,0,"18.16000","0","1","AH352","Active","8GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP16GAH350B-ND,AP16GAH350B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"18.54000","0","1","AH350","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP16GAH352B-ND,AP16GAH352B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"18.54000","0","1","AH352","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH354.pdf,-,AP16GAH354B-ND,AP16GAH354B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"18.54000","0","1","AH354","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.70mm L x 21.00mm W x 8.70mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH355.pdf,-,AP16GAH355B-ND,AP16GAH355B,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"18.54000","0","1","AH355","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH358.pdf,-,AP16GAH358W-ND,AP16GAH358W,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"18.54000","0","1","AH358","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.20mm W x 7.90mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP16GAH121C-1-ND,AP16GAH121C-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"19.22000","0","1","AH121","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH353.pdf,-,AP16GAH353C-ND,AP16GAH353C,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"19.48000","0","1","AH353","Active","16GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP16GAH350B-1-ND,AP16GAH350B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"20.11000","0","1","AH350","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP16GAH352B-1-ND,AP16GAH352B-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"20.11000","0","1","AH352","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA256MR13CG-6T-ND,APHA256MR13CG-6T,Apacer Memory America,USB FLASH DRV 256MB SLC USB 2.0,0,0,"20.18000","0","1","AH321","Active","256Mb","FLASH - NAND (SLC)","USB 2.0","31MB/s","10MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA256MR23CG-6T-ND,APHA256MR23CG-6T,Apacer Memory America,USB FLASH DRV 256MB SLC USB 2.0,0,0,"20.18000","0","1","AH322","Active","256Mb","FLASH - NAND (SLC)","USB 2.0","31MB/s","10MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
-,-,AF16GUFEDBK-OEM-ND,AF16GUFEDBK-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 16GB MLC USB 2.0,0,0,"20.36880","0","50","Endura™","Active","16GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP32GAH325B-ND,AP32GAH325B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.05000","0","1","AH325","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP32GAH326B-ND,AP32GAH326B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.05000","0","1","AH326","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH333.pdf,-,AP32GAH333B-ND,AP32GAH333B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.05000","0","1","AH333","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","56.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH334.pdf,-,AP32GAH334U-ND,AP32GAH334U,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.05000","0","1","AH334","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","53.90mm L x 20.90mm W x 8.80mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA256MT13EG-6T-ND,APHA256MT13EG-6T,Apacer Memory America,USB FLASH DRV 256MB SLC USB 2.0,0,0,"21.62000","0","1","AH321","Active","256Mb","FLASH - NAND (SLC)","USB 2.0","31MB/s","10MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA256MT23EG-6T-ND,APHA256MT23EG-6T,Apacer Memory America,USB FLASH DRV 256MB SLC USB 2.0,0,0,"21.62000","0","1","AH322","Active","256Mb","FLASH - NAND (SLC)","USB 2.0","31MB/s","10MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH112.pdf,-,AP32GAH112R-ND,AP32GAH112R,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.86000","0","1","AH112","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","24.30mm L x 12.00mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH328.pdf,-,AP32GAH328S-ND,AP32GAH328S,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.99000","0","1","AH328","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH330.pdf,-,AP32GAH330T-ND,AP32GAH330T,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"21.99000","0","1","AH330","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,AF1GUFEDBK(I)-OEM-ND,AF1GUFEDBK(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"22.41060","0","50","Endura™","Active","1GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","33.70mm L x 17.50mm W x 9.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH162-A/Industrial-USB2.0_AH162-A.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AH162-A.jpg,APHA016G2BACG-BTM-DK-ND,APHA016G2BACG-BTM-DK,Apacer Memory America,USB FLASH DRIVE 16GB MLC USB 2.0,0,0,"22.45000","0","1","AH162-A","Not For New Designs","16GB","FLASH - NAND (MLC)","USB 2.0","26MB/s","10MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH162-A/Industrial-USB2.0_AH162-A_20151013.pdf,//media.digikey.com/Photos/Apacer%20Photos/MFG_AH162-A.jpg,APHA016G2BACG-DTM-ND,APHA016G2BACG-DTM,Apacer Memory America,USB FLASH DRIVE 16GB MLC USB 2.0,0,0,"22.47400","0","500","AH162-A","Active","16GB","FLASH - NAND (MLC)","USB 2.0","26MB/s","10MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH325.pdf,-,AP32GAH325B-1-ND,AP32GAH325B-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"22.62000","0","1","AH325","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH326.pdf,-,AP32GAH326B-1-ND,AP32GAH326B-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"22.62000","0","1","AH326","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","65.60mm L x 21.00mm W x 10.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA256MAG0CG-2T-ND,APHA256MAG0CG-2T,Apacer Memory America,USB FLASH DRV 256MB SLC 2.0/3.0,0,0,"22.82000","0","1","EH353","Active","256MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","10MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA512MR13CG-6T-ND,APHA512MR13CG-6T,Apacer Memory America,USB FLASH DRV 512MB SLC USB 2.0,0,0,"22.82000","0","1","AH321","Active","512MB","FLASH - NAND (SLC)","USB 2.0","31MB/s","15MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA512MR23CG-6T-ND,APHA512MR23CG-6T,Apacer Memory America,USB FLASH DRV 512MB SLC USB 2.0,0,0,"22.82000","0","1","AH322","Active","512MB","FLASH - NAND (SLC)","USB 2.0","31MB/s","15MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
-,-,AF16GUFP1SV-OEM-ND,AF16GUFP1SV-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 16GB MLC USB 2.0,0,0,"22.84220","0","50","-","Active","16GB","FLASH - NAND (MLC)","USB 2.0","-","-","0°C ~ 85°C","-"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH155.pdf,-,AP16GAH155U-ND,AP16GAH155U,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"23.16000","0","1","AH155","Active","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","24.30mm L x 12.00mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH139.pdf,-,AP32GAH139U-ND,AP32GAH139U,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"23.38000","0","1","AH139","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","34.10mm L x 17.00mm W x 9.30mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH135.pdf,-,AP32GAH135S-ND,AP32GAH135S,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"24.13000","0","1","AH135","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","40.20mm L x 18.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA256MAG0EG-2T-ND,APHA256MAG0EG-2T,Apacer Memory America,USB FLASH DRV 256MB SLC 2.0/3.0,0,0,"24.26000","0","1","EH353","Active","256MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","10MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA512MT13EG-6T-ND,APHA512MT13EG-6T,Apacer Memory America,USB FLASH DRV 512MB SLC USB 2.0,0,0,"24.74000","0","1","AH321","Active","512MB","FLASH - NAND (SLC)","USB 2.0","31MB/s","15MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA512MT23EG-6T-ND,APHA512MT23EG-6T,Apacer Memory America,USB FLASH DRV 512MB SLC USB 2.0,0,0,"24.74000","0","1","AH322","Active","512MB","FLASH - NAND (SLC)","USB 2.0","31MB/s","15MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH321.pdf,-,AP32GAH321R-1-ND,AP32GAH321R-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"24.78000","0","1","AH321","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","60.80mm L x 18.80mm W x 8.00mm H"
//media.digikey.com/pdf/Data%20Sheets/ATP%20Electronics%20PDFs/Nanodura_Series_Spec.pdf,-,AF2GUFP3NC(I)-OEM-ND,AF2GUFP3NC(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 2GB SLC USB 2.0,0,0,"25.45200","0","1000","-","Active","2GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","26.60mm L x 12.00mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA512MAG0CG-2T-ND,APHA512MAG0CG-2T,Apacer Memory America,USB FLASH DRV 512MB SLC 2.0/3.0,0,0,"25.47000","0","1","EH353","Active","512MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","21MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,1582-1306-ND,AP32GAH322B-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"25.78000","0","1","AH322","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","55.40mm L x 18.00mm W x 8.50mm H"
-,-,AF2GUFEDBK(I)-OEM-ND,AF2GUFEDBK(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 2GB SLC USB 2.0,0,0,"26.71200","0","1000","Endura™","Active","2GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","33.70mm L x 17.50mm W x 9.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP32GAH121C-ND,AP32GAH121C,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"26.76000","0","1","AH121","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA512MAG0EG-2T-ND,APHA512MAG0EG-2T,Apacer Memory America,USB FLASH DRV 512MB SLC 2.0/3.0,0,0,"27.63000","0","1","EH353","Active","512MB","FLASH - NAND (SLC)","USB 2.0, 3.0","60MB/s","21MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA001GR13CG-6T-ND,APHA001GR13CG-6T,Apacer Memory America,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"27.69000","0","1","AH321","Active","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","19MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA001GR23CG-6T-ND,APHA001GR23CG-6T,Apacer Memory America,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"27.69000","0","1","AH322","Active","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","19MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP32GAH350B-ND,AP32GAH350B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"27.86000","0","1","AH350","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP32GAH352B-ND,AP32GAH352B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"27.86000","0","1","AH352","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH354.pdf,-,AP32GAH354B-ND,AP32GAH354B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"27.86000","0","1","AH354","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.70mm L x 21.00mm W x 8.70mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH355.pdf,-,AP32GAH355B-ND,AP32GAH355B,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"27.86000","0","1","AH355","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","65.05mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH358.pdf,-,AP32GAH358W-ND,AP32GAH358W,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"27.86000","0","1","AH358","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.20mm W x 7.90mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH121.pdf,-,AP32GAH121C-1-ND,AP32GAH121C-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"28.60000","0","1","AH121","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","32.85mm L x 17.00mm W x 5.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH321/Industrial-USB_AH321.pdf,//media.digikey.com/Photos/Apacer%20Photos/AP4GAH321R.jpg,1582-1055-ND,APHA008GR13CG-CM,Apacer Memory America,USB FLASH DRIVE 8GB MLC USB 2.0,0,0,"28.60326","0","500","AH321","Active","8GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","0°C ~ 70°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH353.pdf,-,AP32GAH353C-ND,AP32GAH353C,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"28.79000","0","1","AH353","Active","32GB","-","USB 2.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH350.pdf,-,AP32GAH350B-1-ND,AP32GAH350B-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"29.40000","0","1","AH350","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH352.pdf,-,AP32GAH352B-1-ND,AP32GAH352B-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"29.40000","0","1","AH352","Active","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.80mm L x 18.00mm W x 8.40mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA001GAG0CG-2T-ND,APHA001GAG0CG-2T,Apacer Memory America,USB FLASH DRV 1GB SLC USB2.0/3.0,0,0,"30.30000","0","1","EH353","Active","1GB","FLASH - NAND (SLC)","USB 2.0, 3.0","65MB/s","40MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzax0xG-xT(M).pdf,-,APHA008GAG0EG-3TM-ND,APHA008GAG0EG-3TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"31.01000","0","1","EH353","Active","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","20MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Apacer/APHAzzzzax0xG-xT(M).pdf,-,APHA008GAK0EG-3TM-ND,APHA008GAK0EG-3TM,Apacer Memory America,USB FLASH DRV 8GB MLC USB2.0/3.0,0,0,"31.01000","0","1","EH353","Active","8GB","FLASH - NAND (MLC)","USB 2.0, 3.0","205MB/s","20MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA001GT13EG-6T-ND,APHA001GT13EG-6T,Apacer Memory America,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"31.01000","0","1","AH321","Active","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","19MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA001GT23EG-6T-ND,APHA001GT23EG-6T,Apacer Memory America,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"31.01000","0","1","AH322","Active","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","19MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
https://industrial.apacer.com/upfiles/ADUpload/allshare/USB_Drive_AH321-M.pdf,-,APHA004GT13EG-CM-ND,APHA004GT13EG-CM,Apacer Memory America,USB FLASH DRIVE 4GB MLC USB 2.0,0,0,"32.71780","0","500","AH321","Active","4GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","-40°C ~ 85°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,-,APHA004GT23EG-CM-ND,APHA004GT23EG-CM,Apacer Memory America,USB FLASH DRIVE 4GB MLC USB 2.0,0,0,"32.71780","0","500","AH322","Active","4GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","-40°C ~ 85°C","55.29mm L x 18.00mm W x 8.50mm H"
https://industrial.apacer.com/upfiles/ADUpload/allshare/USB_Drive_AH321-M.pdf,-,APHA008GT13EG-CM-ND,APHA008GT13EG-CM,Apacer Memory America,USB FLASH DRIVE 8GB MLC USB 2.0,0,0,"32.71780","0","500","AH321","Active","8GB","FLASH - NAND (MLC)","USB 2.0","32MB/s","10MB/s","-40°C ~ 85°C","53.30mm L x 18.80mm W x 8.00mm H"
