Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Input","Output","Type","Size / Dimension","Mounting Type"
http://www.microsemi.com/document-portal/doc_download/9452-lxmg1813-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1813-12-62.JPG,LXMG1813-12-62-ND,LXMG1813-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","1600V","CCFL and UV Lamps","4.33"" L x 0.63"" W x 0.24"" H (110mm x 16mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9438-lxmg1627-12-44-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1627-12-44.JPG,LXMG1627-12-44-ND,LXMG1627-12-44,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","21","PanelMatch™","Obsolete","12V","1400V","CCFL and UV Lamps","4.28"" L x 0.88"" W x 0.40"" H (108.7mm x 22.35mm x 10.2mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=132308 ,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1627-12-61.jpg,LXMG1627-12-61-ND,LXMG1627-12-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","21","PanelMatch™","Obsolete","12V","1650V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.39"" H (165mm x 21mm x 10mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9441-lxmg1628-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1628-12-62.JPG,LXMG1628-12-62-ND,LXMG1628-12-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","1650V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.39"" H (165mm x 21mm x 10mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9433-lxmg1626-12-67-pdf,//media.digikey.com/photos/Microsemi%20Photos/lxmg1626-12-67.JPG,LXMG1626-12-67-ND,LXMG1626-12-67,Microsemi Corporation,MOD INVERTER CCFL DUAL 10W 12V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","10.8 ~ 13.2V","1800V","CCFL and UV Lamps","5.24"" L x 0.98"" W x 0.30"" H (133mm x 25mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9439-lxmg1627-12-4x-pdf,-,LXMG1627-12-41-ND,LXMG1627-12-41,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","12V","440V","CCFL and UV Lamps","4.92"" L x 1.18"" W x 0.24"" H (125mm x 30mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9436-lxmg1627-05-4x-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1627-05-41.jpg,LXMG1627-05-41-ND,LXMG1627-05-41,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","440V","CCFL and UV Lamps","4.92"" L x 1.18"" W x 0.24"" H (125mm x 30mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9437-lxmg1627-05-6x-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1627-05-61.jpg,LXMG1627-05-61-ND,LXMG1627-05-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","5V","600V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.39"" H (165mm x 21mm x 10mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9422-lxmg1626-05-66-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1626-05-66.jpg,LXMG1626-05-66-ND,LXMG1626-05-66,Microsemi Corporation,MOD INVERTER CCFL DUAL 10W 5V,0,0,"Obsolete","0","10","PanelMatch™","Obsolete","4.75 ~ 5.25V","1800V","CCFL and UV Lamps","5.24"" L x 0.98"" W x 0.30"" H (133mm x 25mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9424-lxmg1626-05-67-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1626-05-67.jpg,LXMG1626-05-67-ND,LXMG1626-05-67,Microsemi Corporation,MOD INVERTER CCFL DUAL 10W 5V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","4.75 ~ 5.25V","1800V","CCFL and UV Lamps","5.24"" L x 0.98"" W x 0.30"" H (133mm x 25mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9432-lxmg1626-12-66-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1626-12-66.jpg,LXMG1626-12-66-ND,LXMG1626-12-66,Microsemi Corporation,MOD INVERTER CCFL DUAL 10W 12V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","10.8 ~ 13.2V","1800V","CCFL and UV Lamps","5.24"" L x 0.98"" W x 0.30"" H (133mm x 25mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9436-lxmg1627-05-4x-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1627-05-42.jpg,LXMG1627-05-42-ND,LXMG1627-05-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","4.75 ~ 5.25V","1400V","CCFL and UV Lamps","4.92"" L x 1.18"" W x 0.24"" H (125mm x 30mm x 6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9445-lxmg1643-12-64-pdf,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1643-12-64.jpg,LXMG1643-12-64-ND,LXMG1643-12-64,Microsemi Corporation,MOD INVERTER CCFL QUAD 6W 12V,0,0,"Obsolete","0","100","PanelMatch™","Obsolete","10.8 ~ 13.2V","2000V","CCFL and UV Lamps","7.40"" L x 1.65"" W x 0.32"" H (187.96mm x 41.91mm x 8.13mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0549%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-0549.jpg,445-5393-ND,CXA-0549,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","1500V","CCFL and UV Lamps","5.51"" L x 1.18"" W x 0.31"" H (140mm x 30mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0543%20.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-0543.jpg,445-5394-ND,CXA-0543,TDK Corporation,INVERTER 12V-INPUT 1250V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","1200V","CCFL and UV Lamps","4.13"" L x 0.95"" W x 0.33"" H (105mm x 25mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0605C-VxL%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-L0605C-VJL.jpg,445-5395-ND,CXA-L0605C-VJL,TDK Corporation,INVERTER 5V-INPUT 1600V-OUTPUT,0,0,"Obsolete","0","50","-","Obsolete","4.75 ~ 5.25V","1600V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1012B-NJL%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-P1012B-NJL.jpg,445-5396-ND,CXA-P1012B-NJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","11.4 ~ 12.6V","1500V","CCFL and UV Lamps","5.14"" L x 0.81"" W x 0.31"" H (130.5mm x 20.5mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1212E-WJL%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-P1212E-WJL.jpg,445-5397-ND,CXA-P1212E-WJL,TDK Corporation,INVERTER 12V-INPUT 1700V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","1700V","CCFL and UV Lamps","6.02"" L x 0.85"" W x 0.33"" H (153mm x 21.5mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0547%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-0547.jpg,445-5398-ND,CXA-0547,TDK Corporation,INVERTER 12V-INPUT 2100V-OUTPUT,0,0,"Obsolete","0","32","-","Obsolete","10.8 ~ 13.2V","2100V","CCFL and UV Lamps","7.09"" L x 1.47"" W x 0.47"" H (180mm x 37mm x 12mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0535%20.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-0535.jpg,445-5399-ND,CXA-0535,TDK Corporation,INVERTER 12V-INPUT 2000V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","1700V","CCFL and UV Lamps","5.91"" L x 1.97"" W x 0.33"" H (150mm x 50mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0538%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-0538.jpg,445-5400-ND,CXA-0538,TDK Corporation,INVERTER 12V-INPUT 2000V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","2000V","CCFL and UV Lamps","5.91"" L x 1.97"" W x 0.33"" H (150mm x 50mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0605C-VxL%20Drawing.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-L0605C-VSL.jpg,445-5402-ND,CXA-L0605C-VSL,TDK Corporation,INVERTER 5V-INPUT 1600V-OUTPUT,0,0,"Obsolete","0","50","-","Obsolete","4.75 ~ 5.25V","1600V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1212D-WJL.pdf,//media.digikey.com/Photos/TDK%20Photos/CXA-P1212D-WJL.jpg,445-5403-ND,CXA-P1212D-WJL,TDK Corporation,INVERTER 12V-INPUT 1700V-OUTPUT,0,0,"Obsolete","0","40","-","Obsolete","10.8 ~ 13.2V","1500V","CCFL and UV Lamps","6.04"" L x 0.87"" W x 0.33"" H (153.5mm x 22mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0320.pdf,-,CXA-0320-ND,CXA-0320,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","340V","CCFL and UV Lamps","4.06"" L x 1.18"" W x 0.31"" H (103mm x 30mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0359.pdf,-,CXA-0359-ND,CXA-0359,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","600V","CCFL and UV Lamps","4.72"" L x 0.98"" W x 0.33"" H (120mm x 25mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0406.pdf,-,CXA-0406-ND,CXA-0406,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","5V","340V","CCFL and UV Lamps","4.13"" L x 0.98"" W x 0.33"" H (105mm x 25mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0441.pdf,-,CXA-0441-ND,CXA-0441,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","5V","450V","CCFL and UV Lamps","4.45"" L x 0.98"" W x 0.33"" H (113mm x 25mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0463.pdf,-,CXA-0463-ND,CXA-0463,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","420V","CCFL and UV Lamps","4.33"" L x 0.87"" W x 0.33"" H (110mm x 22mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-0496.pdf,-,CXA-0496-ND,CXA-0496,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","432V","CCFL and UV Lamps","4.33"" L x 0.87"" W x 0.33"" H (110mm x 22mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-46012PJ107.pdf,-,CXA-46012PJ107-ND,CXA-46012PJ107,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","1700V","CCFL and UV Lamps","7.09"" L x 1.46"" W x 0.33"" H (180mm x 37mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0612B-VxL.pdf,-,CXA-L0612B-VJL-ND,CXA-L0612B-VJL,TDK Corporation,INVERTER DC/DC,0,0,"Obsolete","0","1","CXA","Obsolete","12V","1800V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/448_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_448.jpg,1528-1708-ND,448,Adafruit Industries LLC,INVERTER 12V EL WIRE/TAPE,0,0,"Obsolete","0","1","-","Obsolete","12V","-","Electroluminescent (EL) Backlighting","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313080004.jpg,313080004-ND,313080004,"Seeed Technology Co., Ltd",ROBUST EL INVERTER FOR EL SHIELD,0,0,"Obsolete","0","5","-","Obsolete","5V","110V","Electroluminescent (EL) Backlighting","1.57"" L x 1.26"" W x 1.10"" H (40mm x 32mm x 28mm)","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_320180005_A.jpg,320180005-ND,320180005,"Seeed Technology Co., Ltd",EL WIRE 2XAA POCKET INVERTER,0,0,"Obsolete","0","10","-","Obsolete","-","-","Electroluminescent (EL) Backlighting","3.58"" L x 1.34"" W x 1.10"" H (91mm x 34mm x 28mm)","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_313080005.jpg,313080005-ND,313080005,"Seeed Technology Co., Ltd",EL USB INVERTER,0,0,"Obsolete","0","8","-","Obsolete","5V","-","Electroluminescent (EL) Backlighting","1.10"" L x 0.75"" W x 0.91"" H (28mm x 19mm x 23mm)","-"
