Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BCF3.JPG,1691-1122-ND,T15-BCF3,"American Hakko Products, Inc.",SOLDERING TIP SHAPE-3BC TINNED S,32,0,"10.47000","0","1","T15","Active","Soldering","Bevel 45°","0.130"" (3.30mm)","0.118"" (3.00mm)","0.394"" (10.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054480199.jpg,T0054480199N-ND,T0054480199N,Apex Tool Group,XHT D TIP CHISEL 5 X 1.2,30,0,"14.10000","0","1","Weller®, XHTD","Active","Soldering","Chisel","0.047"" (1.19mm)","0.197"" (5.00mm)","1.890"" (48.00mm)","-","-","-","WP200"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/0054470299.JPG,T0054470299N-ND,T0054470299N,Apex Tool Group,TIP CHISEL XTM 3.2MM X 1.2MM,35,0,"14.30000","0","1","Weller®, XT","Active","Soldering","Chisel","0.047"" (1.19mm)","0.125"" (3.18mm)","1.555"" (39.50mm)","-","-","-","WP120"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054480499.jpg,T0054480499N-ND,T0054480499N,Apex Tool Group,XHT C TIP CHISEL 3.2 X 1.2,34,0,"14.40000","0","1","Weller®, XHTC","Active","Soldering","Chisel","0.047"" (1.19mm)","0.125"" (3.18mm)","1.890"" (48.00mm)","-","-","-","WP200"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/51314199.JPG,T0051314199N-ND,T0051314199N,Apex Tool Group,DESOLDER TIP FOR DXV80 2.5X0.7MM,28,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.325"" (8.26mm)","0.028"" (0.70mm) ID, 0.098"" (2.50mm) OD","-","-","DS80, DSV80"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-BC12.JPG,1691-1116-ND,T15-BC12,"American Hakko Products, Inc.","TIP,BEVEL,1.2MM/60 X 15MM,FM-202",100,0,"16.77000","0","1","T15","Active","Soldering","Bevel 60°","0.059"" (1.50mm)","0.047"" (1.19mm)","0.591"" (15.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-K.JPG,1691-1148-ND,T15-K,"American Hakko Products, Inc.","TIP,KNIFE,4.7MM/45 X 15MM,FM-202",94,0,"16.77000","0","1","T15","Active","Soldering","Knife 45°","0.079"" (2.00mm)","0.185"" (4.70mm)","0.591"" (15.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-I.JPG,1691-1139-ND,T15-I,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 9.5MM,FM-2027",85,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.374"" (9.50mm)","0.008"" (0.20mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-SBS04.JPG,1691-1156-ND,T15-SBS04,"American Hakko Products, Inc.","TIP,CONICAL,R0.4 X 14MM,FM-2027",78,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.551"" (14.00mm)","0.016"" (0.40mm) OD","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-C1.JPG,1691-1124-ND,T15-C1,"American Hakko Products, Inc.","TIP,BEVEL,1MM/60 X 12MM,FM-2027",62,0,"16.77000","0","1","T15","Active","Soldering","Bevel 60°","0.039"" (1.00mm)","0.039"" (1.00mm)","0.472"" (12.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-DL4.JPG,1691-1137-ND,T15-DL4,"American Hakko Products, Inc.","TIP,CHISEL,4.0 X 22MM,FM-2027",61,0,"16.77000","0","1","T15","Active","Soldering","Chisel","0.039"" (1.00mm)","0.157"" (4.00mm)","0.866"" (22.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-KU.JPG,1691-1151-ND,T15-KU,"American Hakko Products, Inc.","TIP,KNIFE,3MM/45 X 11MM,FM-2027",57,0,"16.77000","0","1","T15","Active","Soldering","Knife 45°","0.047"" (1.19mm)","0.118"" (3.00mm)","0.433"" (11.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-SB02.JPG,1691-1152-ND,T15-SB02,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 14MM,FM-2027",53,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.551"" (14.00mm)","0.008"" (0.20mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-SB03.JPG,1691-1153-ND,T15-SB03,"American Hakko Products, Inc.","TIP,CONICAL,R0.3 X 16.5MM,FM-202",53,0,"16.77000","0","1","T15","Active","Soldering","Conical","-","-","0.650"" (16.50mm)","0.012"" (0.30mm) OD","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-KF.jpg,1691-1149-ND,T15-KF,"American Hakko Products, Inc.","TIP,KNIFE,4.7MM/45 X 17MM,FM-202",52,0,"16.77000","0","1","T15","Active","Soldering","Knife 45°","0.094"" (2.40mm)","0.185"" (4.70mm)","0.669"" (17.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-JL02.JPG,1691-1146-ND,T15-JL02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 7.5MM X 9.3",48,0,"16.77000","0","1","T15","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","-","FM-202, FM-203, FM-204, FM-206, FP-101, FP-102, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-KL.JPG,1691-1150-ND,T15-KL,"American Hakko Products, Inc.","TIP,KNIFE,4.7MM/45 X 11MM,LEFT H",29,0,"16.77000","0","1","T15","Active","Soldering","Knife 45°","0.059"" (1.50mm)","0.185"" (4.70mm)","0.433"" (11.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-SBC04.JPG,1691-1155-ND,T15-SBC04,"American Hakko Products, Inc.","TIP,BEVEL,0.6MM/60 X 14MM,FM-202",24,0,"16.77000","0","1","T15","Active","Soldering","Bevel 60°","0.024"" (0.60mm)","0.018"" (0.45mm)","0.551"" (14.00mm)","-","-","-","900M, 907, 913, FX-600, FX-8801"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-1603.JPG,1691-1111-ND,T15-1603,"American Hakko Products, Inc.","TIP,CHISEL,1.5 X 17MM,FM-2027",18,0,"16.77000","0","1","T15","Active","Soldering","Chisel","0.047"" (1.19mm)","0.059"" (1.50mm)","0.669"" (17.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-JS02.JPG,1691-1147-ND,T15-JS02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 1.6MM X 7.9",18,0,"16.77000","0","1","T15","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","-","FM-202, FM-203, FM-204, FM-206, FP-101, FP-102, FX-951"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/NTAX.JPG,NTAXN-ND,NTAXN,Apex Tool Group,TIP SOLDER BENT CHISEL DIM .063"",7,0,"17.00000","0","1","Weller®, NT","Active","Soldering","Chisel, Bent","0.028"" (0.70mm)","0.075"" (1.90mm)","-","-","-","-","WMP"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02D24.JPG,1691-1263-ND,T31-02D24,"American Hakko Products, Inc.","TIP,CHISEL,2.4 X 10MM,IH,400C/75",77,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.090"" (2.28mm)","0.390"" (9.91mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02IL.JPG,1691-1266-ND,T31-02IL,"American Hakko Products, Inc.","TIP,CONICAL,R0.2 X 14.7MM,IH,400",68,0,"17.97000","0","1","T31","Active","Soldering","Conical","-","-","0.580"" (14.73mm)","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02D16.JPG,1691-1262-ND,T31-02D16,"American Hakko Products, Inc.","TIP,CHISEL,1.6 X 10MM,IH,400C/75",22,0,"17.97000","0","1","T31","Active","Soldering","Chisel","0.020"" (0.50mm)","0.060"" (1.52mm)","0.390"" (9.91mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02J02.JPG,1691-1267-ND,T31-02J02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 4MM X 11MM,",18,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","752°F (400°C)","FX-100, FX1001"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-06.jpg,1691-1213-ND,N61-06,"American Hakko Products, Inc.","NOZZLE,1.3MM,EXT.,FR-4101/4102",77,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.051"" (1.30mm) ID, 0.091"" (2.30mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://www.hakkousa.com/files/index/download/id/18384/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/N50B-03.jpg",1691-1303-ND,N50B-02,"American Hakko Products, Inc.",NOZZLE 1MM EXT FR300 817 808 807,56,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.039"" (1.00mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-08.jpg,1691-1215-ND,N61-08,"American Hakko Products, Inc.","NOZZLE,1.0MM,FR-4101/4102",52,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.039"" (1.00mm) ID, 0.098"" (2.50mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-03.jpg,1691-1210-ND,N61-03,"American Hakko Products, Inc.","NOZZLE,1.0MM,THIN PAD,FR-4101/41",49,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.039"" (1.00mm) ID, 0.063"" (1.60mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-05.jpg,1691-1212-ND,N61-05,"American Hakko Products, Inc.","NOZZLE,1.0MM,EXT.,FR-4101/4102",47,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.039"" (1.00mm) ID, 0.079"" (2.00mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://www.hakkousa.com/files/index/download/id/18384/,-,1691-1305-ND,N50B-05,"American Hakko Products, Inc.",NOZZLE 1.3MM FR-300 817/808/807,46,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.051"" (1.30mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-13.jpg,1691-1220-ND,N61-13,"American Hakko Products, Inc.","NOZZLE,1.3MM,EXTRA LONG,FR-4101/",41,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","0.433"" (11.00mm)","0.051"" (1.30mm) ID, 0.102"" (2.60mm) OD","-","-","FR-410, FR-4101, FR-4102"
-,//media.digikey.com/Photos/Hakko/N61-17.jpg,1691-1224-ND,N61-17,"American Hakko Products, Inc.","NOZZLE,2.3MM,EXTRA LONG,FR-4101/",32,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.157"" (4.00mm) ID, 0.091"" (2.30mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-09.jpg,1691-1216-ND,N61-09,"American Hakko Products, Inc.","NOZZLE,1.3MM,FR-4101/4102",28,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.051"" (1.30mm) ID, 0.118"" (3.00mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://www.hakkousa.com/files/index/download/id/18384/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_N50B-06.jpg",1691-1306-ND,N50B-06,"American Hakko Products, Inc.",NOZZLE 1.6MM FR-300 817/808/807,26,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.063"" (1.60mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-01.jpg,1691-1208-ND,N61-01,"American Hakko Products, Inc.","NOZZLE,0.6MM,THIN PAD,FR-4101/41",25,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.024"" (0.60mm) ID, 0.059"" (1.50mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://www.hakkousa.com/files/index/download/id/18384/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/MFG_N50B-04.jpg",1691-1304-ND,N50B-04,"American Hakko Products, Inc.",NOZZLE 1.0MM FR-300 817/808/807,25,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.039"" (1.00mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-02.jpg,1691-1209-ND,N61-02,"American Hakko Products, Inc.","NOZZLE,0.8MM,THIN PAD,FR-4101/41",21,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.031"" (0.80mm) ID, 0.059"" (1.50mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-04.jpg,1691-1211-ND,N61-04,"American Hakko Products, Inc.","NOZZLE,0.8MM,EXT.,FR-4101/4102",20,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.031"" (0.80mm) ID, 0.071"" (1.80mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-07.jpg,1691-1214-ND,N61-07,"American Hakko Products, Inc.","NOZZLE,0.8MM,FR-4101/4102",19,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","-","0.031"" (0.80mm) ID, 0.091"" (2.30mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-14.jpg,1691-1221-ND,N61-14,"American Hakko Products, Inc.",NOZZLE 1.6MM FR-4101/4102,17,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","0.433"" (11.00mm)","0.063"" (1.60mm) ID, 0.118"" (3.00mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://www.hakkousa.com/files/index/download/id/18384/,"//media.digikey.com/Photos/American%20Hakko%20Products,%20Inc/N50B-03.jpg",1691-1301-ND,N50B-03,"American Hakko Products, Inc.",NOZZLE 0.8MM FR300 817 808 807,17,0,"18.57000","0","1","N50B","Active","Desoldering","Nozzle","-","-","-","0.031"" (0.80mm) ID","-","-","FR-300, FR-807, FR-808, FR-817"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-12.jpg,1691-1219-ND,N61-12,"American Hakko Products, Inc.","NOZZLE,1.0MM,EXTRA LONG,FR-4101/",16,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","0.433"" (11.00mm)","0.039"" (1.00mm) ID, 0.091"" (2.30mm) OD","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-11.jpg,1691-1218-ND,N61-11,"American Hakko Products, Inc.","NOZZLE,0.8MM,EXTRA LONG,FR-4101/",10,0,"18.57000","0","1","N61","Active","Desoldering","Nozzle","-","-","0.433"" (11.00mm)","0.031"" (0.80mm) ID, 0.083"" (2.10mm) OD","-","-","FR-410, FR-4101, FR-4102"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054414799,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054414799.jpg,T0054414799-ND,T0054414799,Apex Tool Group,TIP 6MM THERMAL TWEEZER 2PC,13,0,"19.20000","0","1","Weller®, WTA","Active","Desoldering","Tiplet","-","0.236"" (6.00mm)","-","-","-","-","WTA50"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/A1130.JPG,1691-1019-ND,A1130,"American Hakko Products, Inc.","NOZZLE,SINGLE,4.4MM,FR-802/801",28,0,"19.87000","0","1","Hot Air","Active","Rework (Hot Air)","Nozzle","-","-","-","0.173"" (4.40mm) ID","Single","-","FR-702, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N51-02.jpg,1691-1227-ND,N51-02,"American Hakko Products, Inc.","NOZZLE,SINGLE,4.0MM,FR-811/810B/",20,0,"20.07000","0","1","N51","Active","Rework (Hot Air)","Nozzle","-","-","-","0.157"" (4.00mm) ID","Single","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/N51-04.JPG,1691-1229-ND,N51-04,"American Hakko Products, Inc.","NOZZLE,SINGLE,7.0MM,FR-811/801B/",20,0,"20.07000","0","1","N51","Active","Rework (Hot Air)","Nozzle","-","-","-","0.276"" (7.00mm) ID","Single","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N51-01.jpg,1691-1226-ND,N51-01,"American Hakko Products, Inc.","NOZZLE,SINGLE,2.5MM,FR-811/810B/",13,0,"20.07000","0","1","N51","Active","Rework (Hot Air)","Nozzle","-","-","-","0.098"" (2.50mm) ID","Single","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/N51-05.JPG,1691-1230-ND,N51-05,"American Hakko Products, Inc.","NOZZLE,BENT,SINGLE,1.5 X 3MM,FR-",11,0,"20.07000","0","1","N51","Active","Rework (Hot Air)","Nozzle, Bent 45°","-","-","0.118"" (3.00mm)","0.059"" (1.50mm) ID","Single","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/A1124B.JPG,1691-1018-ND,A1124B,"American Hakko Products, Inc.","NOZZLE,SINGLE,2.5MM,FR-802/801",9,0,"20.07000","0","1","Hot Air","Active","Rework (Hot Air)","Nozzle","-","-","-","0.098"" (2.50mm) ID","Single","-","B5058, FR-702, FR-810B, FR-811"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/photos/Hakko/N51-03.JPG,1691-1228-ND,N51-03,"American Hakko Products, Inc.","NOZZLE,SINGLE,5.5MM,FR-811/810B/",7,0,"20.07000","0","1","N51","Active","Rework (Hot Air)","Nozzle","-","-","-","0.217"" (5.50mm) ID","Single","-","FR-410, FR-4101, FR-4102"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Apex%20Tool%20Photos/0051315099.JPG,T0051315099N-ND,T0051315099N,Apex Tool Group,DESOLDER TIP DX113HM-DXV & DSV80,21,0,"20.60000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.906"" (23.00mm)","0.047"" (1.20mm) ID, 0.098"" (2.50mm) OD","-","-","DS80, DSV80"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-16.jpg,1691-1223-ND,N61-16,"American Hakko Products, Inc.","NOZZLE,4 X 1MM,FR-4101/4102",21,0,"20.77000","0","1","N61","Active","Desoldering","Nozzle","-","0.039"" (1.00mm)","0.157"" (4.00mm)","-","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/N61-15.jpg,1691-1222-ND,N61-15,"American Hakko Products, Inc.","NOZZLE,3 X 1MM,FR-4101/4102",18,0,"20.77000","0","1","N61","Active","Desoldering","Nozzle","0.039"" (1.00mm)","0.157"" (4.00mm)","0.118"" (3.00mm)","0.039"" (1.00mm) ID","-","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-JD08.JPG,1691-1143-ND,T15-JD08,"American Hakko Products, Inc.","TIP,BENT CHISEL,0.8MM/30 X 3.5MM",33,0,"20.97000","0","1","T15","Active","Soldering","Chisel, Bent 30°","0.138"" (3.50mm)","0.020"" (0.51mm)","-","-","-","-","FM-202, FM-203, FM-204, FM-206, FP-101, FP-102, FX-951"
https://www.hakkousa.com/files/index/download/id/17290/,//media.digikey.com/Photos/Hakko/T22-D16.jpg,1691-1192-ND,T22-D16,"American Hakko Products, Inc.","TIP,CHISEL,1.6 X 12MM,HD,FM-2030",48,0,"26.27000","0","1","T22","Active","Soldering","Chisel","0.020"" (0.50mm)","-","0.472"" (12.00mm)","0.063"" (1.60mm) OD","-","-","FM-2030, FM-2031"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3596_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3596.jpg,1528-2506-ND,3596,Adafruit Industries LLC,10-PIECE HOT AIR REWORK SOLDERIN,65,0,"27.50000","0","1","-","Active","Rework (Hot Air), SMD","Assorted","-","-","-","-","-","-","957DW"
-,//media.digikey.com/photos/Hakko/N51-06.JPG,1691-1231-ND,N51-06,"American Hakko Products, Inc.","NOZZLE,BENT 30,SINGLE,5.5MM,FR-8",9,0,"32.97000","0","1","N51","Active","Rework (Hot Air)","Nozzle, Bent 30°","-","-","-","0.217"" (5.50mm) ID","Single","-","FR-410, FR-4101, FR-4102"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-CF3.JPG,1691-1127-ND,T15-CF3,"American Hakko Products, Inc.","TIP,BEVEL,3MM/60 X 19.5MM,TINNED",31,0,"35.07000","0","1","T15","Active","Soldering","Bevel 60°","0.118"" (3.00mm)","0.118"" (3.00mm)","0.768"" (19.50mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
-,//media.digikey.com/Photos/Hakko/T30-D06.jpg,1691-1197-ND,T30-D06,"American Hakko Products, Inc.","TIP, CHISEL, 0.6 X 6MM, MICRO, F",23,0,"36.57000","0","1","T30","Active","Soldering","Chisel","0.012"" (0.30mm)","0.024"" (0.60mm)","0.236"" (6.00mm)","-","-","-","FM-2032"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T30-D1.jpg,1691-1198-ND,T30-D1,"American Hakko Products, Inc.","TIP, CHISEL, 1 X 6.5MM, MICRO, F",19,0,"36.57000","0","1","T30","Active","Soldering","Chisel","0.008"" (0.20mm)","0.039"" (1.00mm)","0.256"" (6.50mm)","-","-","-","FM-2032"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T30-J.jpg,1691-1200-ND,T30-J,"American Hakko Products, Inc.","TIP, BENT, R0.2MM / 40 X 3MM X 3",9,0,"36.57000","0","1","T30","Active","Soldering","Bent 40°","-","-","-","0.008"" (0.20mm) OD","-","-","FM-2032"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T30-KN.jpg,1691-1201-ND,T30-KN,"American Hakko Products, Inc.","TIP, KNIFE, 1.4MM / 45 X 8.5MM,",14,0,"40.07000","0","1","T30","Active","Soldering","Knife 45°","0.031"" (0.80mm)","0.055"" (1.40mm)","0.335"" (8.50mm)","-","-","-","FM-2032"
