Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465671N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054465671N.jpg,T0054465671N-ND,T0054465671N,Apex Tool Group,RTW 6NWMS TIP SET 45 D 0.2MM CHR,5,0,"69.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054467199N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054467199N.jpg,T0054467199N-ND,T0054467199N,Apex Tool Group,RTW10MS CART TIP MS BLADE 10X1,5,0,"69.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17401-N5-3.jpg,243-1554-ND,17401-N5-3,Aven Tools,REPLACEMENT TIP FOR 17401 DESOLD,11,0,"2.55000","0","1","-","Active","Desoldering","Conical","-","-","-","-","-","-","17401"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17401-N5-1.jpg,243-1552-ND,17401-N5-1,Aven Tools,REPLACEMENT TIP FOR 17401 DESOLD,10,0,"2.55000","0","1","-","Active","Desoldering","Conical","-","-","-","-","-","-","17401"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17401-N5-2.jpg,243-1553-ND,17401-N5-2,Aven Tools,REPLACEMENT TIP FOR 17401 DESOLD,10,0,"2.55000","0","1","-","Active","Desoldering","Conical","-","-","-","-","-","-","17401"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-0111.jpg,20-0111-ND,20-0111,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"2.67200","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-0113.jpg,20-0113-ND,20-0113,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"2.67200","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-0114.jpg,20-0114-ND,20-0114,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"2.67200","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,-,20-0110-ND,20-0110,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"2.71100","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T333.jpg,T333-ND,T333,Apex Tool Group,CHISEL TIP COPPER,0,0,"2.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-025.jpg,20-025-ND,20-025,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"3.23700","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-040.jpg,20-040-ND,20-040,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"3.23700","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-060.jpg,20-060-ND,20-060,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"3.23700","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/ITW%20Chemtronics/Product_Catalog_App_Guide.pdf,//media.digikey.com/Photos/Chemtronics/MFG_20-0815.jpg,20-0815-ND,20-0815,Techspray,PLATO DSLDRNG TIP AIR-VAC A.P.E.,0,0,"3.23700","0","10","Plato®","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,T0058751717-ND,T0058751717,Apex Tool Group,TIP REMOVAL PAD SILICON WMP IRON,0,0,"3.30000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTA7B-ND,PTA7B,Apex Tool Group,TIP SCREWDRIVER 1/16"" 700F BULK,0,0,"3.40000","0","100","Weller®, PT","Active","Soldering","Screwdriver","0.031"" (0.80mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTP7B-ND,PTP7B,Apex Tool Group,TIP CONICAL 1/32"" 700F BULK,0,0,"3.40000","0","100","Weller®, PT","Active","Soldering","Conical","-","-","0.620"" (15.75mm)","0.012"" (0.30mm) OD","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTP8B-ND,PTP8B,Apex Tool Group,TIP CONICAL 1/32"" 800F BULK,0,0,"3.40000","0","100","Weller®, PT","Active","Soldering","Conical","-","-","0.620"" (15.75mm)","0.012"" (0.30mm) OD","-","800°F (427°C)","TC201, TCP"
http://www.aventools.com/wp-content/uploads/2016/10/DigitalCatalog_10-2016_spread.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17521-C12.jpg,243-1405-ND,17521-C12,Aven Tools,TIPS STYLE C1-2 40W,16,0,"3.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/10/DigitalCatalog_10-2016_spread.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17521-C13.jpg,243-1473-ND,17521-C13,Aven Tools,TIPS STYLE C1-3 40W,15,0,"3.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.aventools.com/wp-content/uploads/2016/10/DigitalCatalog_10-2016_spread.pdf,//media.digikey.com/Photos/Aven%20Photos/MFG_17521-C11.jpg,243-1472-ND,17521-C11,Aven Tools,TIPS STYLE C1-1 40W,9,0,"3.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTAA7-ND,PTAA7,Apex Tool Group,TIP SINGLE FLAT 1/16"" 700F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.040"" (1.02mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTAA8-ND,PTAA8,Apex Tool Group,TIP SINGLE FLAT 1/16"" 800F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.040"" (1.02mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTBB7-ND,PTBB7,Apex Tool Group,TIP SINGLE FLAT 3/32"" 700F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.031"" (0.80mm)","0.094"" (2.40mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTCC7-ND,PTCC7,Apex Tool Group,TIP SINGLE FLAT 1/8"" 700F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.031"" (0.80mm)","0.125"" (3.18mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
-,-,PTD6-ND,PTD6,Apex Tool Group,TIP SCREWDRIVER 3/16"" 600F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.035"" (0.90mm)","0.187"" (4.75mm)","0.620"" (15.75mm)","-","-","600°F (316°C)","TC201, TCP"
-,-,PTK6-ND,PTK6,Apex Tool Group,TIP LONG SCREWDRIVER 3/64"" 600F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.026"" (0.66mm)","0.047"" (1.19mm)","1.000"" (25.40mm)","-","-","600°F (316°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTL8-ND,PTL8,Apex Tool Group,TIP LONG SCREWDRIVER 5/64"" 800F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.027"" (0.69mm)","0.079"" (2.00mm)","1.000"" (25.40mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTM7-ND,PTM7,Apex Tool Group,TIP LONG SCREWDRIVER 1/8"" 700F,0,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.037"" (0.94mm)","0.125"" (3.18mm)","1.000"" (25.40mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTM8-ND,PTM8,Apex Tool Group,TIP LONG SCREWDRIVER 1/8"" 800F,0,0,"3.90000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.037"" (0.94mm)","0.125"" (3.18mm)","1.000"" (25.40mm)","-","-","800°F (427°C)","TC201, TCP"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/ML500MP.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_ML501.jpg,ML501-ND,ML501,Apex Tool Group,TIP CONICAL 1.6MM FOR ML500MP,0,0,"4.00000","0","1","Weller®","Not For New Designs","Soldering","Conical","-","-","0.500"" (12.70mm)","0.059"" (1.50mm) OD","-","750°F ~ 900°F (400°C ~ 482°C)","ML500MP"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_DST6.jpg,DST6-ND,DST6,Apex Tool Group,TIP DESOLDER .170X.090"" THREAD,0,0,"4.00000","0","10","*","Not For New Designs","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,TST8-ND,TST8,Apex Tool Group,TIP NARROW SCREWDRIVER 1/16"" FO,0,0,"4.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_TB5TK.jpg,TB5TK-ND,TB5TK,Apex Tool Group,5 TIPS FOR TP100PK,0,0,"4.20000","0","1","Weller®","Active","Soldering","Assorted","-","-","Assorted","-","-","-","TB100PK"
https://www.techspray.com/content/msds/TS-PL-C%20Series_ENG_TDS.pdf,//media.digikey.com/Photos/Chemtronics/MFG_C-3036-x.jpg,C-3036-7-ND,C-3036-7,Techspray,SOLDER TIP,0,0,"4.44600","0","10","Plato®","Active","Soldering","Screwdriver","-","0.125"" (3.18mm)","-","-","-","700°F (371°C)","TC201T, TC201FE, WTCPT, WTCPTD, WTCPTFE , WTCPN, WTCPS"
https://www.techspray.com/content/msds/TS-PL-C%20Series_ENG_TDS.pdf,//media.digikey.com/Photos/Chemtronics/MFG_C-3036-x.jpg,C-3036-8-ND,C-3036-8,Techspray,SOLDER TIP,0,0,"4.44600","0","10","Plato®","Active","Soldering","Screwdriver","-","0.125"" (3.18mm)","-","-","-","800°F (427°C)","TC201T, TC201FE, WTCPT, WTCPTD, WTCPTFE , WTCPN, WTCPS"
https://www.techspray.com/content/msds/TS-PL-C%20Series_ENG_TDS.pdf,//media.digikey.com/Photos/Chemtronics/MFG_C-3036-x.jpg,C-3036-9-ND,C-3036-9,Techspray,SOLDER TIP,0,0,"4.44600","0","10","Plato®","Active","Soldering","Screwdriver","-","0.126"" (3.20mm)","-","-","-","900°F (482°C)","TC201T, TC201FE, WTCPT, WTCPTD, WTCPTFE , WTCPN, WTCPS"
https://www.techspray.com/content/msds/TS-PL-C%20Series_ENG_TDS.pdf,//media.digikey.com/Photos/Chemtronics/MFG_C-3039-x.jpg,C-3039-7-ND,C-3039-7,Techspray,SOLDER TIP,0,0,"4.44600","0","10","Plato®","Active","Soldering","Chisel","-","0.063"" (1.60mm)","-","-","-","700°F (371°C)","TC201T, TC201FE, WTCPT, WTCPTD, WTCPTFE , WTCPN, WTCPS"
