Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Filter Type","Configuration","Voltage - Rated DC","Voltage - Rated AC","Voltage - Rated AC (Phase to Ground/Neutral)","Voltage - Rated AC (Phase to Phase)","Current","Frequency - Operating","Applications","Approvals","Operating Temperature","Mounting Type","Termination Style","Inductance"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FPP-01.pdf,//media.digikey.com/photos/Schurter%20Photos/5500.2001.jpg,486-2184-ND,5500.2001,Schurter Inc.,LINE FILTER 125/250VAC 1A TH,198,0,"7.68000","0","1","FPP-01","Active","Single Phase","Single Stage","-","125V, 250V","-","-","1A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 85°C","Through Hole","PC Pins","10mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_WG_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/16WGD3.jpg,CCM2196-ND,7-6609089-9,TE Connectivity Corcom Filters,LINE FILTER 250VAC 16A CHASS MNT,222,0,"9.06000","0","1","WG","Active","Single Phase","Single Stage","-","250V","-","-","16A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Threaded Post (M8), Wire Leads","540µH"
http://www.kemet.com/Lists/ProductCatalog/Attachments/142/F9000_FA_PCB.pdf,//media.digikey.com/Photos/Kemet%20Photos/FAHAV3100ZF000.JPG,399-13897-ND,FAHAV3100ZF000,KEMET,LINE FILTER 250VAC 6.5A TH,117,0,"9.45000","0","1","FA","Active","Single Phase","Single Stage","-","250V","-","-","6.5A","50/60Hz","General Purpose","CSA, UR, VDE","-25°C ~ 85°C","Through Hole","PC Pins","1mH"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMLB-41.pdf,//media.digikey.com/Photos/Schurter%20Photos/5500.2030.jpg,486-2185-ND,5500.2030,Schurter Inc.,LINE FILTER 125/250VAC 10A CHASS,182,125,"12.32000","0","1","FMLB-41","Active","Single Phase","Single Stage","-","125V, 250V","-","-","10A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","300µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EBP_EDP_EOP&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/Tyco%20Electronics%20Corcom-%2010EDP.jpg,CCM1364-ND,1EDP,TE Connectivity Corcom Filters,LINE FILTER 250VAC 1A TH,143,0,"16.53000","0","1","EDP","Active","Single Phase","Single Stage","-","250V","-","-","1A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","-"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMAB_NEO.pdf,//media.digikey.com/Photos/Schurter%20Photos/5500.2634.01.jpg,486-3217-ND,5500.2636.01,Schurter Inc.,LINE FILTER 125/250VAC 12A CHASS,214,0,"18.10000","0","1","FMAB NEO","Active","Single Phase","Single Stage","-","125V, 250V","-","-","12A","50/60Hz","General Purpose","cURus, ENEC, VDE","-40°C ~ 100°C","Chassis Mount","Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EMC_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/10EMC3.jpg,CCM2174-ND,10EMC3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 10A CHASS MNT,155,0,"20.11000","0","1","EMC","Active","Single Phase","Two Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=10EB3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/10EB3.jpg,10EB3-ND,10EB3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 10A CHASS MNT,102,0,"20.14000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Wire Leads","495µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_X_Y_Z&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/3EXP.JPG,CCM1370-ND,3EXP,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A TH,493,0,"21.65000","0","1","X","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","2.3mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_K_SERIES&DocType=CS&DocLang=English,"//media.digikey.com/photos/Tyco%20Corcom%20Photos/2VK1,5VK1,10VK1.jpg",CCM1618-ND,3VK1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,115,0,"22.08000","0","1","K","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","1.76mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_R_SERIES&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5VR7.JPG,CCM1351-ND,5VR7,TE Connectivity Corcom Filters,LINE FILTER 250VAC 5A CHASS MNT,128,0,"22.98000","0","1","R","Active","Single Phase","Two Stage","-","250V","-","-","5A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","IEC 320-C14, Quick Connect","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6EHZ1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6EHZ1.JPG,CCM1921-ND,2-1609037-9,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A CHASS MNT,131,0,"26.52000","0","1","HZ","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","5.1mH"
https://us.schurter.com/pdf/english/typ_FMEB.pdf,//media.digikey.com/photos/Schurter%20Photos/5500.2225.JPG,486-1404-ND,5500.2225,Schurter Inc.,LINE FILTER 43/80VDC 15A CHAS,182,0,"30.19000","0","1","FMEB","Active","DC","Single Stage","43V, 80V","-","-","-","15A","-","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","100µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6VSK1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6VSK1.JPG,CCM1732-ND,6VSK1,TE Connectivity Corcom Filters,LINE FILTER 250VAC 6A CHASS MNT,205,0,"36.01000","0","1","SK","Active","Single Phase","Single Stage","-","250V","-","-","6A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","8.73mH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1029-ND,AMI-M11A-3-3-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 3A CHASS MNT,108,0,"11.15000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","1.76mH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1030-ND,AMI-M11A-3-5-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 5A CHASS MNT,108,0,"11.26000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","5A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","516µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1017-ND,AMI-M11A-1-10-B,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,105,0,"11.33000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","495µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1018-ND,AMI-M11A-1-10-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,105,0,"11.33000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","495µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1027-ND,AMI-M11A-3-2-B,"Altran Magnetics, LLC",LINE FILTER 250VAC 2A CHASS MNT,168,0,"11.69000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","539µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1028-ND,AMI-M11A-3-2-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 2A CHASS MNT,168,0,"11.91000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","539µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1026-ND,AMI-M11A-3-1-B,"Altran Magnetics, LLC",LINE FILTER 250VAC 1A CHASS MNT,168,0,"12.34000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","1A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","1.86mH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1024-ND,AMI-M11A-3-10-B,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,105,0,"12.41000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","495µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1025-ND,AMI-M11A-3-10-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,105,0,"12.47000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Wire Leads","495µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1019-ND,AMI-M11A-1-1-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 1A CHASS MNT,168,0,"12.69000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","1A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","1.86mH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1021-ND,AMI-M11A-1-2-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 2A CHASS MNT,168,0,"12.91000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","539µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_EBP_EDP_EOP&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/6609063-2.jpg,CCM2083-ND,6609063-2,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A TH,350,0,"13.07000","0","1","EBP","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Through Hole","PC Pins","-"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1022-ND,AMI-M11A-1-3-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 3A CHASS MNT,108,0,"13.39000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","1.76mH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1023-ND,AMI-M11A-1-5-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 5A CHASS MNT,108,0,"13.47000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","5A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","516µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11D%20Series.pdf,-,2040-1033-ND,AMI-M11D-1-10-B-2,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,108,0,"14.10000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","495µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-2367-ND,FN2010A-10-06,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASSIS,360,0,"15.19000","0","1","FN 2010","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","Safety","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","800µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-2230-ND,FN2010N1-6-06,Schaffner EMC Inc.,LINE FILTER 250VDC/VAC 6A CHAS,113,0,"15.26000","0","1","FN 2010","Active","Single Phase","Single Stage","250V","250V","-","-","6A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","1mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2010-1-06.JPG,817-2231-ND,FN2010N1-10-06,Schaffner EMC Inc.,LINE FILTER 250VDC/VAC 10A CHAS,115,0,"15.63000","0","1","FN 2010","Active","Single Phase","Single Stage","250V","250V","-","-","10A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","800µH"
https://www.altranmagnetics.com/images/category/products/emi-filters/pdf/newer-powerline/AMI%20M11A%20Series.pdf,//media.digikey.com/Photos/Altran-Magnetics/MFG_AMI-M11A-Series.jpg,2040-1031-ND,AMI-M11A-6-10-D,"Altran Magnetics, LLC",LINE FILTER 250VAC 10A CHASS MNT,105,0,"15.77000","0","1","*","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","-","-10°C ~ 40°C","Chassis Mount","Quick Connect","495µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2EB1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2EB1.JPG,CCM2002-ND,6609020-3,TE Connectivity Corcom Filters,LINE FILTER 250VAC 2A CHASS MNT,115,0,"16.02000","0","1","B","Active","Single Phase","Single Stage","-","250V","-","-","2A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Quick Connect","539µH"
http://www.schurterinc.com/bundles/snceschurter/epim/_ProdPool_/newDS/en/typ_FMW-41.pdf,//media.digikey.com/Photos/Schurter%20Photos/5500.2102.jpg,486-2188-ND,5500.2102,Schurter Inc.,LINE FILTER 125/250VAC 10A CHASS,182,0,"16.06000","0","1","FMW-41","Active","Single Phase","Single Stage","-","125V, 250V","-","-","10A","50/60Hz","General Purpose","cURus, ENEC, VDE","-25°C ~ 100°C","Chassis Mount","Quick Connect","400µH"
https://www.xppower.com/Portals/0/pdfs/SF_FIHM.pdf,//media.digikey.com/Photos/XP%20Power/MFG_FIHMA.jpg,1470-4794-ND,FIHMA03C1F,XP Power,"EMC FILTER, CHASSIS MOUNT, ITE &",120,0,"16.25000","0","1","-","Active","Single Phase","Two Stage","-","-","-","-","3A","DC ~ 400Hz","Medical","EN, UL","-40°C ~ 110°C","Chassis Mount","Quick Connect","3.6mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2020-SERIES.jpg,817-1874-ND,FN2020B-10-06,Schaffner EMC Inc.,LINE FILTER 250VAC 10A CHASS MNT,238,0,"16.62000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","10A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","800µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2020-1-07.JPG,817-1259-ND,FN2020-1-07,Schaffner EMC Inc.,LINE FILTER 250VAC 1A CHASS MNT,780,0,"17.26000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","1A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","12mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2060-3-07.JPG,817-1288-ND,FN2060-3-07,Schaffner EMC Inc.,LINE FILTER 250VAC 3A CHASS MNT,897,200,"18.28000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","3A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Wire Leads","2.5mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2060-multi-stage-general-purpose-emcemi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2060-SERIES.jpg,817-2388-ND,FN2060A-6-06,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,400,0,"18.31000","0","1","FN 2060","Active","Single Phase","Two Stage","-","250V","-","-","6A","DC ~ 400Hz","Safety","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","970µH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1654001_CORCOM_PRODUCT_GUIDE_K_SERIES&DocType=CS&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/10vk6.JPG,CCM1820-ND,10VK6,TE Connectivity Corcom Filters,LINE FILTER 250VAC 10A CHASS MNT,147,0,"18.57000","0","1","K","Active","Single Phase","Single Stage","-","250V","-","-","10A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","Threaded Post (8-32)","495µH"
https://www.schaffner.com/products/download/product/datasheet/fn-9246-high-performance-iec-inlet-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN9246-Series.jpg,817-2671-ND,FN9246B-12-06,Schaffner EMC Inc.,LINE FILTER 250VAC 12A CHASS MNT,630,0,"19.57000","0","1","FN 9246","Active","Single Phase","Single Stage","-","250V","-","-","12A","DC ~ 400Hz","Lighting","CSA, SEMKO, UR","-25°C ~ 85°C","Chassis Mount","Quick Connect","1.85mH"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-2250-ND,FN2090NN-3-06,Schaffner EMC Inc.,LINE FILTER 250VDC/VAC 3A CHAS,102,0,"21.27000","0","1","FN 2090","Active","Single Phase","Two Stage","250V","250V","-","-","3A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Quick Connect","14mH"
https://www.schaffner.com/products/download/product/datasheet/fn-410-high-performance-two-stage-pcb-mounting-emc-filter/,-,817-2364-ND,FN410-0.5-02,Schaffner EMC Inc.,LINE FILTER 250VAC 500MA TH,125,0,"23.03000","0","1","FN 410","Active","Single Phase","Two Stage","-","250V","-","-","500mA","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","24mH"
https://www.schaffner.com/products/download/product/datasheet/fn-410-high-performance-two-stage-pcb-mounting-emc-filter/,-,817-2365-ND,FN410-1-02,Schaffner EMC Inc.,LINE FILTER 250VAC 1A TH,128,0,"23.21000","0","1","FN 410","Active","Single Phase","Two Stage","-","250V","-","-","1A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Through Hole","PC Pins","10mH"
https://www.schaffner.com/products/download/product/datasheet/fn-332-performance-emcemi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/FN332-Series.jpg,817-2468-ND,FN332Z-6-05,Schaffner EMC Inc.,LINE FILTER 250VAC 6A CHASS MNT,119,0,"24.09000","0","1","FN 332","Active","Single Phase","Single Stage","-","250V","-","-","6A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Terminal Post","800µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-1338-ND,FN2090-8-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 8A CHAS,101,0,"24.96000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","8A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","8mH"
https://en.cosel.co.jp/tool/tag/pdf/SFE_EAC.pdf,//media.digikey.com/Photos/Cosel/MFG_EAC.jpg,1776-1219-ND,EAC-30-472,"Cosel USA, Inc.",LINE FILTER 250VDC/VAC 30A CHAS,205,0,"26.67000","0","1","EAC","Active","Single Phase","Single Stage","250V","250V","250V","-","30A","-","General Purpose","cURus, VDE","-40°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.us.tdk-lambda.com/ftp/specs/etl_rsmn.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_RSMN-%282003-2030%29.JPG,285-2751-ND,RSMN-2010,TDK-Lambda Americas Inc.,LINE FILTER 250VDC/VAC 10A CHASS,107,0,"29.60000","0","1","RSMN","Active","Single Phase","Single Stage","250V","250V","-","-","10A","-","General Purpose","CSA, EN, UL","-25°C ~ 85°C","Chassis Mount","Terminal Block","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2020-general-purpose-emi-filter/,//media.digikey.com/Photos/Schaffner%20EMC%20Photos/MFG_FN-2020-SERIES.jpg,817-2378-ND,FN2020B-30-08,Schaffner EMC Inc.,LINE FILTER 250VAC 30A CHASS MNT,123,0,"39.21000","0","1","FN 2020","Active","Single Phase","Single Stage","-","250V","-","-","30A","DC ~ 400Hz","General Purpose","CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M4)","670µH"
https://www.schaffner.com/products/download/product/datasheet/fn-2090-multi-stage-emcemi-filter-with-excellent-attenuation-performance/,//media.digikey.com/photos/Schaffner%20EMC%20Photos/FN2090-4-06.JPG,817-2406-ND,FN2090B-20-06,Schaffner EMC Inc.,LINE FILTER 110/250VAC 20A CHASS,538,130,"53.64000","0","1","FN 2090","Active","Single Phase","Two Stage","-","110V, 250V","-","-","20A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-20°C ~ 100°C","Chassis Mount","Quick Connect","2.7mH"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3EQ8M&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/Q8%20SERIES.JPG,CCM2305-ND,6609048-4,TE Connectivity Corcom Filters,LINE FILTER 250VAC 3A CHASS MNT,110,0,"63.78000","0","1","Q","Active","Single Phase","Single Stage","-","250V","-","-","3A","50/60Hz","General Purpose","CSA, UR, VDE","-10°C ~ 40°C","Chassis Mount","IEC 320-C14, Wire Leads","-"
http://www.deltaww.com/fileCenter/Products/download/04/0406/feature_product/TDP%20Series.pdf,//media.digikey.com/Photos/Delta%20Photos/20TDPS6E.jpg,1144-1335-ND,16TDPS6,Delta Electronics,LINE FILTER 16A CHASSIS MOUNT,32,0,"80.00000","0","1","TDP","Active","Three Phase (Delta)","Single Stage","-","-","-","-","16A","-","General Purpose","cURus, ENEC","-","Chassis Mount","Terminal Block","4.3mH"
http://www.kemet.com/Lists/FileStore/F9000_FLLDH_FLLDU.pdf,//media.digikey.com/Photos/Kemet%20Photos/FLLDU100A225I0.JPG,399-16610-ND,FLLDU100A225I0,KEMET,LINE FILTER 440VDC 250VAC CHAS,26,0,"102.21000","0","1","F.LL.DU","Active","Single Phase","Single Stage","440V","250V","-","-","100A","50/60Hz","General Purpose","UR","-40°C ~ 85°C","Chassis Mount","Threaded Post (M8)","-"
https://www.schaffner.com/products/download/product/datasheet/fn-2010-general-purpose-emcemi-filter/,-,817-2237-ND,FN2010N-60-24,Schaffner EMC Inc.,LINE FILTER 250VDC/VAC 60A CHAS,26,0,"102.46000","0","1","FN 2010","Active","Single Phase","Single Stage","250V","250V","-","-","60A","DC ~ 400Hz","General Purpose","CE, CSA, ENEC, UR","-25°C ~ 100°C","Chassis Mount","Threaded Post (M6)","1mH"
