Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Applications","Type","Cable Length","Reel Capacity","Cable Type","Cable Diameter","Voltage","Lamp Wattage","Current Rating (Amps)","Features","Approvals"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301020210-ND,1301020210,Molex,SIDE OUTLET HANDLE/SOCKET,0,0,"94.13000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301170090_FESTOONS.pdf,-,1301170090-ND,1301170090,Molex,STEEL INTERM CAR,0,0,"94.45000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=209,-,1300990187-ND,1300990187,Molex,WIRE MESH .68-.81 W/NUT F-3,0,0,"94.91000","0","1","MAX-LOC, Watertite 130099","Active","-","Strain Relief Grip","-","-","-","0.68"" ~ 0.81"" (17.3mm ~ 20.6mm)","-","-","-","Stainless Steel Grip","CSA, UL"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301790199-ND,1301790199,Molex,CABLE ASSY 15FT,0,0,"95.81000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150341-ND,1301150341,Molex,END FEED BOX,0,0,"96.40000","0","1","Pow-R-Feed 130124","Active","Standard","End Feed Box","-","-","-","-","-","-","-","-","-"
-,-,1301550015-ND,1301550015,Molex,WATERTITE COVER WITH GASKET,0,0,"97.94000","0","1","Watertite","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150220-ND,1301150220,Molex,HOUSING STANDARD 10' AEROBAR,0,0,"98.39000","0","1","Aero-Bar 130115","Active","Standard","Track","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301120104-ND,1301120104,Molex,GUARD 300W OPEN W/REFL YEL VINYL,0,0,"98.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us//1301250046_FESTOONS.pdf,-,1301250046-ND,1301250046,Molex,WIRE ROPE FESTOON HARDWARE KIT,0,0,"98.90000","0","1","Aero-Motive 130125","Active","Light Duty","Wire Rope Hardware Kit","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=27,-,1301090020-ND,1301090020,Molex,HAND LAMP 13W 20' 18/3SJTW CORD,0,0,"100.19000","0","1","Pro-Yellow 130109","Active","General Purpose","Hand Lamp, Fluorescent","20.00' (6.10m)","-","18/3","-","120VAC","13 Watt","-","-","UL"
-,-,1300230002-ND,1300230002,Molex,SWINGER 2P SWITCH SPST NC,0,0,"100.42000","0","4","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301150218-ND,1301150218,Molex,ASSEMBLY END FEED BOX C5,0,0,"101.69000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301860560-ND,1301860560,Molex,HANDLE ASSY,0,0,"101.84000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160024-ND,1301160024,Molex,TRACK 40MM X 10' IGA#2500-1,0,0,"102.14000","0","1","Aero-Motive 130116","Active","Heavy Duty","Track","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,-,43223-0048-ND,UMBT4,Omron Automation and Safety,UM MAT ALUM BLUNT TRIM 48"",0,0,"103.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301910016-ND,1301910016,Molex,LAMP BULB 1000 WATT HALOGEN,0,0,"104.71000","0","1","130191","Active","-","Bulb","-","-","-","-","-","1000 Watt","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120036_LIGHTING.pdf,-,1301120036-ND,1301120036,Molex,REPLCMNT WIRE GUARD FOR 8570D,0,0,"104.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301170070-ND,1301170070,Molex,LEAD CAR,0,0,"105.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,25995-0010-ND,25995-0010,Omron Automation and Safety,PVC EXTRUSION RAIL MTG 35MM EDG,0,0,"106.27000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,-,1301120124-ND,1301120124,Molex,MAGNETIC HOLDER BASE W/SWIVEL,0,0,"106.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301370008_POWER_DISTRIBUTION.pdf,-,1301370008-ND,1301370008,Molex,PORT OUTLET DEEP BOX,0,0,"106.69000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,26226-0020-ND,26226-0020,Omron Automation and Safety,"EXTRUSION, RAIL BULK, 2M LONG",0,0,"107.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301120199_LIGHTING.pdf,-,1301120199-ND,1301120199,Molex,1000W GUARD- MOBILIGHT ZINC PL,0,0,"108.43000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=45,//media.digikey.com/Photos/Molex/1301090007.jpg,WM6596-ND,1301090007,Molex,HANDLAMP DROP-LITE 25' CORDSET,0,0,"109.25000","0","1","Safeway 130109","Active","General Purpose","Hand Lamp, Fluorescent","25.00' (7.62m)","-","16/3","-","120VAC","100 Watt","-","-","CSA, UL"
-,-,1301910015-ND,1301910015,Molex,RPLCMNT BULB 8575-MH 400WFROSTED,0,0,"109.35000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301020080_LIGHTING.pdf,-,1301020080-ND,1301020080,Molex,101 W/REFLECTOR,0,0,"110.14000","0","1","Super-Safeway 130102","Active","Industrial","Hand Lamp, Incandescent","Cable Not Included","-","-","-","240VAC","100 Watt","-","Quick Open Guard, Reflector","CSA, UL"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,-,43223-0096-ND,UMBT8,Omron Automation and Safety,UM MAT ALUM BLUNT TRIM 96"",0,0,"110.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70099-1053-ND,SCS1510-0-0300-2000C-2000C,Omron Automation and Safety,EDGE SENSOR,0,0,"111.38000","0","1","SCS","Active","Safety","Safety Edge","11.81"" (300.00mm)","-","-","-","-","-","-","-","CE"
-,-,70099-1105-ND,SCS1510-0-0270-2000C-2000C,Omron Automation and Safety,EDGE SENSOR,0,0,"111.38000","0","1","SCS","Active","Safety","Safety Edge","10.63"" (270.00mm)","-","-","-","-","-","-","-","CE"
-,-,1301860550-ND,1301860550,Molex,M-TAP BOX W/CLAMP UL,0,0,"112.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70099-1177-ND,SCS1510-0-0350-2000C-2000C,Omron Automation and Safety,EDGE SENSOR,0,0,"115.06000","0","1","SCS","Active","Safety","Safety Edge","13.78"" (350.00mm)","-","-","-","-","-","-","-","CE"
-,-,70260-1029-ND,SGE-88-2-0150 03000C,Omron Automation and Safety,SGE88-2-0150-3000C,0,0,"115.34000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1050-ND,SGE-88-2-0160 05000C,Omron Automation and Safety,SGE88-2-0160-5000C,0,0,"115.34000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1053-ND,SGE-88-2-0150 05000C,Omron Automation and Safety,SGE88-2-0150-5000C,0,0,"115.34000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301150366_CONDUCTOR_BARS.pdf,-,1301150366-ND,1301150366,Molex,ASSEMBLY PULLING BLOCK,0,0,"115.39000","0","1","-","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160010-ND,1301160010,Molex,TRLLY CRRIER RND .60"".96"",0,0,"116.41000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1048-ND,SGE-88-2-0180 01250C,Omron Automation and Safety,SGE88-2-0180-1250C,0,0,"116.64000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1062-ND,SGE-88-0-0180 00100C-00100C,Omron Automation and Safety,SGE88-0-0180-100C-100C,0,0,"116.64000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Omron%20PDFs/UM_Series.pdf,-,43222-0048-ND,UMJS4,Omron Automation and Safety,UM MAT JOINING TRIM 2 PC. 48"",0,0,"116.64000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1301090021_LIGHTING.pdf,-,1301090021-ND,1301090021,Molex,FLRSCNTHNDLMP 13W TP 20'18/3SJT,0,0,"117.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301020207-ND,1301020207,Molex,SWITCH HANDLE AND SOCKET,0,0,"117.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1017-ND,SGE-88-2-0200 01000C,Omron Automation and Safety,SGE88-2-0200-1000C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1040-ND,SGE-88-2-0200 00500C,Omron Automation and Safety,SGE88-2-0200-500C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1042-ND,SGE-88-2-0200 05000C,Omron Automation and Safety,SGE88-2-0200-5000C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1043-ND,SGE-88-2-0220 01000C,Omron Automation and Safety,SGE88-2-0220-1000C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1074-ND,SGE-88-2-0200 03000C,Omron Automation and Safety,SGE88-2-0200-3000C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1076-ND,SGE-88-0-0200 00700C-00700C,Omron Automation and Safety,SGE88-0-0200-700C-700C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1077-ND,SGE-88-0-0200 00700C-00200C,Omron Automation and Safety,SGE88-0-0200-700C-200C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1078-ND,SGE-88-2-0200 00700C,Omron Automation and Safety,SGE88-2-0200-700C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1121-ND,SGE-88-0-0200 02000C-02000C,Omron Automation and Safety,SGE88-0-0200-2000C-2000C,0,0,"117.94000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,1301160041-ND,1301160041,Molex,LEAD TROLLEY IGA#2500-6,0,0,"118.14000","0","1","Aero-Motive 130116","Active","Heavy Duty","Lead Car","-","-","-","-","-","-","-","-","-"
http://rhu004.sma-promail.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=17,-,1301020211-ND,1301020211,Molex,COMBINATION HANDLE/SOCKET,0,0,"118.54000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1033-ND,SGE-88-0-0240 05000C-05000C,Omron Automation and Safety,SGE88-0-0240-5000C-5000C,0,0,"119.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1034-ND,SGE-88-2-0250 01000C,Omron Automation and Safety,SGE88-2-0250-1000C,0,0,"119.23000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/dwbt.PDF,-,1301170048-ND,1301170048,Molex,5200 FESTOON TRACK 6 FT 16GA,0,0,"119.54000","0","1","Aero-Motive 130117","Active","Medium Duty","Track","-","-","-","-","-","-","-","-","-"
-,-,70260-1011-ND,SGE-88-2-0300 05000C,Omron Automation and Safety,SGE88-2-0300-5000C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1032-ND,SGE-88-0-0280 05000C-05000C,Omron Automation and Safety,SGE88-0-0280-5000C-5000C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1036-ND,SGE-88-0-0300 02000C-02000C,Omron Automation and Safety,SGE88-0-0300-2000C-2000C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1061-ND,SGE-88-2-0300 02500C,Omron Automation and Safety,SGE88-2-0300-2500C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1082-ND,SGE-88-0-0300 02500C-02500C,Omron Automation and Safety,SGE88-0-0300-2500C-2500C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1083-ND,SGE-88-0-0300 02500C-00100C,Omron Automation and Safety,SGE88-0-0300-2500C-100C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1107-ND,SGE-88-0-0300 00250C-00100C,Omron Automation and Safety,SGE88-0-0300-250C-100C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
-,-,70260-1122-ND,SGE-88-0-0300 00250C-00250C,Omron Automation and Safety,SGE88-0-0300-250C-250C,0,0,"120.53000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
