Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407573,-,1407573-ND,1407573,Phoenix Contact,SAC-ASI-J-Y-N-PUR-1 0-FS SCO,0,0,"35.73000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404430.pdf,-,1404430-ND,1404430,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"37.81000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407574,-,1407574-ND,1407574,Phoenix Contact,SAC-ASI-J-Y-N-PUR-2 0-FS SCO,0,0,"38.19000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404443.pdf,-,1404443-ND,1404443,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"40.40000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404427.pdf,-,1404427-ND,1404427,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"44.82000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1405621,-,1405621-ND,1405621,Phoenix Contact,SAC-ASI-J-Y-B-M12FS,0,0,"45.94000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407581,-,1407581-ND,1407581,Phoenix Contact,SAC-ASI-J-Y-B-PUR-2 0-OE,0,0,"50.49000","0","1","Bulk","-","Active","ASI Distributor"
-,-,1404456-ND,1404456,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"50.85000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407575,-,1407575-ND,1407575,Phoenix Contact,SAC-ASI-J-Y-B-PUR-1 0-FS SCO,0,0,"51.94000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407577,-,1407577-ND,1407577,Phoenix Contact,SAC-ASI-J-Y-B-PUR-1 0-FR SCO,0,0,"52.12000","0","1","Bulk","-","Active","ASI Distributor"
-,-,1404472-ND,1404472,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"53.24000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404485.pdf,-,1404485-ND,1404485,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"53.24000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407578,-,1407578-ND,1407578,Phoenix Contact,SAC-ASI-J-Y-B-PUR-2 0-FR SCO,0,0,"54.39000","0","1","Bulk","-","Active","ASI Distributor"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1407576,-,1407576-ND,1407576,Phoenix Contact,SAC-ASI-J-Y-B-PUR-2 0-FS SCO,0,0,"54.39000","0","1","Bulk","-","Active","ASI Distributor"
-,-,1924990000-ND,1924990000,Weidmüller,SENSOR COUPLING MODULE,0,0,"62.18000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2943437.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2943437.jpg,277-5279-ND,2943437,Phoenix Contact,INVERTER MODULE,0,0,"63.50000","0","1","Bulk","-","Active","Inverter Module"
-,-,1925010000-ND,1925010000,Weidmüller,SENSOR COUPLING MODULE,0,0,"66.32000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/MINI_MCR-SL-PTB-FM.pdf,-,2902959-ND,2902959,Phoenix Contact,REPEATER POWER SUPPLY,0,0,"92.82000","0","1","-","*","Active","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2316048.jpg,2316048-ND,2316048,Phoenix Contact,TRUNK MOD - FOUNDATION FIELDBUS,0,0,"105.00000","0","1","Bulk","-","Active","Device Coupler"
https://www.phoenixcontact.com/assets/downloads_ed/global/web_dwl_promotion/52005212_EN_HQ_MINI_Analog_Pro_LoRes.pdf,-,2904504-ND,2904504,Phoenix Contact,MINI MCR-2-FM-RC,0,5,"109.75000","0","1","Bulk","-","Active","Monitoring Module"
https://www.phoenixcontact.com/assets/downloads_ed/global/web_dwl_promotion/52005212_EN_HQ_MINI_Analog_Pro_LoRes.pdf,-,2904508-ND,2904508,Phoenix Contact,MINI MCR-2-FM-RC-PT,0,5,"109.75000","0","1","Bulk","-","Active","Monitoring Module"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404469.pdf,-,1404469-ND,1404469,Phoenix Contact,AS-INTERFACE DISTRIBUTOR,0,0,"115.07000","0","1","Bulk","-","Active","ASI Distributor"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902004.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_NAM-Series.jpg,2902004-ND,2902004,Phoenix Contact,MINI MCR-2-NAM-2RO,0,0,"121.00000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902005.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_NAM-Series.jpg,2902005-ND,2902005,Phoenix Contact,MINI MCR-2-NAM-2RO-PT,0,0,"121.00000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924184,-,2924184-ND,2924184,Phoenix Contact,POWER AND ERROR MESSAGE MODULE,0,0,"128.27000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903113.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903113.jpg,2903113-ND,2903113,Phoenix Contact,EU5C-SWD-PF2-1 PXC,0,0,"129.59000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903101.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903101.jpg,2903101-ND,2903101,Phoenix Contact,EU5E-SWD-4D4D PXC,0,0,"129.59000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2904673,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2904673.jpg,2904673-ND,2904673,Phoenix Contact,TC-MACX-MCR-PTB,0,0,"132.70000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901995,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2901995.jpg,2901995-ND,2901995,Phoenix Contact,SINGLE-CHANNEL INPUT LOOP-POWERE,0,20,"138.50000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924252,-,2924252-ND,2924252,Phoenix Contact,MACX MCR-SL-NAM-R-SP,0,0,"151.22000","0","1","-","*","Active","-"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6450S.jpg,1110-3310-ND,ANUJ6450S,Panasonic Industrial Automation Sales,CYLINDRICAL LENS R5,0,0,"165.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
-,-,ANUJ6475S-ND,ANUJ6475S,Panasonic Industrial Automation Sales,CYLINDRICAL LENS R7.5,0,8,"165.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902000.pdf,-,2902000-ND,2902000,Phoenix Contact,MINI MCR-2-I0-U,0,8,"165.25000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902001.pdf,-,2902001-ND,2902001,Phoenix Contact,MINI MCR-2-I0-U-PT,0,0,"165.25000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902003.pdf,-,2902003-ND,2902003,Phoenix Contact,MINI MCR-2-I4-U-PT,0,0,"165.25000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902022.pdf,-,2902022-ND,2902022,Phoenix Contact,MINI MCR-2-U-I0,0,20,"165.25000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902023.pdf,-,2902023-ND,2902023,Phoenix Contact,MINI MCR-2-U-I0-PT,0,5,"165.25000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902030.pdf,-,2902030-ND,2902030,Phoenix Contact,MINI MCR-2-U-I4-PT,0,4,"165.25000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903102.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903101.jpg,2903102-ND,2903102,Phoenix Contact,EU5E-SWD-4DX PXC,0,0,"166.16000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2903103.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2903101.jpg,2903103-ND,2903103,Phoenix Contact,EU5E-SWD-X8D PXC,0,0,"166.16000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2905633,-,2905633-ND,2905633,Phoenix Contact,UNIVERSALLY CONFIGURABLE TEMPERA,0,5,"167.25000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924265,-,2924265-ND,2924265,Phoenix Contact,ISOLATED AMP,0,0,"172.64000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865023,-,2865023-ND,2865023,Phoenix Contact,MACX MCR-SL-NAM-2T,0,0,"174.68000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924278,-,2924278-ND,2924278,Phoenix Contact,MACX MCR-SL-NAM-2T-SP,0,0,"174.68000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2741671.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2741671.jpg,2741671-ND,2741671,Phoenix Contact,DIGITAL I/O MOD 4 INPUT 24VDC,0,0,"175.00000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906877,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906877.jpg,2906877-ND,2906877,Phoenix Contact,UNIVERSALLY CONFIGURABLE TEMPERA,0,107,"175.50000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906876,-,2906876-ND,2906876,Phoenix Contact,UNIVERSALLY CONFIGURABLE TEMPERA,0,10,"175.50000","0","1","Bulk","MINI MCR","Active","Temperature Transducer"
-,-,8604430000-ND,8604430000,Weidmüller,RTD TRANSFORMER,0,0,"176.61000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2810269.pdf,-,2810269-ND,2810269,Phoenix Contact,REPEATER POWER SUPPLY,0,0,"182.44000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924061,-,2924061-ND,2924061,Phoenix Contact,ISOLATED AMP,0,0,"183.65000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400335.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400335-ND,2400335,Phoenix Contact,VL2 4 GB SLC SSD SATA KIT,0,0,"183.75000","0","1","Bulk","-","Active","SATA SSD Kit"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865049,-,2865049-ND,2865049,Phoenix Contact,MACX MCR-SL-2NAM-RO,0,0,"189.98000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865463,-,2865463-ND,2865463,Phoenix Contact,ISOLATED AMP 2 CHAN DIN RAIL,0,0,"194.51000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924074,-,2924074-ND,2924074,Phoenix Contact,EX I NAMUR ISOLATING AMPLIFIER,0,0,"194.51000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400028.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2400028.jpg,2400028-ND,2400028,Phoenix Contact,DL 320 GB HDD KIT,0,0,"199.00000","0","1","Bulk","-","Active","SATA HDD Kit"
https://www3.panasonic.biz/ac/e_download/fasys/uv/led/catalog/uv_e_cata.pdf,//media.digikey.com/Photos/Panasonic%20Photos/ANUJ6447L.jpg,1110-3395-ND,ANUJ6447L,Panasonic Industrial Automation Sales,ROD LENS 4 DIA,0,0,"200.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
-,-,ANUJ6467L-ND,ANUJ6467L,Panasonic Industrial Automation Sales,ROD LENS 6 DIA,0,0,"200.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924281,-,2924281-ND,2924281,Phoenix Contact,MACX MCR-SL-2NAM-T-SP,0,1,"205.02000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901997,-,2901997-ND,2901997,Phoenix Contact,TWO-CHANNEL INPUT LOOP-POWERED 2,0,19,"207.25000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2901996,-,2901996-ND,2901996,Phoenix Contact,TWO-CHANNEL INPUT LOOP-POWERED 2,0,18,"207.25000","0","1","Bulk","MINI MCR","Active","Isolation Amplifier"
-,-,8965350000-ND,8965350000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,1,"207.89000","0","1","Bulk","-","Active","NAMUR Input Relay"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400341.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400341-ND,2400341,Phoenix Contact,VL2 320 GB HDD SATA KIT,0,0,"210.00000","0","1","Bulk","-","Active","SATA HDD Kit"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924304,-,2924304-ND,2924304,Phoenix Contact,MACX MCR-SL-2NAM-R-UP-SP,0,0,"211.40000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2866006,-,2866006-ND,2866006,Phoenix Contact,MACX MCR-EX-SL-NAM-NAM,0,0,"212.00000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924883,-,2924883-ND,2924883,Phoenix Contact,MACX MCR-EX-SL-NAM-NAM-SP,0,0,"212.00000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865036,-,2865036-ND,2865036,Phoenix Contact,ISOLATED AMP,0,0,"214.46000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
-,-,8594820000-ND,8594820000,Weidmüller,ISOLATING TRANSFORMER,0,0,"215.49000","0","1","-","*","Active","-"
-,-,8594830000-ND,8594830000,Weidmüller,THERMOCOUPLE,0,0,"215.49000","0","1","-","*","Active","-"
-,-,8615210000-ND,8615210000,Weidmüller,ISOLATING TRANSFORMER,0,0,"215.49000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865052,-,2865052-ND,2865052,Phoenix Contact,MACX MCR-SL-2NAM-R-UP,0,0,"218.03000","0","1","Bulk","MACX MCR","Active","NAMUR Input Relay"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2903242,-,2903242-ND,2903242,Phoenix Contact,SCK-M-I-4S-20A,0,0,"222.54000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2741668.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2741668.jpg,2741668-ND,2741668,Phoenix Contact,DIGITAL I/O MOD 4 INPUT 24VDC,0,0,"227.00000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924090,-,2924090-ND,2924090,Phoenix Contact,ISOLATED AMP,0,0,"227.64000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902017.pdf,-,2902017-ND,2902017,Phoenix Contact,MINI MCR-2-POT-UI-PT,0,8,"230.75000","0","1","-","*","Active","-"
-,-,ANUHP0252-1-ND,ANUHP0252-1,Panasonic Industrial Automation Sales,DIE COOL MIRROR 900.2,0,0,"235.20000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2905279,-,2905279-ND,2905279,Phoenix Contact,SINGLE-CHANNEL 2-WAY ISOLATOR,0,13,"236.39000","0","1","-","*","Active","-"
-,-,8965380000-ND,8965380000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,1,"239.08000","0","1","Bulk","-","Active","NAMUR Input Relay"
-,-,8615240000-ND,8615240000,Weidmüller,ISOLATING TRANSFORMER,0,0,"243.31000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902056_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2902056.jpg,277-16801-ND,2902056,Phoenix Contact,FREQUENCY TRANSDUCER UNIV,0,21,"245.00000","0","1","-","*","Active","-"
-,-,2773542-ND,2773542,Phoenix Contact,DIGITAL INPUT/OUTPUT MODULE,0,0,"245.52000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2813567.pdf,-,2813567-ND,2813567,Phoenix Contact,REPEATER POWER SUPPLY,0,0,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2813570,-,2813570-ND,2813570,Phoenix Contact,MCR 3-WAY ISOLATING AMPLIFIER FO,0,0,"246.10000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
-,-,2813554-ND,2813554,Phoenix Contact,3-WAY ISOLATING AMP 4-20MA,0,0,"248.51000","0","1","Bulk","MINI MCR","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7760054306_Ds.pdf,//media.digikey.com/Photos/Weidmuller/MFG_7760054306.jpg,7760054306-ND,7760054306,Weidmüller,ANLG SIGNAL COND/ISO AC/DC,0,0,"253.35000","0","1","Bulk","-","Active","Signal Conditioner"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2810395.pdf,-,2810395-ND,2810395,Phoenix Contact,REPEATER POWER SUPPLY,0,50,"255.20000","0","1","-","*","Active","-"
-,-,8432210011-ND,8432210011,Weidmüller,RTD TRANSFORMER,0,0,"256.36000","0","1","-","*","Active","-"
http://www.redlion.net/files/213/3912,"//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_IRMA2003,IRMA3035.jpg",IRMA2003-ND,IRMA2003,Red Lion Controls,INTELLIGENT RTD LOOP POWERED,0,0,"257.48000","0","1","Bulk","IRMA","Active","Temperature Transducer"
http://www.redlion.net/files/213/3903,"//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_IRMA2003,IRMA3035.jpg",IRMA3035-ND,IRMA3035,Red Lion Controls,INTELLIGENT RTD DC POWERED,0,0,"257.48000","0","1","Bulk","IRMA","Active","Temperature Transducer"
-,-,8594850000-ND,8594850000,Weidmüller,ISOLATING TRANSFORMER,0,0,"259.08000","0","1","-","*","Active","-"
-,-,8594860000-ND,8594860000,Weidmüller,THERMOCOUPLE,0,0,"259.08000","0","1","-","*","Active","-"
-,-,8965360000-ND,8965360000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,16,"259.91000","0","1","Bulk","-","Active","NAMUR Input Relay"
-,-,ANUJ6420SV-ND,ANUJ6420SV,Panasonic Industrial Automation Sales,STD. LENS 10 DIA. 90,0,0,"260.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
-,-,ANUJ6428SV-ND,ANUJ6428SV,Panasonic Industrial Automation Sales,STD. LENS 8 DIA. 90,0,0,"260.00000","0","1","Bulk","UJ64","Active","UV Curing Lens"
-,-,2835888-ND,2835888,Phoenix Contact,NON-EX BINARY INPUT,0,0,"261.82000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924249,//media.digikey.com/Photos/Phoenix%20Photos/2924249.JPG,277-9459-ND,2924249,Phoenix Contact,ISOLATION AMPLIFIER 2CHANNEL,0,0,"262.62000","0","1","-","*","Active","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/MINI_MCR-RTD-UI-NC.pdf,-,2902850-ND,2902850,Phoenix Contact,REPEATER POWER SUPPLY,0,0,"263.76000","0","1","-","*","Active","-"
-,-,1123361001-ND,1123361001,Weidmüller,CONVERTER DA,0,0,"270.55000","0","1","Bulk","RS","Active","DA Converter"
-,-,2864053-ND,2864053,Phoenix Contact,MCR 3-WAY ISOLATION AMPLIFIER,0,0,"270.82000","0","1","-","*","Active","-"
-,-,2864749-ND,2864749,Phoenix Contact,1 CHANNEL PASSIVE ISOLATOR,0,0,"273.92000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924867,-,2924867-ND,2924867,Phoenix Contact,EX-I SIGNAL ISOLATOR,0,5,"274.54000","0","1","Bulk","-","Active","Solenoid Driver"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924870,-,2924870-ND,2924870,Phoenix Contact,EX-I SIGNAL ISOLATOR,0,0,"274.54000","0","1","Bulk","-","Active","Solenoid Driver"
-,-,8483680000-ND,8483680000,Weidmüller,RTD TRANSFORMER,0,8,"275.99000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2903241,-,2903241-ND,2903241,Phoenix Contact,SCK-M-I-8S-20A,0,0,"281.29000","0","1","Bulk","-","Active","Data Interface"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400336.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_24003xx.jpg,2400336-ND,2400336,Phoenix Contact,VL2 8 GB SLC SSD SATA KIT,0,0,"288.75000","0","1","Bulk","-","Active","SATA SSD Kit"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2400031.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2400031.jpg,2400031-ND,2400031,Phoenix Contact,DL 80 GB SSD KIT,0,0,"290.00000","0","1","Bulk","-","Active","SATA SSD Kit"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902028.pdf,-,2902028-ND,2902028,Phoenix Contact,MINI MCR-2-UNI-UI-UIRO-PT,0,31,"297.25000","0","1","Bulk","-","Active","Signal Conditioner"
-,-,8975710000-ND,8975710000,Weidmüller,ISOLATING TRANSFORMER,0,0,"298.61000","0","1","-","*","Active","-"
-,-,7940024139-ND,7940024139,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,0,"300.63000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2907705,-,2907705-ND,2907705,Phoenix Contact,SINGLE-CHANNEL 2-WAY ISOLATOR,0,0,"300.65000","0","1","-","*","Active","-"
-,-,8965400000-ND,8965400000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,2,"301.50000","0","1","Bulk","-","Active","Solenoid Driver"
-,-,8965410000-ND,8965410000,Weidmüller,SIGNAL CONVERTER/DISCONNECTOR,0,31,"301.50000","0","1","Bulk","-","Active","Solenoid Driver"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2865971,-,2865971-ND,2865971,Phoenix Contact,MACX MCR-SL-IDSI-I,0,3,"301.67000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924223,-,2924223-ND,2924223,Phoenix Contact,MACX MCR-SL-IDSI-I-SP,0,0,"301.67000","0","1","-","*","Active","-"
-,-,1165861001-ND,1165861001,Weidmüller,CONVERTER DA,0,0,"304.09000","0","1","Bulk","RS","Active","DA Converter"
-,-,1160361001-ND,1160361001,Weidmüller,CONVERTER AD,0,3,"306.36000","0","1","Bulk","RS","Active","AD Converter"
-,-,1160561001-ND,1160561001,Weidmüller,CONVERTER AD,0,0,"306.36000","0","1","Bulk","RS","Active","AD Converter"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924016,//media.digikey.com/photos/Phoenix%20Photos/2924016.JPG,277-4999-ND,2924016,Phoenix Contact,REPEATER PWR SUPP 4-20MA DIN,0,9,"310.85000","0","1","-","*","Active","-"
-,-,8975690000-ND,8975690000,Weidmüller,ISOLATING TRANSFORMER,0,0,"317.29000","0","1","-","*","Active","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2924346,-,2924346-ND,2924346,Phoenix Contact,MACX MCR-SL-TC-I-NC,0,0,"321.05000","0","1","-","*","Active","-"
