Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Supplier Device Package"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E42_21_15.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E42%5E21%5E15-1S-10P.JPG,1779-1321-ND,CPH-E42/21/15-1S-10P,Ferroxcube,COIL FORMER HORIZONTAL,676,0,"3.26000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 42 x 21 x 15"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_42_21_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66243B1018T1.JPG,495-5383-ND,B66243B1018T001,EPCOS (TDK),BOBBIN COIL FORMER E 42X21X20,256,0,"3.43000","0","1","B66243","Active","Bobbin (Coil Former), Vertical","E","E 42 x 21 x 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/etd_54_28_19.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66396W1022T1.jpg,495-5504-ND,B66396W1022T001,EPCOS (TDK),BOBBIN COIL FORMER ETD 54X28X19,121,0,"3.43000","0","1","B66396","Active","Bobbin (Coil Former), Horizontal","ETD","ETD 54 x 28 x 19"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CON-P18%5E11.JPG,1779-1298-ND,CON-P18/11,Ferroxcube,CONTAINER,707,0,"3.89000","0","1","-","Active","-","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_22_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65665C4X.jpg,495-5161-ND,B65665C0004X000,EPCOS (TDK),MOUNTING ASSEMBLY P 22 X 13,279,0,"4.78000","0","1","B65665","Active","Mounting Assembly","P","P 22 x 13"
//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66252.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66252BM1.JPG,495-5384-ND,B66252B0000M001,EPCOS (TDK),FERRITE CORES,197,0,"5.17000","0","1","B66252","Active","Bobbin (Coil Former), Horizontal","E","E 55 x 28 x 21"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_14_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65545B9X.JPG,495-5134-ND,B65545B0009X000,EPCOS (TDK),YOKE P 14 X 8,2379,0,"5.35000","0","1","B65545","Active","Yoke","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_14_8.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65545B10X.JPG,495-5133-ND,B65545B0010X000,EPCOS (TDK),YOKE P 14 X 8,392,0,"5.35000","0","1","B65545","Active","Yoke","P","P 14 x 8"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_62_49.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65685A2000X.jpg,495-5174-ND,B65685A2000X000,EPCOS (TDK),MOUNTING ASSEMBLY PM 62 X 49,113,0,"7.71000","0","1","B65685","Active","Mounting Assembly","PM","PM 62 x 49"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P36_22.pdf,//media.digikey.com/Photos/Ferroxcube/CON-P36%5E22.JPG,1779-1302-ND,CON-P36/22,Ferroxcube,CONTAINER,606,0,"8.87000","0","1","-","Active","-","P","P 36 x 22"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_62_49.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65685B1016T1.jpg,495-5175-ND,B65685B1016T001,EPCOS (TDK),BOBBIN COIL FORMER PM 62 X 49,233,0,"8.98000","0","1","B65685","Active","Bobbin (Coil Former), Vertical","PM","PM 62 x 49"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P9_5.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P9%5E5-1S-NC.JPG,1779-1354-ND,CP-P9/5-1S-NC,Ferroxcube,COIL FORMER,5153,0,"0.18000","0","1","-","Active","Bobbin (Coil Former)","P","P 9 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM7_I.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-RM7%5EI.jpg,1779-1267-ND,CLI-RM7/I,Ferroxcube,CLIP,2968,0,"0.18000","0","1","-","Active","Clamp","RM","RM 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P9_5.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P9%5E5-2S-C.JPG,1779-1355-ND,CP-P9/5-2S-C,Ferroxcube,COIL FORMER,11877,0,"0.19000","0","1","-","Active","Bobbin (Coil Former)","P","P 9 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM8_ILP.pdf,//media.digikey.com/Photos/Ferroxcube/CLI%5EP-RM8%5EILP.jpg,1779-1262-ND,CLI/P-RM8/ILP,Ferroxcube,CLIP,11149,0,"0.19000","0","1","-","Active","Clip","RM","RM 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EQ20_R_PLT20_14_2_S.pdf,//media.digikey.com/Photos/Ferroxcube/CLM-EQ20%5EPLT20.JPG,1779-1295-ND,CLM-EQ20/PLT20,Ferroxcube,U SHAPED CLIP,3221,0,"0.23000","0","1","-","Active","Yoke","-","EQ 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM12_ILP.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-RM12%5EILP.jpg,1779-1266-ND,CLI-RM12/ILP,Ferroxcube,CLIP,1864,0,"0.23000","0","1","-","Active","Clamp","RM","RM 12"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_CLI-EP10.jpg,1779-1264-ND,CLI-EP10,Ferroxcube,CLIP,24915,0,"0.27000","0","1","-","Active","Clamp","EP","EP 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_13_7.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-E25%5E13%5E7.jpg,1779-1263-ND,CLI-E25/13/7,Ferroxcube,CLIP,1566,0,"0.27000","0","1","-","Active","Clamp","E","E 25 x 13 x 7"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-EP13.jpg,1779-1265-ND,CLI-EP13,Ferroxcube,CLIP,3695,0,"0.29000","0","1","-","Active","Clamp","EP","EP 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P9_5.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P9%5E5-1S.JPG,1779-1353-ND,CP-P9/5-1S,Ferroxcube,COIL FORMER,7903,0,"0.30000","0","1","-","Active","Bobbin (Coil Former)","P","P 9 x 5"
http://ferroxcube.home.pl/prod/assets/rm12i.pdf,//media.digikey.com/Photos/Ferroxcube/CLI%5EP-RM12%5EI.jpg,1779-1259-ND,CLI/P-RM12/I,Ferroxcube,CLIP,1415,0,"0.30000","0","1","-","Active","Clamp","RM","RM 12"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/WAS-CLM%5ETP-P18%5E11.JPG,1779-1456-ND,WAS-CLM/TP-P18/11,Ferroxcube,WASHER,2081,0,"0.31000","0","1","-","Active","Washer","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65804C2005X.JPG,495-5200-ND,B65804C2005X000,EPCOS (TDK),INSULATING WASHER RM 4,0,0,"0.32000","0","1","B65804","Active","Insulating Washer","RM","RM 4"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/432202107131_Dwg.pdf,//media.digikey.com/Photos/Ferroxcube/CLM-E14%5EPLT14-I.JPG,1779-1291-ND,CLM-E14/PLT14-I,Ferroxcube,U SHAPED CLIP,13866,0,"0.36000","0","1","-","Active","Clamp","E","-"
http://ferroxcube.home.pl/prod/assets/rm14i.pdf,//media.digikey.com/Photos/Ferroxcube/CLI%5EP-RM14%5EI.jpg,1779-1260-ND,CLI/P-RM14/I,Ferroxcube,CLIP,3228,0,"0.36000","0","1","-","Active","Clamp","RM","RM 14"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_10_6.pdf,//media.digikey.com/Photos/Ferroxcube/CP-E16%5E8%5E5-1S.JPG,1779-1304-ND,CP-E16/8/5-1S,Ferroxcube,COIL FORMER,1163,0,"0.36000","0","1","-","Active","Bobbin (Coil Former)","E","E 25 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E16_8_5.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-E16%5E8%5E5-1S-6P-C.jpg,1779-1405-ND,CSH-E16/8/5-1S-6P-C,Ferroxcube,COIL FORMER HORIZONTAL,2887,0,"0.37000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 16 x 8 x 5"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_5.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65806D2005X.JPG,495-5217-ND,B65806D2005X000,EPCOS (TDK),INSULATING WASHER RM 5,1252,0,"0.38000","0","1","B65806","Active","Insulating Washer","RM","RM 5"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-EP13.jpg,1779-1253-ND,CLA-EP13,Ferroxcube,CLAMP,3250,0,"0.44000","0","1","-","Active","Clamp","EP","EP 13"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-EP13.JPG,1779-1434-ND,SPR-EP13,Ferroxcube,SPRING,2750,0,"0.44000","0","1","-","Active","Spring","EP","EP 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P18%5E11-2S.JPG,1779-1336-ND,CP-P18/11-2S,Ferroxcube,COIL FORMER,3085,0,"0.45000","0","1","-","Active","Bobbin (Coil Former)","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E13_7_4.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-E13%5E7%5E4-1S-10P-C.jpg,1779-1404-ND,CSH-E13/7/4-1S-10P-C,Ferroxcube,COIL FORMER HORIZONTAL,2810,0,"0.45000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 13 x 7 x 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P30%5E19-2S.JPG,1779-1345-ND,CP-P30/19-2S,Ferroxcube,COIL FORMER,4004,0,"0.54000","0","1","-","Active","Bobbin (Coil Former)","P","P 30 x 19"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P18%5E11-3S.JPG,1779-1337-ND,CP-P18/11-3S,Ferroxcube,COIL FORMER,3599,0,"0.54000","0","1","-","Active","Bobbin (Coil Former)","P","P 18 x 11"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P11_7.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P11%5E7-1S-C.JPG,1779-1331-ND,CP-P11/7-2S-A,Ferroxcube,COIL FORMER,4421,0,"0.55000","0","1","-","Active","Bobbin (Coil Former)","P","P 11 x 7"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P22%5E13-2S.JPG,1779-1339-ND,CP-P22/13-2S,Ferroxcube,COIL FORMER,3053,0,"0.55000","0","1","-","Active","Bobbin (Coil Former)","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P26%5E16-2S.JPG,1779-1342-ND,CP-P26/16-2S,Ferroxcube,COIL FORMER,3352,0,"0.56000","0","1","-","Active","Bobbin (Coil Former)","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P22%5E13-3S.JPG,1779-1340-ND,CP-P22/13-3S,Ferroxcube,COIL FORMER,1630,0,"0.58000","0","1","-","Active","Bobbin (Coil Former)","P","P 22 x 13"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP13-1S-10P.JPG,1779-1414-ND,CSH-EP13-1S-10P,Ferroxcube,COIL FORMER HORIZONTAL,3719,0,"0.60000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 13"
http://ferroxcube.home.pl/prod/assets/ep13.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP13-2S-10P.JPG,1779-1416-ND,CSH-EP13-2S-10P,Ferroxcube,COIL FORMER HORIZONTAL,2499,0,"0.60000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 13"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_4.pdf,//media.digikey.com/photos/Epcos%20Photos/B65804P2203X.JPG,495-5202-ND,B65804P2203X000,EPCOS (TDK),CLAMP RM 4,2140,0,"0.61000","0","1","B65804","Active","Clamp","RM","RM 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P36_22.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P36%5E22-2S.JPG,1779-1348-ND,CP-P36/22-2S,Ferroxcube,COIL FORMER,1396,0,"0.62000","0","1","-","Active","Bobbin (Coil Former)","P","P 36 x 22"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP10-1S-8P.JPG,1779-1412-ND,CSH-EP10-1S-8P,Ferroxcube,COIL FORMER HORIZONTAL,1278,0,"0.66000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP10.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP10-2S-8P.JPG,1779-1413-ND,CSH-EP10-2S-8P,Ferroxcube,COIL FORMER HORIZONTAL,1884,0,"0.67000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E20_10_6.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E20%5E10%5E6-1S-8P.JPG,1779-1315-ND,CPH-E20/10/6-1S-8P,Ferroxcube,COIL FORMER HORIZONTAL,1133,0,"0.67000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 20 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP20.pdf,//media.digikey.com/Photos/Ferroxcube/CLA-EP20-Z.jpg,1779-1256-ND,CLA-EP20-Z,Ferroxcube,CLAMP,3637,0,"0.68000","0","1","-","Active","Clamp","EP","EP 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP20.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-EP20-Z.JPG,1779-1436-ND,SPR-EP20-Z,Ferroxcube,SPRING,3409,0,"0.68000","0","1","-","Active","Spring","EP","EP 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP17.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP17-1S-8P.JPG,1779-1417-ND,CSH-EP17-1S-8P,Ferroxcube,COIL FORMER HORIZONTAL,1468,0,"0.69000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 17"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_32_16_9.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66230A2010X.jpg,495-5378-ND,B66230A2010X000,EPCOS (TDK),YOKE E 32 X 16 X 9,1141,0,"0.72000","0","1","B66230","Active","Yoke","E","E 32 x 16 x 9"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P14%5E8-3S-A.JPG,1779-1334-ND,CP-P14/8-3S-A,Ferroxcube,COIL FORMER,4875,0,"0.76000","0","1","-","Active","Bobbin (Coil Former)","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM10_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM10%5EI-1S-12PD-TZ.jpg,1779-1394-ND,CPV-RM10/I-1S-12PD-TZ,Ferroxcube,COIL FORMER VERTICAL,1924,0,"0.76000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_10.pdf,//media.digikey.com/photos/Epcos%20Photos/B65814B2005X.JPG,495-5284-ND,B65814B2005X000,EPCOS (TDK),INSULATING WASHER RM 10,2433,0,"0.77000","0","1","B65814","Active","Insulating Washer","RM","RM 10"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/photos/Epcos%20Photos/B66206A2001X.JPG,495-5363-ND,B66206A2001X000,EPCOS (TDK),YOKE E 20 X 10 X 6,1640,0,"0.77000","0","1","B66206","Active","Yoke","E","E 20 x 10 x 6"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_13_7_4.pdf,//media.digikey.com/photos/Epcos%20Photos/B66414A7000X.JPG,495-5515-ND,B66414A7000X000,EPCOS (TDK),COVER PLATE EFD 15 X 8 X 5,1820,0,"0.78000","0","1","B66414","Active","Cover Plate","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64291A1104X.jpg,495-6612-ND,B64291A1104X000,EPCOS (TDK),HOUSING HORIZONTAL TOROIDS,1135,0,"0.79000","0","1","B64291","Active","Housing (Horizontal)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_10_6.pdf,//media.digikey.com/Photos/Ferroxcube/CP-E25%5E10%5E6-1S.JPG,1779-1305-ND,CP-E25/10/6-1S,Ferroxcube,COIL FORMER,1740,0,"0.80000","0","1","-","Active","Bobbin (Coil Former)","E","E 25 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/EP20.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-EP20-1S-10P-T.JPG,1779-1419-ND,CSH-EP20-1S-10P-T,Ferroxcube,COIL FORMER HORIZONTAL,1488,0,"0.87000","0","1","-","Active","Bobbin (Coil Former), Horizontal","EP","EP 20"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/BPL%5ED-CLM%5EC-P14%5E8-C.jpg,1779-1241-ND,BPL/D-CLM/C-P14/8-C,Ferroxcube,BASE PLATE,1476,0,"1.09000","0","1","-","Active","Base Plate","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E13_7_4.pdf,//media.digikey.com/Photos/Ferroxcube/CPH-E13%5E7%5E4-1S-6P.JPG,1779-1312-ND,CPH-E13/7/4-1S-6P,Ferroxcube,COIL FORMER HORIZONTAL,2074,0,"1.19000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 13 x 7 x 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E20_10_5.pdf,//media.digikey.com/Photos/Ferroxcube/CSH-E20%5E10%5E5-1S-8P-C.jpg,1779-1406-ND,CSH-E20/10/5-1S-8P-C,Ferroxcube,COIL FORMER HORIZONTAL,3150,0,"1.21000","0","1","-","Active","Bobbin (Coil Former), Horizontal","E","E 20 x 10 x 5"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P11_7.pdf,//media.digikey.com/Photos/Ferroxcube/TGP-P11%5E7-C.JPG,1779-1445-ND,TGP-P11/7-C,Ferroxcube,TAG PLATE,3326,0,"1.24000","0","1","-","Active","-","P","P 11 x 7"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65808N1006D2.jpg,495-5245-ND,B65808N1006D002,EPCOS (TDK),BOBBIN COIL FORMER RM 6,2356,0,"1.30000","0","1","B65808","Active","Bobbin (Coil Former), Vertical","RM","RM 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E55_28_21.pdf,//media.digikey.com/Photos/Ferroxcube/CP-E55%5E28%5E21-1S-A.JPG,1779-1310-ND,CP-E55/28/21-1S-A,Ferroxcube,COIL FORMER,1355,0,"1.36000","0","1","-","Active","Bobbin (Coil Former)","E","E 55 x 28 x 21"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/e_20_10_6.pdf,//media.digikey.com/Photos/Epcos%20Photos/B66206C1014T1.jpg,495-5367-ND,B66206C1014T001,EPCOS (TDK),BOBBIN COIL FORMER E 20 X 10 X 6,1079,0,"1.36000","0","1","B66206","Active","Bobbin (Coil Former), Horizontal","E","E 20 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P14_8.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5ETP-P14%5E8-C.JPG,1779-1286-ND,CLM/TP-P14/8-C,Ferroxcube,U SHAPED CLIP,11350,0,"1.38000","0","1","-","Active","Clamp","P","P 14 x 8"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/E25_10_6.pdf,//media.digikey.com/Photos/Ferroxcube/CLM-E25%5E10%5E6.JPG,1779-1294-ND,CLM-E25/10/6,Ferroxcube,U SHAPED CLIP,4552,0,"1.40000","0","1","-","Active","Clamp","E","E 25 x 10 x 6"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P26_16.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P26%5E16-1S-6PD-Z.jpg,1779-1373-ND,CPV-P26/16-1S-6PD-Z,Ferroxcube,COIL FORMER VERTICAL,3472,0,"1.59000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 26 x 16"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P42_29.pdf,//media.digikey.com/Photos/Ferroxcube/CP-P42%5E29-2S-C.JPG,1779-1351-ND,CP-P42/29-2S-C,Ferroxcube,COIL FORMER,1169,0,"1.68000","0","1","-","Active","Bobbin (Coil Former)","P","P 42 x 29"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/PQ32_20.pdf,//media.digikey.com/Photos/Ferroxcube/CLM%5EP-PQ32%5E20.jpg,1779-1278-ND,CLM/P-PQ32/20,Ferroxcube,U SHAPED CLIP,4181,0,"1.71000","0","1","-","Active","Clamp","PQ","PQ 32 x 30"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65659F1X23.JPG,495-5155-ND,B65659F0001X023,EPCOS (TDK),ADJUSTMENT SCREW RM 6,2440,0,"1.77000","0","1","B65659","Active","Adjusting Screw","RM","RM 6, RM 7, P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_13.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65844S2000X.JPG,495-5319-ND,B65844S2000X000,EPCOS (TDK),MOUNTING ASSEMBLY EP 13,1020,0,"1.81000","0","1","B65844","Active","Mounting Assembly","EP","EP 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/RM10_I.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-RM10%5EI-1S-12PD.jpg,1779-1393-ND,CPV-RM10/I-1S-12PD,Ferroxcube,COIL FORMER VERTICAL,1143,0,"1.91000","0","1","-","Active","Bobbin (Coil Former), Vertical","RM","RM 10"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P18_11.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P18%5E11-1S-6PDL.jpg,1779-1365-ND,CPV-P18/11-1S-6PDL,Ferroxcube,COIL FORMER VERTICAL,1699,0,"1.92000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 18 x 11"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/rm_4.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65804B6010T1.jpg,495-5199-ND,B65804B6010T001,EPCOS (TDK),BOBBIN COIL FORMER RM 4,1325,0,"2.07000","0","1","B65804","Active","Bobbin (Coil Former), Vertical","RM","RM 4"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/CPV-P30%5E19-1S-6PDL-Z.jpg,1779-1377-ND,CPV-P30/19-1S-6PDL-Z,Ferroxcube,COIL FORMER VERTICAL,2965,0,"2.24000","0","1","-","Active","Bobbin (Coil Former), Vertical","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/ep_20.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65848D1010D1.jpg,495-5326-ND,B65848D1010D001,EPCOS (TDK),BOBBIN COIL FORMER EP 20,201,0,"3.37000","0","1","B65848","Active","Bobbin (Coil Former), Horizontal","EP","EP 20"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/pm_62_49.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65685A1000T1.jpg,495-5173-ND,B65685A1000T001,EPCOS (TDK),BOBBIN COIL FORMER PM 62 X 49,115,0,"4.24000","0","1","B65685","Active","Bobbin (Coil Former), Vertical","PM","PM 62 x 49"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_18_11.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65655B9X.jpg,495-5154-ND,B65655B0009X000,EPCOS (TDK),MOUNTING ASSEMBLY P 18 X 11,248,0,"4.59000","0","1","B65655","Active","Mounting Assembly","P","P 18 x 11"
"//media.digikey.com/pdf/Data%20Sheets/Epcos%20PDFs/B66325,42.pdf",-,495-75916-ND,B66242J1000R001,EPCOS (TDK),BOBBIN COIL FORMER E 42X21X15,467,0,"4.81000","0","1","B66242","Active","Bobbin (Coil Former)","E","E 42 x 21 x 15"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P22_13.pdf,//media.digikey.com/Photos/Ferroxcube/CON-P22%5E13.JPG,1779-1299-ND,CON-P22/13,Ferroxcube,CONTAINER,373,0,"5.00000","0","1","-","Active","-","P","P 22 x 13"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P30_19.pdf,//media.digikey.com/Photos/Ferroxcube/MFG_CON-P30%5E19.jpg,1779-1301-ND,CON-P30/19,Ferroxcube,CONTAINER,404,0,"7.93000","0","1","-","Active","-","P","P 30 x 19"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/p_36_22.pdf,//media.digikey.com/Photos/Epcos%20Photos/B65615B1X.jpg,495-5140-ND,B65615B0001X000,EPCOS (TDK),YOKE P 36 X 22,139,0,"11.10000","0","1","B65615","Active","Yoke","P","P 36 x 22"
//media.digikey.com/pdf/Data%20Sheets/Ferroxcube%20PDFs/Shape_Material_Chart.pdf,//media.digikey.com/Photos/Ferroxcube/CLI-RM8%5EI-C.jpg,1779-1269-ND,CLI-RM8/I-C,Ferroxcube,CLIP,7848,0,"0.21000","0","1","-","Active","-","-","-"
https://www.tdk-electronics.tdk.com/inf/80/db/fer/toroids_accessories.pdf,//media.digikey.com/Photos/Epcos%20Photos/B64292A1004X.jpg,495-6620-ND,B64292A1004X000,EPCOS (TDK),HOUSING VERTICAL TOROIDS,1500,0,"0.51000","0","1","B64242","Active","Housing (Vertical)","Toroids","-"
https://www.ferroxcube.com/upload/media/product/file/Pr_ds/P11_7.pdf,//media.digikey.com/Photos/Ferroxcube/SPR-P11%5E7.JPG,1779-1437-ND,SPR-P11/7,Ferroxcube,SPRING,5805,0,"0.53000","0","1","-","Active","Spring","P","P 11 x 7"
