Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Convert From (Adapter End)","Convert To (Adapter End)","Interface","Features","Utilized IC / Part"
http://advdownload.advantech.com/productfile/PIS/BB-USO9ML2/Product%20-%20Datasheet/USO9ML2_USO9ML2-LS_3417ds20170824214422.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_USO9ML2-LS.jpg,1165-1178-ND,BB-USO9ML2-LS,"B&B SmartWorx, Inc.",CONVERTER RS232 TO USB LCKD S/N,0,1,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","RS-232","ESD Protecting, LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-ESU2-100/Product%20-%20Datasheet/ESU2-QSU2_100-400_4-8port_2917ds20171129110954.pdf,-,ESU2-100-ND,ESU2-100,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 8-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (8)","RS-232","LED Indicator","MAX491"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/High_Speed_USB_Serial_Adapters.pdf,-,ESU2-100-EMB-ND,ESU2-100-EMB,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 8-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (8)","RS-232","LED Indicator","MAX491"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/High_Speed_USB_Serial_Adapters.pdf,-,ESU2-100IND-ND,ESU2-100IND,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 8-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (8)","RS-232","LED Indicator","MAX491"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/High_Speed_USB_Serial_Adapters.pdf,-,ESU2-400-EMB-ND,ESU2-400-EMB,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 8-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (8)","RS-232, RS-422, RS-485","LED Indicator","MAX491"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/High_Speed_USB_Serial_Adapters.pdf,-,QSU2-100-EMB-ND,QSU2-100-EMB,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 4-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232","LED Indicator","MAX491"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/High_Speed_USB_Serial_Adapters.pdf,-,QSU2-400-EMB-ND,QSU2-400-EMB,Quatech-Division of B&B Electronics,SERIAL DEVICE SERVER 4-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232, RS-422, RS-485","LED Indicator","MAX491"
http://advdownload.advantech.com/productfile/PIS/BB-485USBTB-2W/Product%20-%20Datasheet/485USBTB-2W_485USBTB-4W_2716ds20170328041943.pdf,-,BB-485USBTB-4W-LS-ND,BB-485USBTB-4W-LS,"B&B SmartWorx, Inc.","USB TO SERIAL 1PT 485, 4 WR, TB",0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","Terminal Block","RS-485","-","-"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Smartworx%20PDFs/USO9ML2_QSG.pdf,-,USO9ML2DR-2-ND,USO9ML2DR-2,"B&B SmartWorx, Inc.",USB TO ISOLATED 2 PORT 232 CONVE,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232","ESD Protecting, LED Indicator","-"
-,-,TVREM-200C-ND,TVREM-200C,Tripp Lite,TUNEVIEW REMOTE ONLY,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/usa28xg.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_USA-28XG.jpg,USA-28XG-ND,USA-28XG,Tripp Lite,KEYSPAN USB ADAPTER FOR MACS,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - A 2.0 Male","Mini DIN Female (2)","RS-422","-","-"
https://hubbellcdn.com/specsheet/5304a_rj45_and_cat5_cutsheet.pdf,-,RJ45ADAPTER-ND,RJ45ADAPTER,Thomas Research Products,RJ45 ADAPTER FOR WIHUBB,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","RJ45 Female","Terminal Block","-","-","-"
https://hubbellcdn.com/specsheet/5304a_rj45_and_cat5_cutsheet.pdf,-,RJ45ADAPTER-10-ND,RJ45ADAPTER-10,Thomas Research Products,RJ45 ADAPTER FOR WIHUBB 10 PACK,0,0,"Obsolete","0","1","-","Obsolete","Serial to Ethernet","RJ45 Female","Terminal Block","-","-","-"
https://hubbellcdn.com/specsheet/5304a_rj45_and_cat5_cutsheet.pdf,-,RJ45ADAPTER-50-ND,RJ45ADAPTER-50,Thomas Research Products,RJ45 ADAPTER FOR WIHUBB 50 PACK,0,0,"Obsolete","0","1","-","Obsolete","Serial to Ethernet","RJ45 Female","Terminal Block","-","-","-"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Finterfaces%2Fusb-2-x-v2-0%2F_datasheet%2FUSB-2-X_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/TMC-USB-2-X-V2.jpg,1460-1093-ND,TMC USB-2-X V2,Trinamic Motion Control GmbH,INTERFACE CAN IIC LIN SPI RS485,0,0,"Obsolete","0","10","-","Obsolete","USB to Serial","USB - Mini B 2.0 Female","D-Sub 09 Pos (DB9) Female, D-Sub 09 Pos (DB9) Male, Terminal Block","RS-485","-","75176"
http://advdownload.advantech.com/productfile/PIS/BB-ESU2-100/Product%20-%20Datasheet/ESU2-QSU2_100-400_4-8port_2917ds20171129110954.pdf,"//media.digikey.com/photos/B&B%20SmartWorx,%20Inc/ESU2-400.jpg",1165-1237-ND,ESU2-400,"B&B SmartWorx, Inc.",SERIAL DEVICE SERVER 8-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (8)","RS-232, RS-422, RS-485","LED Indicator","-"
http://advdownload.advantech.com/productfile/PIS/BB-ESU2-100/Product%20-%20Datasheet/ESU2-QSU2_100-400_4-8port_2917ds20171129110954.pdf,//media.digikey.com/Photos/B&B%20Electronics/QSU2-100.jpg,1165-1243-ND,BB-QSU2-400,"B&B SmartWorx, Inc.",SERIAL DEVICE SERVER 4-PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232, RS-422, RS-485","LED Indicator","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/301-1000-02.jpg,602-1515-ND,301-1000-02,Digi International,SERIAL DEVICE SERVER 2-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - A 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/301-1000-10.JPG,602-1517-ND,301-1000-10,Digi International,SERIAL DEVICE SERVER 20-PORT,0,0,"Discontinued at Digi-Key","0","1","Edgeport®","Discontinued at Digi-Key","USB to Serial","USB - A 2.0 Female","D-Sub 09 Pos (DB9) Male (16), USB - A 2.0 Male","RS-232","LED Indicator","-"
-,-,301-1000-80-ND,301-1000-80,Digi International,SERIAL DEVICE SERVER 2-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - A 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232","-","-"
//media.digikey.com/pdf/Data%20Sheets/Digi%20International%20PDFs/Edgeport_10-1-15.pdf,-,301-1000-81-ND,301-1000-81,Digi International,SERIAL DEVICE SERVER 4-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (4)","RS-232","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_301-1000-92.jpg,602-1986-ND,301-1000-92,Digi International,SERIAL DEVICE SERVER 2-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232, RS-422, RS-485","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,-,301-1001-21-ND,301-1001-21,Digi International,SERIAL DEVICE SERVER 1-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","RS-232","-","-"
//media.digikey.com/pdf/Data%20Sheets/Digi%20International%20PDFs/Edgeport_10-1-15.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/301-1003-30.JPG,602-1828-ND,301-1003-30,Digi International,SERIAL DEVICE SERVER 4-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male (2), USB - A 2.0 Female (2)","RS-232","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/301-2016-16.jpg,602-2015-ND,301-2016-16,Digi International,SERIAL DEVICE SERVER 20-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB Female","D-Sub 25 Pos (DB25) Male (16), USB 2.0 Female (4)","RS-232","-","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,-,602-1619-ND,301-1000-03,Digi International,SERIAL DEVICE SERVER 2-PORT,0,0,"Obsolete","0","1","Edgeport®","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male (2)","RS-232","LED Indicator","-"
https://www.digi.com/pdf/prd_usb_edgeport.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/301-1016-16.jpg,602-1745-ND,301-1016-16,Digi International,SERIAL DEVICE SERVER 20-PORT,0,0,"Discontinued at Digi-Key","0","1","Edgeport®","Discontinued at Digi-Key","USB to Serial","USB - A 2.0 Female","D-Sub 25 Pos (DB25) Male (16), USB - A 2.0 Male (4)","RS-232, RS-422, RS-485","-","-"
https://assets.tripplite.com/product-pdfs/en/p130000dp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_P130-000-DP.jpg,TL1013-ND,P130-000-DP,Tripp Lite,HDMI / DVI TO DISPLAYPORT ACTIVE,0,0,"Obsolete","0","10","-","Obsolete","HDMI to DisplayPort","HDMI Female","DisplayPort Female","-","LED Indicator","-"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/PLCs_Jul-2010.pdf,-,PC501-ND,PC501,"B&B SmartWorx, Inc.",USB-SERIAL CONVERTER,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/B&B%20Electronics%20PDFs/USB-Single-Port-Adapters_2-12-13.pdf,-,SS-USB-100-ND,SS-USB-100,"B&B SmartWorx, Inc.",ADAPTER USB 2.0 1PORT RS232 CBL,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","RS-232","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-422CEC/Product%20-%20Datasheet/422CEC_2917ds20170809040312.pdf,-,BB-422CEC-ND,BB-422CEC,"B&B SmartWorx, Inc.",232/422 8 CHAN CONV,0,0,"Obsolete","0","1","-","Obsolete","Serial to Serial","D-Sub 25 Pos (DB25) Female","D-Sub 25 Pos (DB25) Male","RS-232, RS-422","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-422CFCR/Product%20-%20Datasheet/422CFCR_3817ds20170921205257.pdf,-,BB-422CFCR-ND,BB-422CFCR,"B&B SmartWorx, Inc.",REV232/422 4CHAN CONV,0,0,"Obsolete","0","1","-","Obsolete","Serial to Serial","D-Sub 25 Pos (DB25) Female","D-Sub 25 Pos (DB25) Male","RS-232, RS-422","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-TTL3USB9M-LS/Product%20-%20Datasheet/TTL3USB9M-x_TTL5USB9M-x_3316ds20170406211045.pdf,-,TTL3USB9M-LS-ND,TTL3USB9M-LS,"B&B SmartWorx, Inc.",CONVERTER USB TO TTL 3.3V 1 PORT,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","TTL","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-TTL3USB9M-LS/Product%20-%20Datasheet/TTL3USB9M-x_TTL5USB9M-x_3316ds20170406211045.pdf,-,TTL5USB9M-LS-ND,TTL5USB9M-LS,"B&B SmartWorx, Inc.",CONVERTER USB TO TTL 5V 1 PORT W,0,0,"Obsolete","0","1","-","Obsolete","USB to Serial","USB - B 2.0 Female","D-Sub 09 Pos (DB9) Male","TTL","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-UC232A/Product%20-%20Datasheet/uc232a_4513ds20171129112337.pdf,-,UC232A-ND,UC232A,"B&B SmartWorx, Inc.",CONVERTER USB TO RS-232 DB9 CONV,0,0,"Active","0","0","-","Active","USB to Serial","USB - A 2.0 Male","D-Sub 09 Pos (DB9) Male","RS-232","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/109990052.jpg,109990052-ND,109990052,"Seeed Technology Co., Ltd",PS/2 TO USB ADAPTER,0,0,"Obsolete","0","23","-","Obsolete","USB to PS/2","USB - A 2.0 Female","Mini DIN Female (2)","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_317990027.jpg,317990027-ND,317990027,"Seeed Technology Co., Ltd",PL2303 USB TO SERIAL (TTL) MODUL,0,0,"Obsolete","0","18","-","Obsolete","USB to Serial","USB - A 2.0 Female","SIL (Single Inline)","TTL","-","PL2303"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3378_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3378.jpg,1528-2131-ND,3378,Adafruit Industries LLC,AV (NTSC OR PAL) TO HDMI (720P O,0,0,"Obsolete","0","1","-","Obsolete","AV to HDMI","AV Female (3)","HDMI Female","-","-","-"
