Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension","Supplier Device Package","Control Features"
http://apps.geindustrial.com/publibrary/checkout/AXH003?TNR=Data%20Sheets|AXH003|generic,//media.digikey.com/photos/Lineage%20Photos/MFG_AXH003A0X%20SERIES.jpg,555-1053-6-ND,AXH003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.8-3.6V 10W,1376,0,"Digi-Reel","0","1","Digi-Reel®","Austin MiniLynx™","Active","Non-Isolated PoL Module","1","2.4V","5.5V","0.8 ~ 3.6V","-","-","-","3A","10W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","94%","Surface Mount","5-SMD Module","0.80"" L x 0.45"" W x 0.29"" H (20.3mm x 11.4mm x 7.3mm)","-","Enable, Active Low"
http://www.deltaww.com/filecenter/products/download/01/0102/datasheet/DS_PM05S.pdf,//media.digikey.com/Photos/Delta%20Photos/MFG_PM05S.jpg,941-1740-ND,PM05S050A,Delta Electronics,DC DC CONVERTER 5V 3W,109,0,"5.69000","0","1","Tube","PM05S","Active","Linear Regulator Replacement","1","6.5V","32V","5V","-","-","-","500mA","3W","-","ITE (Commercial)","OCP, OTP, SCP","-40°C ~ 90°C","94%","Through Hole","3-SIP Module","0.45"" L x 0.30"" W x 0.40"" H (11.5mm x 7.6mm x 10.2mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10503,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ10503TZ-ADJ/NOPBTR-ND,LMZ10503TZ-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-5V 3A,3000,0,"5.69252","0","250","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","5.5V","0.8 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","96%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10503,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ10503TZ-ADJ/NOPBCT-ND,LMZ10503TZ-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-5V 3A,5107,0,"6.84000","0","1","Cut Tape (CT)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","5.5V","0.8 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","96%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10503,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ10503TZ-ADJ/NOPBDKR-ND,LMZ10503TZ-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-5V 3A,5107,0,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","5.5V","0.8 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","96%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/pdm2-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-2723-ND,PDM2-S12-S12-S,CUI Inc.,DC DC CONVERTER 12V 2W,22149,0,"5.71000","0","1","Tube","PDM2-S (2W)","Active","Isolated Module","1","10.8V","13.2V","12V","-","-","-","167mA","2W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","84%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.28"" W x 0.39"" H (19.6mm x 7.0mm x 10.0mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm2-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-2728-ND,PDM2-S24-S12-S,CUI Inc.,DC DC CONVERTER 12V 2W,2312,0,"5.71000","0","1","Tube","PDM2-S (2W)","Active","Isolated Module","1","21.6V","26.4V","12V","-","-","-","167mA","2W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","84%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.28"" W x 0.39"" H (19.6mm x 7.0mm x 10.0mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm2-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-3007-5-ND,PDM2-S5-S24-S,CUI Inc.,DC DC CONVERTER 24V 2W,1914,0,"5.71000","0","1","Tube","PDM2-S (2W)","Active","Isolated Module","1","4.5V","5.5V","24V","-","-","-","83mA","2W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","84%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.28"" W x 0.39"" H (19.6mm x 7.0mm x 10.0mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm2-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-2736-ND,PDM2-S5-S5-S,CUI Inc.,DC DC CONVERTER 5V 2W,956,0,"5.71000","0","1","Tube","PDM2-S (2W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","400mA","2W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","89%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.28"" W x 0.39"" H (19.6mm x 7.0mm x 10.0mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pdm2-s.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-3006-5-ND,PDM2-S5-S12-S,CUI Inc.,DC DC CONVERTER 12V 2W,289,0,"5.71000","0","1","Tube","PDM2-S (2W)","Active","Isolated Module","1","4.5V","5.5V","12V","-","-","-","167mA","2W","1.5kV","ITE (Commercial)","SCP","-40°C ~ 105°C","84%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.28"" W x 0.39"" H (19.6mm x 7.0mm x 10.0mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1957-2-ND,V7803-500-SMT-TR,CUI Inc.,DC DC CONVERTER 3.3V 1.65W,500,0,"5.71200","0","500","Tape & Reel (TR)","V78-500-SMT","Active","Linear Regulator Replacement","1","4.5V","28V","3.3V","-","-","-","500mA","1.65W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","90%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1957-1-ND,V7803-500-SMT-TR,CUI Inc.,DC DC CONVERTER 3.3V 1.65W,928,0,"7.35000","0","1","Cut Tape (CT)","V78-500-SMT","Active","Linear Regulator Replacement","1","4.5V","28V","3.3V","-","-","-","500mA","1.65W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","90%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1957-6-ND,V7803-500-SMT-TR,CUI Inc.,DC DC CONVERTER 3.3V 1.65W,928,0,"Digi-Reel","0","1","Digi-Reel®","V78-500-SMT","Active","Linear Regulator Replacement","1","4.5V","28V","3.3V","-","-","-","500mA","1.65W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","90%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1958-2-ND,V7805-500-SMT-TR,CUI Inc.,DC DC CONVERTER 5V 2.5W,500,0,"5.71200","0","500","Tape & Reel (TR)","V78-500-SMT","Active","Linear Regulator Replacement","1","6V","28V","5V","-","-","-","500mA","2.5W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","94%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1958-1-ND,V7805-500-SMT-TR,CUI Inc.,DC DC CONVERTER 5V 2.5W,1098,0,"7.53000","0","1","Cut Tape (CT)","V78-500-SMT","Active","Linear Regulator Replacement","1","6V","28V","5V","-","-","-","500mA","2.5W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","94%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
https://www.cui.com/product/resource/digikeypdf/v78-500-smt.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_V7803-500-SMT-TR.jpg,102-1958-6-ND,V7805-500-SMT-TR,CUI Inc.,DC DC CONVERTER 5V 2.5W,1098,0,"Digi-Reel","0","1","Digi-Reel®","V78-500-SMT","Active","Linear Regulator Replacement","1","6V","28V","5V","-","-","-","500mA","2.5W","-","ITE (Commercial)","Remote On/Off, OTP, SCP","-40°C ~ 85°C","94%","Surface Mount","10-SMD Module, 6 Leads","0.60"" L x 0.33"" W x 0.29"" H (15.2mm x 8.3mm x 7.3mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm33602,//media.digikey.com/Photos/Texas%20Instr%20Photos/Mfg_296;-4223378;-RLR;-18.jpg,296-48829-2-ND,LMZM33602RLRR,Texas Instruments,DC DC CONVERTER 1-18V,500,0,"5.72880","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4V","36V","1 ~ 18V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","94%","Surface Mount","18-PowerBQFN Module","0.35"" L x 0.28"" W x 0.16"" H (9.0mm x 7.0mm x 4.1mm)","18-B2QFN (9x7)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm33602,//media.digikey.com/Photos/Texas%20Instr%20Photos/Mfg_296;-4223378;-RLR;-18.jpg,296-48829-1-ND,LMZM33602RLRR,Texas Instruments,DC DC CONVERTER 1-18V,932,0,"9.06000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4V","36V","1 ~ 18V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","94%","Surface Mount","18-PowerBQFN Module","0.35"" L x 0.28"" W x 0.16"" H (9.0mm x 7.0mm x 4.1mm)","18-B2QFN (9x7)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmzm33602,//media.digikey.com/Photos/Texas%20Instr%20Photos/Mfg_296;-4223378;-RLR;-18.jpg,296-48829-6-ND,LMZM33602RLRR,Texas Instruments,DC DC CONVERTER 1-18V,932,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4V","36V","1 ~ 18V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 105°C","94%","Surface Mount","18-PowerBQFN Module","0.35"" L x 0.28"" W x 0.16"" H (9.0mm x 7.0mm x 4.1mm)","18-B2QFN (9x7)","-"
https://www.cui.com/product/resource/digikeypdf/pes1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_8-SMD(6%20Leads)Gull%20Wing12.7mm.jpg,102-3325-2-ND,PES1-S3-S5-M-TR,CUI Inc.,DC DC CONVERTER 5V 1W,2000,0,"5.74000","0","500","Tape & Reel (TR)","PES1-M (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","78%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.33"" W x 0.29"" H (12.7mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pes1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_8-SMD(6%20Leads)Gull%20Wing12.7mm.jpg,102-3325-1-ND,PES1-S3-S5-M-TR,CUI Inc.,DC DC CONVERTER 5V 1W,2499,0,"7.39000","0","1","Cut Tape (CT)","PES1-M (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","78%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.33"" W x 0.29"" H (12.7mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/pes1-m.pdf,//media.digikey.com/Photos/CUI%20Photos/MFG_8-SMD(6%20Leads)Gull%20Wing12.7mm.jpg,102-3325-6-ND,PES1-S3-S5-M-TR,CUI Inc.,DC DC CONVERTER 5V 1W,2499,0,"Digi-Reel","0","1","Digi-Reel®","PES1-M (1W)","Active","Isolated Module","1","2.97V","3.63V","5V","-","-","-","200mA","1W","3kV","ITE (Commercial)","SCP","-40°C ~ 105°C (With Derating)","78%","Surface Mount","8-SMD Module, 5 Leads","0.50"" L x 0.33"" W x 0.29"" H (12.7mm x 8.3mm x 7.3mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/viblsd1-sip_series.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-1437-ND,VIBLSD1-S24-S5-SIP,CUI Inc.,DC DC CONVERTER 5V 1W,4966,0,"5.78000","0","1","Tube","VIBLSD1-SIP (1W)","Active","Isolated Module","1","22.8V","25.2V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","70%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.40"" H (19.6mm x 6.0mm x 10.2mm)","-","-"
https://www.cui.com/product/resource/digikeypdf/viblsd1-sip_series.pdf,//media.digikey.com/Photos/CUI%20Photos/PDM1-S.jpg,102-1431-ND,VIBLSD1-S5-S5-SIP,CUI Inc.,DC DC CONVERTER 5V 1W,2928,0,"5.78000","0","1","Tube","VIBLSD1-SIP (1W)","Active","Isolated Module","1","4.75V","5.25V","5V","-","-","-","150mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","69%","Through Hole","6-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.40"" H (19.6mm x 6.0mm x 10.2mm)","-","-"
http://apps.geindustrial.com/publibrary/checkout/APTS003A0X?TNR=Data%20Sheets|APTS003A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1126-2-ND,APXS003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16W,800,0,"5.79740","0","400","Tape & Reel (TR)","PicoTLynx™","Active","Non-Isolated PoL Module","1","4.5V","14V","0.6 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","92%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/APTS003A0X?TNR=Data%20Sheets|APTS003A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1126-1-ND,APXS003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16W,1056,0,"6.95000","0","1","Cut Tape (CT)","PicoTLynx™","Active","Non-Isolated PoL Module","1","4.5V","14V","0.6 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","92%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/APTS003A0X?TNR=Data%20Sheets|APTS003A0X|generic,//media.digikey.com/Photos/Lineage%20Photos/APXS003A0X4-SRZ.jpg,555-1126-6-ND,APXS003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.6-5.5V 16W,1056,0,"Digi-Reel","0","1","Digi-Reel®","PicoTLynx™","Active","Non-Isolated PoL Module","1","4.5V","14V","0.6 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","92%","Surface Mount","10-SMD Module","0.48"" L x 0.48"" W x 0.25"" H (12.2mm x 12.2mm x 6.3mm)","-","Enable, Active Low"
https://www.recom-power.com/pdf/Econoline/RE.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/MFG_RE%20series.jpg,945-1145-ND,RE-2405S,Recom Power,DC DC CONVERTER 5V 1W,824,550,"5.81000","0","1","Tube","ECONOLINE RE (1W)","Active","Isolated Module","1","21.6V","26.4V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","80%","Through Hole","7-SIP Module, 4 Leads","0.77"" L x 0.24"" W x 0.40"" H (19.7mm x 6.0mm x 10.2mm)","-","-"
https://www.recom-power.com/pdf/Econoline/RM.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/MFG_RM%20series.jpg,945-1212-ND,RM-3.33.3S,Recom Power,DC DC CONVERTER 3.3V 250MW,4111,966,"5.83000","0","1","Tube","ECONOLINE RM (0.25W)","Active","Isolated Module","1","3V","3.6V","3.3V","-","-","-","76mA","250mW","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","70%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.39"" H (11.5mm x 6.0mm x 10.0mm)","-","-"
https://www.recom-power.com/pdf/Econoline/RO.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/MFG_RO%20series.jpg,945-1229-ND,RO-3.305S,Recom Power,DC DC CONVERTER 5V 1W,1900,84,"5.83000","0","1","Tube","ECONOLINE RO (1W)","Active","Isolated Module","1","3V","3.6V","5V","-","-","-","200mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","80%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.39"" H (11.5mm x 6.0mm x 10.0mm)","-","-"
https://www.recom-power.com/pdf/Econoline/RO.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/MFG_RO%20series.jpg,945-1939-5-ND,RO-3.324S,Recom Power,DC DC CONVERTER 24V 1W,1650,210,"5.83000","0","1","Tube","ECONOLINE RO (1W)","Active","Isolated Module","1","3V","3.6V","24V","-","-","-","42mA","1W","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","85%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.39"" H (11.5mm x 6.0mm x 10.0mm)","-","-"
https://www.recom-power.com/pdf/Econoline/RM.pdf,//media.digikey.com/photos/Recom%20Power%20Inc/MFG_RM%20series.jpg,945-1516-5-ND,RM-0505S/P,Recom Power,DC DC CONVERTER 5V 250MW,1992,966,"5.90000","0","1","Tube","ECONOLINE RM (0.25W)","Active","Isolated Module","1","4.5V","5.5V","5V","-","-","-","50mA","250mW","1kV","ITE (Commercial)","SCP","-40°C ~ 85°C","72%","Through Hole","4-SIP Module","0.45"" L x 0.24"" W x 0.39"" H (11.5mm x 6.0mm x 10.0mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/OKI-78SR-E_Series_Ds.pdf,//media.digikey.com/Photos/Murata%20Photos/OKI-78SR-xx%5Exx-W36HE-C.jpg,811-3289-ND,OKI-78SR-5/1.5-W36HE-C,Murata Power Solutions Inc.,DC DC CONVERTER 5V 8W,1079,0,"5.90000","0","1","Tray","Okami™ OKI-78SR-E","Active","Linear Regulator Replacement","1","7V","36V","5V","-","-","-","1.5A","8W","-","ITE (Commercial)","SCP","-40°C ~ 85°C","90.5%","Through Hole","3-SIP Module","0.71"" L x 0.47"" W x 0.37"" H (18.0mm x 11.9mm x 9.5mm)","-","-"
https://katalog.we-online.de/pm/datasheet/173950578.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/173010542.jpg,732-8243-5-ND,173950578,Wurth Electronics Inc.,DC DC CONVERTER 5V 2.5W,120,0,"5.95000","0","1","Tube","MagI³C (1W)","Active","Linear Regulator Replacement","1","6V","28V","5V","-","-","-","500mA","2.5W","-","ITE (Commercial)","OTP, OVP, SCP","-40°C ~ 85°C","95%","Through Hole","3-SIP Module","0.46"" L x 0.33"" W x 0.41"" H (11.6mm x 8.5mm x 10.4mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz12002,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ12002TZX-ADJ/NOPBTR-ND,LMZ12002TZX-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-6V 2A,1500,0,"5.97520","0","500","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","4.5V","20V","0.8 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","92%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
https://www.digikey.com/api/videos/videoplayer/smallplayer/4288040049001,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ12002TZX-ADJ/NOPBCT-ND,LMZ12002TZX-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-6V 2A,1987,0,"7.69000","0","1","Cut Tape (CT)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","4.5V","20V","0.8 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","92%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
https://www.digikey.com/api/videos/videoplayer/smallplayer/4288040049001,//media.digikey.com/Renders/Texas%20Instr%20Renders/296;-TZA07A;-NDW;-7.jpg,LMZ12002TZX-ADJ/NOPBDKR-ND,LMZ12002TZX-ADJ/NOPB,Texas Instruments,DC DC CONVERTER 0.8-6V 2A,1987,0,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","4.5V","20V","0.8 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","UVLO","-40°C ~ 125°C","92%","Surface Mount","TO-PMOD-7, Power Module","0.40"" L x 0.39"" W x 0.18"" H (10.2mm x 9.9mm x 4.6mm)","-","Enable, Active High"
http://apps.geindustrial.com/publibrary/checkout/AXA003?TNR=Data%20Sheets|AXA003|generic,//media.digikey.com/photos/Lineage%20Photos/MFG_AXH003A0X%20SERIES.jpg,555-1049-2-ND,AXA003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.8-5.5V 16W,1600,0,"6.00953","0","400","Tape & Reel (TR)","Austin MiniLynx™","Active","Non-Isolated PoL Module","1","8.3V","14V","0.8 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","91%","Surface Mount","5-SMD Module","0.80"" L x 0.45"" W x 0.29"" H (20.3mm x 11.4mm x 7.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/AXA003?TNR=Data%20Sheets|AXA003|generic,//media.digikey.com/photos/Lineage%20Photos/MFG_AXH003A0X%20SERIES.jpg,555-1049-1-ND,AXA003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.8-5.5V 16W,1702,0,"7.01000","0","1","Cut Tape (CT)","Austin MiniLynx™","Active","Non-Isolated PoL Module","1","8.3V","14V","0.8 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","91%","Surface Mount","5-SMD Module","0.80"" L x 0.45"" W x 0.29"" H (20.3mm x 11.4mm x 7.3mm)","-","Enable, Active Low"
http://apps.geindustrial.com/publibrary/checkout/AXA003?TNR=Data%20Sheets|AXA003|generic,//media.digikey.com/photos/Lineage%20Photos/MFG_AXH003A0X%20SERIES.jpg,555-1049-6-ND,AXA003A0X-SRZ,ABB Embedded Power,DC DC CONVERTER 0.8-5.5V 16W,1702,0,"Digi-Reel","0","1","Digi-Reel®","Austin MiniLynx™","Active","Non-Isolated PoL Module","1","8.3V","14V","0.8 ~ 5.5V","-","-","-","3A","16W","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","91%","Surface Mount","5-SMD Module","0.80"" L x 0.45"" W x 0.29"" H (20.3mm x 11.4mm x 7.3mm)","-","Enable, Active Low"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz30606,//media.digikey.com/Renders/Texas%20Instr%20Renders/SIMPLE%20SWITCHER%C2%AE%20Series-39-QFN.jpg,296-37031-2-ND,LMZ30606RKGT,Texas Instruments,DC DC CONVERTER 0.8-3.6V 22W,9250,10000,"6.07200","0","250","Tape & Reel (TR)","SIMPLE SWITCHER®","Active","Non-Isolated PoL Module","1","2.95V","6V","0.8 ~ 3.6V","-","-","-","6A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 85°C","96%","Surface Mount","39-BQFN Module","0.44"" L x 0.36"" W x 0.11"" H (11.2mm x 9.2mm x 2.9mm)","39-B1QFN (11x9)","Enable, Active High"
