Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Number of Outputs","Voltage - Input (Min)","Voltage - Input (Max)","Voltage - Output 1","Voltage - Output 2","Voltage - Output 3","Voltage - Output 4","Current - Output (Max)","Power (Watts)","Voltage - Isolation","Applications","Features","Operating Temperature","Efficiency","Mounting Type","Package / Case","Size / Dimension","Supplier Device Package","Control Features"
https://www.monolithicpower.com/pub/media/document/MPM3610A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1249-2-ND,MPM3610AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,4000,0,"1.75960","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4.5V","21V","0.8 ~ 18.48V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3610A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1249-1-ND,MPM3610AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,4432,0,"3.06000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4.5V","21V","0.8 ~ 18.48V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3610A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1249-6-ND,MPM3610AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,4432,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4.5V","21V","0.8 ~ 18.48V","-","-","-","1.2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-44325-2-ND,LMZ21700SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,15000,9000,"1.81412","0","3000","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-44325-1-ND,LMZ21700SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,17088,10001,"3.72000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21700,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-44325-6-ND,LMZ21700SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 4W,17088,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","650mA","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3820_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1266-2-ND,MPM3820GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-6V 2A,9500,0,"1.89580","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","2.7V","6V","0.6 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3820_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1266-1-ND,MPM3820GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-6V 2A,9995,0,"3.06000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","2.7V","6V","0.6 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3820_r1.21.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1266-6-ND,MPM3820GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-6V 2A,9995,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","2.7V","6V","0.6 ~ 6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82671,//media.digikey.com/Renders/Texas%20Instr%20Renders/TPS8267xSIPxx.jpg,296-27939-2-ND,TPS82671SIPT,Texas Instruments,DC DC CONVERTER 1.8V 1W,16500,10000,"1.90200","0","250","Tape & Reel (TR)","MicroSip™","Active","Non-Isolated PoL Module","1","2.3V","4.8V","1.8V","-","-","-","600mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","90%","Surface Mount","8-BGA Module","0.12"" L x 0.09"" W x 0.04"" H (3.0mm x 2.4mm x 1.0mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82671,//media.digikey.com/Renders/Texas%20Instr%20Renders/TPS8267xSIPxx.jpg,296-27939-1-ND,TPS82671SIPT,Texas Instruments,DC DC CONVERTER 1.8V 1W,18780,10001,"2.89000","0","1","Cut Tape (CT)","MicroSip™","Active","Non-Isolated PoL Module","1","2.3V","4.8V","1.8V","-","-","-","600mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","90%","Surface Mount","8-BGA Module","0.12"" L x 0.09"" W x 0.04"" H (3.0mm x 2.4mm x 1.0mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82671,//media.digikey.com/Renders/Texas%20Instr%20Renders/TPS8267xSIPxx.jpg,296-27939-6-ND,TPS82671SIPT,Texas Instruments,DC DC CONVERTER 1.8V 1W,18780,10001,"Digi-Reel","0","1","Digi-Reel®","MicroSip™","Active","Non-Isolated PoL Module","1","2.3V","4.8V","1.8V","-","-","-","600mA","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, UVLO","-40°C ~ 85°C","90%","Surface Mount","8-BGA Module","0.12"" L x 0.09"" W x 0.04"" H (3.0mm x 2.4mm x 1.0mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-37104-2-ND,LMZ10501SILR,Texas Instruments,DC DC CONVERTER 0.6-3.6V,3000,0,"1.90960","0","3000","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.06"" H (3.0mm x 2.6mm x 1.5mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-37104-1-ND,LMZ10501SILR,Texas Instruments,DC DC CONVERTER 0.6-3.6V,3284,0,"2.46000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.06"" H (3.0mm x 2.6mm x 1.5mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-37104-6-ND,LMZ10501SILR,Texas Instruments,DC DC CONVERTER 0.6-3.6V,3284,0,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.06"" H (3.0mm x 2.6mm x 1.5mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82130,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130SILT.jpg,296-47436-2-ND,TPS82130SILR,Texas Instruments,DC DC CONVERTER 0.9-5V,6000,0,"1.91919","0","3000","Tape & Reel (TR)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C","-","Surface Mount","8-SMD Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82130,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130SILT.jpg,296-47436-1-ND,TPS82130SILR,Texas Instruments,DC DC CONVERTER 0.9-5V,8373,774,"3.94000","0","1","Cut Tape (CT)","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C","-","Surface Mount","8-SMD Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftps82130,//media.digikey.com/Photos/Texas%20Instr%20Photos/MFG_TPS82130SILT.jpg,296-47436-6-ND,TPS82130SILR,Texas Instruments,DC DC CONVERTER 0.9-5V,9294,774,"Digi-Reel","0","1","Digi-Reel®","MicroSip™","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 5V","-","-","-","3A","-","-","ITE (Commercial)","OTP","-40°C ~ 125°C","-","Surface Mount","8-SMD Module","0.12"" L x 0.11"" W x 0.06"" H (3.0mm x 2.8mm x 1.5mm)","-","-"
https://www.monolithicpower.com/pub/media/document/MPM3620_r1.1.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1252-2-ND,MPM3620GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,14500,0,"1.92560","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 18.48V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3620_r1.1.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1252-1-ND,MPM3620GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,14763,0,"3.35000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 18.48V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3620_r1.1.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1252-6-ND,MPM3620GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-18.48V,14763,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 18.48V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3620A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1251-2-ND,MPM3620AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-19.9V,8000,0,"1.92560","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 19.9V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3620A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1251-1-ND,MPM3620AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-19.9V,8179,0,"3.35000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 19.9V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3620A_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1251-6-ND,MPM3620AGQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.8-19.9V,8179,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4.5V","24V","0.8 ~ 19.9V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (5x3)","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10500,//media.digikey.com/Photos/National%20Semi%20Photos/LMZ10500SEE%5ENOPB%20(LINK%20TO%20LMZ10501SEE%5ENOPB).JPG,296-37103-2-ND,LMZ10500SILT,Texas Instruments,DC DC CONVERTER 0.6-3.6V 2W,9250,10000,"1.98000","0","250","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","650mA","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.03"" H (3.0mm x 2.5mm x 0.7mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10500,//media.digikey.com/Photos/National%20Semi%20Photos/LMZ10500SEE%5ENOPB%20(LINK%20TO%20LMZ10501SEE%5ENOPB).JPG,296-37103-1-ND,LMZ10500SILT,Texas Instruments,DC DC CONVERTER 0.6-3.6V 2W,11757,10001,"2.38000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","650mA","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.03"" H (3.0mm x 2.5mm x 0.7mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz10500,//media.digikey.com/Photos/National%20Semi%20Photos/LMZ10500SEE%5ENOPB%20(LINK%20TO%20LMZ10501SEE%5ENOPB).JPG,296-37103-6-ND,LMZ10500SILT,Texas Instruments,DC DC CONVERTER 0.6-3.6V 2W,11757,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.6 ~ 3.6V","-","-","-","650mA","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-LDFN Exposed Pad, Module","0.12"" L x 0.10"" W x 0.03"" H (3.0mm x 2.5mm x 0.7mm)","8-uSIP","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz20501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-40328-2-ND,LMZ20501SILR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4W,9000,9000,"1.98968","0","3000","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.8 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","93%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz20501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-40328-1-ND,LMZ20501SILR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4W,9792,9009,"4.08000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.8 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","93%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz20501,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-40328-6-ND,LMZ20501SILR,Texas Instruments,DC DC CONVERTER 0.8-3.6V 4W,9792,9009,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.8 ~ 3.6V","-","-","-","1A","-","-","ITE (Commercial)","Remote On/Off, OCP, OTP, SCP, UVLO","-40°C ~ 125°C","93%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21701,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-43645-2-ND,LMZ21701SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 6W,15000,9000,"2.04820","0","3000","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","1A","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21701,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-43645-1-ND,LMZ21701SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 6W,17395,10001,"4.20000","0","1","Cut Tape (CT)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","1A","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz21701,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-43645-6-ND,LMZ21701SILR,Texas Instruments,DC DC CONVERTER 0.9-6V 6W,17395,10001,"Digi-Reel","0","1","Digi-Reel®","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","3V","17V","0.9 ~ 6V","-","-","-","1A","-","-","ITE (Commercial)","OTP, SCP, UVLO","-40°C ~ 125°C","95%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","Enable, Active High"
https://www.monolithicpower.com/pub/media/document/MPM3630_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1253-2-ND,MPM3630GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-18V,500,0,"2.10820","0","500","Tape & Reel (TR)","-","Active","Non-Isolated PoL Module","1","4.5V","18V","0.6 ~ 18V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (3x5)","-"
https://www.monolithicpower.com/pub/media/document/MPM3630_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1253-1-ND,MPM3630GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-18V,760,0,"3.66000","0","1","Cut Tape (CT)","-","Active","Non-Isolated PoL Module","1","4.5V","18V","0.6 ~ 18V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (3x5)","-"
https://www.monolithicpower.com/pub/media/document/MPM3630_r1.0.pdf,//media.digikey.com/Renders/Monolithic%20Power%20Systems/1589;-20QFN-1.65-5x3;-;-20.jpg,1589-1253-6-ND,MPM3630GQV-P,Monolithic Power Systems Inc.,DC DC CONVERTER 0.6-18V,760,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Non-Isolated PoL Module","1","4.5V","18V","0.6 ~ 18V","-","-","-","3A","-","-","ITE (Commercial)","OCP, OTP, UVLO","-40°C ~ 125°C (TJ)","-","Surface Mount","20-PowerLFQFN Module","0.20"" L x 0.12"" W x 0.06"" H (5.0mm x 3.0mm x 1.6mm)","20-QFN (3x5)","-"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmz20502,//media.digikey.com/Photos/Texas%20Instr%20Photos/LMZ2170xSILT.jpg,296-44478-2-ND,LMZ20502SILR,Texas Instruments,DC DC CONVERTER 0.8-3.6V,45000,9000,"2.22376","0","3000","Tape & Reel (TR)","SIMPLE SWITCHER® Nano","Active","Non-Isolated PoL Module","1","2.7V","5.5V","0.8 ~ 3.6V","-","-","-","2A","-","-","ITE (Commercial)","OCP, OTP, SCP, UVLO","-40°C ~ 125°C","89%","Surface Mount","8-SMD Module","0.14"" L x 0.14"" W x 0.07"" H (3.5mm x 3.5mm x 1.8mm)","-","-"
