Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1286-ND,DWN2.50BK25,Techflex,SELF WRAP 2.5"" X 25' BLACK,9,0,"134.40000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","2.500"" (63.50mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","25.00' (7.62m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/170-03082.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/170-03082.jpg,1436-1234-ND,170-03082,HellermannTyton,SELF WRAP 200' ORANGE,2,0,"136.11000","0","1","BSPSW","Active","Self Wrap","Split Flexible Tube","-","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Orange","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","-","-","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1303_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1301%5E4-BK007.jpg,AG1303/4BK-50-ND,G1303/4 BK007,Alpha Wire,SELF WRAP 3/4"" X 50' BLACK,8,10,"149.83000","0","1","FIT® GRP-130","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","-","-","Corrosion Resistant, UV Resistant","Fungus Resistant","UL94 V-0","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/3FRP0C.JPG,1436-1404-ND,3FRP0C,HellermannTyton,SPIRAL WRAP 1/2"" X 100' BLACK,2,0,"161.97000","0","1","-","Active","Spiral Wrap","Harness","-","4.000"" (101.60mm)","0.500"" (12.70mm)","Polyethylene (PE)","Black","100' (30.48m)","0.062"" (1.57mm)","-20°C ~ 80°C","Flame Retardant","Abrasion Resistant","-","-","Chemical Resistant, Self Extinguishing","UL94 V-1","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SHR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SHR-25-6V0B.jpg,RP982-20-ND,SHR-25-6V0B,Essentra Components,SLIT WRAP 0.984"" X 20M BLACK,12,0,"164.88000","0","1","SHR","Active","Slit Wrap","Slit Harness","0.984"" (25.00mm)","0.984"" (25.00mm)","-","Polyamide (PA6), Nylon 6","Black","65.62' (20.00m)","0.039"" (0.99mm)","-","Flame Retardant","Abrasion Resistant","-","-","-","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW44?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW44~BK005.jpg,ASW44-100-ND,SW44 BK005,Alpha Wire,SPIRAL WRAP 0.62"" X 100' BLACK,7,3,"166.30000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.620"" (15.75mm)","-","0.750"" (19.05mm)","Polyethylene (PE)","Black","100' (30.48m)","0.065"" (1.65mm)","-66°C ~ 88°C","-","-","Moisture Resistant","UV Resistant","-","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP11011_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G11011%5E4-BK00x.jpg,AG11011/4BK-50-ND,G11011/4 BK007,Alpha Wire,SLEEVING 3/4"" X 50' BLACK,16,0,"172.13000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.750"" (44.45mm)","-","Polyester, Halogen Free","Black","50.00' (15.24m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/GB2508BH%20A%20RV%2001A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PW75F-C.jpg,298-10268-ND,PW75F-C,Panduit Corp,SLIT WRAP 3/4"" X 100' NATURAL,11,0,"172.53000","0","1","Pan-Wrap™ PW","Active","Slit Wrap","Slit Harness","0.750"" (19.05mm)","0.810"" (20.57mm)","-","Polyethylene (PE)","Natural","100' (30.48m)","0.035"" (0.89mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN1_25TB.jpg,1030-1028-ND,FRN1.25TB,Techflex,SLEEVING 1-1/4"" X 250' BLACK/WHT,11,0,"172.80000","0","1","Flexo® FR","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.750"" (44.45mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","250' (76.20m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW30?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW-Natural%20Series.jpg,ASW30-25-ND,SW30 NA008,Alpha Wire,SPIRAL WRAP 0.065"" X 25' NATURAL,2,0,"186.23000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.065"" (1.65mm)","-","0.125"" (3.18mm)","Polytetrafluoroethylene (PTFE)","Natural","25.00' (7.62m)","0.030"" (0.76mm)","-268°C ~ 260°C","-","-","-","Weather Resistant","Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF0_75TB.jpg,1030-1060-ND,CCF0.75TB,Techflex,SLEEVING 3/4"" X 250' BLACK/WHITE,6,0,"191.77000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.000"" (25.40mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","250' (76.20m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ssl.pdf,//media.digikey.com/Photos/Techflex/MFG_SSL0%2038SV.jpg,1030-1345-ND,SSL0.38SV,Techflex,SLEEVING 3/8"" X 250' SILVER,3,0,"199.50000","0","1","Flexo® Stainless Steel XC","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Stainless Steel (SS), 304, Halogen Free","Silver","250' (76.20m)","0.013"" (0.33mm)","-","Flame Resistant, Heat Resistant","Abrasion Resistant","Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Tight Weave","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/sdn.pdf,//media.digikey.com/Photos/Techflex/MFG_SDN1_25BK.jpg,1030-1100-ND,SDN1.25BK,Techflex,SLEEVING 1-1/4"" X 250' BLACK,2,0,"201.60000","0","1","Flexo® Super Duty","Active","Sleeve","Expandable","1.250"" (31.75mm)","2.000"" (50.80mm)","-","Polyamide Monofilament, Halogen Free","Black","250' (76.20m)","0.050"" (1.27mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1201_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x01%5E2-BK00x.jpg,G1201/2BK005-ND,G1201/2 BK005,Alpha Wire,SLEEVING 1/4"" X 100' BLACK/WHITE,6,0,"204.33000","0","1","FIT® GRP-120","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyester, Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/frn.pdf,//media.digikey.com/Photos/Techflex/MFG_FRN1_75TB.jpg,1030-1032-ND,FRN1.75TB,Techflex,SLEEVING 1-3/4"" X 200' BLACK/WHT,2,0,"205.63000","0","1","Flexo® FR","Active","Sleeve","Expandable","1.750"" (44.45mm)","2.750"" (69.85mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW22?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW-Natural%20Series.jpg,ASW22-100-ND,SW22 NA005,Alpha Wire,SPIRAL WRAP 0.305"" X 100' NAT,9,53,"214.53000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.305"" (7.75mm)","-","0.375"" (9.52mm)","Nylon","Natural","100' (30.48m)","0.035"" (0.89mm)","-40°C ~ 121°C","-","Abrasion Resistant","-","-","Self Extinguishing","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_8?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G120NF34-BK005.jpg,AG1101/8BK-500-ND,G1101/8 BK002,Alpha Wire,SLEEVING 0.093"" X 500' BLACK,3,6,"223.70000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.093"" (2.36mm)","0.250"" (6.35mm)","-","Polyester, Halogen Free","Black","500' (152.40m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=500023&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/500023-1.JPG,500023-1-ND,500023-1,TE Connectivity Raychem Cable Protection,SPIRAL WRAP 1/8"" X 50' NATURAL,3,0,"224.00000","0","1","Spirap","Active","Spiral Wrap","Harness","-","0.500"" (12.70mm)","0.125"" (3.18mm)","Polytetrafluoroethylene (PTFE)","Natural","50.00' (15.24m)","0.020"" (0.51mm)","-","-","-","-","-","-","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF112?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_G110NF.jpg,AG110NF112B-1.5-ND,G110NF112 BK007,Alpha Wire,SLEEVING 1-1/4"" X 50' BLACK,2,4,"228.57000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","1.250"" (31.75mm)","2.000"" (50.80mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/T100F-C.jpg,298-10263-ND,T100F-C,Panduit Corp,SPIRAL WRAP 1"" X 100' NATURAL,2,0,"248.87000","0","1","T","Active","Spiral Wrap","Harness","-","6.000"" (152.40mm)","1.000"" (25.40mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.070"" (1.78mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x01%5E4-BK00x.jpg,AG1101/4BK-500-ND,G1101/4 BK002,Alpha Wire,SLEEVING 1/8"" X 500' BLACK,3,0,"262.90000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.375"" (9.52mm)","-","Polyester, Halogen Free","Black","500' (152.40m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF114?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_G120NF.jpg,AG120NF114B-1.25-ND,G120NF114 BK007,Alpha Wire,SLEEVING 1"" X 50' BLACK/WHITE,3,2,"276.26000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","50.00' (15.24m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/GB2508BH%20A%20RV%2001A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PW150F-L20.JPG,298-10274-ND,PW150F-L20,Panduit Corp,SLIT WRAP 1.5"" X 50' BLACK,6,0,"283.73000","0","1","Pan-Wrap™ PW","Active","Slit Wrap","Slit Harness","1.500"" (38.10mm)","1.625"" (41.28mm)","-","Polyethylene (PE)","Black","50.00' (15.24m)","0.042"" (1.07mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SE-Series_Blk.jpg,298-10438-ND,SE38PFR-TR0,Panduit Corp,SLEEVING 3/8"" X 200' BLACK/WHITE,2,0,"298.01000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.500"" (12.70mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","200' (60.96m)","-","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1203_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x03%5E4-BK00x.jpg,AG1203/4BK-100-ND,G1203/4 BK005,Alpha Wire,SLEEVING 1/2"" X 100' BLACK/WHITE,6,8,"304.89000","0","1","FIT® GRP-120","Active","Sleeve","Expandable","0.500"" (12.70mm)","1.250"" (31.75mm)","-","Polyester, Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW45?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW45~BK005.jpg,ASW45-100-ND,SW45 BK005,Alpha Wire,SPIRAL WRAP 0.84"" X 100' BLACK,2,2,"317.03000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.840"" (21.34mm)","-","1.000"" (25.40mm)","Polyethylene (PE)","Black","100' (30.48m)","0.080"" (2.03mm)","-66°C ~ 88°C","-","-","Moisture Resistant","UV Resistant","-","-","-"
http://www.panduit.com/heiler/PartDrawings/GB2508BH%20A%20RV%2001A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PW100F-C20.jpg,298-10273-ND,PW100F-C20,Panduit Corp,SLIT WRAP 1"" X 100' BLACK,4,0,"336.70000","0","1","Pan-Wrap™ PW","Active","Slit Wrap","Slit Harness","1.000"" (25.40mm)","1.125"" (28.58mm)","-","Polyethylene (PE)","Black","100' (30.48m)","0.040"" (1.02mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF18?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/ALPHA%20WIRE%20COMPANY-G120NF18%20BK005.jpg,AG120NF18BK-500-ND,G120NF18 BK002,Alpha Wire,SLEEVING 1/8"" X 500' BLACK/WHITE,6,0,"352.39000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","500' (152.40m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/kvn.pdf,//media.digikey.com/Photos/Techflex/MFG_KVN1.00YL.jpg,1030-1301-ND,KVN1.00YL,Techflex,SLEEVING 1"" X 200' YELLOW,4,0,"402.53000","0","1","Aramid Flexo® KV™","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.250"" (31.75mm)","-","Aramid, Halogen Free","Yellow","200' (60.96m)","0.020"" (0.51mm)","-170°C ~ 160°C","-","-","-","Environment Resistant","Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/tfn.pdf,//media.digikey.com/Photos/Techflex/MFG_TFN%20Teflon%20Series.jpg,1030-1348-ND,TFN0.75NT75,Techflex,SLEEVING 3/4"" X 75' NATURAL,2,0,"407.82000","0","1","Flexo® PFA™","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Perfluoroalkoxy (PFA), Plenum Rated","Natural","75.00' (22.86m)","0.040"" (1.02mm)","-70°C ~ 280°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF14?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G120NF14%20BK005.jpg,AG120NF14BK-500-ND,G120NF14 BK002,Alpha Wire,SLEEVING 0.156"" X 500' BLACK/WHT,4,0,"430.22000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.156"" (3.96mm)","0.438"" (11.13mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","500' (152.40m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Spiral%20Wrap/SW32?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/SW-Natural%20Series.jpg,ASW32-25-ND,SW32 NA008,Alpha Wire,SPIRAL WRAP 0.315"" X 25' NATURAL,4,2,"439.05000","0","1","FIT® SW","Active","Spiral Wrap","Harness","0.315"" (8.00mm)","-","0.375"" (9.52mm)","Polytetrafluoroethylene (PTFE)","Natural","25.00' (7.62m)","0.030"" (0.76mm)","-268°C ~ 260°C","-","-","-","Weather Resistant","Self Extinguishing","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF112?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_G120NF.jpg,AG120NF112B-1.5-ND,G120NF112 BK007,Alpha Wire,SLEEVING 1-1/4"" X 50' BLACK/WHT,3,0,"441.29000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","1.250"" (31.75mm)","2.000"" (50.80mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","50.00' (15.24m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x01%5E2-BK00x.jpg,AG1101/2BK-500-ND,G1101/2 BK002,Alpha Wire,SLEEVING 1/4"" X 500' BLACK,8,24,"442.24000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyester, Halogen Free","Black","500' (152.40m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/tfn.pdf,//media.digikey.com/Photos/Techflex/MFG_TFN%20Teflon%20Series.jpg,1030-1347-ND,TFN0.50NT100,Techflex,SLEEVING 1/2"" X 100' NATURAL,5,0,"487.03000","0","1","Flexo® PFA™","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.875"" (22.22mm)","-","Perfluoroalkoxy (PFA), Plenum Rated","Natural","100' (30.48m)","0.040"" (1.02mm)","-70°C ~ 280°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1236-ND,HTN0.75TB,Techflex,SLEEVING 3/4"" X 250' BLACK/WHITE,2,0,"588.00000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","250' (76.20m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF12?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G110NF12%20BK005.jpg,AG110NF12BK-500-ND,G110NF12 BK002,Alpha Wire,SLEEVING 1/4"" X 500' BLACK,3,0,"611.84000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","500' (152.40m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1235-ND,HTN0.50TB,Techflex,SLEEVING 1/2"" X 500' BLACK/WHITE,2,0,"756.00000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","500' (152.40m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF12?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G120NF12%20BK005.jpg,AG120NF12BK-500-ND,G120NF12 BK002,Alpha Wire,SLEEVING 1/4"" X 500' BLACK/WHITE,3,0,"1025.98000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","500' (152.40m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_Flexo-Wrap-Gray.jpg,1030-1274-ND,F6N1.25PG10,Techflex,SELF WRAP 1-1/4"" X 10' GRAY,8,0,"29.41000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","1.250"" (31.75mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Gray","10.00' (3.05m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0.75CW.jpg,1030-1261-ND,F6N0.75CW25,Techflex,SELF WRAP 3/4"" X 25' CLEAR/WHITE,7,0,"41.31000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Clear, White","25.00' (7.62m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=500001&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/500001-1.jpg,500001-1-ND,500001-1,TE Connectivity Raychem Cable Protection,SPIRAL WRAP 1/4"" X 50' NATURAL,29,0,"52.00000","0","1","Spirap","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polyethylene (PE)","Natural","50.00' (15.24m)","0.045"" (1.14mm)","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=500000&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/500000-2.jpg,500000-2-ND,500000-2,TE Connectivity Raychem Cable Protection,SPIRAL WRAP 1/8"" X 100' NATURAL,6,0,"91.68000","0","1","Spirap","Active","Spiral Wrap","Harness","-","0.500"" (12.70mm)","0.125"" (3.18mm)","Polyethylene (PE)","Natural","100' (30.48m)","0.031"" (0.79mm)","-","-","-","-","-","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=500013&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/500013-1.jpg,500013-1-ND,500013-1,TE Connectivity Raychem Cable Protection,SPIRAL WRAP 1/8"" X 50' NATURAL,7,0,"128.11000","0","1","Spirap","Active","Spiral Wrap","Harness","-","0.500"" (12.70mm)","0.125"" (3.18mm)","Nylon","Natural","50.00' (15.24m)","0.015"" (0.38mm)","-","-","-","-","-","-","-","-"
