Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Type Attributes","Diameter - Inside, Non-Expanded","Diameter - Inside, Expanded","Diameter - Outside, Non-Expanded","Material","Color","Length","Wall Thickness","Operating Temperature","Heat Protection","Abrasion Protection","Liquid Protection","Environment Protection","Features","Material Flammability Rating","Width"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccp.pdf,//media.digikey.com/Photos/Techflex/MFG_CCP1_25BK.jpg,1030-1048-ND,CCP1.25BK,Techflex,SLEEVING 1-1/4"" X 250' BLACK,24,0,"138.72000","0","1","Clean Cut®","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","250' (76.20m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgl.pdf,//media.digikey.com/Photos/Techflex/MFG_FGLx.jpg,1030-1136-ND,FGL0.75BK,Techflex,SLEEVING 3/4"" X 100' BLACK,5,0,"147.84000","0","1","Insultherm® Tru-Fit","Active","Sleeve","Expandable","0.750"" (19.05mm)","0.786"" (19.96mm)","-","Fiberglass, Acrylic Coated, Halogen Free","Black","100' (30.48m)","0.010"" (0.25mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Solvent Resistant","UL VW-1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XDT-HTG005-CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/161-64310.jpg,1436-1235-ND,161-64310,HellermannTyton,SLIT WRAP 0.748"" X 100' BLACK,7,0,"148.43000","0","1","Helawrap HWPP","Active","Slit Wrap","Slit Harness","-","0.827"" (21.00mm)","0.748"" (19.00mm)","Polyphenylene (PP), Halogen Free","Black","100' (30.48m)","0.040"" (1.02mm)","-60°C ~ 110°C","-","Abrasion Resistant","-","-","Vibration Resistant","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1014-ND,PTN1.75BK,Techflex,SLEEVING 1-3/4"" X 200' BLACK,6,0,"153.60000","0","1","Flexo® PET","Active","Sleeve","Expandable","1.750"" (44.45mm)","2.750"" (69.85mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/sdn.pdf,//media.digikey.com/Photos/Techflex/MFG_SDN0_50BK.jpg,1030-1094-ND,SDN0.50BK,Techflex,SLEEVING 1/2"" X 250' BLACK,6,0,"153.60000","0","1","Flexo® Super Duty","Active","Sleeve","Expandable","0.500"" (12.70mm)","1.000"" (25.40mm)","-","Polyamide Monofilament, Halogen Free","Black","250' (76.20m)","0.050"" (1.27mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/T38F-C0.JPG,298-10442-ND,T38F-C0,Panduit Corp,SPIRAL WRAP 3/8"" X 100' BLACK,11,0,"155.89000","0","1","T","Active","Spiral Wrap","Harness","-","3.000"" (76.20mm)","0.375"" (9.52mm)","Polyethylene (PE)","Black","100' (30.48m)","0.055"" (1.40mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","Weather Resistant","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6f.pdf,//media.digikey.com/Photos/Techflex/MFG_F6F0-50TB.jpg,1030-1361-ND,F6F1.00TB,Techflex,SELF WRAP 1"" X 100' BLACK/WHITE,24,0,"156.10000","0","1","F6® FR","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.038"" (0.96mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=VERSAFLEX&DocType=DS&DocLang=English,-,A124547-75-ND,VERSAFLEX-FR-3/4-09-SP,TE Connectivity Raychem Cable Protection,SLEEVING 0.748"" X 75M BLACK/WHT,7,0,"158.10000","0","1","Versaflex","Active","Sleeve","Expandable","0.748"" (19.00mm)","1.260"" (32.00mm)","-","Polyester (PES)","Black, White","246' (75.00m)","-","-50°C ~ 150°C","Flame Retardant","Abrasion and Cut Resistant","-","-","Chemical Resistant, Fungus Resistant, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.25bk.jpg,1030-1276-ND,CNN0.25BK100,Techflex,SLEEVING 1/4"" X 100' BLACK,8,0,"159.36000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.438"" (11.13mm)","-","Nylon, Carbonized, Halogen Free","Black","100' (30.48m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/SEXXP-XR0.jpg,298-14075-ND,SE50P-CR0,Panduit Corp,SLEEVING 1/2"" X 100' BLACK,5,0,"159.97000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL94 V-0","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/5NFP0C.jpg,1436-1405-ND,5NFP0C,HellermannTyton,SPIRAL WRAP 1"" X 100' BLACK,6,0,"166.94000","0","1","-","Active","Spiral Wrap","Harness","-","7.000"" (177.80mm)","1.000"" (25.40mm)","Polyethylene (PE)","Black","100' (30.48m)","0.095"" (2.41mm)","-60°C ~ 88°C","-","Abrasion Resistant","-","UV Resistant","Chemical Resistant, Solvent Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1295-ND,HTN0.38TB125,Techflex,SLEEVING 3/8"" X 125' BLACK/WHITE,5,0,"168.00000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","125' (38.10m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/SEXXP-XR0.jpg,298-14066-ND,SE25P-TR0,Panduit Corp,SLEEVING 1/4"" X 200' BLACK,3,0,"169.65000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.375"" (9.52mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/hwn.pdf,//media.digikey.com/Photos/Techflex/MFG_HWN%20Heavy%20Wall%20Series.jpg,1030-1237-ND,HWN0.38BK,Techflex,SLEEVING 3/8"" X 500' BLACK,7,0,"172.80000","0","1","Flexo® Heavy Wall","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","500' (152.40m)","0.038"" (0.96mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SE-Series_Blk.jpg,298-14060-ND,SE12PFR-TR0,Panduit Corp,SLEEVING 1/8"" X 200' BLACK/WHITE,7,0,"174.35000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","200' (60.96m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccp.pdf,//media.digikey.com/Photos/Techflex/MG_CCP1_50BK.jpg,1030-1050-ND,CCP1.50BK,Techflex,SLEEVING 1.5"" X 250' BLACK,13,0,"175.45000","0","1","Clean Cut®","Active","Sleeve","Expandable","1.500"" (38.10mm)","2.000"" (50.80mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","250' (76.20m)","0.024"" (0.61mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut","UL94 V-0","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/sdn.pdf,//media.digikey.com/Photos/Techflex/MFG_SDN0_25BK.jpg,1030-1092-ND,SDN0.25BK,Techflex,SLEEVING 1/4"" X 500' BLACK,12,0,"176.40000","0","1","Flexo® Super Duty","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.500"" (12.70mm)","-","Polyamide Monofilament, Halogen Free","Black","500' (152.40m)","0.050"" (1.27mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant, Salt Water Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1101_2?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x01%5E2-BK00x.jpg,G1101/2BK005-ND,G1101/2 BK005,Alpha Wire,SLEEVING 1/4"" X 100' BLACK,13,8,"180.54000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.750"" (19.05mm)","-","Polyester, Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1296-ND,HTN0.50TB100,Techflex,SLEEVING 1/2"" X 100' BLACK/WHITE,6,0,"182.40000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","100' (30.48m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/pet.pdf,//media.digikey.com/Photos/Techflex/MFG_PTN0_xxBK.jpg,1030-1016-ND,PTN2.00BK,Techflex,SLEEVING 2"" X 200' BLACK,3,0,"188.16000","0","1","Flexo® PET","Active","Sleeve","Expandable","2.000"" (50.80mm)","3.500"" (88.90mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","200' (60.96m)","0.025"" (0.64mm)","-70°C ~ 125°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","UV Resistant","Chemical Resistant, Clean Cut, Solvent Resistant","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF114?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_G110NF.jpg,AG110NF114B-1.25-ND,G110NF114 BK007,Alpha Wire,SLEEVING 1"" X 50' BLACK,9,0,"200.28000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.500"" (38.10mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","50.00' (15.24m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SE-Series_Blk.jpg,298-12038-ND,SE50PFR-CR0,Panduit Corp,SLEEVING 1/2"" X 100' BLACK/WHITE,11,0,"220.83000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL VW-1","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP1103_4?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G1x03%5E4-BK00x.jpg,AG1103/4BK-100-ND,G1103/4 BK005,Alpha Wire,SLEEVING 1/2"" X 100' BLACK,2,0,"226.96000","0","1","FIT® GRP-110","Active","Sleeve","Expandable","0.500"" (12.70mm)","1.250"" (31.75mm)","-","Polyester, Halogen Free","Black","100' (30.48m)","0.025"" (0.64mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant","-","Corrosion Resistant","Fungus Resistant","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/t/t1/t10/t100/t100fc/media/GB0239DI_PB_04-5-23-11.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/T50F-C0.jpg,298-10264-ND,T50F-C0,Panduit Corp,SPIRAL WRAP 1/2"" X 100' BLACK,5,0,"235.46000","0","1","T","Active","Spiral Wrap","Harness","-","4.000"" (101.60mm)","0.500"" (12.70mm)","Polyethylene (PE)","Black","100' (30.48m)","0.060"" (1.52mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","Weather Resistant","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/ccf.pdf,//media.digikey.com/Photos/Techflex/MFG_CCF0_38TB.jpg,1030-1056-ND,CCF0.38TB,Techflex,SLEEVING 3/8"" X 500' BLACK/WHITE,8,0,"235.62000","0","1","Clean Cut® FR","Active","Sleeve","Expandable","0.375"" (9.53mm)","0.625"" (15.88mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","500' (152.40m)","0.024"" (0.61mm)","-70°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","-","Clean Cut, Self Extinguishing","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN1_00BK.jpg,1030-1120-ND,FGN1.00BK,Techflex,SLEEVING 1"" X 100' BLACK,3,0,"252.00000","0","1","Insultherm®","Active","Sleeve","Expandable","1.000"" (25.40mm)","1.625"" (41.28mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","100' (30.48m)","0.057"" (1.45mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://www.panduit.com/heiler/PartDrawings/GB2508BH%20A%20RV%2001A.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PW50F-T20.JPG,298-10271-ND,PW50F-T20,Panduit Corp,SLIT WRAP 1/2"" X 200' BLACK,12,0,"253.47000","0","1","Pan-Wrap™ PW","Active","Slit Wrap","Slit Harness","0.500"" (12.70mm)","0.550"" (13.97mm)","-","Polyethylene (PE)","Black","200' (60.96m)","0.032"" (0.81mm)","-40°C ~ 50°C","-","Abrasion Resistant","-","-","-","UL94 HB","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn1.25bk.jpg,1030-1407-ND,CNN1.25BK50,Techflex,SLEEVING 1-1/4"" X 50' BLACK,6,0,"253.68000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","1.250"" (31.75mm)","1.750"" (44.45mm)","-","Nylon, Carbonized, Halogen Free","Black","50.00' (15.24m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.13bk.jpg,1030-1275-ND,CNN0.13BK225,Techflex,SLEEVING 1/8"" X 225' BLACK,8,0,"259.39000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.125"" (3.18mm)","0.250"" (6.35mm)","-","Nylon, Carbonized, Halogen Free","Black","225' (68.58m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://www.panduit.com/heiler/PartDrawings/C-HSSE12PS-4CR0--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_SE-Series_Blk.jpg,298-14081-ND,SE75PFR-CR0,Panduit Corp,SLEEVING 3/4"" X 100' BLACK/WHITE,9,0,"261.41000","0","1","Pan-Wrap™ SE","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.025"" (0.64mm)","-70°C ~ 125°C","Flame Retardant","Abrasion Resistant","-","UV Resistant","Noise Reduction, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/fgn.pdf,//media.digikey.com/Photos/Techflex/MFG_FGN0_50BK.jpg,1030-1114-ND,FGN0.50BK,Techflex,SLEEVING 1/2"" X 200' BLACK,23,0,"275.52000","0","1","Insultherm®","Active","Sleeve","Expandable","0.500"" (12.70mm)","0.750"" (19.05mm)","-","Fiberglass, Resin Coated, Halogen Free","Black","200' (60.96m)","0.046"" (1.17mm)","-70°C ~ 650°C","Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, Vibration Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.25bk.jpg,1030-1277-ND,CNN0.25BK200,Techflex,SLEEVING 1/4"" X 200' BLACK,5,0,"278.88000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.438"" (11.13mm)","-","Nylon, Carbonized, Halogen Free","Black","200' (60.96m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/cnn.pdf,//media.digikey.com/Photos/Techflex/MFG_cnn0.75bk.jpg,1030-1280-ND,CNN0.75BK75,Techflex,SLEEVING 3/4"" X 75' BLACK,8,0,"296.44000","0","1","Flexo® Anti-Stat","Active","Sleeve","Expandable","0.750"" (19.05mm)","1.250"" (31.75mm)","-","Nylon, Carbonized, Halogen Free","Black","75.00' (22.86m)","0.028"" (0.71mm)","-45°C ~ 150°C","-","Abrasion and Cut Resistant","Gasoline Resistant","-","Chemical Resistant, Clean Cut, EMI Resistant, Shielded","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF34?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/Alpha%20Wire%20Company-G110NF34%20BK005.jpg,AG110NF34B-100-ND,G110NF34 BK005,Alpha Wire,SLEEVING 5/8"" X 100' BLACK,7,0,"314.34000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","0.625"" (15.88mm)","1.000"" (25.40mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/f6n.pdf,//media.digikey.com/Photos/Techflex/MFG_F6N0_75BK.jpg,1030-1479-ND,F6N0.75BKBB,Techflex,SELF WRAP 3/4"" X 500' BLACK,5,0,"350.28000","0","1","F6®","Active","Self Wrap","Split Flexible Tube","0.750"" (19.05mm)","-","-","Polyethylene Terephthalate (PET), Halogen Free","Black","500' (152.40m)","0.025"" (0.64mm)","-70°C ~ 125°C","-","Abrasion and Cut Resistant","-","-","Chemical Resistant, Clean Cut","UL94 V-0","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP110NF14?device=pdf,//media.digikey.com/photos/Alpha%20Wire%20Photos/G110NF14%20BK005.jpg,AG110NF14BK-500-ND,G110NF14 BK002,Alpha Wire,SLEEVING 0.156"" X 500' BLACK,14,196,"364.95000","0","1","FIT® GRP-110NF","Active","Sleeve","Expandable","0.156"" (3.96mm)","0.438"" (11.13mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black","500' (152.40m)","0.024"" (0.61mm)","-75°C ~ 125°C","-","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","-","-"
http://www.alphawire.com/Home/Products/TubingAccessories/FIT-Wire-Management/Sleeving/GRP120NF34?device=pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/G120NF34-BK005.jpg,AG120NF34B-100-ND,G120NF34 BK005,Alpha Wire,SLEEVING 5/8"" X 100' BLACK/WHITE,9,0,"422.22000","0","1","FIT® GRP-120NF","Active","Sleeve","Expandable","0.625"" (15.88mm)","1.000"" (25.40mm)","-","Polyethylene Terephthalate (PET), Halogen Free","Black, White","100' (30.48m)","0.024"" (0.61mm)","-75°C ~ 125°C","Flame Retardant","Abrasion and Cut Resistant, Fray Resistant","-","Corrosion Resistant","Clean Cut, Fungus Resistant","UL VW-1","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/dwn.pdf,//media.digikey.com/Photos/Techflex/MFG_DWN%20Dura%20Wrap%20Series.jpg,1030-1281-ND,DWN1.00BK,Techflex,SELF WRAP 1"" X 150' BLACK,15,0,"446.04000","0","1","Dura Wrap™","Active","Self Wrap","Split Flexible Tube","1.000"" (25.40mm)","-","-","Polyamide (PA), Nylon, Halogen Free","Black","150' (45.72m)","0.026"" (0.66mm)","-51.1°C ~ 93.3°C","-","Abrasion Resistant","Gasoline Resistant, Fluid Resistant, Salt Water Resistant","Environment Resistant, UV Resistant","Chemical Resistant, Clean Cut, Hook and Loop Closure Strip","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/DT2005100SER.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/2P9C.jpg,1436-1412-ND,2P9C,HellermannTyton,SPIRAL WRAP 1/4"" X 100' NATURAL,3,0,"458.69000","0","1","-","Active","Spiral Wrap","Harness","-","2.000"" (50.80mm)","0.250"" (6.35mm)","Polytetrafluoroethylene (PTFE, Teflon®)","Natural","100' (30.48m)","0.030"" (0.76mm)","-268°C ~ 260°C","-","Abrasion Resistant","-","-","Chemical Resistant","Non Flammable","-"
http://cdn.techflex.com/assets/pdfs/specification-sheets/htn.pdf,//media.digikey.com/Photos/Techflex/MFG_HTN%20%20HT%20Flexo%20Halar%20Series.jpg,1030-1292-ND,HTN0.25TB,Techflex,SLEEVING 1/4"" X 1000' BLACK/WHT,3,0,"504.00000","0","1","Flexo® Halar®","Active","Sleeve","Expandable","0.250"" (6.35mm)","0.438"" (11.13mm)","-","Ethylene Chlorotrifluoroethylene (ECTFE), Halogen Free, Plenum Rated","Black, White","1000' (304.80m)","0.028"" (0.71mm)","-75°C ~ 150°C","Flame Resistant, Heat Resistant","Abrasion and Cut Resistant","Gasoline Resistant","-","Acid Resistant, Chemical Resistant, Clean Cut, Self Extinguishing, Solvent Resistant","UL VW-1","-"
