Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Bushing, Grommet Type","For Use With/Related Products","Panel Thickness","Panel Cutout Dimensions","Diameter - Inside","Features","Material","Color","Material Flammability Rating"
http://www.essentracomponents.com.sg/images-line/pdfs/QFG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_QFG-xxxxx.jpg,RPC4750-ND,QFG-16220,Essentra Components,GROMMET 0.240"" ELASTOMER BLACK,3503,0,"0.49000","0","1","QFG","Active","Grommet","Cable, Wires","0.120"" (3.05mm)","Circular - 0.390"" (9.91mm)","0.240"" (6.10mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSC-1926A.JPG,RPC2044-ND,PGSC-2128A,Essentra Components,BUSHING SPLIT 0.815"" NYLON BLACK,1634,0,"0.49000","0","1","PGSC","Active","Bushing, Split","Cable, Wires","0.031"" ~ 0.118"" (0.79mm ~ 3.00mm)","Circular - 1.095"" ~ 1.102"" (27.81mm ~ 27.99mm)","0.815"" (20.70mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1822A.jpg,RPC1253-ND,PGSB-1822A,Essentra Components,BUSHING SPLIT 0.680"" NYLON BLACK,3180,0,"0.51000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.039"" ~ 0.138"" (0.99mm ~ 3.51mm)","Circular - 0.866"" (22.00mm)","0.680"" (17.27mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4076-ND,GR3250A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,4833,0,"0.52000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4087-ND,GR3401A,Essentra Components,GROMMET 0.109"" RUBBER BLACK,4605,0,"0.52000","0","1","GR","Active","Grommet","Cable, Wires","0.094"" (2.39mm)","Circular - 0.313"" (7.95mm)","0.109"" (2.77mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSD.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_PGSD.jpg,RPC3168-ND,PGSD-9,Essentra Components,BUSHING 0.750"" NYLON BLACK,1760,0,"0.52000","0","1","PGSD","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.000"" (25.40mm)","0.750"" (19.05mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=1935,//media.digikey.com/photos/Keystone%20Elect%20Photos/749.jpg,36-749-ND,749,Keystone Electronics,GROMMET 0.500"" RUBBER BLACK,6001,6600,"0.54000","0","1","-","Active","Grommet","Cable, Wires","0.093"" (2.36mm)","Circular - 0.750"" (19.05mm)","0.500"" (12.70mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_40984.jpg,RPC3236-ND,SRB-R-9,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,3599,0,"0.55000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.063"" (1.60mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27263.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_SB-x.jpg,RPC3209-ND,SB-2,Essentra Components,BUSHING SPLIT 0.220"" NYLON BLACK,2106,0,"0.55000","0","1","SB","Active","Bushing, Split","Cable, Wires","0.031"" (0.79mm), 0.062"" (1.57mm), 0.093"" (2.36mm), 0.125"" (3.18mm)","Circular - 0.437"" (11.10mm)","0.220"" (5.59mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=1937,//media.digikey.com/photos/Keystone%20Elect%20Photos/752.jpg,36-752-ND,752,Keystone Electronics,GROMMET 0.625"" RUBBER BLACK,4197,2900,"0.56000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.875"" (22.22mm)","0.625"" (15.88mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4058-ND,GR3150A,Essentra Components,GROMMET 0.375"" RUBBER BLACK,3306,0,"0.59000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.625"" (15.88mm)","0.375"" (9.52mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-6.jpg,RP455-ND,HG-6,Essentra Components,GROMMET 0.374"" ELASTOMER BLACK,7700,0,"0.62000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.492"" (12.50mm)","0.374"" (9.50mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/GRO.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GROxxxxxxA.JPG,RPC4104-ND,GRO050121A,Essentra Components,GROMMET 0.313"" PVC BLACK,9517,0,"0.63000","0","1","GRO","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.500"" (12.70mm)","0.313"" (7.95mm)","Weather Resistant","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4057-ND,GR3146A,Essentra Components,GROMMET 0.188"" RUBBER BLACK,7196,0,"0.67000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.313"" (7.95mm)","0.188"" (4.78mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=2739,//media.digikey.com/photos/Keystone%20Elect%20Photos/741.jpg,36-741-ND,741,Keystone Electronics,GROMMET 0.312"" RUBBER BLACK,4328,1600,"0.67000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.562"" (14.27mm)","0.312"" (7.92mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SRB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SRB-R-10.jpg,RP994-ND,SRB-R-10,Essentra Components,BUSHING W/STR RELIEF NYLON BLACK,2469,0,"0.67000","0","1","SRB","Active","Bushing, Strain Relief","SJT","0.126"" (3.20mm)","Variable Size","Variable Size","-","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HG-17.jpg,RPC3080-ND,HG-17,Essentra Components,GROMMET 0.315"" ELASTOMER BLACK,1356,0,"0.68000","0","1","HG","Active","Grommet","Cable, Wires","0.079"" (2.01mm)","Circular - 0.433"" (11.00mm)","0.315"" (8.00mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.keyelco.com/product-pdf.cfm?p=1930,//media.digikey.com/photos/Keystone%20Elect%20Photos/744.jpg,36-744-ND,744,Keystone Electronics,GROMMET 0.375"" RUBBER BLACK,2221,19400,"0.72000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.625"" (15.88mm)","0.375"" (9.52mm)","-","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4059-ND,GR3155A,Essentra Components,GROMMET 0.625"" RUBBER BLACK,2009,0,"0.79000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.875"" (22.22mm)","0.625"" (15.88mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=1932,//media.digikey.com/photos/Keystone%20Elect%20Photos/746.jpg,36-746-ND,746,Keystone Electronics,GROMMET 0.437"" RUBBER BLACK,13969,6000,"0.80000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 0.687"" (17.45mm)","0.437"" (11.10mm)","-","Rubber","Black","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/GRS1037091A.jpg,RPC6132-ND,GRS1037091A,Essentra Components,"GROMMET SLEEVE, BLACK, .374 IN H",1143,0,"0.85000","0","1","GRS","Active","Grommet, Sleeved","Cable, Wires","0.094"" (2.39mm)","Circular - 0.374"" (9.50mm)","0.250"" (6.35mm)","-","Poly-Vinyl Chloride (PVC)","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSD.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_PGSD.jpg,RPC3165-ND,PGSD-11,Essentra Components,BUSHING 1.062"" NYLON BLACK,1116,0,"0.85000","0","1","PGSD","Active","Bushing","Cable, Wires","0.125"" (3.18mm)","Circular - 1.500"" (38.10mm)","1.062"" (26.97mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=701,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_778.jpg,36-778-ND,778,Keystone Electronics,GROMMET ADJ 0.810"" RUBBER BLACK,1065,9500,"0.89000","0","1","-","Active","Grommet, Adjustable","Cable, Wires","0.060"" (1.52mm)","Circular - 1.000"" (25.40mm)","0.810"" (20.57mm)","Dust Resistant","Rubber","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/GR3091A.JPG,RPC4086-ND,GR3400A,Essentra Components,GROMMET 0.266"" RUBBER BLACK,5682,0,"0.91000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 0.406"" (10.31mm)","0.266"" (6.76mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MGS.pdf,//media.digikey.com/Photos/Richco%20Photos/MGS-1-01.JPG,RP813-ND,MGS-1-01,Essentra Components,GROMMET EDGE SLOT NYLON NATURAL,1636,0,"1.01000","0","1","MGS","Active","Grommet - Edging, Slotted","Edges, Irregular Holes","0.015"" ~ 0.052"" (0.38mm ~ 1.32mm)","Edging - 1.062' L (0.32m)","-","-","Polyamide (PA66), Nylon 6/6","Natural","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/LTG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LTG-x.jpg,RPC4295-ND,LTG-1,Essentra Components,GROMMET RUBBER GRAY,9170,0,"1.02000","0","1","LTG","Active","Grommet","Cable, Wires","0.020"" ~ 0.080"" (0.51mm ~ 2.03mm)","Circular - 0.500"" (12.70mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
http://www.essentracomponents.com.sg/images-line/pdfs/MGS.pdf,//media.digikey.com/photos/Richco%20Photos/MGS-2-01.JPG,RP814-ND,MGS-2-01,Essentra Components,GROMMET EDGE SLOT NYLON NATURAL,1726,0,"1.05000","0","1","MGS","Active","Grommet - Edging, Slotted","Edges, Irregular Holes","0.052"" ~ 0.085"" (1.32mm ~ 2.16mm)","Edging - 1.062' L (0.32m)","-","-","Polyamide (PA66), Nylon 6/6","Natural","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/GR3091A.JPG,RPC2281-ND,GR3091A,Essentra Components,GROMMET 0.250"" RUBBER BLACK,2656,0,"1.07000","0","1","GR","Active","Grommet","Cable, Wires","0.188"" (4.78mm)","Circular - 0.500"" (12.70mm)","0.250"" (6.35mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LTG.pdf,//media.digikey.com/photos/Richco%20Photos/LTG-39897.jpg,RP741-ND,LTG-39897,Essentra Components,GROMMET RUBBER GRAY,9019,0,"1.09000","0","1","LTG","Active","Grommet","Cable, Wires","0.040"" ~ 0.160"" (1.02mm ~ 4.06mm)","Circular - 0.630"" (16.00mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
http://www.essentracomponents.com.sg/images-line/pdfs/LTG.pdf,//media.digikey.com/photos/Richco%20Photos/LTG-34715.jpg,RP742-ND,LTG-34715,Essentra Components,GROMMET RUBBER GRAY,4834,0,"1.30000","0","1","LTG","Active","Grommet","Cable, Wires","0.040"" ~ 0.160"" (1.02mm ~ 4.06mm)","Circular - 0.750"" (19.05mm)","-","IP67 - Dust Tight, Waterproof","Ethylene Propylene Terpolymer Rubber (EPDM)","Gray","-"
http://www.essentracomponents.com.sg/images-line/pdfs/GR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GR3.JPG,RPC4060-ND,GR3156A,Essentra Components,GROMMET 0.688"" RUBBER BLACK,1195,0,"1.39000","0","1","GR","Active","Grommet","Cable, Wires","0.125"" (3.18mm)","Circular - 1.000"" (25.40mm)","0.688"" (17.48mm)","-","Styrene-Butadiene Rubber (SBR), 60 Durometer","Black","-"
http://www.keyelco.com/product-pdf.cfm?p=1939,//media.digikey.com/photos/Keystone%20Elect%20Photos/755.jpg,36-755-ND,755,Keystone Electronics,GROMMET 0.750"" RUBBER BLACK,1897,2800,"1.51000","0","1","-","Active","Grommet","Cable, Wires","0.062"" (1.57mm)","Circular - 1.062"" (26.97mm)","0.750"" (19.05mm)","-","Rubber","Black","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=350377&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-350377-0.jpg,A33358-ND,2-350377-0,TE Connectivity AMP Connectors,BUSHING SPLIT 0.156"" PVC BLACK,5125,0,"2.08000","0","1","-","Active","Bushing, Split","Cable, Wires","0.313"" (7.95mm)","Circular - 0.375"" (9.53mm)","0.156"" (3.96mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 V-0"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801620.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0801620.jpg,277-10819-ND,0801620,Phoenix Contact,FRAME GROMMET RUBBER BLACK,107,403,"2.51000","0","1","PLUSCON CES","Active","Frame Grommet","Cable, Wires","-","-","0.354"" ~ 0.394"" (9.00mm ~ 10.00mm)","IP54 - Dust Protected, Water Resistant, Locking Latch, Screw Locking","Nitrile Butadiene Rubber (NBR), Halogen Free","Black","-"
http://www.essentracomponents.com.sg/images-line/pdfs/DSC.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DSC-1-48.jpg,RPC1951-ND,DSC-1-48,Essentra Components,GROMMET EDGE SOLID PA 4',334,0,"12.61000","0","1","DSC","Active","Grommet - Edging, Solid","Straight Panels","0.020"" ~ 0.125"" (0.51mm ~ 3.18mm)","Edging - 4' L (1.22m)","-","-","Polyamide (PA), Nylon","Gray","-"
http://www.keyelco.com/product-pdf.cfm?p=2697,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_847x.jpg,36-8474-ND,8474,Keystone Electronics,BUSHING 0.375"" NYLON BLACK,4712,400,"0.16000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 0.500"" (12.70mm)","0.375"" (9.52mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSA.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_41014.jpg,RPC1709-ND,PGSA-0407A,Essentra Components,BUSHING SPLIT 0.189"" NYLON BLACK,17309,0,"0.19000","0","1","PGSA","Active","Bushing, Split","Cable, Wires","0.016"" ~ 0.039"" (0.40mm ~ 1.00mm)","Circular - 0.276"" (7.00mm)","0.189"" (4.80mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2710,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_849x.jpg,36-8490-ND,8490,Keystone Electronics,BUSHING SPLIT 0.265"" NYLON BLACK,11850,11500,"0.19000","0","1","-","Active","Bushing, Split","Cable, Wires","0.032"" (0.81mm)","Circular - 0.375"" (9.53mm)","0.265"" (6.73mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PGSB-1013.jpg,RPC1852-ND,PGSB-1013,Essentra Components,BUSHING 0.402"" NYLON BLACK,1226,0,"0.20000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.118"" (0.79mm ~ 3.00mm)","Circular - 0.512"" (13.00mm)","0.402"" (10.21mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2711,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_849x.jpg,36-8491-ND,8491,Keystone Electronics,BUSHING SPLIT 0.312"" NYLON BLACK,2834,5600,"0.21000","0","1","-","Active","Bushing, Split","Cable, Wires","0.032"" (0.81mm)","Circular - 0.500"" (12.70mm)","0.312"" (7.92mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSA.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_41014.jpg,RPC1851-ND,PGSA-1316A,Essentra Components,BUSHING SPLIT 0.480"" NYLON BLACK,16060,0,"0.24000","0","1","PGSA","Active","Bushing, Split","Cable, Wires","0.039"" ~ 0.055"" (0.99mm ~ 1.40mm)","Circular - 0.630"" (16.00mm)","0.480"" (12.19mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2713,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_849x.jpg,36-8493-ND,8493,Keystone Electronics,BUSHING SPLIT 0.453"" NYLON BLACK,5786,2100,"0.27000","0","1","-","Active","Bushing, Split","Cable, Wires","0.032"" (0.81mm)","Circular - 0.625"" (15.88mm)","0.453"" (11.51mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2701,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_847x.jpg,36-8478-ND,8478,Keystone Electronics,BUSHING 0.625"" NYLON BLACK,2782,10100,"0.27000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 0.875"" (22.22mm)","0.625"" (15.88mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2702,//media.digikey.com/photos/Keystone%20Elect%20Photos/8479.JPG,36-8479-ND,8479,Keystone Electronics,BUSHING 0.750"" NYLON BLACK,1391,1000,"0.29000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 1.000"" (25.40mm)","0.750"" (19.05mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC2040-ND,PGSB-2428,Essentra Components,BUSHING 0.945"" NYLON BLACK,1568,0,"0.35000","0","1","PGSB","Active","Bushing","Cable, Wires","0.039"" ~ 0.130"" (0.99mm ~ 3.30mm)","Circular - 1.102"" (27.99mm)","0.945"" (24.00mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.keyelco.com/product-pdf.cfm?p=2703,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8480.JPG,36-8480-ND,8480,Keystone Electronics,BUSHING 0.937"" NYLON BLACK,10508,5800,"0.38000","0","1","-","Active","Bushing","Cable, Wires","0.032"" (0.81mm)","Circular - 1.187"" (30.15mm)","0.937"" (23.80mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB-A.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PGSB-1013A.jpg,RPC2039-ND,PGSB-1316A,Essentra Components,BUSHING SPLIT 0.410"" NYLON BLACK,2532,0,"0.42000","0","1","PGSB-A","Active","Bushing, Split","Cable, Wires","0.047"" ~ 0.138"" (1.19mm ~ 3.51mm)","Circular - 0.630"" (16.00mm)","0.410"" (10.41mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RP959-ND,PGSB-30,Essentra Components,BUSHING 0.750"" NYLON BLACK,3995,0,"0.44000","0","1","PGSB","Active","Bushing","Cable, Wires","0.062"" (1.57mm)","Circular - 0.875"" (22.22mm)","0.750"" (19.05mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_HG-8.jpg,RPC2184-ND,HG-8,Essentra Components,GROMMET 0.495"" ELASTOMER BLACK,31015,0,"0.75000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.660"" (16.76mm)","0.495"" (12.57mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-9.jpg,RP456-ND,HG-9,Essentra Components,GROMMET 0.558"" ELASTOMER BLACK,3542,0,"0.79000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.675"" (17.15mm)","0.558"" (14.17mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/HG.pdf,//media.digikey.com/photos/Richco%20Photos/HG-11.jpg,RP457-ND,HG-11,Essentra Components,GROMMET 0.672"" ELASTOMER BLACK,2177,0,"0.87000","0","1","HG","Active","Grommet","Cable, Wires","0.063"" (1.60mm)","Circular - 0.735"" (18.67mm)","0.672"" (17.07mm)","-","Thermoplastic Elastomer (TPE)","Black","UL94 HB"
http://www.essentracomponents.com.sg/images-line/pdfs/PGSB.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/PGSB-30.JPG,RPC1996-ND,PGSB-41,Essentra Components,BUSHING 1.640"" NYLON BLACK,5204,0,"1.03000","0","1","PGSB","Active","Bushing","Cable, Wires","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Circular - 2.000"" (50.80mm)","1.640"" (41.66mm)","Snap-Mount","Polyamide (PA66), Nylon 6/6","Black","UL94 V-2"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=350375&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-350375-0.jpg,A33156-ND,2-350375-0,TE Connectivity AMP Connectors,BUSHING SPLIT 0.296"" PVC BLACK,3480,0,"1.78000","0","1","-","Active","Bushing, Split","Cable, Wires","0.313"" (7.95mm)","Circular - 0.375"" (9.53mm)","0.296"" (7.52mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 V-0"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=380936&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2-380936-0.jpg,A33158-ND,2-380936-0,TE Connectivity AMP Connectors,BUSHING SPLIT 0.375"" PVC BLACK,5436,0,"2.12000","0","1","-","Active","Bushing, Split","Cable, Wires","0.438"" (11.13mm)","Circular - 0.562"" (14.27mm)","0.375"" (9.52mm)","-","Poly-Vinyl Chloride (PVC)","Black","UL94 V-0"
