Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Style","Eye Type","Cable Diameter","Material","Mesh Type","Mesh Length","Bale Length","Break Strength"
-,-,1300940381-ND,1300940381,Molex,GRIP DBL 2.00""-2.49"" 22"",0,0,"271.94000","0","1","-","Active","Support Grip","Standard Duty","Double","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Stainless Steel","Split Rod","22""","6""","3360 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950202-ND,1300950202,Molex,JR DUTY GRIP FLEX 0.25""-1.24"",0,0,"273.15000","0","1","-","Active","Pulling Grip Kit","Junior Duty","Flexible","0.25"" ~ 1.24"" (6.3mm ~ 31.5mm)","-","Closed","5"" ~ 12""","-","1700 ~ 4100 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950290_CABLE_GRIPS.pdf,-,1300950290-ND,1300950290,Molex,MULT WEAVE GRIP FLEX 0.75""-0.99"",0,0,"276.90000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","0.75"" ~ 0.99"" (19.0mm ~ 25.1mm)","Steel, Galvanized","Closed","41""","-","14400 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950178_CABLE_GRIPS.pdf,-,1300950178-ND,1300950178,Molex,WIRE MESH CABLE GRIP BALE EYE,0,0,"277.18000","0","1","-","Active","-","-","-","-","-","-","-","-","-"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950129_CABLE_GRIPS.pdf,-,1300950129-ND,1300950129,Molex,HVY DUTY GRIP ROTATE 1.50""-1.99"",0,0,"294.24000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","1.50"" ~ 1.99"" (38.1mm ~ 50.5mm)","Steel, Galvanized","Closed","25""","-","27200 lbs"
-,-,1300940447-ND,1300940447,Molex,HVY DUTY GRIP DBL 1.50-1.74"" 35"",0,0,"320.27000","0","1","-","Active","Support Grip","Heavy Duty","Double","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Stainless Steel","Closed","35""","10""","4720 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950291_CABLE_GRIPS.pdf,-,1300950291-ND,1300950291,Molex,MULT WEAVE GRIP FLEX 1-1.24"" 52"",0,0,"329.36000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Steel, Galvanized","Closed","52""","-","24600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950130_CABLE_GRIPS.pdf,-,1300950130-ND,1300950130,Molex,HVY DUTY GRIP ROTATE 2-2.49"" 26"",0,0,"344.46000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Steel, Galvanized","Closed","26""","-","3300 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940450-ND,1300940450,Molex,HVY DUTY GRIP DBL 2.50-3.00"" 39"",0,0,"352.97000","0","1","-","Active","Support Grip","Heavy Duty","Double","2.50"" ~ 3.00"" (63.5mm ~ 76.2mm)","Bronze Wire, Tinned","Closed","39""","10""","10080 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950292_CABLE_GRIPS.pdf,-,1300950292-ND,1300950292,Molex,MULT WEAVE GRIP FLEX 1.25""-1.49"",0,0,"367.44000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Steel, Galvanized","Closed","56""","-","30600 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300950281-ND,1300950281,Molex,MULT WEAVE GRIP FLEX 1-1.24"" 52"",0,0,"379.29000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","1.00"" ~ 1.24"" (25.4mm ~ 31.5mm)","Steel, Galvanized, Gold Colored","Closed","52""","-","24600 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940474-ND,1300940474,Molex,HVY DUTY GRIP DBL 2.50-3.00"" 39"",0,0,"381.62000","0","1","-","Active","Support Grip","Heavy Duty","Double","2.50"" ~ 3.00"" (63.5mm ~ 76.2mm)","Bronze Wire, Tinned","Split Lace","39""","10""","10080 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950293_CABLE_GRIPS.pdf,-,1300950293-ND,1300950293,Molex,MULT WEAVE GRIP FLEX 1.50""-1.74"",0,0,"390.33000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","1.50"" ~ 1.74"" (38.1mm ~ 44.2mm)","Steel, Galvanized","Closed","60""","-","30600 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950282_CABLE_GRIPS.pdf,-,1300950282-ND,1300950282,Molex,MULT WEAVE GRP ROTATE 1.25-1.49"",0,0,"449.34000","0","1","-","Active","Pulling Grip","Multi Weave","Rotating","1.25"" ~ 1.49"" (31.7mm ~ 37.8mm)","Steel, Galvanized, Gold Colored","Closed","56""","-","30600 lbs"
http://www.literature.molex.com/SQLImages/kelmscott/Molex/PDF_Images/DW36.PDF#page=155,-,1300940476-ND,1300940476,Molex,HVY DUTY GRIP DBL 3.00-3.50"" 41"",0,0,"486.08000","0","1","-","Active","Support Grip","Heavy Duty","Double","3.00"" ~ 3.50"" (76.2mm ~ 88.9mm)","Bronze Wire, Tinned","Split Lace","41""","10""","10080 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940473_CABLE_GRIPS.pdf,-,1300940473-ND,1300940473,Molex,HVY DUTY GRIP DBL 2.00-2.49"" 22"",0,0,"505.52000","0","1","-","Active","Support Grip","Heavy Duty","Double","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Stainless Steel","Split Lace","22""","6""","3360 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950274_CABLE_GRIPS.pdf,-,1300950274-ND,1300950274,Molex,HIGH STRENGTH GRP FLX 0.63-0.87"",0,0,"550.41000","0","1","-","Active","Pulling Grip","High Strength","Flexible","0.63"" ~ 0.87"" (16.0mm ~ 22.1mm)","Steel, Galvanized, Gold Colored","Closed","48""","-","20000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950141_CABLE_GRIPS.pdf,-,1300950141-ND,1300950141,Molex,HVY DUTY GRIP ROTATE 3.50""-3.99"",0,0,"551.18000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","3.50"" ~ 3.99"" (88.9mm ~ 101.4mm)","Steel, Galvanized","Closed","41""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300940478_CABLE_GRIPS.pdf,-,1300940478-ND,1300940478,Molex,HVY DUTY GRIP DBL 3.50-3.99"" 45"",0,0,"573.36000","0","1","-","Active","Support Grip","Heavy Duty","Double","3.50"" ~ 3.99"" (88.9mm ~ 101.4mm)","Bronze Wire, Tinned","Split Lace","45""","10""","13120 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950134_CABLE_GRIPS.pdf,-,1300950134-ND,1300950134,Molex,HVY DUTY GRIP ROTATE 4-4.49"" 33"",0,0,"605.60000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","4.00"" ~ 4.49"" (101.6mm ~ 114.0mm)","Steel, Galvanized","Closed","33""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950294_CABLE_GRIPS.pdf,-,1300950294-ND,1300950294,Molex,MULT WEAVE GRIP FLEX 1.75""-2.24"",0,0,"606.54000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","1.75"" ~ 2.24"" (44.4mm ~ 56.9mm)","Steel, Galvanized","Closed","70""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950284_CABLE_GRIPS.pdf,-,1300950284-ND,1300950284,Molex,MULT WEAVE GRP ROTATE 1.75-2.24"",0,0,"684.00000","0","1","-","Active","Pulling Grip","Multi Weave","Rotating","1.75"" ~ 2.24"" (44.4mm ~ 56.9mm)","Steel, Galvanized","Closed","70""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950286_CABLE_GRIPS.pdf,-,1300950286-ND,1300950286,Molex,MULT WEAVE GRIP ROTATE 2.5-2.99"",0,0,"734.83000","0","1","-","Active","Pulling Grip","Multi Weave","Rotating","2.50"" ~ 2.99"" (63.5mm ~ 75.9mm)","Steel, Galvanized","Closed","52""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950295_CABLE_GRIPS.pdf,-,1300950295-ND,1300950295,Molex,MULT WEAVE GRIP FLEX 2-2.49"" 50"",0,0,"738.32000","0","1","-","Active","Pulling Grip","Multi Weave","Flexible","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Steel, Galvanized","Closed","50""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950285_CABLE_GRIPS.pdf,-,1300950285-ND,1300950285,Molex,MULT WEAVE GRIP ROTATE 2""-2.49"",0,0,"745.26000","0","1","-","Active","Pulling Grip","Multi Weave","Rotating","2.00"" ~ 2.49"" (50.8mm ~ 63.2mm)","Steel, Galvanized","Closed","50""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950144_CABLE_GRIPS.pdf,-,1300950144-ND,1300950144,Molex,HVY DUTY GRIP ROTATE 5-5.99"" 60"",0,0,"831.62000","0","1","-","Active","Pulling Grip","Heavy Duty","Rotating","5.00"" ~ 5.99"" (127.0mm ~ 152.1mm)","Steel, Galvanized","Closed","60""","-","48000 lbs"
https://www.molex.com/webdocs/datasheets/pdf/en-us/1300950205_CABLE_GRIPS.pdf,-,1300950205-ND,1300950205,Molex,HVY DUTY GRIP ROTATE 0.75""-2.49"",0,0,"1148.08000","0","1","-","Active","Pulling Grip Kit","Heavy Duty","Rotating","0.75"" ~ 2.49"" (19.0mm ~ 63.2mm)","Steel, Galvanized, Gold Colored","Closed","-","-","-"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_WirePulling.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_56107.jpg,56107-ND,56107,"Klein Tools, Inc.",MULTI LOOP GRIP WIRE PULL LEADER,0,0,"Obsolete","0","1","-","Obsolete","Pulling Grip","Multi Loop","-","-","Steel","-","-","-","450 lbs"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Holemaking.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KPS0xxSEN.JPG,KPS050SEN-ND,KPS050SEN,"Klein Tools, Inc.",HVY DUTY GRIP ROTATE 0.50""-0.56"",0,0,"Obsolete","0","1","-","Obsolete","Pulling Grip","Heavy Duty","Rotating","0.50"" ~ 0.56"" (12.7mm ~ 14.2mm)","-","Closed","-","-","100 lbs"
https://data.kleintools.com/sites/all/product_assets/documents/brochures/klein/KleinTools_Holemaking.pdf,//media.digikey.com/Photos/Klein-Tools/MFG_KPS0xxSEN.JPG,KPS075SEN-ND,KPS075SEN,"Klein Tools, Inc.",HVY DUTY GRIP ROTATE 0.75""-1.00"",0,0,"Obsolete","0","1","-","Obsolete","Pulling Grip","Heavy Duty","Rotating","0.75"" ~ 1.00"" (19.0mm ~ 25.4mm)","-","Closed","-","-","185 lbs"
