Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Cleaner, Treatment Type","Usage","Specifications","Quantity"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,2KDES150-ND,2KDES150,SCS,DESICCANT 2 UNIT 150/PAIL,0,0,"Obsolete","0","1","Pail of Individual Packets","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","150 (5"" L x 4.5"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_desiccant%20plastic%20pouch.jpg,2PLDES800-ND,2PLDES800,SCS,DESICCANT 2 UNIT 800/DRUM,0,0,"Obsolete","0","1","Drum","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","152 (5"" L x 4.5"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/SCS/MFG_1%5E6KDES1200.jpg,1/6KDES1200-ND,1/6KDES1200,SCS,DESICCANT 1/6 UNIT 1200/PAIL,0,0,"Obsolete","0","1","Pail of Individual Packets","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (1200 ea 2.75"" L x 2.375"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/SCS/MFG_1%5E3KDES700.jpg,1/3KDES700-ND,1/3KDES700,SCS,DESICCANT 1/3 UNIT 700/PAIL,0,0,"Obsolete","0","1","Pail of Individual Packets","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (700 ea 3.125"" L x 2.375"" W)"
http://documents.desco.com/PDF/TB-7043.pdf,-,81071-ND,81071,Desco,PROTECT STATGUARD CARPET 1GAL,0,0,"Obsolete","0","1","Bottle","Statguard®","Obsolete","Floor Finish, Antistatic","Carpets, Fabrics","-","1 Gallon"
http://documents.desco.com/PDF/TB-7046.pdf,-,35666DES-ND,35666,Desco,MENDA RESTORE ESD HAND LOTION,0,0,"Obsolete","0","1","Bottle","Reztore™, Menda","Obsolete","Lotion, Hand","Moisturizing, Static Dissipation","Anti-Static, Non-Acidic","8 Ounce"
http://documents.desco.com/PDF/TB-3057.pdf,//media.digikey.com/Photos/Desco%20Photos/10443.JPG,16-1214-ND,10443,Desco,STATGUARD FLR MAT CLEANER 1QT,0,0,"Obsolete","0","1","Bottle, Spray","Statguard®","Obsolete","Cleaner","Mats, Surfaces","Low VOC, Silicon Free","1 Quart"
http://documents.desco.com/PDF/TB-3057.pdf,-,10444-ND,10444,Desco,FLOOR MAT CLEANER 2.5G BOX,0,0,"Obsolete","0","1","Bag-in-Box","Statguard®","Obsolete","Cleaner","Mats, Surfaces","Low VOC, Silicon Free","2.5 Gallon"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,16KDES150-ND,16KDES150,SCS,16 UNIT KRAFT DESI 150/DRUM,0,0,"Obsolete","0","1","Drum","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","150 (10.6"" L x 4.5"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,//media.digikey.com/Photos/SCS/MFG_1KDES1300.jpg,1KDES1300-ND,1KDES1300,SCS,1 UNIT KRAFT DESI 1300/DRUM,0,0,"Obsolete","0","1","Drum","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1300 (4.5"" L x 3"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,1KDES300-ND,1KDES300,SCS,1 UNIT KRAFT DESI 300/PAIL,0,0,"Obsolete","0","1","Pail","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","300 (4.5"" L x 3"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,2KDES800-ND,2KDES800,SCS,2 U KRAFT DESI 800/DRUM,0,0,"Obsolete","0","1","Drum","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","151 (5"" L x 4.5"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,4KDES500-ND,4KDES500,SCS,4 U KRAFT DESI 500/DRUM,0,0,"Obsolete","0","1","Pail of Individual Packets","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (500 ea 6.25"" L x 5"" W)"
http://documents.staticcontrol.com/PDF/Desiccant_Plastic_KraftPaper.pdf,-,8KDES300-ND,8KDES300,SCS,8 U KRAFT DESI 300/DRUM,0,0,"Obsolete","0","1","Drum","-","Obsolete","Desiccant","Moisture Absorption","Montmorillonte Clay, Sulphur Free","1 (300 ea 8.5"" L x 4.25"" W)"
http://documents.desco.com/PDF/TB-7000.pdf,-,10434-ND,10434,Desco,CLEANER FLOOR MATS 16OX BOTTLE-4,0,0,"Obsolete","0","1","Bottle, Spray","Reztore™","Obsolete","Cleaner, Restorer","Mats, Surfaces","Anti-Static, CFC Free, Low VOC","12 (16 Ounce)"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/HANDPAD.pdf,-,HANDPAD-ND,HANDPAD,Panduit Corp,CLOTH ELECTRONICS,0,0,"Obsolete","0","1","-","-","Obsolete","Cleaning Cloth","Multiple Surfaces","General Purpose","1"
http://documents.esdsystems.com/PDF/TB-7043.pdf,-,46060D-ND,46060,Desco,PROTECT STATGUARD CARPET 1GAL,0,0,"Obsolete","0","1","Bottle, Spray","Statguard®","Obsolete","Liquid, Antistatic","Carpets, Fabrics","Anti-Static","1 Quart"
http://documents.desco.com/PDF/TB-7043.pdf,-,81070-ND,81070,Desco,PROTECT STATGUARD CARPET 1QT,0,0,"Obsolete","0","1","Bottle, Spray","Statguard®","Obsolete","Liquid, Antistatic","Carpets, Fabrics","Anti-Static","1 Quart"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700BLx.jpg,5700BL1-ND,5700BL1,ACL Staticide Inc,STATICIDE PREM ESD PAINT BLU GAL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Blue, Low VOC","1 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700BLx.jpg,5700BL5-ND,5700BL5,ACL Staticide Inc,STATICID PREM ESD PAINT BLU 5 GL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Blue, Low VOC","5 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700GNx.jpg,5700GN1-ND,5700GN1,ACL Staticide Inc,STATICIDE PREM ESD PAINT GRN GAL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Green, Low VOC","1 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700GNx.jpg,5700GN5-ND,5700GN5,ACL Staticide Inc,STATICID PREM ESD PAINT GRN 5 GL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Green, Low VOC","5 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700LGx.jpg,5700LG1-ND,5700LG1,ACL Staticide Inc,STATICIDE PREM ESD PAINT LT GRY,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, Light Gray","1 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700LGx.jpg,5700LG5-ND,5700LG5,ACL Staticide Inc,STATICIDE PREM ESD PAINT LT GRY,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, Light Gray","5 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700MGx.jpg,5700MG1-ND,5700MG1,ACL Staticide Inc,STATICIDE PREM ESD PAINT MED GRY,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, Medium Gray","1 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700MGx.jpg,5700MG5-ND,5700MG5,ACL Staticide Inc,STATICIDE PREM ESD PAINT MED GRY,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, Medium Gray","5 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700Wx.jpg,5700W1-ND,5700W1,ACL Staticide Inc,STATICIDE PREM ESD PAINT WHT GAL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, White","1 Gallon"
http://www.aclstaticide.com/datasheets/5700TDS_0811.pdf,//media.digikey.com/Photos/ACL%20Staticide%20Photos/MFG_5700Wx.jpg,5700W5-ND,5700W5,ACL Staticide Inc,STATICID PREM ESD PAINT WHT 5 GL,0,0,"Obsolete","0","1","Pail","Staticide®","Obsolete","ESD Paint","Floors","Biodegradable, Low VOC, White","5 Gallon"
http://documents.protektivepak.com/PDF/TB-7039.pdf,-,10400D-ND,10400,Desco,ANTISTAT FL COATING LTGRY 4GAL,0,0,"Obsolete","0","1","Pail","Statguard®","Obsolete","Coating, Antistatic","Floors","-","4 Gallon"
http://documents.protektivepak.com/PDF/TB-7001.pdf,-,10410-ND,10410,Desco,COND ACRYLIC FL PAINT LTGRY 5GAL,0,0,"Obsolete","0","1","Pail","Statguard®","Obsolete","Paint, Conductive","Floors","-","5 Gallon"
http://documents.staticcontrol.com/pdf/Charge-Guard-Surface-Mat-Cleaner.pdf,//media.digikey.com/Photos/SCS/MFG_8002.jpg,8002SCS-ND,8002,SCS,CLEANER MAT SURFACES 1QT BOTTLE,0,0,"Obsolete","0","1","Bottle, Spray","Charge-Guard™","Obsolete","Liquid, Antistatic","Mats, Surfaces","Biodegradable, Low VOC","1 Quart"
http://documents.staticcontrol.com/pdf/Charge-Guard-Surface-Mat-Cleaner.pdf,//media.digikey.com/Photos/SCS/MFG_8003.jpg,8003SCS-ND,8003,SCS,CLEANER MAT SURFACES 2.5GAL,0,0,"Obsolete","0","1","Bag-in-Box","Charge-Guard™","Obsolete","Liquid, Antistatic","Mats, Surfaces","Biodegradable, Low VOC","2.5 Gallon"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-CC3B-020.jpg,RPC1686-ND,1A-CC3B-020,Essentra Components,CHEESECLOTH MOISTURE ABSORB 1BX,0,0,"Obsolete","0","1","Box","-","Obsolete","Cheesecloth","Moisture Absorption","General Purpose","1 Box (20 lbs)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/2-6425T.JPG,RPC1688-ND,2-6425T,Essentra Components,15 X 17 SINGLE PLY DELICATE TISS,0,0,"Obsolete","0","15","Bulk","-","Obsolete","Wipes, Dry","Multiple Surfaces","-","15 (17"" L x 15"" W)"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/6-C43.JPG,RPC1689-ND,6-C43,Essentra Components,WIPES WET ELECTRONIC EQUIP 60PC,0,0,"Discontinued at Digi-Key","0","10","Box of Individual Packets","-","Discontinued at Digi-Key","Wipes, Wet","Electronic Equipment","General Purpose","60 (4"" x 3"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-C86-EFP.jpg,RPC1690-ND,6-C86-EFP,Essentra Components,WIPES WET ELECTRONIC EQUIP 30PC,0,0,"Obsolete","0","10","Box of Individual Packets","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","30 (8"" x 6"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-LS7030.jpg,RPC1691-ND,6-LS7030,Essentra Components,WIPES WET ELECTRONIC EQUIP 30PC,0,0,"Obsolete","0","24","Pouch","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","30 (9"" x 11"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-LS7030-585.jpg,RPC1692-ND,6-LS7030-585,Essentra Components,WIPES WET ELECTRONIC EQUIP 100PC,0,0,"Obsolete","0","4","Canister","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","100 (5"" x 8.5"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-LS7030-PC-24.jpg,RPC1693-ND,6-LS7030-PC-24,Essentra Components,WIPES WET ELECTRONIC EQUIP 30PC,0,0,"Obsolete","0","27","Pouch","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","30 (9"" x 9"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-LS964-685.jpg,RPC1694-ND,6-LS964-685,Essentra Components,WIPES WET ELECTRONIC EQUIP 100PC,0,0,"Obsolete","0","12","Canister","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","100 (6' x 8.5"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Presaturated_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-LS964-917.jpg,RPC1695-ND,6-LS964-917,Essentra Components,WIPES WET ELECTRONIC EQUIP 35PC,0,0,"Obsolete","0","12","Canister","-","Obsolete","Wipes, Wet","Electronic Equipment","General Purpose","35 (9"" x 17"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/6-WHCT.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/6-WHCT-72.JPG,RPC1696-ND,6-WHCT-72,Essentra Components,WIPES WET HAND CLEANING 72PC,0,0,"Obsolete","0","6","Pail","-","Obsolete","Wipes, Wet","Hand Cleaning","-","72 (10.5"" x 12"")"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_7-3400SE-99L-S01.jpg,RPC1697-ND,7-3400SE-99L-S01,Essentra Components,WIPES DRY MULTIPLE SURFACE 150PC,0,0,"Obsolete","0","6","Bag","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose, Low Lint","150 (9"" x 9"")"
http://www.essentraporoustechnologies.com/uploads/documents/Purity_Wipes_Family_datasheet_English_8.5x11.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_7-7278-99P-00.jpg,RPC1698-ND,7-7278-99P-00,Essentra Components,WIPES DRY CRITICAL TASKS 750PC,0,0,"Obsolete","0","5","Bag","-","Obsolete","Wipes, Dry","Critical Tasks","Low Lint","750 (9"" x 9"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Ind_Strength_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_7-99C-BGP-01.jpg,RPC1699-ND,7-99C-BGP-01,Essentra Components,WIPES DRY MOISTURE ABSORB 200PC,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","200 (12"" x 17"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Electronics_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_7-C1-99L-04.jpg,RPC1700-ND,7-C1-99L-04,Essentra Components,WIPES DRY MOISTURE ABSORB 300PC,0,0,"Obsolete","0","10","Bag","-","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose, Low Lint","300 (9"" x 9"")"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_7-C1-BBL-06.jpg,RPC1701-ND,7-C1-BBL-06,Essentra Components,WIPES DRY MOISTURE ABSORB 150PC,0,0,"Obsolete","0","10","Bag","-","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose, Low Lint","150 (12"" x 12"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Electronics_Wipes_Br.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_7-G7-99L-00.jpg,RPC1702-ND,7-G7-99L-00,Essentra Components,WIPES DRY MULTIPLE SURFACE 250PC,0,0,"Obsolete","0","2","Bag","-","Obsolete","Wipes, Dry","Multiple Surfaces","Biodegradable, General Purpose, Non Abrasive","250 (9"" x 9"")"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KFC-020.jpg,1A-KFC-020-ND,1A-KFC-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KNW100B-020.jpg,1A-KNW100B-020-ND,1A-KNW100B-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Ind_Strength_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KNW1B-020.jpg,1A-KNW1B-020-ND,1A-KNW1B-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KNW1Y-020.jpg,1A-KNW1Y-020-ND,1A-KNW1Y-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Ind_Strength_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KNW3C-020.jpg,1A-KNW3C-020-ND,1A-KNW3C-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Ind_Strength_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-KP3C-020.jpg,1A-KP3C-020-ND,1A-KP3C-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
https://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1235083.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1A-RFSC-020.jpg,1A-RFSC-020-ND,1A-RFSC-020,Essentra Components,WIPES DRY MULTIPLE SURFACE 1 BOX,0,0,"Obsolete","0","1","Box","-","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1 Box (20 lbs)"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX65-1100.jpg,6-EX65-1100-ND,6-EX65-1100,Essentra Components,WIPES DRY MULTI SURFACE 1100PC,0,0,"Obsolete","0","1","Roll","EpiX","Obsolete","Wipes, Dry","Multiple Surfaces","General Purpose","1100 (12"" x 13"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX65-126.jpg,6-EX65-126-ND,6-EX65-126,Essentra Components,WIPES DRY MOISTURE ABSORB 126PC,0,0,"Obsolete","0","10","Box","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","126 (9"" x 16"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX65-180.jpg,6-EX65-180-ND,6-EX65-180,Essentra Components,WIPES DRY MOISTURE ABSORB 180PC,0,0,"Obsolete","0","1","Box","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","180 (12"" x 16"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX75-100.jpg,6-EX75-100-ND,6-EX75-100,Essentra Components,WIPES DRY MOISTURE ABSORB 100PC,0,0,"Obsolete","0","10","Box","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","100 (9"" x 16"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX75-150.jpg,6-EX75-150-ND,6-EX75-150,Essentra Components,WIPES DRY MOISTURE ABSORB 150PC,0,0,"Obsolete","0","1","Box","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","150 (12"" x 16"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX75-870.jpg,6-EX75-870-ND,6-EX75-870,Essentra Components,WIPES DRY MOISTURE ABSORB 150PC,0,0,"Obsolete","0","1","Roll","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","870 (12"" x 13"")"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Epix_Wipes_Br.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_6-EX85-475.jpg,6-EX85-475-ND,6-EX85-475,Essentra Components,WIPES DRY MOISTURE ABSORB 475PC,0,0,"Obsolete","0","1","Roll","EpiX","Obsolete","Wipes, Dry","Moisture Absorption","General Purpose","475 (12"" x 13"")"
-,-,ES567-ND,ES567,Chemtronics,FLOOR FINISH ANISTATIC 5 GAL,0,0,"Obsolete","0","1","Pail","Static Free™","Obsolete","Floor Finish, Antistatic","Floors","Anti-Static, CFC/HCFC Free, Low VOC","5 Gallon"
https://www.aclstaticide.com/datasheets/7001%20TDS_0618.pdf,-,7001FFS-ND,7001FFS,ACL Staticide Inc,HAND LOTION ESD DISSIPATE FF 1OZ,0,0,"Discontinued at Digi-Key","0","24","-","ACL Staticide®","Discontinued at Digi-Key","Lotion, Hand","Moisturizing, Static Dissipation","Non-Acidic, Silicone Free","1 Ounce"
