Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","For Use With/Related Products","Specifications"
//media.digikey.com/PDF/Data%20Sheets/Desco%20PDFs/35012.pdf,//media.digikey.com/Photos/Menda-EasyBraid/MFG_35012.jpg,35012DES-ND,35012,MENDA/EasyBraid,ESD BADGE HOLDER CLIP-ON HORIZ,0,0,"1.76000","0","50","Menda®","Active","Badge Holder","ESD Badge, Card Holder","2 15/16"" x 4 1/4"" Dissipative"
http://documents.protektivepak.com/PDF/37640.pdf,-,37646-ND,37646,Desco,FOAM BLACK COND LEAD INS GRADE,0,0,"1.77000","0","1","Protektive Pak®","Active","Foam","Electronic Equipment","1/4"", Conductive, Crosslinked"
-,-,09742-ND,09742,Desco,PRKNG SNAP ADAP MAGSNAP 4MM,0,0,"1.79000","0","1","Jewel® MagSnap","Active","Adapter","MagSnaps®","4mm Diameter"
http://documents.mendapump.com/pdf/35016.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35016.jpg,35016DES-ND,35016,MENDA/EasyBraid,BADGE HOLDER ESD ZIPPER VERTICAL,0,0,"1.82880","0","50","-","Active","Card Holder","-","2 11/16"" x 4 3/8"" Dissipative"
http://documents.mendapump.com/pdf/35017.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35017.jpg,35017DES-ND,35017,MENDA/EasyBraid,BADGE HOLDER ESD ZIPPER HORIZ,0,0,"2.02120","0","50","-","Active","Card Holder","-","3 3/8"" x 4"" Dissipative"
"//media.digikey.com/PDF/Data%20Sheets/Desco%20PDFs/35010,11,12,13.pdf",//media.digikey.com/Photos/Desco%20Photos/MFG_35011.jpg,35011DES-ND,35011,MENDA/EasyBraid,ESD BADGE HOLDER CLIP-ON HORIZ,24,0,"2.14000","0","1","Menda®","Active","Badge Holder","ESD Badge, Card Holder","2 9/16"" x 3 7/8"" Dissipative"
http://documents.desco.com/PDF/35084.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35088.jpg,35088-ND,35088,MENDA/EasyBraid,BDG RL RND SWVL CLP STRP END BK,0,0,"2.15000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Black, Retractable, Swivel Clip"
http://documents.desco.com/PDF/35010.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35009.jpg,35009D-ND,35009,MENDA/EasyBraid,ESD BADGE HOLDER CLIP-ON VERT,0,0,"2.15000","0","1","Menda®","Active","Badge Holder","ESD Badge, Card Holder","2-11/16"" x 4-3/8"", Dissipative"
http://documents.desco.com/PDF/35092.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35093.jpg,35093D-ND,35093,MENDA/EasyBraid,BDG HLDR BLO HORIZ 4-1/4X3-5/8"",0,0,"2.22000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Blue, Zip Closure"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/Specialty%20Tools.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35067.jpg,35067-ND,35067,MENDA/EasyBraid,LANYARD BREAKAWAY ESD SAFE 27IN,0,0,"2.37000","0","35","-","Active","ESD Lanyard","Badge, Card Holder","27"" Dissipative"
http://documents.desco.com/PDF/35047.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35047.jpg,35047D-ND,35047,MENDA/EasyBraid,HLDR BDG ZIP HRZ 3-7/8X2-5/8"",0,0,"2.43000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","3-7/8"" x 2-5/8"", Clear, Zip Closure"
http://documents.protektivepak.com/PDF/37766.pdf,-,37766-ND,37766,Desco,DROP IN LID FOR TEK-TRAY 37750,0,0,"2.71000","0","1","Protektive Pak®","Active","Lid","37750","Dissipative"
http://documents.protektivepak.com/PDF/37766.pdf,-,37767-ND,37767,Desco,LID FOR TEK-TRAY 37760/37762,0,0,"2.71000","0","1","Protektive Pak®","Active","Lid","37760, 37762","Dissipative"
-,-,35082-ND,35082,Desco,BDG RL RND SWVL CLP BK,0,0,"2.78000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Black, Retractable, Swivel Clip"
https://www.descoindustries.com/PDF/34433.pdf,-,154-34433-ND,34433,MENDA/EasyBraid,ESD STRAP CLIP WITH PIN,0,0,"3.15000","0","1","-","Active","ESD Clip","ESD Badge, Card Holder","2-7/8"" Dissipative, Safety Pin"
-,//media.digikey.com/Photos/Desco%20Photos/60416.JPG,16-1230-ND,60416,Desco,IONIZER BENCH FOAM MEDIA FILTER,0,0,"3.48000","0","1","-","Active","Filter","-","-"
http://documents.mendatools.com/PDF/34458.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_34458.jpg,34458-ND,34458,MENDA/EasyBraid,ESD POUCH 9""X6"" ZIPPER,0,0,"3.53700","0","100","Menda®","Active","ESD Pouch","Storage in ESD Safe Areas","9"" x 6"", Dissipative, Zip Closure"
http://documents.protektivepak.com/PDF/37766.pdf,-,37768-ND,37768,Desco,DROP IN LID FOR TEK-TRAY 37751,0,0,"3.68000","0","1","Protektive Pak®","Active","Lid","37751","Dissipative"
http://documents.protektivepak.com/PDF/37766.pdf,-,37769-ND,37769,Desco,LID FOR TEK-TRAY 37761/37763,0,0,"3.68000","0","1","Protektive Pak®","Active","Lid","37761, 37763","Dissipative"
-,-,09193-ND,09193,Desco,ADPT CRD CLD JWL MGSNP-MGGND,0,0,"3.77000","0","1","Jewel® MagSnap","Active","Adapter","09190, 09191, 09192","-"
-,-,06721-ND,06721,Desco,LABEL GROUND POINT ROUND 10PC,0,0,"3.87000","0","1","Statfree®","Active","Label","Grounding Mats","10 Pieces, Yellow"
http://menda.descoindustries.com/Catalog/menda2010ecatalog/files/2010mendaindustrialcatalog.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35121.jpg,35121-ND,35121,MENDA/EasyBraid,LAMP REPL FOR 35100 3V TL3 BASE,0,0,"4.03000","0","1","-","Active","Lamp","-","-"
http://documents.desco.com/PDF/35078.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35080.jpg,35080-ND,35080,MENDA/EasyBraid,BDG RL RND SLD CLP TRNS BL,0,0,"4.27000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Blue, Retractable"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_35083.jpg,35083-ND,35083,MENDA/EasyBraid,BDG RL RND SWVL CLP TRANS BL,0,0,"4.27000","0","1","Menda®","Active","Clip","Badge, Card Holder","36"", Blue, Retractable, Swivel Clip"
http://documents.desco.com/PDF/35006.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35006.jpg,35006D-ND,35006,MENDA/EasyBraid,BDG HLDR DL SHLDD 2-1/4''WX3-1/2,0,0,"4.43000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/4"" x 3-1/2"", RFID Shielding"
http://documents.desco.com/PDF/35008.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35008.jpg,35008D-ND,35008,MENDA/EasyBraid,BDG SHLD ID II MAG 2-1/4X3-1/2,0,0,"4.43000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-1/4"" x 3-1/2"", RFID Shielding"
http://documents.protektivepak.com/PDF/37500.pdf,-,37557-ND,37557,Desco,LID 22-1/2X19-3/4X2"",0,0,"4.44000","0","1","-","Active","Lid","37530 and 37532","22.5"" L x 10.75"" W x 2"" H, Dissipative"
http://documents.desco.com/PDF/PS-2049.PDF,-,12148-ND,12148,Desco,WRSTBND 7MM SKT-4MM SKT W/DSK,0,0,"4.53000","0","1","-","Active","Adapter","Ground Cords, Wristbands","-"
-,-,12144-ND,12144,Desco,WRSTBND CNNCT 10MM STD-4MM SKT,0,0,"4.53000","0","1","-","Active","Ground Point Adapter","Ground Cords and Wrist Straps","10mm Socket to 4mm Stud"
-,-,12146-ND,12146,Desco,WRSTBND 7MM,0,0,"4.53000","0","1","-","Active","Ground Point Adapter","Ground Cords and Wrist Straps","7mm Socket to 4mm Stud"
-,-,12142D-ND,12142,Desco,WRSTBND 7MM,0,0,"4.70000","0","1","-","Active","Ground Point Adapter","Ground Cords and Wrist Straps","7mm Stud to 4mm Socket"
-,-,50586-ND,50586,Desco,"BLADES, INTERCHANGEABLE, FOR ADA",0,0,"4.73000","0","1","-","Active","Blade","50480 AC Adapter","-"
-,-,50587-ND,50587,Desco,"BLADES, INTERCHANGEABLE, FOR ADA",0,0,"4.73000","0","1","-","Active","Blade","50480 AC Adapter","-"
http://documents.protektivepak.com/PDF/47557.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_47558.JPG,47558-ND,47558,Desco,LID FOR 47557 TOOL ORGANIZER,0,0,"4.79000","0","1","Protektive Pak®","Active","Lid","47557","12.31"" x 5.88"", Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,//media.digikey.com/photos/Desco%20Photos/37450.jpg,37450-ND,37450,Desco,HANDLES ESD SET OF 2,0,0,"4.92000","0","1","Protektive Pak®","Active","Handles","Corrugated In-Plant Handlers","1"" x 4"", Dissipative, ESD Safe"
http://documents.protektivepak.com/PDF/37500.pdf,-,37550-ND,37550,Desco,CONT LID 17-3/4X10-3/4X2-1/8,0,0,"5.03000","0","1","Protektive Pak®","Active","Lid","Storage Container","17.75"" x 10.75"" Dissipative"
-,-,07475-ND,07475,Desco,POCKET PROTECTOR ESD,0,0,"5.10000","0","1","-","Active","Pocket Protector","ESD Clothing","5.13"" x 7"", Dissipative"
-,-,07476-ND,07476,Desco,POCKET PROTECTOR ESD,0,0,"5.10000","0","1","-","Active","Pocket Protector","ESD Clothing","6.50"" x 8"", Dissipative"
-,-,12110-ND,12110,Desco,WRSTBND CNNCT 10MM STD-4MM JACK,0,0,"5.33000","0","1","-","Active","Ground Point Adapter","Ground Cords and Wrist Straps","Banana Jack to 10mm Socket"
http://documents.protektivepak.com/PDF/37500.pdf,-,37553-ND,37553,Desco,CONT LID 19-1/6X13-1/8X2-1/8,0,0,"5.83000","0","1","Protektive Pak®","Active","Lid","Storage Container","19.17"" x 13.13"" Dissipative"
http://documents.protektivepak.com/PDF/37500.pdf,-,37551-ND,37551,Desco,CONT LID 17-7/8X13-5/8X2-1/8,0,0,"5.92000","0","1","Protektive Pak®","Active","Lid","Storage Container","17.75"" x 13.63"" Dissipative"
http://documents.desco.com/PDF/09028.pdf,-,09031-ND,09031,Desco,CLASP REPLACEMENT FOR 9028,0,0,"6.11000","0","1","-","Active","Replacement Clasp","9028 Wrist Strap","4mm Snap Stud"
http://documents.protektivepak.com/PDF/37500.pdf,-,37554-ND,37554,Desco,CONT LID 19-3/8X15-3/4X2-1/8,0,0,"6.32000","0","1","Protektive Pak®","Active","Lid","Storage Container","19.38"" x 15.75"" Dissipative"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_47204.jpg,47204-ND,47204,Desco,GROUND CORD FOR ESD TURNTABLE,0,0,"6.38000","0","1","Protektive Pak®","Active","Ground Cord","47200, 47201","6' Cord, 1/4"" Female Connector, Ring Terminal"
http://documents.protektivepak.com/PDF/37150.pdf,-,37459-ND,37459,Desco,FRAME WIRE 3/16X15-1/4X18-15/16,0,0,"6.43000","0","1","Protektive Pak®","Active","Wire Frame","Corrugated In-Plant Handlers","1/4"" x 15 1/8"" x 18 13/16"""
http://documents.protektivepak.com/PDF/37500.pdf,-,37552-ND,37552,Desco,CONT LID 23-1/2X13-3/8X2-1/8,2,0,"6.56000","0","1","Protektive Pak®","Active","Lid","Storage Container","23.50"" x 13.38"" Dissipative"
-,-,35190-ND,35190,Desco,HLDR ARM BDG 2-3/8X3-3/8"" OR,0,0,"6.62000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Adjustable, Orange"
http://documents.protektivepak.com/PDF/37150.pdf,-,37451-ND,37451,Desco,FOAM STATIC DISS 42 BTM PAD,0,0,"6.69000","0","1","Protektive Pak®","Active","Foam, Bottom","Electronic Equipment","1/4"" Crosslinked, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37452-ND,37452,Desco,FOAM STATIC DISS 43 BTM PAD,0,0,"6.69000","0","1","Protektive Pak®","Active","Foam, Bottom","Electronic Equipment","1/4"" Crosslinked, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37454-ND,37454,Desco,FOAM STATIC DISS 45 BTM PAD,0,0,"6.69000","0","1","Protektive Pak®","Active","Foam, Bottom","Electronic Equipment","1/4"" Crosslinked, Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37455-ND,37455,Desco,FOAM STATIC DISS 46 BTM PAD,0,0,"6.69000","0","1","Protektive Pak®","Active","Foam, Bottom","Electronic Equipment","1/4"" Crosslinked, Dissipative"
-,-,60455-ND,60455,Desco,FILTER REPL METAL IONIZER JR,0,0,"6.70000","0","1","-","Not For New Designs","Filter","Overhead Ionizer","-"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/37765_Web.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37764.jpg,37764-ND,37764,Desco,TEK-TRAY PARTITION SET,0,0,"6.72000","0","1","Tek-Tray","Active","Partition","37750, 37760, 37762","Dissipative"
-,//media.digikey.com/Photos/Desco%20Photos/MFG_35192.jpg,35192D-ND,35192,MENDA/EasyBraid,HLDR ARM BDG 2-3/8X3-3/8"" GN,0,0,"6.97000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Adjustable, Green"
http://documents.desco.com/PDF/35063.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35063.jpg,35063-ND,35063,MENDA/EasyBraid,HLDR ARM BDG ZIP 2-3/8X3-3/8"" BK,0,0,"6.97000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Adjustable, Clear, Zip Closure"
"//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/0970050,80,82.pdf",-,09750-ND,09750,Desco,CLIP LARGE BANANA JACK,0,0,"7.01000","0","1","-","Active","Adapter","Banana Plug Adapters","10-32 x 1/2"" Threaded or Banana Plug"
http://documents.protektivepak.com/PDF/39201.pdf,-,39212-ND,39212,Desco,LID 9209-39210 7X9-5/16"",0,0,"7.04000","0","1","Protektive Pak®","Active","Lid","Trays","Conductive"
http://documents.protektivepak.com/PDF/37150.pdf,-,37456-ND,37456,Desco,FRAME WIRE 3/16X13-1/4X17-1/4,0,0,"7.15000","0","1","Protektive Pak®","Active","Wire Frame","Corrugated In-Plant Handlers","1/4"" x 13 1/4"" x 17 1/4"""
http://documents.protektivepak.com/PDF/37150.pdf,-,37458-ND,37458,Desco,FRAME WIRE 3/16X12-1/2X18-11/16,0,0,"7.15000","0","1","Protektive Pak®","Active","Wire Frame","Corrugated In-Plant Handlers","1/4"" x 12 1/2"" x 18 11/16"""
http://documents.desco.com/PDF/35061.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35062.jpg,35062-ND,35062,MENDA/EasyBraid,HLDR ARM BDG 2-3/8X3-3/8"" BK,0,0,"7.35000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Adjustable, Clear"
http://documents.desco.com/PDF/39201.pdf,-,39203-ND,39203,Desco,LID F/TRAY 1/16X7-13/16X9-11/16,0,0,"7.41000","0","1","Protektive Pak®","Active","Lid","Kitting Tray 39206","1/16"" x 7-13/16"" x 9-11/16"", Conductive"
//media.digikey.com/pdf/Data%20Sheets/Desco%20PDFs/37765_Web.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_37764.jpg,37765-ND,37765,Desco,TEK-TRAY PARTITION SET,0,0,"7.50000","0","1","Tek-Tray","Active","Partition","37751, 37761, 37763","Dissipative"
http://documents.protektivepak.com/PDF/37150.pdf,-,37457-ND,37457,Desco,FRAME WIRE 3/16X12-3/4X23-1/8,0,0,"7.51000","0","1","Protektive Pak®","Active","Wire Frame","Corrugated In-Plant Handlers","1/4"" x 12 3/4"" x 23 1/8"""
http://documents.desco.com/PDF/35061.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35061.jpg,35061-ND,35061,MENDA/EasyBraid,HLDR ARM BDG 2-3/8X3-3/8"" WH,0,0,"7.56000","0","1","Menda®","Active","Badge Holder","Badge, Card Holder","2-3/8"" x 3-3/8"", Adjustable, Clear"
-,-,50530-ND,50530,Desco,"CONNECTING WIRE, REMOTE, 10 FT B",0,0,"7.74600","0","5","-","Active","Cable","Zero Volt Monitor","10', Black"
-,-,50532-ND,50532,Desco,"CONNECTING WIRE, REMOTE, 10 FT G",0,0,"7.74600","0","5","-","Active","Cable","Zero Volt Monitor","10', Gray"
-,-,06822-ND,06822,Desco,BOOKLET ESD AWARENESS SPANISH,0,0,"8.03000","0","1","-","Active","Booklet","Static","Supplement ESD Training"
http://documents.protektivepak.com/PDF/39175.pdf,-,39183-ND,39183,Desco,LID PLASTEK FOR 39175-39176,0,0,"8.19000","0","1","Protektive Pak Plastek™","Active","Lid","Totes","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/39175.pdf,-,39184-ND,39184,Desco,LID PLASTEK FOR 39179-39182,0,0,"8.19000","0","1","Protektive Pak Plastek™","Active","Lid","Totes","Chemical and Moisture Resistant, Conductive"
http://documents.protektivepak.com/PDF/39175.pdf,-,39185-ND,39185,Desco,LID PLASTEK FOR 39177,0,0,"8.22000","0","1","Protektive Pak Plastek™","Active","Lid","Totes","Chemical and Moisture Resistant, Conductive"
-,-,04617-ND,04617,Desco,TRUSTAT COMMON POINT GROUND,0,0,"8.35000","0","1","Trustat®","Active","Ground Point Adapter","Ground Cords and Wrist Straps","2 Banana Jack Sockets, 10mm Socket"
http://documents.desco.com/PDF/35193.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35194.jpg,35194D-ND,35194,MENDA/EasyBraid,HOLD ARM BADGE ESD YLW 2 3/8"" X,0,0,"9.19000","0","1","Menda®","Not For New Designs","Badge Holder","ESD Badge, Card Holder","4"" x 4-5/16"", Adjustable, Dissipative"
http://documents.desco.com/PDF/35193.pdf,//media.digikey.com/photos/Desco%20Photos/MFG_35193.jpg,35193D-ND,35193,MENDA/EasyBraid,HOLDER ARM BADGE ESD BK,0,0,"9.28000","0","1","Menda®","Active","Badge Holder","-","2-3/8"" x 3-3/8"", Dissipative"
-,//media.digikey.com/photos/Desco%20Photos/MFG_35772.jpg,35772D-ND,35772,MENDA/EasyBraid,PTFE STEM 4 OZ BOTTLE 10PK,0,0,"9.28000","0","1","Menda®","Active","Replacement PFA Stems","35770","10 Pack, 2.08"" L, Chemical and Solvent Resistant"
http://documents.desco.com/PDF/TB-3062.pdf,-,50004D-ND,50004,Desco,T-HANDLE FOR 5LB ELECTRODES PAIR,0,0,"9.69000","0","1","-","Active","Handles","5lb Electrodes","2 Pieces"
-,-,2079-13031-ND,13031,"Conductive Containers, Inc.",CP KITTING TRAY COVER FOR 13030,0,0,"9.71000","0","1","-","Active","Cover","Kitting Tray 13030","Dissipative"
http://documents.protektivepak.com/PDF/39175.pdf,-,39186-ND,39186,Desco,LID PLASTEK FOR 39178,0,0,"9.92000","0","1","Protektive Pak Plastek™","Active","Lid","Totes","Chemical and Moisture Resistant, Conductive"
-,-,19594-ND,19594,Desco,"AIR TUBE, 6 MM OD, 6 FT LENGTH",0,0,"10.05000","0","1","-","Active","Air Tube","-","6', 6mm O.D."
http://documents.desco.com/PDF/39201.pdf,-,39204-ND,39204,Desco,LID F/TRAY 1/16X9-1/8X13-1/16,0,0,"11.49000","0","1","Protektive Pak®","Active","Lid","Kitting Tray 39201","1/16"" x 9-1/8"" x 13-1/16"", Conductive"
http://documents.desco.com/PDF/39201.pdf,-,39205-ND,39205,Desco,LID F/TRAY 1/16X9-7/16X13-11/16,0,0,"11.49000","0","1","Protektive Pak®","Active","Lid","Kitting Tray 39202","1/16"" x 9-7/16"" x 13-11/16"", Conductive"
http://documents.protektivepak.com/PDF/39350.pdf,-,39350-ND,39350,Desco,"PLASTEK SHEET, 3 MM X 24'' X 36'",0,0,"11.74000","0","1","Plastek™","Active","Plastic Sheet","Shelving","24"" x 36"", Conductive"
http://documents.protektivepak.com/PDF/39350.pdf,-,39356-ND,39356,Desco,"PLASTEK SHEET, 4 MM X 24'' X 36'",0,0,"12.75000","0","1","Plastek™","Active","Plastic Sheet","Shelving","24"" x 36"", Conductive"
http://documents.staticcontrol.com/PDF/Snaps_Pres-N-Snap_Tool.pdf,//media.digikey.com/Photos/SCS/MFG_3033.jpg,SCP273-ND,3033,SCS,SNAP FASTENER 10MM MALE 1=10PCS,0,0,"13.38000","0","10","-","Active","Snap Fastener, Male","1800/880 Series Mats and Runners","10mm Diameter"
http://documents.desco.com/PDF/39106.pdf,-,39130-ND,39130,Desco,LID PLASTEK 17-7/8X13-5/8X2,0,0,"13.41000","0","1","Plastek™","Active","Lid","Storage Container","-"
http://documents.desco.com/pdf/13870.pdf,-,13868-ND,13868,Desco,HUMIDITY INDICATOR 3 SPOT 125PCS,0,0,"13.82000","0","1","-","Active","Humidity Card","Moisture","Meets IPC/JEDEC J-STD-033A and MIL-I-8835"
-,-,2079-13061-ND,13061,"Conductive Containers, Inc.",CP KITTING TRAY COVER 13060,20,0,"15.09000","0","1","-","Active","Cover","Kitting Tray 13060","Dissipative"
-,-,2079-13041-ND,13041,"Conductive Containers, Inc.",CP KITTING TRAY COVER FOR 13040,20,0,"15.09000","0","1","-","Active","Cover","Kitting Tray 13040","Dissipative"
-,-,2079-13051-ND,13051,"Conductive Containers, Inc.",CP KITTING TRAY COVER FOR 13050,20,0,"15.09000","0","1","-","Active","Cover","Kitting Tray 13050","Dissipative"
http://documents.staticcontrol.com/pdf/9110_Benchtop_Air_Ionizer_User_Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770000.jpg,770000-ND,770000,SCS,POWER CORD IEC C-13 NA PLUG,0,0,"15.19000","0","1","-","Active","Power Supply Cable","9110-NO, 9310-NO","-"
http://documents.mendapump.com/PDF/TB-4017.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35394.jpg,35394D-ND,35394,MENDA/EasyBraid,BAG ESD BOTTLE HANG TAG,0,0,"15.65000","0","1","Menda®","Active","Protective Sleeve","Storing Required Documents in ESD Area","2.25"" x 2.25"", 10 Clear Sheets, Dissipative, Includes Insert"
http://documents.desco.com/PDF/TB-3037.pdf,-,19641-ND,19641,Desco,TEST LEADS,0,0,"15.69000","0","1","-","Active","Test Leads","Surface Resistance Checker","2 Test Leads"
http://documents.desco.com/PDF/07405.pdf,-,07405-ND,07405,Desco,BINDER 3RING DISSIPATIVE 1/2"",0,0,"15.94000","0","1","-","Active","Binder","Storing Required Documents in ESD Area","10"" x 11.5"", Dissipative"
http://documents.desco.com/PDF/07405.pdf,-,07435-ND,07435,Desco,ESD BINDER YELLOW 1/2'',0,0,"15.94000","0","1","-","Active","Binder","Paper, Protective Sleeves","Dissipative, Yellow"
-,//media.digikey.com/Photos/Panasonic%20Photos/CN-ACCN-C2.jpg,1110-3976-ND,CN-ACCN-C2,Panasonic Industrial Automation Sales,PWR CABLE AC 2M CCC FOR ER-XAPS-,0,0,"16.00000","0","1","-","Active","Power Supply Cable","ER-X Ionizers","6.56'"
-,-,1110-3977-ND,CN-ACKR-C2,Panasonic Industrial Automation Sales,PWR CABLE AC 2M KTL FOR ER-XAPS-,0,0,"16.00000","0","1","-","Active","Power Supply Cable","ER-X Ionizers","6.56'"
-,-,50952-ND,50952,Desco,"EMITTER, NON-AIR ASSISTED ION BA",0,0,"16.45000","0","1","-","Active","Emitter","EMIT Ion Bars","-"
-,-,50533-ND,50533,Desco,"SOCKET ENCLOSURE, REMOTE MODULE",0,0,"16.53000","0","2","-","Active","Socket Enclosure","Zero Volt Monitor","-"
-,//media.digikey.com/photos/Botron-Company/B9742.JPG,2071-B9742-ND,B9742,Botron Company Inc.,B9742 BLACK MOLDED BENCH GROUND,4,0,"16.63000","0","1","-","Active","Grounding Hardware","Wrist Straps","2 Grounding Points, Includes Wire and Hardware"
http://documents.desco.com/PDF/39106.pdf,-,39132-ND,39132,Desco,LID PLASTEK 19-3/8X13-3/8X2,0,0,"16.87000","0","1","Plastek™","Active","Lid","Storage Container","-"
http://documents.mendapump.com/PDF/TB-4017.pdf,//media.digikey.com/Photos/Desco%20Photos/MFG_35393.jpg,35393D-ND,35393,MENDA/EasyBraid,BAG ESD BOTTLE HANG TAG,0,0,"16.87000","0","1","Menda®","Active","Protective Sleeve","Storing Required Documents in ESD Area","2.25"" x 2.25"", 10 Clear Sheets, Dissipative, Includes Insert"
http://documents.desco.com/PDF/39106.pdf,-,39131-ND,39131,Desco,LID PLASTEK 23-1/2X13-3/8X2,0,0,"16.94000","0","1","Plastek™","Active","Lid","Storage Container","-"
http://documents.desco.com/PDF/39106.pdf,-,39133-ND,39133,Desco,LID PLASTEK 19-3/8X15-3/4X2,0,0,"16.94000","0","1","Plastek™","Active","Lid","Storage Container","-"
http://documents.protektivepak.com/PDF/47520.pdf,-,47521D-ND,47521,Desco,CRD HLDR W/SNP 3X5'' 25PK,0,0,"17.10000","0","1","Protektive Pak®","Active","Card Holder","Documents","5.50"" L x 3.75"" W, 7mm Female Snaps (2), Dissipative, PVC, Transparent"
http://documents.desco.com/PDF/07405.pdf,-,07410-ND,07410,Desco,BINDER 3RING DISSIPATIVE 1"",0,0,"17.32000","0","1","-","Active","Binder","Storing Required Documents in ESD Area","10.3"" x 11.5"", Dissipative"
http://documents.desco.com/PDF/07405.pdf,-,07436-ND,07436,Desco,ESD BINDER YELLOW 1'',0,0,"17.32000","0","1","-","Active","Binder","Paper, Protective Sleeves","Dissipative, Yellow"
-,-,94330-ND,94330,Desco,POWER SUPPLY 12V,0,0,"17.42000","0","1","-","Active","AC Adapter","Ground Gard Monitors","12V, 2 Prong, 120VAC"
-,-,94252-ND,94252,Desco,EMITTER NON-AIR ASSISTEDION BAR,0,0,"17.84000","0","1","-","Active","Emitter","-","-"
http://documents.desco.com/PDF/TB-6563.pdf,-,50951-ND,50951,Desco,"EMITTER, AIR-ASSISTED ION BAR",0,0,"17.87000","0","1","-","Active","Emitter","EMIT Ion Bars","-"
http://documents.desco.com/PDF/TB-2091.PDF,-,14240-ND,14240,Desco,GROUNDING SYSTEM LAMINATE,0,0,"18.05000","0","1","-","Active","Grounding Hardware","-","-"
http://documents.staticcontrol.com/pdf/Overhead_Air_Ionizer_991A_User_Guide.pdf,//media.digikey.com/Photos/SCS/MFG_991A-F.jpg,991AAIRFILTER-ND,991A AIR FILTER,SCS,AIR FILTER RETAINER (1 PER FAN),0,0,"18.06000","0","1","991A","Active","Retainer","Overhead Ionizer","1 Per Fan"
-,-,CTA252-ND,CTA252,SCS,REPLACEMENT JACK PCB CTC337 & 77,0,0,"18.10000","0","1","-","Active","PCB Assembly","CTC337 and 773 Monitors","-"
-,-,63615D-ND,63615,Desco,SNAP KIT MAT,0,0,"18.46000","0","1","-","Active","Hardware","Workstation Monitor","-"
http://documents.staticcontrol.com/pdf/9110_Benchtop_Air_Ionizer_User_Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770003.jpg,770003-ND,770003,SCS,POWER CORD IEC C-13-CHINA PLUG,0,0,"18.52000","0","1","-","Active","Power Supply Cable","9110-NO, 9310-NO","-"
http://documents.staticcontrol.com/pdf/9110_Benchtop_Air_Ionizer_User_Guide.pdf,//media.digikey.com/Photos/SCS/MFG_770002.jpg,770002-ND,770002,SCS,POWER CORD IEC C-13-EUROPE PLUG,0,0,"18.52000","0","1","-","Active","Power Supply Cable","9110-NO, 9310-NO","-"
